"Miconia_sp1_M_SD_010"	"Cecropia_peltata"	"Trema_micrantha"	"Ficus_clusiifolia"	"Didymopanax_morototoni"	"Alchornea_glandulosa"	"Protium_heptaphyllum"	"Unidentified_sp2_M_SD_010"	"Aechmaea_nudicaulis"	"Gravisia_aquilega"	"Clidemia_sp1_M_SD_010"	"Rhipsalis_sp1_M_SD_010"	"Hieronyma_caribaea"	"Cordia_curassavica"	"Sapium_aucuparium"	"Cordia_bicolor"	"Anthurium_scandens"	"Laetia_procera"	"Sloanea_stipilata"	"Ficus_citrifolia"	"Ilex_sp1_M_SD_010"	"Chiococca_alba"	"Clusia_sp1_M_SD_010"	"Piper_sp1_M_SD_010"	"Coussarea_paniculata"	"Lacistema_aggregatum"	"Ficus_tobagensis"	"Doliocarpus_dentatus"	"Myrcia_leptoclada"	"Byrsonima_spicata"	"Anthurium_gracile"	"Calycolpus_glaber"	"Cupania_sp1_M_SD_010"	"Wulffia_baccata"	"Davilla_aspera"	"Eugenia_baileyi"	"Psidium_guajava"	"Castilla_elastica"	"Myrcia_sp1_M_SD_010"	"Henriettea_sp1_M_SD_010"	"Isertia_parviflora"	"Solanum_sp1_M_SD_010"	"Unidentified_sp1_M_SD_010"	"Aechmaea_mertensii"	"Rourea_surinamensis"	"Aechmaea_dichlamydea"	"Aegiphilia_integrifolia"	"Norantea_guianensis"	"Phytolacca_rivinoides"	"Psychotria_sp1_M_SD_010"	"Tangara_gyrola"	"Ramphocelus_carbo"	"Tangara_mexicana"	"Euphonia_violacea"	"Chlorophanes_spiza"	"Thraupis_palmarum"	"Tachyphonus_rufus"	"Dacnis_cayana"	"Thraupis_episcopus"	"Cyanerpes_caeruleus"	"Tangara_guttata"	"Cyanerpes_cyaneus"	"Coereba_flaveola"	"Tachyphonus_luctuosus"
"Miconia_sp1_M_SD_010"	2.39752360006892	0.388955030793192	0.364799717050622	0.24470773102702	0.201860182701207	0.156844727602753	0.123769881230759	0.0987212898030884	0.0708972544738858	0.084784894826561	0.0880413356226185	0.0661480910137663	0.0684266186521667	0.0633384045879143	0.0594010406086923	0.0503603332600683	0.0429522861446445	0.0517523561701659	0.0501504772033513	0.046420027074067	0.0486015947796848	0.0403357200050267	0.0377846016305258	0.0309490478861077	0.0344007978617517	0.0303109220667892	0.0259166473827875	0.0231482530945012	0.0236710776108341	0.022250227670217	0.0156547090750568	0.0178081377502763	0.0183866865936848	0.0180515894938966	0.0153611005546205	0.0132970103493961	0.0154080218163817	0.0109081283172463	0.011895297118274	0.0102840908626634	0.010063938604816	0.0110557984876535	0.010063938604816	0.00827177303070992	0.00831765252132481	0.00647960745660381	0.00603568168103572	0.00626641653331791	0.00598621678962504	0.00633792919175408	0.905543024379063	0.736970029303805	0.529575451177244	0.342946525920578	0.421854236506986	0.337171294422549	0.280772606609957	0.314330626267484	0.253125818001702	0.151812581392289	0.192774460653928	0.130866534275196	0.11343303895174	0.0256658774006391
"Cecropia_peltata"	1.31494441882369	1.44377938818632	0.335314351520322	0.265772385583977	0.245302114073542	0.144398540592304	0.136954068557051	0.0930605331776998	0.0676358468605781	0.0886729881221852	0.0789173233825921	0.0620401772336305	0.0678592651644618	0.0582327728558704	0.050138779568831	0.0602105670216698	0.0386116633774691	0.0497769874711308	0.0502884997193675	0.0533860235950925	0.0530742112238543	0.0418460901466555	0.0302114806352955	0.0379861843106711	0.0390215769938866	0.0319924964926508	0.0254925785060923	0.0234224627010844	0.0278818255773153	0.0257481772548408	0.0160197795540669	0.0189164895773657	0.0140234972098556	0.0152723271540813	0.0136866308927101	0.015655861877702	0.0140877195232803	0.0146416409855102	0.0112404420279154	0.0104618171501813	0.0102063858652637	0.0104366016598122	0.0102063858652637	0.0080528499820962	0.00687673647747839	0.00589931409892875	0.00701665536675613	0.00572597831606468	0.00619507446118754	0.00656192796120022	1.0840352256383	0.588919575033582	0.578996538054292	0.308911702671333	0.323176583748603	0.395176125669854	0.337387288362901	0.245090268156269	0.377387555494386	0.124067760531573	0.145332802085834	0.0962255961412479	0.114197420681543	0.0179376629934448
"Trema_micrantha"	1.30621834169739	0.355144770158621	1.45259948519549	0.254520527764192	0.175357275856247	0.176763498691176	0.116359285905989	0.128436025413621	0.102440591061665	0.0657776967564777	0.0655153134379237	0.0935227182372122	0.0716584171085068	0.0456995368841192	0.0637593553801276	0.0462588622827814	0.057022157422032	0.0439949290052212	0.0489037807667316	0.0479235976241554	0.0429651356333373	0.0386937367531788	0.0638942145792234	0.0368425262627097	0.0281790891382735	0.0277793946524508	0.0259577267609877	0.0242167491103129	0.0247934276331279	0.0224596389067053	0.017326368317815	0.0148106721905707	0.0227165872987667	0.0233407584200784	0.010522106797144	0.0113634602927015	0.0112730508288269	0.00906524458412976	0.0147518993470177	0.00811456856005758	0.00762772437867984	0.00854539177273811	0.00762772437867984	0.00607977111546499	0.00868561424426789	0.00453181785225014	0.00583803543943727	0.0062581263661515	0.00455437761907342	0.00646678885300084	0.915658850066663	0.469129821498326	0.465689344899719	0.53837978251612	0.491899316184293	0.275974108955456	0.24251267790366	0.312057081426298	0.223833452115203	0.301556970776847	0.199766163651306	0.164889867162084	0.115401828176385	0.0200928399307993
"Ficus_clusiifolia"	1.30380279091196	0.418857279680347	0.378726545313118	1.27778220539616	0.224657455286832	0.153366545329554	0.128483252892075	0.105715922065746	0.078082890902359	0.0685449476574072	0.065900914592677	0.0780796794854756	0.0709660827453461	0.0504430781433236	0.059565085722833	0.0587643461334042	0.0443087095885928	0.0460260079632113	0.0516690717643054	0.0537256283710929	0.0510122260679997	0.0420434350408936	0.0378064390392366	0.036200289412413	0.0322985061549696	0.0310289888187879	0.0259261840891732	0.0252579759312206	0.0287236075019907	0.0261788702792066	0.0150569956447914	0.0176732381257498	0.0205399167027853	0.0162475821708895	0.0113229280914138	0.0146255628809531	0.0124048082882684	0.0117251882979101	0.011833456802194	0.00875251385356048	0.00793008620159368	0.00946675202937056	0.00793008620159368	0.00630079317081226	0.00800638264514891	0.00467150014003083	0.00701023938875296	0.00577504758619698	0.00523851387291494	0.00670134036019939	1.1032743072367	0.478302562176435	0.554790146124216	0.39187853149312	0.397196670746826	0.380501372390494	0.255255908155756	0.245556932310381	0.301587393523769	0.15892644878031	0.149824916225246	0.141987123765981	0.159176176450359	0.0185836158835678
"Didymopanax_morototoni"	1.24480445999077	0.44744922659711	0.302004197307982	0.260020202878278	1.39341168668721	0.168181845405212	0.158947518893517	0.080778637845581	0.0595141028211438	0.0666435152940222	0.0661709610710316	0.0591499526314395	0.0568285109602199	0.0525625413068141	0.0494491862204606	0.0706363854566375	0.0346036232100305	0.052450650969111	0.0467680537097534	0.0412293205537625	0.0392410715152356	0.031947130912652	0.0294553096222027	0.0519845627959204	0.0485606239905431	0.0332523953258343	0.0211528761163286	0.0345719181441892	0.0218090834486145	0.0204638430248223	0.0128015181775431	0.0252651283388491	0.0138046628201214	0.0144069108239841	0.0142159733976261	0.0219249629203508	0.011484679483613	0.0218525244323841	0.00909849921913513	0.00819117164014926	0.0078167359274542	0.00874698662849555	0.0078167359274542	0.00632594045222385	0.00693638726166791	0.0048351449769935	0.00532912253587971	0.00548829347906184	0.0075272743940998	0.00524584719331971	0.839354034566434	0.525806060554984	0.420980508807608	0.288444018520492	0.306443923767258	0.795273203944457	0.233557957786088	0.267704047067303	0.596441446142186	0.119227395534237	0.126282068122407	0.0957506860195736	0.104490180844628	0.017086573585503
"Alchornea_glandulosa"	1.3566050465381	0.369435227229661	0.426987152682581	0.24897166449603	0.235891419529388	1.21217189215749	0.124436170402992	0.0968546859541101	0.061528617532494	0.0612278763713628	0.0613330802905718	0.0591094377455589	0.0761925259533746	0.0444458260403924	0.071572794567325	0.0495210306020616	0.0358174957084318	0.0523894173515914	0.0472781898394655	0.0429210940861449	0.038634167806699	0.0343354657198157	0.0647749204284298	0.0288781959684816	0.0295978072716685	0.0308098653091493	0.022240350327129	0.0241931403774682	0.0232424820426621	0.022966163900776	0.0124962209831154	0.0177894632113543	0.0149858145393205	0.0252634389827577	0.0115370981663724	0.0141171894924684	0.0107221324971401	0.00981002716102797	0.0147577828470122	0.00777585339441638	0.00716824069102221	0.00851440158888184	0.00716824069102221	0.00578696674924629	0.0103143544275244	0.00440569280747036	0.00553553821225725	0.00814348154332026	0.00548826043498349	0.00701449208472968	0.894998990326541	0.475505854995292	0.410211429438162	0.304789464560017	0.485127675413675	0.472826042110107	0.216399584211561	0.45475617858554	0.24524661285512	0.301487908382837	0.253059899532458	0.105802400731779	0.0990794910523461	0.0175505730677224
"Protium_heptaphyllum"	1.26816524461054	0.415076177011371	0.332966571977137	0.247083178638606	0.26409741600769	0.147409001862006	1.1495314457279	0.110237045583718	0.0896514335695837	0.0952948858769011	0.0768811914414848	0.0776202528268039	0.06029299605819	0.0558341873252138	0.0500771769822822	0.0600509154717851	0.0546454791565023	0.0536340713987323	0.0481887439159607	0.0465657004649768	0.0535756510206368	0.0441123287164471	0.0311589426773065	0.0434222923233344	0.0413086742680216	0.0322948866656035	0.0243313948063348	0.025244477713071	0.0214025029569258	0.0196556746471427	0.0191935235493425	0.01977204244816	0.0134549180331144	0.0147934399344478	0.0135387174383482	0.0176125029359511	0.0137051296409636	0.0148259332166597	0.0114158744662987	0.0100822383649558	0.0107847699336875	0.00858412415647773	0.0107847699336875	0.00830958289105141	0.00725777470315484	0.00583439584841533	0.00587421495761055	0.00563089529010117	0.0068202998267897	0.00507280546541883	0.797694963256993	0.52814227335307	0.613278055914445	0.42506871282156	0.350550037209226	0.485714860585883	0.387779303346319	0.285081053085648	0.388547051606982	0.124126905436025	0.127291209800831	0.0941264480569688	0.0956548655605095	0.0337863652286983
"Unidentified_sp2_M_SD_010"	1.17407819658673	0.327373661357265	0.426591084409528	0.235973040325327	0.155787372987906	0.133175193186901	0.127953713623959	1.19228145593673	0.192883190462712	0.0759945537411414	0.0728534309152976	0.168349767884346	0.0575568644382774	0.0474844320026016	0.0512430823001997	0.0456352011161954	0.103835899104847	0.0439293283143266	0.04091674745394	0.0500063776803759	0.0498627410735487	0.0453725941102763	0.042784557140871	0.0566730859792458	0.0307801972780446	0.0266318874005464	0.0310504799071666	0.0173820067876027	0.0217409546241897	0.0171748999990615	0.0280415355816381	0.0142122120412941	0.0136796074943659	0.0168215806981465	0.0103644878529277	0.0120713661789201	0.0122240764010592	0.00851506610326312	0.0125865183834926	0.00825045577793706	0.00864123147837625	0.00733469163152735	0.00864123147837625	0.0067029898043128	0.00741856671779486	0.00476474813024934	0.00528528644347767	0.00494794649926215	0.00471147494055593	0.00458682297070441	0.696359688130917	0.444389626167003	0.576793350673676	1.05387179086543	0.398210691099783	0.247818584775026	0.303657862269941	0.251257727727688	0.209898024977252	0.193508010052161	0.124324251954658	0.0929826900034524	0.118214897728461	0.0255549088377082
"Aechmaea_nudicaulis"	1.04927936621351	0.29609470736742	0.423421109721548	0.21689691917322	0.142833846770745	0.105282301111156	0.129496515156065	0.240032414798041	1.27749409838576	0.0991585523829394	0.0847034891497659	0.23169088205096	0.0472647322375656	0.0417858287110522	0.0419024722643365	0.0438432517104614	0.147440090378842	0.0353774783980048	0.0412455674094363	0.052066960804711	0.0341417530426162	0.0340705101247805	0.0295960331860934	0.0750953245087336	0.0355066359148602	0.0205973038897556	0.0342427230952992	0.0160169202621043	0.0217697589478022	0.0149296897215138	0.039584670596336	0.0124470772343155	0.0125503323310256	0.0127746788619253	0.010809985890014	0.00943244238820603	0.00974720716604241	0.00833706492017454	0.00867125943879845	0.00960758475307108	0.0110084993587224	0.00680496455431764	0.0110084993587224	0.00824611724973705	0.00579121432420093	0.00548373514075172	0.00415776870750461	0.00399149687968109	0.00536727982648123	0.00405877886771796	0.612660376500314	0.427857171105493	0.377839541220291	1.51724099848523	0.279845318524632	0.226724752293871	0.432773197074369	0.194329948363422	0.206191035060167	0.12965578588522	0.111320321754158	0.0859231797358925	0.103698102969821	0.0307823762902827
"Gravisia_aquilega"	1.31317999894162	0.406246015350477	0.284526781318718	0.199258568771532	0.167383712831497	0.109640615827789	0.144050408883688	0.098969651383812	0.103770578075169	1.22628192377494	0.14419820424386	0.0628423846482153	0.0531185735429859	0.0741338783076709	0.0412231388562765	0.0596468347967829	0.055458153233733	0.0489646400298016	0.0592346745187323	0.0458374396948718	0.0376048112790072	0.0299994146001495	0.0261528283878028	0.0291469906607052	0.0537802298481594	0.0236722962998647	0.023860751950197	0.017304248931367	0.0179482654480036	0.0163239596781735	0.0347006354372139	0.0161894559796537	0.012538791194068	0.0152215059169838	0.0224945946487399	0.0104452733843296	0.016242191885148	0.0105091731627973	0.0084954267244408	0.0201248462792043	0.0250238303419976	0.0117643050808615	0.0250238303419976	0.0186344414193782	0.00571240979665689	0.0122450524967589	0.00449109796527512	0.00433022701965153	0.0107832675004609	0.00442756404562773	0.670682186921736	0.920640439711938	0.397709238014046	0.347018011081391	0.273981607171379	0.267146304096183	1.0010042645437	0.209831304031547	0.224070756215947	0.107706216634955	0.120562860497964	0.0878736402802317	0.0879366246088001	0.0206786514533443
