"Stillingia_lineata"	"Labourdonnaisia_callophylloides"	"Aphloia_theiformis"	"Gaertnera_sp1_M_PL_081"	"Ochna_mauritiana"	"Croton_grangeroides"	"Syzygium_coriaceum"	"Grangeria_borbonica"	"Phyllanthus_phillyreifolius"	"Croton_fothergillifolius"	"Euodia_chapelieri"	"Cordemoya_integrifolia"	"Smilax_anceps"	"Chaetocnema_sp1_M_PL_081"	"Apis_mellifera"	"Musca_domestica"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_081"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_081"	"Stomorhina_lunata"	"Dysauxes_florida"	"Phorinia_sp1_M_PL_081"	"Allograpta_nasuta"	"Villa_unifasciata"	"Ahasverus_advena"	"Episyrphus_sp1_M_PL_081"	"Pachycerina_crinicornis"	"Syritta_nigrofemorata"	"Cheloninae_sp1_M_PL_081"	"Fannia_pusio"	"Lecithoceridae_sp1_M_PL_081"	"Mauritiborium_undulatus"	"Melanostoma_annulipes"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_081"	"Nacoleia_sp2_M_PL_081"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_081"	"Thysanoplusia_orichalcea"
"Stillingia_lineata"	2.73116134052261	0.21249177477791	0.33818515447023	0.311174770504009	0.400146456067888	0.383175654679859	0.324196048878347	0.198107136305298	0.156811301179661	0.073499084951474	0.073499084951474	0.036749542475737	0.0239605449723481	1.65372941140816	0.358223681617932	0.679684377861401	0.479210899446962	0.182221192492751	0.247527920350775	0.105357682738802	0.117764067208432	0.0708118104963	0.157567000414766	0.069086265666383	0.090943011803024	0.0741703265830794	0.0215428687272007	0.0471713048856097	0.0630268001659063	0.0156811301179661	0.0315134000829532	0.0107714343636003	0.0315134000829532	0.0156579048026565	0.0117064091932003	0.0315134000829532	0.011143526417173	0.0315134000829532	0.0315134000829532	0.0107714343636003	0.0315134000829532	0.0117064091932003	0.0315134000829532	0.0107714343636003
"Labourdonnaisia_callophylloides"	0.571529601126792	2.56753908852087	0.410604411046917	0.565857266459254	0.197151822174117	0.167354410501737	0.151083254223219	0.485670930543368	0.0643039527934851	0.0296376990134593	0.0296376990134593	0.0148188495067296	0.00796890981343285	0.666848227802833	2.64259463198921	0.213682436315075	0.159378196268657	0.245998634536905	0.085604285851377	0.127919066518463	0.10826281342985	0.0754130387227692	0.0329728616034688	0.0612155655995122	0.034956536965711	0.040508134484452	0.0391747338317945	0.0143092088405505	0.0131891446413875	0.00643039527934853	0.00659457232069375	0.0195873669158973	0.00659457232069376	0.00771463651985675	0.0142132296131625	0.00659457232069375	0.0273189898430644	0.00659457232069375	0.00659457232069375	0.0195873669158973	0.00659457232069375	0.0142132296131625	0.00659457232069376	0.0195873669158973
"Aphloia_theiformis"	1.01455546341069	0.457981843090792	2.2346153257603	0.276925855947579	0.325210786189984	0.233494130732444	0.265748041400391	0.202939249750323	0.138999611431556	0.0410191888612201	0.0410191888612201	0.0205095944306101	0.0101396148697341	0.922931749377453	0.77207667034463	0.581018860462784	0.202792297394682	0.157470928208526	0.221477433743516	0.696168620717633	0.502851094800991	0.0567444093742763	0.0585320459660013	0.045433276464834	0.114052289425046	0.0348281511848562	0.0191717900271401	0.0244320486528083	0.0234128183864005	0.0138999611431556	0.0117064091932003	0.00958589501357003	0.0117064091932003	0.0127256394596081	0.0773520689686259	0.0117064091932003	0.0114153327984556	0.0117064091932003	0.0117064091932003	0.00958589501357003	0.0117064091932003	0.0773520689686259	0.0117064091932003	0.00958589501357003
"Gaertnera_sp1_M_PL_081"	0.933524311512028	0.631148489512245	0.276925855947579	2.09150205272347	0.356776261846415	0.230213413154907	0.27481581196524	0.2672331452011	0.069811138845916	0.0447094807753728	0.0447094807753728	0.0223547403876864	0.0194337120895098	1.00596331744589	1.06400511641911	0.296373724546856	0.388674241790195	0.851782829456635	0.101539429660113	0.0862730551221303	0.0991777811720104	0.056777420990136	0.0538571718180016	0.112162257006216	0.0448695543390327	0.0365747331447625	0.144796295957779	0.0247322446097644	0.0215428687272006	0.00698111388459163	0.0107714343636003	0.0723981479788893	0.0107714343636003	0.013960810246164	0.00958589501357004	0.0107714343636003	0.0150318644175619	0.0107714343636003	0.0107714343636003	0.0723981479788894	0.0107714343636003	0.00958589501357004	0.0107714343636003	0.0723981479788894
"Ochna_mauritiana"	1.35701841623023	0.248582732306495	0.367629584388677	0.403312296000295	1.53303650393389	0.433946034823986	0.36334406283827	0.221869832297707	0.0967599471884246	0.0886670885908237	0.0886670885908237	0.0443335442954119	0.01599076325181	1.99500949329353	0.419066675152713	0.468772308259361	0.319815265036199	0.309880088864719	0.143089221702131	0.114530755136473	0.214497809772649	0.0718317252658191	0.0782895240132825	0.10208727805211	0.0622086522068346	0.0437959876720591	0.0279216204923281	0.0756462897392	0.031315809605313	0.0096759947188425	0.0156579048026565	0.0139608102461641	0.0156579048026565	0.0599883849365434	0.0127256394596081	0.0156579048026565	0.012480178066746	0.0156579048026565	0.0156579048026565	0.0139608102461641	0.0156579048026565	0.0127256394596081	0.0156579048026565	0.0139608102461641
"Croton_grangeroides"	1.42322386023948	0.231108471645256	0.289087971383026	0.285026130572742	0.475274228616747	1.52590040176211	0.377347755518752	0.259703891617827	0.130678539579411	0.100842445297596	0.100842445297596	0.0504212226487981	0.0137005305575023	2.26895501919591	0.389608151432616	0.525189712935052	0.274010611150047	0.183459330452673	0.167169124110668	0.0900620218539427	0.116104110092051	0.173076004773128	0.0821090688599698	0.0594941340174493	0.0617179066370303	0.0474519714474907	0.0197325782704206	0.0350195009787362	0.0328436275439879	0.0130678539579411	0.016421813771994	0.0098662891352103	0.016421813771994	0.0185976872067423	0.0100068913171047	0.016421813771994	0.0146083439035028	0.016421813771994	0.016421813771994	0.0098662891352103	0.016421813771994	0.0100068913171047	0.016421813771994	0.0098662891352103
"Syzygium_coriaceum"	1.40484954513951	0.243411909581853	0.383858282022787	0.396956172838681	0.464272969182234	0.440239048105211	1.38546855936234	0.21006400392805	0.0992612524268204	0.0882535601957091	0.0882535601957091	0.0441267800978545	0.0141422516600851	1.98570510440345	0.410349579371706	0.592438512424813	0.282845033201702	0.326029958800944	0.147609488544463	0.119586618630176	0.185332246672062	0.0712931012364629	0.0810490122195869	0.0599338964050457	0.114980434925972	0.0442357051087876	0.027481581196524	0.0343770055858309	0.0324196048878347	0.00992612524268208	0.0162098024439174	0.013740790598262	0.0162098024439174	0.0181672031419135	0.0132874020700196	0.0162098024439174	0.0118161002209528	0.0162098024439174	0.0162098024439174	0.013740790598262	0.0162098024439174	0.0132874020700196	0.0162098024439174	0.013740790598262
"Grangeria_borbonica"	0.965772289488328	0.880278561609854	0.329776280844274	0.434253860951788	0.318937883927954	0.340861357748398	0.236322004419056	1.47895488015639	0.123169295183376	0.057692977194537	0.057692977194537	0.0288464885972685	0.0105990374210828	1.29809198687708	1.48399450999362	0.312246446822374	0.211980748421655	0.213943065168578	0.14220794509551	0.102737995186101	0.105268453145179	0.207916041342937	0.0557176320858651	0.121846780910278	0.0455184858537545	0.105478264843143	0.0300637288351238	0.023623704483919	0.022287052834346	0.0123169295183376	0.011143526417173	0.0150318644175619	0.011143526417173	0.012480178066746	0.0114153327984556	0.011143526417173	0.0831912120087969	0.011143526417173	0.011143526417173	0.0150318644175619	0.011143526417173	0.0114153327984556	0.011143526417173	0.0150318644175619
"Phyllanthus_phillyreifolius"	1.35903127689039	0.207201625667896	0.401554433024494	0.201676623332646	0.247275420592641	0.304916592351958	0.198522504853641	0.218967635881556	2.00069852221038	0.0444148531262924	0.0444148531262924	0.0222074265631462	0.0122761271155066	0.99933419534158	0.349305422581894	0.387769134940816	0.245522542310132	0.115996492653557	1.47711344716229	0.1250996502884	0.1126778815393	0.250839419173596	0.0784056505898303	0.0446551682397377	0.0551883466217697	0.0436791897542696	0.0139622277691832	0.0253571248368085	0.0313622602359321	0.200069852221039	0.015681130117966	0.0069811138845916	0.0156811301179661	0.00967599471884245	0.0138999611431556	0.0156811301179661	0.0123169295183375	0.015681130117966	0.0156811301179661	0.0069811138845916	0.015681130117966	0.0138999611431556	0.0156811301179661	0.0069811138845916
"Croton_fothergillifolius"	1.43323215655374	0.21487331784758	0.266624727597931	0.290611625039923	0.509835759397236	0.52942283781238	0.397141020880691	0.230771908778148	0.099933419534158	1.11073232667636	0.11073232667636	0.0553661633381798	0.0138803046041557	2.49147735021809	0.362238543497836	0.442951618363443	0.277606092083113	0.190270256872987	0.145331887624012	0.0830638574439708	0.115133145872552	0.0813342820748758	0.0826864705704082	0.0595279420902467	0.0621609567659724	0.0460555080969342	0.0201192663489178	0.036487389047017	0.0330745882281633	0.00999334195341584	0.0165372941140816	0.0100596331744589	0.0165372941140816	0.0199500949329353	0.00922931749377454	0.0165372941140816	0.0129809198687708	0.0165372941140816	0.0165372941140816	0.0100596331744589	0.0165372941140816	0.00922931749377453	0.0165372941140816	0.0100596331744589
