"Clethrionomys_rutilus"	"Microtus_oeconomus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Sorex_caecutiens"	"Sorex_arcticus"	"Sciurus_vulgaris"	"Sorex_daphaenodon"	"Alticola_macrotis"	"Lemmus_sibiricus"	"Spermophilus_parryii"	"Sorex_cinereus"	"Sorex_minutissimus"	"Sorex_roboratus"	"Megabothris_advenarius"	"Catallagia_dacenkoi"	"Corrodopsylla_birulai"	"Megabothris_calcarifer"	"Amalaraeus_penicilliger"	"Ceratophyllus_indages"	"Catallagia_ioffi"	"Tarsopsylla_octodecimdentata"	"Oropsylla_alaskensis"	"Megabothris_beljaevi"	"Amphipsylla_marikovskii"	"Rhadinopsylla_pseudodahurica"	"Peromyscopsylla_ostsibirica"	"Ctenophyllus_armatus"	"Neopsylla_acanthina"
"Clethrionomys_rutilus"	2.73206025999966	0.950173078727347	0.647080224978981	0.16001230205325	0.123413982831554	0.110225540600075	0.0242550249158914	0.142223209697724	0.182986155092068	0.162485401290262	0	0.0122472822888972	0.00799771613056452	0.00799771613056452	1.44572470357425	0.995271340692474	0.326594194370592	0.554442708678214	0.697502626482392	0.113432275943208	0.283457306850256	0.0204058579183695	0	0.0823437697914305	0.0759926648965815	0.0798666608417483	0.0423790898840139	0.00457178005866428	0.0148571252809649
"Microtus_oeconomus"	1.29961689693699	2.27785084117875	0.555226353039388	0.0995944456658562	0.194761700188598	0.18713761035003	0.0150967502505266	0.220840974575905	0.138609126566631	0.231528113029504	0	0.02079306781667	0.0110510075689944	0.0110510075689944	0.890562067177197	1.37523649747486	0.554481808444533	0.952789725266664	0.468942889192717	0.0706022255677607	0.177886120064817	0.0127009616238126	0	0.0623741069549841	0.0836391211847037	0.0514872829968909	0.0262263406588564	0.00284555559045304	0.00706740306491415
"Clethrionomys_rufocanus"	1.62260268536396	1.01791498057221	1.66154831782167	0.170093323635732	0.125286676713552	0.112127902318523	0.0257831288586707	0.156053619283897	0.167851717706112	0.173439571615738	0	0.0124586558131692	0.00899865751680132	0.00899865751680132	1.32754016694826	1.11983293542416	0.332230821684513	0.617892642968464	0.548450971005639	0.120578684108456	0.297706175321359	0.0216914584093599	0	0.0755332729677503	0.090088312598304	0.117101371993959	0.0545116613364798	0.00485980924673521	0.00882382124971338
"Tamias_sibiricus"	0.840699555232153	0.382569140494241	0.356386011427248	2.91191859125272	0.04876532455978	0.0430811318573914	0.441395174480885	0.0561135603147591	0.104842076667379	0.0663122030922349	0	0.00478679242859905	0.00314416646472721	0.00314416646472721	0.630381757750559	0.39127404894383	0.127647798095975	0.221644874066405	0.241154691137858	2.06425099150948	0.352407668177845	0.371347679400223	0	0.0471789345003207	0.0296857354114902	0.0331545771629337	0.138943895011787	0.0831976740357921	0.00457178005866428
"Sorex_caecutiens"	0.742727787586264	0.856951480829829	0.300688024112525	0.0558584626775662	1.81569274877778	0.853108792434321	0.00846715150411927	0.335933390364863	0.0736290656006816	0.113719116765366	0	0.0947898658260357	0.00579600412874426	0.00579600412874426	0.534479766321692	0.721280513799286	2.52772975536095	0.451925063125886	0.239206262555896	0.0395979088538859	0.096190147443049	0.00712345137411773	0	0.0331330795203067	0.0374201479987129	0.028518174175054	0.0146028755833308	0.00159595607650189	0.00403900307448723
"Sorex_arcticus"	0.675641739604162	0.838653735272355	0.274090427889723	0.05026132050029	0.868907103405327	1.91046453273146	0.00761872409431647	0.348772174999667	0.0674621310949957	0.109346199482059	0	0.101162725859052	0.00538853990171599	0.00538853990171599	0.464522528547158	0.670573854435768	2.69767268957471	0.442697558368139	0.221252624455865	0.035630110329652	0.0879958064242484	0.00640966570543581	0	0.030357958992748	0.0353744162395774	0.0259729410358106	0.0132717287387995	0.00143603772857972	0.00367418468666916
"Sciurus_vulgaris"	0.174530722764349	0.0794220339266835	0.0739863697683593	0.604519478093386	0.0101237681027513	0.00894371958898021	4.26215137899998	0.0116492749135705	0.0217654015670558	0.0137665312914173	0	0.000993746620997801	0.000652734549655773	0.000652734549655773	0.130868373978483	0.0812291884016074	0.0264999098932747	0.0460138700289196	0.0500641427491671	0.673333389519717	0.0731604586347066	3.58576648624564	0	0.00979443070517511	0.0061628114644689	0.00688294918104875	0.0288449997019502	0.0172719850883825	0.000949109670621839
"Sorex_daphaenodon"	1.04613072022103	1.18763368549709	0.457757283232765	0.0785589844406627	0.410585254890388	0.418526609999601	0.0119081476894276	1.27174673597131	0.109084270637709	0.205061558149108	0	0.0465029566666223	0.00983084367056204	0.00983084367056204	0.700130165174116	1.22339387900328	1.24007884444326	0.855689071029434	0.339373403419176	0.0556902456032781	0.138940412508951	0.0100183764256706	0	0.0490879217869691	0.0532075274615928	0.0420353642491504	0.0212634233577828	0.00224454241259037	0.00568892838790895
"Alticola_macrotis"	1.44210517465415	0.798652586407733	0.527533969933494	0.157263115001069	0.096419014477083	0.0867370256935659	0.0238382969543944	0.116876004254688	1.86804495818126	0.122123368549899	0	0.00963744729928509	0.00696346666510682	0.00696346666510682	0.963092514806756	0.866564740546627	0.256998594647602	0.426489041820267	0.741438882329353	0.111483384887202	0.36435475096125	0.0200552628725014	0	0.840620231181569	0.0518141229789552	0.0523013715471707	0.0292937110370716	0.0044932318571734	0.00784226378966005
"Lemmus_sibiricus"	1.2805397101685	1.33404293697952	0.545095796506607	0.0994683046383524	0.148917891002265	0.140587970762647	0.0150776295096476	0.219708812302616	0.122123368549899	1.32526944208259	0	0.0156208856402941	0.00835257329695142	0.00835257329695142	0.995106469692861	1.03943134362062	0.416556950407843	1.42741658983659	0.404952868070656	0.0705128045441521	0.166894194656209	0.0126848752613774	0	0.0549555158474544	0.0620432993805276	0.0506234781571603	0.0258581041713151	0.00284195156109579	0.00696366005529696
