"Sideroxylon_puberulum"	"Psiadia_terebinthina"	"Psidium_cattleianum"	"Helichrysum_proteoides"	"Stillingia_lineata"	"Grangeria_borbonica"	"Antidesma_madagascariense"	"Labourdonnaisia_callophylloides"	"Olea_lancea"	"Euodia_obtusifolia"	"Warneckea_trinervis"	"Homalanthus_populifolius"	"Phyllanthus_phillyreifolius"	"Wikstroemia_indica"	"Badula_platiphylla"	"Eugenia_orbiculata"	"Euodia_chapelieri"	"Gaertnera_sp1_M_PL_078"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_078"	"Villa_unifasciata"	"Pachycerina_crinicornis"	"Musca_domestica"	"Chrysomya_megacephala"	"Technomyrmex_albipes"	"Cerambycidae_sp1_M_PL_078"	"Stomorhina_lunata"	"Dysauxes_florida"	"Lygaeidae_sp1_M_PL_078"	"Pelecophora_intemipta"	"Scolia_carniflex"
"Sideroxylon_puberulum"	2.5129040110562	0.797795720094412	0.435789531898164	0.222151450839464	0.151778619679814	0.277934158484968	0.133154735995978	0.202101155666346	0.0853668001479527	0.0536361992951038	0.184054445085803	0.0357574661967359	0.0357574661967359	0.0357574661967359	0.0178787330983679	0.0317306008528489	0.0178787330983679	0.0317306008528489	2.99940577176864	0.496631474954665	0.458330901207817	0.163570700641183	0.102379827057049	0.134894834565916	0.0821826648037918	0.0844724880099966	0.0779706358102085	0.0222151450839464	0.0422362440049983	0.0303151733499519	0.0422362440049983
"Psiadia_terebinthina"	1.17322900013884	2.04198893552841	0.500161105373931	0.176006524971526	0.159393775271709	0.265265726066545	0.208926575788613	0.174420758526578	0.10836616727625	0.0569503645872347	0.143749716929881	0.0379669097248231	0.0379669097248231	0.0379669097248231	0.0189834548624116	0.0514158026890149	0.0189834548624116	0.0514158026890149	2.34258797959807	0.527318190622544	0.742672705507992	0.170739017807456	0.0869075508428708	0.0774375489993035	0.170783269323382	0.216210593173597	0.142210889938211	0.0176006524971526	0.108105296586798	0.0261631137789866	0.108105296586798
"Psidium_cattleianum"	1.08947382974541	0.850273879135683	1.71132536697564	0.169680038561329	0.161993368371385	0.224205479505739	0.210495076880352	0.168389727652188	0.148296029141171	0.0593953210360779	0.13344083875881	0.0395968806907186	0.0395968806907186	0.0395968806907186	0.0197984403453593	0.0889007081050932	0.0197984403453593	0.0889007081050932	2.17459144643987	0.549956676259981	1.28412133929579	0.170996745558845	0.0797304303619936	0.0731570655831004	0.108163022547759	0.0900289989673076	0.0738409182772488	0.0169680038561329	0.0450144994836538	0.0252584591478283	0.0450144994836538
"Helichrysum_proteoides"	0.617087363442955	0.33245676939066	0.188533376179254	2.03962717995042	0.487800801583748	0.335108885672553	0.224750033190868	0.227213467734855	0.167003585687558	0.149138167133258	0.0610056486400932	0.0994254447555056	0.0994254447555056	0.0994254447555056	0.0497127223777528	0.0178654185542994	0.0497127223777528	0.0178654185542994	0.994166125986705	1.38090895493758	0.258056045784324	0.564437724084149	0.654973582143025	0.43014058107403	0.0850256624544129	0.0352013049943052	0.0606860806550523	0.203962717995042	0.0176006524971526	0.0340820201602282	0.0176006524971526
"Stillingia_lineata"	0.421607276888372	0.301077131068783	0.179992631523761	0.487800801583748	1.99206730666477	0.231387728198439	0.34900691852449	0.334925541808777	0.203328048933202	0.184101106740435	0.048473233775369	0.12273407116029	0.12273407116029	0.12273407116029	0.0613670355801449	0.019226942192767	0.0613670355801449	0.019226942192767	0.789934180043051	1.70463987722625	0.277722498339968	1.34661033320723	0.176090091243495	0.112738022284731	0.120641453084518	0.0318787550543417	0.0456892282955416	0.0487800801583748	0.0159393775271708	0.0502388312713165	0.0159393775271708
"Grangeria_borbonica"	0.992621994589173	0.644216763304467	0.320293542151056	0.430854281578997	0.297498507683707	1.3671898616067	0.195515077513996	0.222779855476165	0.153726544963537	0.126901244053718	0.119506302519109	0.0846008293691455	0.0846008293691455	0.0846008293691455	0.0423004146845728	0.0268253009098184	0.0423004146845728	0.0268253009098184	1.94751011512622	1.17501151901591	0.387476568697377	0.284328772716648	0.305037838108846	0.12190524812101	0.0927601166056117	0.068211186702826	0.20988714698656	0.0430854281578997	0.034105593351413	0.0334169783214248	0.034105593351413
"Antidesma_madagascariense"	0.554811399983242	0.59195863140107	0.35082512813392	0.337125049786301	0.523510377786736	0.228100923766328	1.49862472700871	0.243156608941667	0.201846563975445	0.158058818560799	0.0660739917345306	0.105372545707199	0.105372545707199	0.105372545707199	0.0526862728535995	0.0437877454146465	0.0526862728535995	0.0437877454146465	1.07676134678494	1.46350757926665	0.632489655989338	0.609085932043228	0.13046477656299	0.087398220356657	0.480926404470905	0.0626779727365839	0.0606662479953913	0.0337125049786301	0.0313389863682919	0.0364734913412501	0.0313389863682919
"Labourdonnaisia_callophylloides"	0.842088148609775	0.494192149158637	0.280649546086981	0.340820201602282	0.502388312713165	0.259909831388859	0.243156608941667	1.41872640012346	0.175714084224795	0.151509837224427	0.101568048063582	0.101006558149618	0.101006558149618	0.101006558149618	0.050503279074809	0.0242042470003675	0.050503279074809	0.0242042470003675	1.65518300548059	1.40286886318914	0.34961690111642	0.584797459147897	0.135663038802109	0.0984792136704083	0.0991100964614869	0.0523262275579733	0.0595800921004114	0.0340820201602282	0.0261631137789866	0.212808960018519	0.0261631137789866
"Olea_lancea"	0.533542500924705	0.460556210924061	0.370740072852928	0.375758067797005	0.457488110099704	0.269021453686189	0.302769845963168	0.263571126337192	1.26703193220203	0.219276218888958	0.0631543447308622	0.146184145925972	0.146184145925972	0.146184145925972	0.073092072962986	0.0477557133130741	0.073092072962986	0.0477557133130741	1.02918191413257	2.03033536008294	0.689804747855515	0.397019818684577	0.147315892955897	0.0943591435926903	0.115213341426106	0.0487647752743123	0.0589708602539519	0.0375758067797005	0.0243823876371561	0.0395356689505788	0.0243823876371561
"Euodia_obtusifolia"	0.446968327459199	0.322718732660997	0.197984403453593	0.447414501399775	0.552303320221304	0.296102902792009	0.316117637121597	0.303019674448854	0.292368291851944	1.27090689681631	0.0519120249298316	0.180604597877538	0.180604597877538	0.180604597877538	0.0903022989387692	0.0214613950356363	0.0903022989387692	0.0214613950356363	0.845973739597256	2.50839719274359	0.309997928292524	0.468994039008328	0.172294723636048	0.105573760068486	0.11192040051265	0.0341702187523408	0.0551554825922859	0.0447414501399775	0.0170851093761704	0.0454529511673281	0.0170851093761704
