"Spermophilus_fulvus"	"Marmota_caudata"	"Meriones_tamariscinus"	"Cricetulus_migratorius"	"Microtus_gregalis"	"Apodemus_uralensis"	"Allactaga_elater"	"Allactaga_major"	"Marmota_baibacina"	"Alticola_argentatus"	"Microtus_socialis"	"Apodemus_agrarius"	"Microtus_kirgisorum"	"Clethrionomys_centralis"	"Ellobius_talpinus"	"Citellophilus_trispinus"	"Neopsylla_setosa"	"Oropsylla_ilovaiskii"	"Citellophilus_lebedewi"	"Nosopsyllus_aralis"	"Rhadinopsylla_li"	"Oropsylla_silantiewi"	"Neopsylla_teratura"	"Frontopsylla_elata"	"Amphipsylla_schelkovnikovi"	"Pectinoctenus_nemorosa"	"Rhadinopsylla_bivirgis"	"Mesopsylla_hebes"	"Callopsylla_caspia"	"Nosopsyllus_fidus"	"Amphipsylla_rossica"	"Rhadinopsylla_angusta"	"Amphipsylla_asiatica"	"Frontopsylla_macrophthalma"	"Amphipsylla_anceps"	"Ctenophthalmus_assimilis"	"Neopsylla_pleskei"	"Amalaraeus_penicilliger"	"Neopsylla_meridiana"	"Amphipsylla_primaris"	"Ctenophthalmus_golovi"	"Frontopsylla_protera"	"Amphipsylla_sibirica"	"Peromyscopsylla_bidentata"	"Amphipsylla_dumalis"	"Frontopsylla_ornata"	"Rhadinopsylla_cedestis"	"Frontopsylla_ambigua"	"Neopsylla_mana"
"Spermophilus_fulvus"	5.09664812444043	0.000453766113651427	0.106669338778375	0.0212727506966838	0.00646142884116404	0.00661180438419276	0.0104735224102399	0.00700609412935905	9.12527732239005e-06	0.000556392438834726	0.000737030128792435	0.00510076319531088	0.000938809233044104	0.000104699627303967	0.000114245042136696	1.93158108586399	1.40497561897806	1.21796437243601	0.000236349792195773	0.11189699024243	0.000164020986647216	7.39564959461677e-05	0.00772970128275481	0.00375759961153996	0.00615846132668997	0.00381030177642093	0.00470392704900438	0.0116051215997527	0.00188563380300275	0.0187315795005037	0.00116678900897519	0.000616293892187114	0.000379257779807454	0.00224864582465651	0.00072146598350788	0.000586498846192366	0.000702000772990567	0.000766743752831705	0.000415085640725966	0.000135432595407529	0.000291697252243798	0.000115558429604135	0.000148246385148293	9.50572752788538e-05	0.000115228521051565	9.68589269834714e-05	0.00282067500450227	8.75091756731394e-05	5.83394504487594e-05
"Marmota_caudata"	0.00101562596049464	5.11918117185218	0.00113927563500148	0.00554349575931611	0.00599174851077081	0.0168750141712843	0.00010483478877148	0.00010340643242166	0.102947193391778	0.008877901558621	0.000245427179853871	0.000128854613755144	0.0003779792117076	0.000596319977373242	2.96456935118823e-05	0.000388916080974921	0.000279974147254438	0.000253827662375747	2.66638995240004	0.00106792165057468	1.19239951714783	0.834343266704604	0.00200188602780268	0.00319143293877042	0.00160484202232201	0.00964782955755832	0.00100866386720586	0.000148200034854249	0.00163359915728145	0.000586532706544206	0.00297794367728545	0.000571495578065368	0.000351689586501765	2.26786870970141e-05	0.000219752043375149	0.000310448144346873	0.000182935360057431	0.00157326529730857	0.00164070454343852	0.00908287349015762	0.000744485919321363	0.00184387186217513	0.000251489268832448	0.000936636741839928	2.99710493582954e-05	0.00076352113792265	1.97378104206299e-05	0.000223345775796409	0.000148897183864272
"Meriones_tamariscinus"	0.631386285103301	0.00301288543261664	3.75742969262258	0.316164813158393	0.114375979216769	0.0312109918231302	0.189202883493893	0.182113754642837	6.05893967973462e-05	0.00522863944213038	0.0160911461170858	0.0101966431809431	0.00294237085318999	0.00183896434839583	0.00190225590477933	0.252697054347734	0.174052105436386	0.185421421877128	0.00156929930306702	3.26019642628806	0.00097708819304148	0.00049105132044908	0.135066960413547	0.07170983494139	0.0915297134093547	0.0186018978153968	0.0843512361845636	0.256649285330215	0.0288253876613706	0.0459251370660723	0.00550782208643473	0.0109092306263821	0.00671337269315819	0.0449913095122931	0.011839879683386	0.0148441924151615	0.010433438834227	0.00472717887085144	0.00573262952859072	0.00127101919136833	0.00137695552160868	0.00108594819182708	0.00307569908298537	0.00135502347874278	0.00180450959662588	0.000637373834930763	0.00178414476600231	0.000413086656482605	0.000275391104321736
"Cricetulus_migratorius"	0.158233810598833	0.0184228842401272	0.397313781869047	3.79917018529041	0.497701778464462	0.131715712905861	0.0520407944055082	0.0519415842777517	0.000370485857607673	0.0391211588099091	0.0687015197699572	0.0141471792250597	0.00698549090328466	0.00893644012281721	0.0183550879962081	0.0613799894978162	0.0436197753035502	0.042000841832492	0.00959579115937618	0.387706489969377	0.00545286318452709	0.00300263047995761	1.17809697371332	0.26940214626358	1.09985976864157	0.0786133529190453	0.688457617932672	0.0749799813646344	0.201642699904073	0.0643550180236464	0.0232439493363285	0.047471012022018	0.029212930475088	0.0108562610666777	0.113053554551821	0.0265098086051772	0.125372616114584	0.019345713868885	0.0604941781683672	0.00950430344254873	0.00581098733408211	0.00812516375282727	0.0135223464097078	0.00753406558393038	0.0196573001541649	0.00387058538442551	0.00218589513584901	0.00174329620022463	0.00116219746681642
"Microtus_gregalis"	0.0783623829296606	0.0324661590502092	0.234346435677837	0.811470290974666	3.61465296702169	0.339278780244536	0.0185730045353837	0.018264002338069	0.000652897376011566	0.0559851547355382	0.0208882855638424	0.00643142747422451	0.0217954921205233	0.0055648771552933	0.00442573753936444	0.0305318952640701	0.0216018910415329	0.0209895733537334	0.0169104076176265	0.213034551318789	0.0105549624060633	0.00529145585787151	0.301550609581388	1.77823522512447	0.234920649237166	0.219610092769971	0.148136452294112	0.0261063416673148	0.601810809953886	0.0292506326589722	0.0598727259255063	0.344767171582775	0.212164413281708	0.0040954620494356	0.0425505173060981	0.186203309345924	0.026778519602164	0.0915505570219064	0.038324955021246	0.0136095948457701	0.0149681814813765	0.0116276859835349	0.00513659861048194	0.00688092899170334	0.004425992765638	0.00686953162412027	0.000996318936117632	0.00449045444441297	0.0029936362962753
"Apodemus_uralensis"	0.144649426307119	0.164944991458533	0.115358273699216	0.387399155605474	0.612032309460731	3.73140391432034	0.00914450420444898	0.00892170133748916	0.00331705860071035	0.0416773228126402	0.00996812541745853	0.0195906487372725	0.00883362659955826	0.00362192373212469	0.00229491244372443	0.0552230003530923	0.0398750143817272	0.0356590937958688	0.0859136750896854	0.105121779799916	0.0713396256221619	0.0268833507508551	0.161948028043352	0.351487339495416	0.112152055547785	2.12809827038849	0.0707481102874109	0.0127846439370211	0.223233967530511	0.0891832440634896	0.658483043703589	0.0583759077773686	0.0359236355553038	0.00201636402016875	0.0148659398477066	0.0317085722152125	0.0127841721349807	0.0230454273804326	0.0154369076914446	0.01032208168809	0.164620760925897	0.0086560593533945	0.00279911135618367	0.0048411919331455	0.00219490806649242	0.0358095053029776	0.00299693676103964	0.0493862282777692	0.0329241521851794
"Allactaga_elater"	0.449455101124043	0.0020100054693301	1.37172090533073	0.30023535233947	0.065719862202127	0.0179372967087269	2.49052850571188	0.543126096095769	4.04213906136847e-05	0.00383701290952206	0.00979387572048158	0.00456542699176034	0.00143813362023008	0.00116156624180078	0.00158833288036263	0.175217514744136	0.123899755974212	0.161879951506197	0.00104693665017364	1.4209140018406	0.000626397918014264	0.000327598198437706	0.106715131918941	0.0390964002212926	0.0869181345022767	0.0106906158690583	0.0889287077129301	1.9463296438255	0.0202979466537523	0.0204144748786105	0.00316540530154003	0.006268389030692	0.00385747017273354	0.477432976955618	0.00993623247648061	0.00664995169238231	0.00990776662720253	0.00267998227359844	0.00503873149249716	0.000932459415861913	0.000791351325385007	0.000796918065823813	0.00188724520512052	0.000892885125847026	0.00161545585318159	0.000423909620351606	0.000866086552018203	0.000237405397615502	0.000158270265077001
"Allactaga_major"	0.453162291294629	0.00298829603259115	1.99005465218404	0.451665950241319	0.0974080124697013	0.0263772039543158	0.818624840492173	1.38933760142735	6.00949017531521e-05	0.00573963554962814	0.015008651165463	0.0064922583089214	0.00208320903856307	0.00177097655564222	0.00238422112074985	0.178836419126011	0.124921704454354	0.138994746832859	0.0015564916045382	2.24783445174554	0.000928710284407235	0.000487043648195481	0.160023227970448	0.0578305196434667	0.130757292594862	0.0157264106028301	0.1632886374471	1.21194355122275	0.0302885390717169	0.0291953953878708	0.00465480069782044	0.00929081858066987	0.00571742681887377	0.160604369000773	0.0149956641991524	0.0097535420658929	0.0149049763579635	0.00395045313117248	0.00756734102367652	0.00139480418337757	0.00116370017445511	0.00119207815261508	0.00288884923485064	0.00135368672425182	0.00242789735506139	0.000630099419096047	0.00115660641927801	0.000349110052336533	0.000232740034891021
"Marmota_baibacina"	0.00079855122921229	4.02503340437656	0.000895772650690177	0.00435865714832556	0.00471110263475012	0.0132682344028414	8.2427933800455e-05	8.1304867077794e-05	1.20586440398499	0.00698038399787428	0.000192970821717636	0.000101313883463289	0.000297191855925771	0.000468865575967876	2.33093736430631e-05	0.00030579113433817	0.000220133895877186	0.000199575827797387	2.09648931483726	0.000839669504266601	0.937542104247507	1.66844353556462	0.00157401308200724	0.00250931228162236	0.00126183124444025	0.00758575149917064	0.000793077178360989	0.000116524512572057	0.00128444197552013	0.000461170186665938	0.00234145312991318	0.00044934701760796	0.000276521241604898	1.7831459772278e-05	0.000172783358426237	0.000244094535703016	0.000143835685894744	0.00123700356815507	0.00129002869255028	0.00714154627045234	0.000585363282478296	0.00144977206109697	0.000197737230606081	0.000736444764721642	2.35651895843551e-05	0.000600330010194648	1.55191511308718e-05	0.000175608984743489	0.000117072656495659
"Alticola_argentatus"	0.0955069020968993	0.68086675799578	0.151630543821781	0.902795972536363	0.792405267026079	0.327006686683793	0.0153480516380882	0.0152321097278593	0.013692291688138	1.99488130995853	0.0467842109924148	0.0109420316618355	0.0782355530320645	0.133213921742135	0.00461628413508279	0.0367320223002753	0.0263280622114755	0.0243361090209556	0.354638021491684	0.144990780342522	0.16145833326486	0.110970207145694	0.305102657645216	0.397877312392324	0.261359434049277	0.191919119089749	0.164021959286173	0.0218320256499517	0.162565459538228	0.0497987637166359	0.0577070623559633	0.0755799588929766	0.0465107439341394	0.00328401563862968	0.0362540348260052	0.041058883672981	0.0297922670937	0.338659248355646	0.36133155998837	0.484297022574885	0.0144267655889908	0.414321502837541	0.0549746434760309	0.210042685353267	0.00478571577839634	0.140992520730312	0.00167982422581004	0.00432802967669725	0.00288535311779816
