"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Soulamea_terminaloides"	"Lasioglossum_mahense"	"Apis_mellifera"	"Unidentified_sp1_M_PL_093"	"Lygistorrhina_sp1_M_PL_093"	"Cratopus_aurostriatus"	"Ornidia_obesa"	"Pachycerina_seychellensis"	"Plagiostenopterina_cyanosoma"	"Unidentified_sp2_M_PL_093"	"Unidentified_sp4_M_PL_093"	"Unidentified_sp5_M_PL_093"	"Hemipyrellia_sp1_M_PL_093"	"Phelsuma_sp1_M_PL_093"	"Unidentified_sp3_M_PL_093"
"Nephrosperma_vanhoutteanum"	3.46430967436582	0.975211088316776	0.418507345316922	0.258836357673195	0.146293429064128	1.08670457224846	1.58259944405897	0.870445902931564	0.334237233721991	0.0665579205445359	0.0665579205445359	0.0650140725544518	0.0650140725544518	0.201153464963177	0.0665579205445359	0.0650140725544517	0.0658320430788578	0.100576732481588	0.100576732481588
"Erythroxylum_sechellarum"	1.11968680510445	3.44708218298273	0.542487422346497	0.106618522445387	0.0472829618577831	2.66821803627951	0.651896108666083	0.281333623053809	0.212423848264435	0.0274161914859568	0.0274161914859568	0.229805478865516	0.229805478865515	0.0650140725544517	0.0274161914859568	0.229805478865515	0.0212773328360024	0.0325070362772259	0.0325070362772259
"Memecylon_eleagni"	1.62171596310307	1.83089505041943	1.54483891096933	0.197224950102246	0.0684830201427691	2.18373274039617	1.20588969491087	0.407473969849476	0.202276064058442	0.0507149871691489	0.0507149871691489	0.122059670027962	0.122059670027962	0.0941641526963075	0.0507149871691489	0.122059670027962	0.0308173590642461	0.0470820763481537	0.0470820763481537
"Dillenia_ferruginea"	1.14627529826701	0.411242872289352	0.225399942973995	3.43183402081046	0.0484057603960261	0.467507303326976	0.983213727241105	0.288014274356356	0.113544976559782	0.882471605351262	0.882471605351261	0.0274161914859568	0.0274161914859568	0.066557920544536	0.882471605351261	0.0274161914859567	0.0217825921782118	0.033278960272268	0.033278960272268
"Soulamea_terminaloides"	2.26754815049399	0.638319985080071	0.273932080571076	0.169420161386091	1.91393751720561	0.711297538198994	1.03588327247496	1.38792822737339	0.218773462072576	0.0435651843564235	0.0435651843564235	0.0425546656720049	0.0425546656720048	0.131664086157716	0.0435651843564235	0.0425546656720047	0.861271882742525	0.0658320430788578	0.0658320430788578
"Lasioglossum_mahense"	1.2476978422112	2.66821803627951	0.647031923080347	0.121205597158846	0.0526887065332588	3.21521445240227	0.741085651199799	0.31349780387289	0.197611058434163	0.0311671535551317	0.0311671535551317	0.177881202418634	0.177881202418634	0.0724469714832308	0.0311671535551317	0.177881202418634	0.0237099179399665	0.0362234857416154	0.0362234857416154
"Apis_mellifera"	2.72558793143489	0.977844162999125	0.535950975515944	0.382360893927097	0.115098141386107	1.1116284767997	2.33786375143996	0.684833941247334	0.269984722042149	0.0983213727241106	0.0983213727241106	0.0651896108666084	0.0651896108666084	0.158259944405897	0.0983213727241106	0.0651896108666083	0.051794163623748	0.0791299722029483	0.0791299722029483
"Unidentified_sp1_M_PL_093"	2.99820255454206	0.844000869161428	0.362199084310645	0.224011102277165	0.308428494971864	0.94049341161867	1.36966788249467	1.83514954508259	0.28926713318485	0.0576028548712711	0.0576028548712711	0.056266724610762	0.0562667246107619	0.174089180586313	0.0576028548712711	0.0562667246107618	0.138792822737339	0.0870445902931565	0.0870445902931565
"Lygistorrhina_sp1_M_PL_093"	2.59033856134543	1.43386097578494	0.404552128116884	0.198703708979619	0.109386731036288	1.3338746444306	1.21493124918967	0.650851049665913	1.27340549862184	0.051095239451902	0.051095239451902	0.0955907317189959	0.0955907317189959	0.150406755174896	0.051095239451902	0.0955907317189958	0.0492240289663296	0.0752033775874479	0.0752033775874479
"Cratopus_aurostriatus"	1.03164776844031	0.370118585060416	0.202859948676596	3.08865061872942	0.0435651843564235	0.420756572994278	0.884892354516995	0.25921284692072	0.102190478903804	1.79422444481614	0.794224444816135	0.0246745723373611	0.0246745723373611	0.0599021284900824	0.794224444816135	0.0246745723373611	0.0196043329603906	0.0299510642450412	0.0299510642450412
