"Canthium_bibracteatum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Ochna_kirkii"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_108"	"Hemipyrellia_sp1_M_PL_108"	"Unidentified_sp1_M_PL_108"	"Scaptodrosophila_sp1_M_PL_108"	"Chalcidoma_disjunctum"	"Hemipyrellia_germana"	"Nectarinia_dussumieri"	"Phalanta_phalantha"
"Canthium_bibracteatum"	2.71814063031985	0.749679320733415	0.569033200845344	0.540217989684153	0.686086753154079	1.43463462456494	1.4719982774276	0.463385009314136	0.298742430443806	0.43408974082946	0.293559188074544	0.10380175210155	0.0519008760507749	0.0978530626915148	0.0441996537014307	0.0426774900634008
"Memecylon_eleagni"	1.44169100141041	2.06328603501355	0.536310887840187	0.54964579514284	0.672224175329852	1.74356645916803	1.32086095768427	0.421698173068662	0.281563216116098	0.247826820791114	0.155702628152325	0.285685758694184	0.142842879347092	0.0519008760507749	0.044971019602596	0.040223316588014
"Cinnamomum_verum"	1.18548583509447	0.581003461826869	2.6248472210851	0.387160409923071	0.484660966807335	1.18802524946559	0.97920945563296	0.304068894849033	1.37804479106968	0.367573501834986	0.128032470190202	0.0804466331760281	0.040223316588014	0.0426774900634008	0.0316767608118876	0.196863541581383
"Ochna_kirkii"	1.22776815837307	0.64958139425972	0.422356810825168	2.35842152741245	0.60503000386643	1.4149408833386	0.910903886965143	1.44443443789945	0.221737325683213	0.20847537561761	0.132598961104292	0.089942039205192	0.044971019602596	0.0441996537014307	0.192961761333746	0.0316767608118876
"Paragenipa_wrightii"	1.55928807535018	0.794446752662552	0.528721054698911	0.60503000386643	1.77567200815877	1.44160400201546	1.72683968140596	0.547933809958189	0.277578553716928	0.264191561952844	0.168403112137819	0.11000031959943	0.0550001597997151	0.0561343707126064	0.0495024548617988	0.0396540791024183
"Apis_mellifera"	1.6302666188238	1.03028927132656	0.648013772435775	0.707470441669299	0.720802001007728	2.35789924850053	1.20361353799755	0.522851924043433	0.340207230528782	0.28335942604331	0.17606879483297	0.142655437568293	0.0713277187841467	0.0586895982776567	0.0578839452274881	0.0486010329326831
"Lasioglossum_mahense"	1.8399978467845	0.858559622494776	0.587525673379776	0.500997137830829	0.949761824773276	1.32397489179731	2.36249445679191	0.43088243254153	0.308450978524382	0.309024115440452	0.198719767452726	0.118877486191584	0.0594387430957922	0.0662399224842422	0.0409906749134314	0.0440644255034832
"Xylocopa_caffra"	1.28718058142816	0.609119583321401	0.405425193132043	1.76541986854377	0.669696878837786	1.27808248099506	0.957516516758956	2.11223598845685	0.212848226394323	0.215760893210558	0.139015502794241	0.0843396346137324	0.0421698173068662	0.0463385009314136	0.144443443789945	0.0304068894849033
"Lygistorrhina_sp1_M_PL_108"	1.06693725158502	0.522903115644182	2.36236249897659	0.348444368930764	0.436194870126602	1.06922272451903	0.881288510069664	0.273662005364129	2.24024031196271	0.330816151651487	0.115229223171182	0.0724019698584253	0.0362009849292126	0.0384097410570607	0.0285090847306989	0.177177187423244
"Hemipyrellia_sp1_M_PL_108"	2.1704487041473	0.644349734056896	0.882176404403966	0.458645826358743	0.581221436296257	1.24678147459056	1.23609646176181	0.388369607779004	0.463142612312082	1.37870784372751	0.234408460047908	0.0892176554848009	0.0446088277424005	0.0781361533493028	0.0375255676111699	0.0661632303302975
"Unidentified_sp1_M_PL_108"	2.44632656728787	0.674711388660074	0.512129880760809	0.486196190715738	0.617478077838671	1.29117116210845	1.32479844968484	0.417046508382722	0.268868187399425	0.390680766746514	1.26420326926709	0.0934215768913948	0.0467107884456974	0.0880677564223633	0.0397796883312876	0.0384097410570607
"Scaptodrosophila_sp1_M_PL_108"	1.29752190126937	1.8569574315122	0.482679799056168	0.494681215628556	0.605001757796866	1.56920981325123	1.18877486191584	0.379528355761796	0.253406894504488	0.223044138712002	0.140132365337092	1.25711718282477	0.128558591412383	0.0467107884456974	0.0404739176423364	0.0362009849292126
"Chalcidoma_disjunctum"	1.29752190126937	1.8569574315122	0.482679799056168	0.494681215628556	0.605001757796866	1.56920981325123	1.18877486191584	0.379528355761796	0.253406894504488	0.223044138712002	0.140132365337092	0.257117182824766	1.12855859141238	0.0467107884456974	0.0404739176423364	0.0362009849292126
"Hemipyrellia_germana"	2.44632656728787	0.674711388660074	0.51212988076081	0.486196190715738	0.617478077838671	1.29117116210845	1.32479844968484	0.417046508382722	0.268868187399425	0.390680766746514	0.26420326926709	0.0934215768913949	0.0467107884456974	1.08806775642236	0.0397796883312875	0.0384097410570607
"Nectarinia_dussumieri"	1.10499134253577	0.584623254833748	0.380121129742652	2.12257937467121	0.544527003479787	1.27344679500474	0.819813498268629	1.29999099410951	0.199563593114892	0.187627838055849	0.119339064993863	0.0809478352846728	0.0404739176423364	0.0397796883312876	1.17366558520037	0.0285090847306989
"Phalanta_phalantha"	1.06693725158502	0.522903115644182	2.36236249897659	0.348444368930764	0.436194870126602	1.06922272451903	0.881288510069664	0.273662005364129	1.24024031196271	0.330816151651487	0.115229223171182	0.0724019698584253	0.0362009849292126	0.0384097410570607	0.0285090847306989	1.17717718742324
