"Nephrosperma_vanhoutteanum"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Canthium_bibracteatum"	"Nepenthes_pervillei"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_131"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_131"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_131"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_131"	"Eagris_sabadius"	"Melanostoma_annulipes"	"Polistes_olivaceus"	"Rhynchium_brunneum"	"Unidentified_sp1_M_PL_131"
"Nephrosperma_vanhoutteanum"	2.04089176015813	0.810865580918456	0.65908678258394	0.626677414417845	0.51441620111939	0.255603953920821	0.177032932560589	0.116602287779392	0.0619809812782815	2.53564319135099	1.50659505760207	0.13498542735458	0.085984129489562	0.0774665517045702	0.059369439260638	0.0429205607659401	0.0882556055020257	0.0882556055020257	0.0257208100559696	0.0230043558528739	0.0257208100559697	0.0199162049130662	0.0230043558528739
"Gastonia_crassa"	0.900961756576061	1.98508605469863	0.535964092121159	0.557840799285742	0.633816267695904	0.295056866344841	0.195532048745753	0.116050210971112	0.0428497982976464	3.12418601951773	0.903402641503418	0.125465388378428	0.0921033639201917	0.0653981488632902	0.0528480757218071	0.0485524734549328	0.0931983878539027	0.0931983878539027	0.0316908133847953	0.0265551179710357	0.0316908133847954	0.0219973554838972	0.0265551179710357
"Erythroxylum_sechellarum"	0.98863017387591	0.723551524363564	1.7547219083365	0.609212249769211	0.474832150461896	0.3146668527172	0.202400502778015	0.114452895966559	0.0806896364679847	2.34052680831843	1.52743005385857	0.293527491114524	0.0940620712800557	0.138042878848262	0.0577148447149779	0.0510900733070746	0.0537772893617294	0.0537772893617294	0.0237416075230949	0.028320016744548	0.0237416075230949	0.0227700565625266	0.028320016744548
"Paragenipa_wrightii"	0.989490654343966	0.792721135827107	0.641276052388643	1.70776249060885	0.522003167708137	0.257391971549774	0.17739122155911	0.115568261483386	0.0595529392678738	2.57304061416136	1.43379880123838	0.132902821951426	0.0858723961099614	0.075612757453432	0.161788025426101	0.0431217898648795	0.0561087574912225	0.0561087574912225	0.0261001583854069	0.0231652774394796	0.026100158385407	0.0199565124253998	0.0231652774394796
"Chrysobalanus_icaco"	0.857360335198982	0.950724401543856	0.527591278290995	0.551003343691922	1.7312027713035	0.293841274799336	0.194484500367363	0.115063528096981	0.0418864614439053	3.11672032688351	0.876767694625322	0.124116252033165	0.0915278126958056	0.0644700214641805	0.0522003167708137	0.0483252210232685	0.0574116234407647	0.0574116234407647	0.0865601385651752	0.0264457147319403	0.0865601385651754	0.0218795062913283	0.0264457147319403
"Canthium_bibracteatum"	0.766811861762464	0.79665353913107	0.6293337054344	0.48904474594457	0.528914294638805	1.63036820062688	0.268151308193377	0.1080741500769	0.0458060889283809	2.60710671065711	0.8585171485395	0.378426326346482	0.114817750282567	0.0790997789340743	0.0463305548789593	0.176900160228174	0.0495594738239096	0.0495594738239096	0.0264457147319404	0.146733138056419	0.0264457147319405	0.0301670221717549	0.146733138056419
"Nepenthes_pervillei"	0.663873497102207	0.659920664516916	0.506001256945036	0.421304151202886	0.437590125826566	0.335189135241721	1.90739212389433	0.226246045154401	0.105640894852778	2.15695466188678	0.784539501567949	0.12864421403109	0.694650201974077	0.284890073184389	0.0399130248507997	0.244748636109867	0.0419135603969634	0.0419135603969634	0.0218795062913284	0.0301670221717549	0.0218795062913284	0.214581613938112	0.0301670221717549
"Dillenia_ferruginea"	0.874517158345443	0.783338924055003	0.572264479832796	0.548949242046084	0.517785876436414	0.270185375192251	0.452492090308802	1.18277505504466	0.0608496934753962	2.55225288260116	1.15258135729928	0.125889072312033	0.418840467864268	0.104039623816144	0.0520057176675237	0.0752220439270427	0.0523468122188634	0.0523468122188634	0.0258892938218208	0.0243166837673026	0.0258892938218209	0.0509053601597402	0.0243166837673026
"Memecylon_eleagni"	0.929714719174222	0.578472277018226	0.806896364679847	0.565752923044801	0.376978152995148	0.229030444641904	0.422563579411113	0.121699386950792	1.23205004682079	1.85818814580525	1.57767045223196	0.150156489267322	0.169997570115179	0.638271260163698	0.0535976453410864	0.0681511427015216	0.0471738508091675	0.0471738508091675	0.0188489076497575	0.0206127400177714	0.0188489076497575	0.0475384026837503	0.0206127400177714
"Apis_mellifera"	0.975247381288843	1.08144900675614	0.600135079056007	0.626766303449561	0.719243152357734	0.334244450084245	0.221226119167875	0.130884763210316	0.0476458498924423	3.54526937183	0.997323252636304	0.141182236687725	0.104112886941479	0.0733346494155053	0.0593778603268005	0.0549699389139679	0.0653057216638698	0.0653057216638698	0.0359621576178868	0.030082000507582	0.035962157617887	0.0248879384063859	0.030082000507582
