"Miconia_minutiflora"	"Miconia_ternatifolia"	"Miconia_splendens"	"Miconia_dolichorrhyncha"	"Miconia_wittii"	"Miconia_phanerostila"	"Miconia_duckei"	"Melastomataceae_unknown"	"Tococa_discolor"	"Clidemia_hirta"	"Ossaea_cucullata"	"Clidemia_japurensis_var._heterobasis"	"Henriettea_sp."	"Ossaea_araneifera"	"Melastomataceae_minute-seeded"	"otherMelastomes"	"Psychotria_deflexa"	"Psychotria_alboviridula"	"Palicourea_punicea"	"Psychotria_spp."	"otherRubiaceae"	"Coussapoa_cf_parvifolia"	"Ficus_americana"	"Coussapoa_sp."	"Clusia_sp."	"Marcgraviaceae_1"	"Alchornea_triplinervia"	"Croton_schiedianus"	"Anthurium_acaule"	"Unidentified_1"	"Unidentified_2"	"Codonanthe_sp."	"Dilleniaceae"	"Sorocea_sp."	"Iryanthera_grandis"	"Unidentified_3"	"Ficus_sp."	"Piper_aduncum"	"Piper_sp._2"	"Piper_arboreum"	"Pothomorphe_peltata"	"Piper_sp._5"	"Piperaceae_unknown_6"	"Piperaceae_unknown_7"	"Cecropia_distachya"	"Cecropia_ficifolia"	"Cecropia_sciadophylla"	"Cecropia_membranacea"	"Ficus_sp._1"	"Ficus_sp._2"	"Ficus_sp._3"	"Vismia_angusta"	"Vismia_macrophylla"	"Vismia_sp._1"	"Anthurium_sp."	"Philodendron_sp."	"Araceae_unknown"	"Solanum_lanceolatum"	"Solanum_sp."	"Guttiferae_unknown"	"Passifloraceae_unknown"	"Gurania_acuminata"	"Unknown_family"	"Amaranthaceae"	"Solanum_jamiacense"	"Physalis_sp."	"Thoracocarpus_bissectus"	"Ficus_sp._9"	"Cactaceae"	"Curcurbid"	"Unknown_1"	"Vismia_sp._2"	"Piper_sp."	"Ficus_sp._42"	"Passifloraceae"	"Gesneriacea"	"Unknown_2"	"Marcgravia_sp."	"Marcgravia_sp._301"	"Souroubea_guianensis"	"Coussapoa_villosa"	"Havetiopsis_flavida"	"Philodendron_cuneatum"	"Phytolacca_rivinoides"	"Catharus_ustulatus"	"Machaeropterus_regulus"	"Manacus_manacus"	"Pipra_coronata"	"Pipra_pipra"	"Tachyphonus_surinamus"	"Tangara_schrankii"	"Artibeus_gnomus"	"Artibeus_jamaicensis"	"Artibeus_lituratus"	"Artibeus_obscurus"	"Carollia_brevicauda"	"Carollia_castanea"	"Carollia_perspicillata"	"Phyllostomus_hastatus"	"Rhinophylla_pumilio"	"Sturnira_lilium"	"Uroderma_bilobatum"
"Miconia_minutiflora"	1.22784478611457	0.225470675233589	0.0682667666294238	0.116755663686734	0.0767332112574769	0.0684064080135582	0.739008739711275	0.0220752760820953	0.0717532862512002	0.0522299403589812	0.266814944927351	0.0373116176321282	0.107755412610518	0.0373116176321282	0.126991974578742	0.105381301729537	0.0567679111686021	0.0656955732164292	0.0373116176321282	0.0373116176321282	0.0612964013623124	0.0708531079229276	0.0296934468571118	0.0201297413687716	0.0220752760820953	0.0329124457780114	0.0142566369619473	0.0114988554608217	0.0186558088160641	0.0186558088160641	0.0110376380410477	0.0114988554608217	0.0210299196970442	0.0186558088160641	0.0186558088160641	0.0186558088160641	0.0100648706843858	0.172746353238512	0.0034141496936233	0.0277631707603293	0.00646481787092142	0.0130309170460417	0.00613658750988224	0.002638090591521	0.039686910663721	0.0877849550299744	0.00785384882061674	0.0227592280452487	0.00347862078736179	0.0149071756927127	0.00281794314155035	0.237637891686073	0.0480544702066066	0.00178684280259331	0.00839240033974583	0.00272243781625894	0.0139913514665408	0.0187948849127931	0.00314075941894072	0.0192197258228026	0.00527618118304201	0.00247798840481572	0.00154239339115009	0.0107628303018543	0.000935595013665622	0.000935595013665622	0.000935595013665622	0.000935595013665622	0.000935595013665622	0.000935595013665622	0.00748476010932498	0.000851247788927692	0.000851247788927692	0.000851247788927692	0.000851247788927692	0.000851247788927692	0.00102826226076673	0.0014742933104751	0.157878357990102	0.0664494049779322	0.0266389531485139	0.118114032560941	0.0676326085132378	0.0644799043374692	0.114988554608217	0.350498661617404	0.15840707735497	0.883056395956032	1.907038234531	0.269808929892277	0.123015086142493	0.0126503144369049	0.0314235269888623	0.0231562286985221	0.0149358869571563	0.244294253568246	0.0361227313734724	0.420894740080914	0.0634095060806149	0.0655241471322268	0.00827393487767862	0.0093438949661725
"Miconia_ternatifolia"	0.225470675233589	1.23079228908406	0.0682323530957777	0.113249420090568	0.078378635528015	0.0631868293704907	0.747642594097794	0.0217731082052836	0.0590073813278575	0.0529613899939033	0.250920533367302	0.0391760366174354	0.0960248903418712	0.0391760366174354	0.12974268446454	0.10134650419234	0.0566320896158756	0.0674920814253732	0.0391760366174354	0.0391760366174354	0.0622506030391673	0.0642297534592211	0.0304745724113595	0.0194887765896126	0.0217731082052836	0.0339345582312295	0.0143465399225118	0.0116002634799021	0.0195880183087177	0.0195880183087177	0.0108865541026418	0.0116002634799021	0.014266404458249	0.0195880183087177	0.0195880183087177	0.0195880183087177	0.00974438829480631	0.177610483128006	0.00350726290544965	0.0285416202449468	0.00663707430706969	0.0133962171588887	0.00630365808335326	0.00271228100893263	0.0406631908694916	0.0901424560622139	0.00805314100144668	0.0233227278602278	0.00355384823258835	0.0153157367385213	0.00289318155865116	0.244141179465385	0.0493754111268642	0.00183622539561208	0.00860833366885259	0.0027963951779036	0.014361685725415	0.019323895058722	0.0032257249723529	0.0196316154492477	0.00542456201786527	0.00253925822147673	0.0015790884391852	0.0110606055336856	0.000960169782291522	0.000960169782291522	0.000960169782291522	0.000960169782291522	0.000960169782291522	0.000960169782291522	0.00768135825833217	0.000876055613320556	0.000876055613320556	0.000876055613320556	0.000876055613320556	0.000876055613320556	0.00105272562612347	0.00150506750396306	0.161808985338968	0.0671259338908712	0.0266952908061909	0.122404830763128	0.0685674521953446	0.0675246110593587	0.116002634799021	0.237773407637483	0.15940599913902	0.880943616246954	2.0023307604467	0.266115766953466	0.119098079158744	0.0128930755742523	0.0322747178191893	0.0237686486004617	0.0153377753318966	0.250710998709453	0.0371230924385161	0.433160831030719	0.0649180802776139	0.066891889065025	0.00849138630230504	0.00960134573234199
"Miconia_splendens"	0.227555888764746	0.227441176985925	1.12746096910956	0.0848541204699303	0.0747725950866757	0.0475040454791932	0.748704645383487	0.022866085580027	0.05053801464874	0.0884405305980737	0.242283808447079	0.0259170322007236	0.089486008055027	0.0259170322007236	0.128291529722857	0.0893712962762064	0.0748450401918773	0.0633395522966623	0.0259170322007236	0.0259170322007236	0.0649519774261944	0.0544923575681321	0.0243915588903753	0.0170275707985745	0.022866085580027	0.0275294573302558	0.014570941229894	0.052615928917685	0.0129585161003618	0.0129585161003618	0.0114330427900135	0.052615928917685	0.0130732278791823	0.0129585161003618	0.0129585161003618	0.0129585161003618	0.00851378539928724	0.173170344842642	0.0034240791312165	0.0279340327793155	0.00647482557699048	0.0130202653396242	0.00614757862753887	0.00263350443214367	0.0460575563511849	0.0930168568081597	0.00916323159915746	0.0267840833180891	0.00487480395204545	0.0157197517979397	0.00311863229814898	0.239484664991235	0.0485160842734061	0.00178566797615535	0.00958000810544241	0.00272349949632237	0.0140121449858444	0.0188900762782571	0.00318743276109537	0.0193055489943835	0.00526700886428734	0.00283514739426802	0.00189731587410099	0.0107486751044498	0.000937831520167026	0.000937831520167026	0.000937831520167026	0.000937831520167026	0.000937831520167026	0.000937831520167026	0.00750265216133621	0.000847836455988322	0.000847836455988322	0.000847836455988322	0.000847836455988322	0.000847836455988322	0.00126487724940066	0.00147973584549377	0.13572678598414	0.101030045957408	0.0688625781832386	0.0886060806276096	0.0713943533847784	0.0473539128609687	0.52615928917685	0.217887131319706	0.161899346998822	1.16425618076254	1.32464831248143	0.279474379311441	0.1040573771024	0.0193891027587936	0.0355653648055226	0.02498193647165	0.0158188635306778	0.244878230265835	0.0365858253778042	0.419208025460893	0.0780007637130407	0.0657660375775007	0.00856634035241127	0.00969959779584713
"Miconia_dolichorrhyncha"	0.166793805266763	0.161784885843668	0.0363660516299701	1.14309264617067	0.0683693078667441	0.0874254931396492	0.701231393365721	0.0373501283948595	0.084181036294002	0.066807914770173	0.23275721672692	0.0369920888335888	0.0967041713490922	0.0369920888335888	0.0938730173405089	0.0916952519259976	0.025404309671451	0.0496942436693143	0.0369920888335888	0.0369920888335888	0.0441787736711946	0.114532953386456	0.0371711086142242	0.053856880932343	0.0373501283948595	0.0314766188354691	0.0129805744186747	0.0109617419585191	0.0184960444167944	0.0184960444167944	0.0186750641974298	0.0109617419585191	0.0235049638398889	0.0184960444167944	0.0184960444167944	0.0184960444167944	0.0269284404661715	0.189472443814187	0.00375813786318543	0.030515962385049	0.0071390910490241	0.014296903766709	0.00675732113543893	0.00289343571192905	0.0441059043892982	0.0972919608421509	0.00880060736291364	0.0254258364138915	0.00397669286868855	0.0166571860613366	0.00317949055717428	0.259509805191562	0.0523534560280631	0.00196420632806085	0.00939444239582712	0.0029991832722535	0.0152883984179105	0.0206047928382154	0.0034402241350633	0.0196400438126321	0.00578687142385811	0.00276695866202116	0.00173198171782851	0.0116547297837103	0.00103497694419265	0.00103497694419265	0.00103497694419265	0.00103497694419265	0.00103497694419265	0.00103497694419265	0.00827981555354119	0.000929229383868202	0.000929229383868202	0.000929229383868202	0.000929229383868202	0.000929229383868202	0.00115465447855234	0.00149773379377189	0.183140468499364	0.0890768424017822	0.0342572895269838	0.142251786222242	0.0598983588414834	0.0647804270890652	0.109617419585191	0.391749397331482	0.144228604651941	0.395178150444793	1.89070676260565	0.456501569270506	0.329125383475429	0.0146729723343202	0.0363650374084838	0.0256586901992799	0.0165662702004125	0.270243979872525	0.0396342953042228	0.459452306468167	0.0712036928440608	0.0665659463898616	0.00902010882057055	0.010351518056263
"Miconia_wittii"	0.191833028143692	0.195946588820037	0.0560794463150068	0.119646288766802	1.08131946931662	0.0603161353593896	0.731912848905726	0.0466674233593429	0.0691012529185927	0.0767664587198132	0.234594662777332	0.0359964417277411	0.0857550780119953	0.0359964417277411	0.11162121289814	0.0898686386883405	0.0439786318184071	0.0579857576369446	0.0359964417277411	0.0359964417277411	0.053635455261195	0.0760866596193136	0.041331932543542	0.0208700668882463	0.0466674233593429	0.0316461393519914	0.0136479184881209	0.0121008144965998	0.0179982208638706	0.0179982208638706	0.0233337116796715	0.0121008144965998	0.0138846601875253	0.0179982208638706	0.0179982208638706	0.0179982208638706	0.0104350334441232	0.186299270691798	0.00368723810426655	0.0299971310276853	0.0069865725228221	0.0140432238130635	0.00662611334053045	0.00284197750760914	0.0446131256850371	0.0964307055997034	0.0088544382981805	0.0256738049487098	0.00412667965902987	0.0164099790849592	0.00315039421254667	0.25661855344315	0.0518781787197272	0.00192695091462435	0.00939522527027608	0.0029388752362639	0.0150987167016208	0.0202856320050103	0.00340083364146629	0.0206471107594823	0.00568395501521827	0.00277444204703989	0.00176251772540034	0.0115784550934284	0.00101192432163955	0.00101192432163955	0.00101192432163955	0.00101192432163955	0.00101192432163955	0.00101192432163955	0.00809539457311641	0.000915026592984793	0.000915026592984793	0.000915026592984793	0.000915026592984793	0.000915026592984793	0.00117501181693356	0.00158292856692305	0.161621029192646	0.0785276232940253	0.0400719623202657	0.127848050706954	0.0736037622783412	0.0631449285214596	0.121008144965998	0.231411003125422	0.151643538756899	0.684112050508555	1.83981813275121	0.570379618836413	0.127539297650394	0.0154635147624393	0.0357568097457859	0.0255365872390306	0.0164101707304497	0.264224683983661	0.0390811719956939	0.452429815420259	0.0724590620442361	0.0703523807521355	0.00900706110847854	0.0102090608860989
"Miconia_phanerostila"	0.171016020033896	0.157967073426227	0.0356280341093949	0.152994612994386	0.0603161353593896	1.10538294040778	0.670479902058081	0.0237905302831489	0.0915677695244625	0.0518678425694977	0.244774241740156	0.0357164074450336	0.110235170878186	0.0357164074450336	0.0917366553902099	0.0971862242705175	0.0254089255455629	0.0484208702178151	0.0357164074450336	0.0357164074450336	0.0433157851723948	0.138179384459394	0.0297534688640913	0.0775187652651176	0.0237905302831489	0.0306113223996133	0.0127531186770965	0.010219108563832	0.0178582037225168	0.0178582037225168	0.0118952651415745	0.010219108563832	0.0309071503301856	0.0178582037225168	0.0178582037225168	0.0178582037225168	0.0387593826325588	0.185434780547667	0.00369012378964535	0.0298568481040302	0.00703153944712398	0.0140106404499671	0.00663883666639866	0.00283530582572861	0.0420114197790213	0.0943193356041241	0.00838246075263491	0.0241930229810817	0.00365615222824008	0.0161724751066948	0.00306054804232481	0.253517240320491	0.0510648007834452	0.00192800623416064	0.00900331380496894	0.00294871287675331	0.0149914744303184	0.020143331509588	0.00336041711822448	0.0188375694474449	0.00567061165145722	0.0026546530298458	0.00163394638725313	0.0113623192474169	0.00102070664259267	0.00102070664259267	0.00102070664259267	0.00102070664259267	0.00102070664259267	0.00102070664259267	0.00816565314074135	0.00090729959156797	0.00090729959156797	0.00090729959156797	0.00090729959156797	0.00090729959156797	0.00108929759150209	0.00143450536782042	0.196700029628199	0.0925057853801713	0.026511279508506	0.144015752875459	0.0521653726275004	0.0626476070832302	0.10219108563832	0.51511917216976	0.141701318634406	0.395249952930979	1.82550526941283	0.290773147905154	0.473725787731274	0.0132352163987917	0.0348871790396433	0.0247920149433261	0.0160624052461345	0.266517845565863	0.0387181254510288	0.448609242497496	0.067173351475962	0.0637557941253519	0.00875362206927906	0.0100715740275601
"Miconia_duckei"	0.180246034075921	0.182351852218974	0.0547832667353771	0.11972243301366	0.0714061316005587	0.0654126733715201	1.77930392910851	0.0326419430274139	0.0690925174202492	0.0722268599101692	0.236802879818752	0.0379887881284326	0.0888623119291777	0.0379887881284326	0.114731020454704	0.090968130072231	0.0341927439168382	0.0550851600868517	0.0379887881284326	0.0379887881284326	0.0596458603678526	0.0732745601429352	0.0353153655779233	0.021070618643849	0.0326419430274139	0.0425494884094335	0.0235550943452172	0.020590522818539	0.0189943940642163	0.0189943940642163	0.016320971513707	0.020590522818539	0.016888575921163	0.0189943940642163	0.0189943940642163	0.0189943940642163	0.0105353093219245	0.182563743587275	0.00360363339086415	0.0293942073736176	0.00681693344836173	0.0137538650672267	0.00647521253606755	0.00278414256303804	0.0436536471890659	0.0944191307362443	0.00872003935504111	0.0252448776039874	0.00411300432665182	0.0161165439431419	0.00310147519835844	0.25009828176234	0.0505574411262891	0.00188524056941381	0.009259472556016	0.0028715791452034	0.0146499060904578	0.019871267653785	0.0033141113935546	0.0189556976640211	0.00556828512607608	0.00272198360198102	0.00173564502619144	0.0112537074522623	0.000986338575789585	0.000986338575789585	0.000986338575789585	0.000986338575789585	0.000986338575789585	0.000986338575789585	0.00789070860631668	0.000898901993624227	0.000898901993624227	0.000898901993624227	0.000898901993624227	0.000898901993624227	0.00115709668412763	0.00144519668819387	0.154675610264078	0.0909826306393935	0.0414959660530552	0.125836582249071	0.0620504420101108	0.0659722021288912	0.20590522818539	0.281476265352716	0.261723270502413	0.531887127595261	1.94164917100878	0.39895708144617	0.12876489171241	0.0154753075293921	0.0353656161336962	0.0250065966052508	0.0160724803490022	0.257543961456169	0.0382294994956172	0.444457096847535	0.0713542955212036	0.0642309639197276	0.00873198836974927	0.0100112632326786
"Melastomataceae_unknown"	0.110376380410477	0.108865541026418	0.0342991283700404	0.130725449382008	0.0933348467186858	0.0475810605662979	0.669159832061986	1.12088630468841	0.0975166858195812	0.146155135488253	0.198035240212156	0.0227012364715055	0.0586146096141042	0.0227012364715055	0.0661160206340353	0.0571037702300453	0.0203809158059506	0.0328916943744808	0.0227012364715055	0.0227012364715055	0.0332243262595544	0.108691961149731	0.0717937705799578	0.0240367329499614	0.12088630468841	0.0230338683565791	0.0116832501208264	0.0139182125640898	0.0113506182357528	0.0113506182357528	0.060443152344205	0.0139182125640898	0.0128614576198117	0.0113506182357528	0.0113506182357528	0.0113506182357528	0.0120183664749807	0.206705171760025	0.00412557024335054	0.0334511832380916	0.00785564591326134	0.0155645482843452	0.00741177711082557	0.00314533445061031	0.0554941502188915	0.112566781831519	0.0110217314088551	0.0321149458680549	0.00575871701691166	0.0191639653238526	0.00382008336110479	0.287328461792528	0.058027253061444	0.00214384710602844	0.0114974753616591	0.00328620686747502	0.0169699062558944	0.0225569792212628	0.00383872935579546	0.0239691962535319	0.00629066890122061	0.0034161306743687	0.00227377091292212	0.0128384648872311	0.00114235976144658	0.00114235976144658	0.00114235976144658	0.00114235976144658	0.00114235976144658	0.00114235976144658	0.00913887809157264	0.00100148734458186	0.00100148734458186	0.00100148734458186	0.00100148734458186	0.00100148734458186	0.00151584727528141	0.00184335564867221	0.157554484236635	0.110555959501301	0.0801475268024935	0.133940337208709	0.0937862177065435	0.0440667281530769	0.139182125640898	0.214357626996862	0.129813890231404	0.317036468092565	1.16028541965473	1.47749927952501	0.146891145805319	0.0229051799038101	0.0447850773466225	0.0301520460660723	0.0191569026499602	0.29828282659994	0.0438334207401659	0.495179853709922	0.0934772486423538	0.0819269177187649	0.0103576137485762	0.0117190621901874
"Tococa_discolor"	0.179383215628001	0.147518453319644	0.037903510986555	0.147316813514504	0.0691012529185926	0.0915677695244625	0.708198303557554	0.0487583429097906	1.13516350487433	0.0756423723068153	0.298543984071654	0.0313698725351458	0.139821478615557	0.0313698725351458	0.0867936354252725	0.1079567163072	0.0267044178571032	0.0447220814636974	0.0313698725351458	0.0313698725351458	0.0420715539615751	0.112910203125172	0.0400641077224682	0.025296396826774	0.0487583429097906	0.0287193450330235	0.0130344087654506	0.0111990931294518	0.0156849362675729	0.0156849362675729	0.0243791714548953	0.0111990931294518	0.0475496985759298	0.0156849362675729	0.0156849362675729	0.0156849362675729	0.012648198413387	0.169054198273267	0.00334866386684314	0.0272454837768594	0.00634956691310331	0.0127413426128824	0.00601788797472092	0.00257819111183642	0.0409426995471616	0.0880540409143225	0.00815372586843937	0.0236214188064403	0.00385861358470056	0.0150280998564418	0.00290163814345314	0.232504881526489	0.0469725096645293	0.0017491384065714	0.00863858951585159	0.00266922410787778	0.0136719246251796	0.0184079108036315	0.00308529374066913	0.018243163173075	0.00515638222367284	0.0025479215254357	0.00162783582412932	0.0104565025410537	0.000920085701306381	0.000920085701306381	0.000920085701306381	0.000920085701306381	0.000920085701306381	0.000920085701306381	0.00736068561045105	0.00082905270526502	0.00082905270526502	0.00082905270526502	0.00082905270526502	0.00082905270526502	0.00108522388275288	0.00139550273339676	0.146346238094625	0.077865893732064	0.039858336606877	0.119190776358169	0.0625876373937909	0.0553453358553689	0.111990931294518	0.792494976265496	0.144826764060563	0.415402055554938	1.60334904068523	0.595935302230774	0.154589091719174	0.0145867746046896	0.0332733658178427	0.0233349340901637	0.0149887967019348	0.240244599785555	0.035481854079302	0.409920504269927	0.0669221394364275	0.0620223437065225	0.00816539370837499	0.00931323725172935
"Clidemia_hirta"	0.130574850897453	0.132403474984758	0.0663303979485553	0.116913850847803	0.0767664587198132	0.0518678425694978	0.740325314079234	0.0730775677441263	0.0756423723068153	1.13022067701279	0.193163964690088	0.028507224406242	0.0650776510793812	0.028507224406242	0.0791225416228285	0.0669062751666866	0.0234409008830162	0.0402276748477501	0.028507224406242	0.028507224406242	0.0388948667750784	0.0850886442858801	0.0507923960751841	0.0218712600948804	0.0730775677441263	0.0271744163335703	0.0129208041304493	0.0428894970655391	0.014253612203121	0.014253612203121	0.0365387838720631	0.0428894970655391	0.0124249881158156	0.014253612203121	0.014253612203121	0.014253612203121	0.0109356300474402	0.200148646976293	0.0039572156584586	0.0323656714179143	0.00748351607624213	0.0150378098396545	0.00710406200770153	0.00304119040323643	0.0540620044810253	0.108967764267632	0.0108432017124877	0.0315390341497389	0.0058199132572284	0.0186003439265915	0.00372961814075816	0.275686861941181	0.0557752938278046	0.00206267891749312	0.0112985097684731	0.00314684634924292	0.0160834471846644	0.0218428002998684	0.003678368591653	0.0210046568835505	0.00608238080647287	0.00332733702623755	0.00224316959448775	0.0123026651593826	0.0010841674317498	0.0010841674317498	0.0010841674317498	0.0010841674317498	0.0010841674317498	0.0010841674317498	0.00867333945399843	0.000978511485743315	0.000978511485743315	0.000978511485743315	0.000978511485743315	0.000978511485743315	0.00149544639632517	0.00160152504672727	0.14712543830577	0.118622494750363	0.0851557744571217	0.123298268043726	0.073149960484594	0.0525459514667961	0.428894970655391	0.207083135263593	0.143564490338325	0.36463623595803	1.45703591409681	0.89317027242821	0.133657700579825	0.0233104529738171	0.0438338991805622	0.0292470274139879	0.0185490636923123	0.283088162734671	0.04231928614793	0.483819567950862	0.0922191944400519	0.0711788909656563	0.00987365911986596	0.0113601813232582
