"Leucanthemum_vulgare"	"Lotus_corniculatus"	"Lathyrus_pratensis"	"Vicia_cracca"	"Hypochoeris_radicata"	"Ranunculus_acris"	"Trifolium_dubium"	"Prunella_vulgaris"	"Achillea_millefolium"	"Centaurea_nigra"	"Trifolium_repens"	"Vicia_sativa"	"Lychnis_flos-cuculi"	"Plantago_lanceolata"	"Trifolium_pratense"	"Cirsium_arvense"	"Taraxacum_officinale"	"Bombus_terrestris.lucorum"	"Phaonia_incarna"	"Tropidia_scitta"	"Helophilus_sp1_M_PL_006"	"Eristalinus_sepulcharius"	"Bombus_pascuorum"	"Lucillia_sp1_M_PL_006"	"Maniola_jurtina"	"Pollenia_sp1_M_PL_006"	"Anthomyidae_sp1_M_PL_006"	"Eristalis_nemorum"	"Chrysogaster_sp1_M_PL_006"	"Syritta_pipiens"	"Eristalis_intricarius"	"Lejogaster_splendida"	"Andrena_wilkella"	"Bombus_hortorum"	"Eristalis_tenax"	"Cheilosia_albitarsis"	"Empis_livida"	"Scathophaga_stercoraria"	"Psithyrus_vest"	"Lasiommata_megera"	"Megachile_willughbiella"	"Syrphus_sp1_M_PL_006"	"Thymelicus_sp1_M_PL_006"	"Lycaena_phlaeas"	"Odontomyia_tigrina"	"Micromoth_sp1_M_PL_006"	"Platycheirus_sp1_M_PL_006"	"Sphaerophoria_sp1_M_PL_006"	"Helophilus_trivittatus"	"Neoascia_tenur"	"Odontomyia_viridula"	"Polyommatus_icarus"	"Rhagio_tringarius"	"Zygaena_filipendulae"	"Andrena_haemorrhoa"	"Bombus_pratorum"	"Melanostoma_sp1_M_PL_006"	"Ochlodes_venata"	"Andrena_pubescens"	"Autographa_sp1_M_PL_006"	"Eriothrix_rufomaculatus"	"Eristalis_pertinax"	"Sarcophagus_sp1_M_PL_006"	"Adela_rufimatrella"	"Anosymia_sp1_M_PL_006"	"Bombus_lapidarius"	"Chloromyia_formosa"	"Lasioglossum_calceatum"	"Lasioglossum_leucozonium"	"Lasioglossum_villosulum"	"Malachius_viridus"	"Meliscaeva_sp1_M_PL_006"	"Nemotelus_pantherinus"	"Oligia_sp1_M_PL_006"	"Parhelophilus_sp1_M_PL_006"	"Pyronia_tithonus"	"Rhagonycha_fulva"	"Tetanocera_ferruginea"
"Leucanthemum_vulgare"	4.27345481588714	0.601741223849813	0.104722517406964	0.0555000140014786	0.0805597280231139	0.0741263285671648	0.0152389218437699	0.0122254798381212	0.0159639860416718	0.00831733469286476	0.00349240351338625	0.00532450371162651	0.00162174154569693	0.0052190884751594	0.00244836712205811	0.00111397348860488	0.00208746672820586	0.707350298901722	1.05918381445548	0.616729634145516	0.561296609139797	0.480040393178364	0.0504541814216824	0.165394430526403	0.0779781442023416	0.134061636669327	0.0695891478493135	0.0862443047765088	0.072751122338558	0.0716940803087973	0.0675315870361643	0.0630509726934169	0.0239837887724124	0.0164454527883935	0.0465675973734253	0.0288036109840384	0.036375561169279	0.034442410316999	0.024742260671858	0.0156089536495031	0.0044269790310478	0.0190496729343318	0.00723623870584692	0.0194002992902821	0.0174671484380022	0.0145502244677116	0.0126170736154316	0.0115370518210252	0.0121251870564263	0.00758110178527821	0.0112965482493082	0.00632573449958642	0.0121251870564263	0.00344245901436699	0.00693991387037894	0.00607647151819326	0.0072751122338558	0.00152670803759028	0.00291692397029056	0.000983773118010628	0.00485007482257053	0.00485007482257053	0.00485007482257053	0.00242503741128527	0.00242503741128527	0.000491886559005315	0.000721843666283837	0.00151622035705564	0.00136799538152458	0.00151622035705564	0.00242503741128527	0.00156572654254782	0.00242503741128527	0.00242503741128526	0.00242503741128527	0.000491886559005316	0.00242503741128526	0.00242503741128526
"Lotus_corniculatus"	0.866813425091556	3.52752041884686	0.465752227631003	0.201993882035486	0.0596338491788487	0.0225281553689811	0.034717155257423	0.0215599392944324	0.00720451898823766	0.00957706203051321	0.0165353884694598	0.0139858342828947	0.0064889609319136	0.00129966217151035	0.00557224400386707	0.00144307779030324	0.000532093363555614	3.34907233127472	0.237741755219888	0.127454166854561	0.143073993311621	0.102880631097117	0.201878784548423	0.0363318176898917	0.101015445321227	0.0288519394388064	0.0187728731583446	0.0182286798342602	0.0147565967701589	0.0152773604802284	0.0149829558800382	0.0127890505341377	0.0457896953247493	0.0585992607252166	0.0122293762986321	0.00752826775304723	0.00737829838507945	0.00976994350360564	0.00780239726758446	0.0144543626831543	0.0259517850977838	0.00474376692601278	0.0216892585708005	0.00393509247204237	0.00632673759056857	0.00295131935403178	0.00534296447255797	0.00506565424075718	0.00245943279502648	0.00230401589000943	0.00268799813484495	0.00963436815060507	0.00245943279502648	0.0104670381906344	0.00364092021506858	0.0055389779967022	0.00147565967701589	0.00774309046193187	0.00337541823653679	0.00576706335506315	0.000983773118010593	0.000983773118010593	0.000983773118010593	0.000491886559005296	0.000491886559005297	0.00288353167753158	0.0016444968279832	0.000460803178001886	0.00101265026907479	0.000460803178001886	0.000491886559005296	0.000389898651453105	0.000491886559005296	0.000491886559005296	0.000491886559005296	0.00288353167753158	0.000491886559005296	0.000491886559005296
"Lathyrus_pratensis"	0.826317973171364	2.55120996329221	1.48091155041179	0.204294049686622	0.060355105819708	0.0214190438974561	0.0350422496423034	0.0199118555275612	0.0062767849603454	0.0079310067509549	0.0166685062948769	0.0154727363478864	0.00797986220506568	0.00125847173426582	0.00643447097554533	0.00118539485964982	0.000488869159234319	3.37603397337508	0.229900649656968	0.121677323055658	0.131451485038561	0.0983110832632084	0.248262379713155	0.0339711197521098	0.0829776401754877	0.0277792255059315	0.0180559784860675	0.0174366358259374	0.0140672038307862	0.0146231950597801	0.0142822699797295	0.012191576653348	0.0448469686353178	0.0711869671594581	0.0109946868284924	0.00716381884872532	0.00703360191539308	0.00865015285669474	0.00677452567925659	0.0111244817214359	0.0187691196209513	0.00459342183007025	0.0160920089673415	0.00375125435487631	0.00536780529617798	0.00281344076615723	0.0044299917074589	0.00953147244144151	0.00234453397179769	0.0021905840349671	0.00250330567347269	0.0071941867957027	0.00234453397179769	0.00856765816122168	0.00362260764776067	0.00495361261704389	0.00140672038307862	0.00616944421825676	0.00255436453002075	0.00417091547132259	0.000937813588719076	0.000937813588719076	0.000937813588719076	0.000468906794359538	0.000468906794359538	0.00208545773566129	0.00165989603568806	0.000438116806993421	0.00102489802335353	0.000438116806993421	0.000468906794359538	0.000377541520279747	0.000468906794359538	0.000468906794359538	0.000468906794359538	0.00208545773566129	0.000468906794359538	0.000468906794359538
"Vicia_cracca"	0.956771980503751	2.41733982740294	0.446338086815336	1.21199608341377	0.0585088709661569	0.0232911530723073	0.0450278111519341	0.0314284925183891	0.0103391874761961	0.0159990580831672	0.0155262699529187	0.0145276988150126	0.00639819777612639	0.00139382176489873	0.00531302090824732	0.0023708378567487	0.000587496258946609	3.14468578728957	0.267516101967531	0.140276650279675	0.157971216294533	0.113225443145729	0.199055041923932	0.0388956016382873	0.165958649972409	0.0317292675673842	0.0198330934165443	0.0199962690507519	0.0162880475873905	0.0167386595332738	0.0166201834713607	0.0141163079090717	0.0830344973335002	0.0860606466524279	0.0122917905788828	0.00795518403916755	0.00814402379369524	0.00957711598098443	0.00740537630266571	0.0110951929745802	0.0177842439618204	0.00508744944188037	0.0153686715331249	0.00434347935663746	0.00577657154392667	0.00325760951747809	0.0046907017047673	0.00516381529071611	0.00271467459789841	0.00238204974603143	0.00320565842593834	0.00701395115976603	0.00271467459789841	0.0200413781047993	0.0042123130223456	0.00465580321850245	0.00162880475873905	0.0158085376384377	0.00251896202644857	0.00395205421373793	0.00108586983915936	0.00108586983915936	0.00108586983915936	0.000542934919579682	0.000542934919579682	0.00197602710686897	0.0021328963177232	0.000476409949206285	0.000993546865463042	0.000476409949206285	0.000542934919579682	0.00041814652946962	0.000542934919579682	0.000542934919579682	0.000542934919579682	0.00197602710686897	0.000542934919579682	0.000542934919579682
"Hypochoeris_radicata"	2.41071186121997	1.23880882916816	0.228893891882289	0.101562568469555	1.10435890295058	0.0853535810543391	0.024883659054819	0.0136501500549324	0.0125205053637734	0.00755086158798546	0.00776451838014145	0.00811749498564209	0.00393947979171556	0.00883974973077844	0.00372092664168536	0.0010029300409709	0.00147798435950611	1.57262308778738	0.820322082610074	0.402740498016758	0.397413572222754	0.381170538070602	0.12256159352004	0.0940363362127459	0.0702051028679627	0.0762834239105771	0.107449613909246	0.0666331027430869	0.0410398614457373	0.0584251304539395	0.0573190635491273	0.035567879919639	0.0283572113918625	0.0260427997663667	0.0270045625180417	0.0260445326448492	0.0205199307228686	0.0201645856104188	0.0146926040843205	0.0126364466873062	0.00911385242167335	0.0322650865173413	0.0272098116547749	0.0109439630521966	0.0105886179397468	0.00820797228914745	0.00785262717669766	0.0252501439391786	0.00683997690762287	0.00872934351692105	0.00672403206247564	0.00577394157027352	0.00683997690762287	0.00493468285334343	0.0226679547922147	0.00486491902462955	0.00410398614457373	0.00301884740361262	0.00238064565059936	0.00202530053814965	0.00273599076304915	0.00273599076304915	0.00273599076304915	0.00136799538152458	0.00136799538152458	0.00101265026907483	0.0011786996394388	0.00174586870338421	0.0187532643897268	0.00174586870338421	0.00136799538152458	0.00265192491923353	0.00136799538152458	0.00136799538152457	0.00136799538152458	0.00101265026907483	0.00136799538152457	0.00136799538152457
"Ranunculus_acris"	2.67191720698917	0.56371588775564	0.0978460868951973	0.0486996836966425	0.102812268088181	1.72203426525867	0.0120917323930051	0.00897927401850107	0.0124223635964705	0.00597415553057566	0.00333231438800786	0.00422925584312607	0.00144043254593233	0.00355514453957969	0.0018726737154749	0.000782349245611584	0.00145280023706361	0.674925898269529	0.776837859366296	0.422548564241193	0.390641841521548	0.374520849800319	0.0448134569845613	0.103563787457786	0.0547644471928109	0.0839358811036051	0.59458820262839	0.0548135812003317	0.0454866107116693	0.0457162590579978	0.0776332624994961	0.0394217292834467	0.0177326108050909	0.0136628673254728	0.0292689899620591	0.395038811468479	0.0227433053558346	0.0216878881767809	0.0156230067485583	0.0446477426503039	0.00414722860201706	0.0129762775694659	0.00648771130645305	0.0121297628564451	0.0110743456773914	0.00909732214233386	0.0080419049632801	0.0082488669386002	0.00758110178527821	0.176117140765091	0.00730711778786962	0.00441485024811694	0.00758110178527821	0.00278776406371876	0.00535107568874311	0.00405504600675564	0.00454866107116693	0.00139801630521006	0.00197702353505753	0.000921606356003822	0.00303244071411128	0.00303244071411128	0.00303244071411129	0.00151622035705564	0.00151622035705564	0.000460803178001901	0.000572766271247612	0.0352234281530182	0.00174586870338421	0.0352234281530182	0.00151622035705564	0.00106654336187391	0.00151622035705564	0.00151622035705564	0.00151622035705564	0.000460803178001902	0.00151622035705564	0.00151622035705564
"Trifolium_dubium"	1.27204894969574	2.01176778623278	0.370710114636999	0.21802940136726	0.0694123121002847	0.0280019065943277	1.22153537612777	0.0173943222841559	0.00759482563465357	0.00768114722269136	0.0122860247374401	0.0115248472061743	0.00617501475085135	0.0018064792252924	0.00515980475784613	0.00112800394313743	0.000901578219443272	2.4884075499958	0.333841437796238	0.186013469093091	0.242424365672524	0.148330679432555	0.192111570026486	0.0507298661352841	0.0789602760196205	0.0411831677149763	0.0249717015851034	0.0264432279593731	0.0216553099885151	0.0221121659616701	0.0212788837975315	0.0187679353233798	0.488209793650721	0.0411349776150476	0.0153595264873761	0.00990964731514291	0.0108276549942576	0.0117503081559569	0.00886293349082157	0.0107599719145996	0.014800471451849	0.00659364917231725	0.013412021101605	0.0057747493302707	0.00669740249197006	0.00433106199770302	0.00525371515940238	0.0057259703402622	0.00360921833141918	0.00286383135623806	0.00364685722860071	0.00637717781651726	0.00360921833141918	0.0076136883571585	0.0604845889991113	0.00463612558790471	0.00216553099885151	0.00542188997368959	0.00236634049426703	0.00328899365596653	0.00144368733256767	0.00144368733256767	0.00144368733256767	0.000721843666283837	0.000721843666283837	0.00164449682798325	0.0578622020271048	0.000572766271247612	0.0011786996394388	0.000572766271247612	0.000721843666283837	0.00054194376758772	0.000721843666283837	0.000721843666283837	0.000721843666283837	0.00164449682798326	0.000721843666283837	0.000721843666283837
"Prunella_vulgaris"	1.49150854025079	1.82596101255154	0.307867920079985	0.222417023976292	0.0556506117624166	0.0303913889856959	0.0254224710306894	1.13199648150551	0.0413035855572021	0.0774784211292078	0.00975024933199203	0.0123673136820808	0.00905515048082987	0.00197484807503893	0.00724233267687528	0.011970927182036	0.00079961647866204	1.97481240438442	0.395886699052624	0.216744275311604	0.215007986484682	0.177678903231231	0.281715792736929	0.0590464085736928	0.837964902742517	0.0481409487251576	0.0271697532721529	0.0305682884577121	0.0253913812022517	0.0254900122172617	0.0277028747001915	0.0220058637086182	0.0343957415625691	0.0382826275256733	0.0175738192766817	0.0110699593888235	0.0126956906011259	0.0133419224096397	0.00995640491600615	0.0108239836421656	0.0134335006373005	0.00720819547389209	0.0122396680352825	0.00677103498726713	0.00741726679578099	0.00507827624045035	0.0057245080489642	0.00570904095703696	0.00423189686704195	0.00310821023717345	0.00751587604935377	0.00617059229258351	0.00423189686704195	0.0934915395458477	0.0038419914472152	0.00535806973180161	0.00253913812022517	0.00516104107665605	0.00233899055533063	0.00298522236384457	0.00169275874681678	0.00169275874681678	0.00169275874681678	0.000846379373408391	0.000846379373408391	0.00149261118192229	0.00120422231198002	0.00062164204743469	0.000945010388418395	0.000621642047434689	0.000846379373408391	0.000592454422511679	0.000846379373408391	0.000846379373408391	0.000846379373408391	0.00149261118192229	0.000846379373408391	0.000846379373408391
"Achillea_millefolium"	2.81320909578795	0.881352822894407	0.140181530781047	0.105689471978894	0.0737318649199991	0.0607315553605225	0.0160335207842686	0.0596607346937363	1.05130410265379	0.0344397491380941	0.00476482231716735	0.00571967872021909	0.00227135758914811	0.00355096464307555	0.00256806374463913	0.00616442673400022	0.00178413199589056	0.965065599477069	0.81219845184252	0.407290836218909	0.479733270006128	0.526766128468415	0.0706644583290523	0.109275556982192	0.431509871380015	0.0885373104932233	0.050770709634327	0.0571260016822288	0.0478919581250155	0.0475476100572257	0.14913106086975	0.0415063637083468	0.0238643703068381	0.0205681266277227	0.0310520253780002	0.0216465929769535	0.0239459790625078	0.0230700323571643	0.0166844379404956	0.012106036975778	0.00648406708941406	0.0129610209472258	0.00789161243231089	0.0127711888333375	0.0118952421279941	0.0095783916250031	0.00870244491965968	0.00826532344908061	0.00798199302083592	0.00621118179823525	0.111516004682047	0.00535415290480566	0.00798199302083591	0.0110331488473137	0.00520433030817707	0.00468366823054987	0.00478919581250155	0.00247482254526715	0.00231685050299095	0.00144090379764759	0.00319279720833436	0.00319279720833436	0.00319279720833437	0.00159639860416718	0.00159639860416718	0.000720451898823791	0.000759482563465357	0.00124223635964705	0.00125205053637734	0.00124223635964705	0.00159639860416718	0.00106528939292267	0.00159639860416718	0.00159639860416718	0.00159639860416718	0.000720451898823791	0.00159639860416718	0.00159639860416718
"Centaurea_nigra"	1.88447040326907	1.50633504222786	0.227733193848848	0.21027333480734	0.0571708091661756	0.0375518347636184	0.0208488281758765	0.143888496382814	0.0442796774632638	1.09154383612357	0.00783183840813394	0.00801941117559229	0.00379643129908423	0.00242198514148274	0.00352731597204375	0.012485627550691	0.000979828961374121	1.58625806488554	0.62104657127082	0.273162224943829	0.263465120725041	0.221536445129394	0.118111195971509	0.0739486055758264	0.873993928548367	0.0598465053364055	0.033381483818383	0.0383988311792038	0.0320811481010498	0.0319826015589939	0.0339705602062893	0.0278036616875765	0.0311146102983948	0.0325037768201276	0.0215493970107785	0.0137960208386558	0.0160405740505249	0.0162025389939368	0.0119250525804635	0.0110403099150367	0.0110820289210227	0.00884024576641201	0.0106595524921426	0.00855497282694661	0.00871693777035856	0.00641622962020996	0.0065781945636219	0.00626801234276564	0.00534685801684163	0.00384052855537007	0.00870545415979969	0.00583275284707746	0.00534685801684163	0.154822556493896	0.00409714433953796	0.00442827454513005	0.00320811481010498	0.00451969484711061	0.0023007081501486	0.00246267309356059	0.00213874320673665	0.00213874320673665	0.00213874320673665	0.00106937160336833	0.00106937160336833	0.00123133654678031	0.000987576071488889	0.000768105711074014	0.000970825061312417	0.000768105711074013	0.00106937160336833	0.000726595542444824	0.00106937160336833	0.00106937160336833	0.00106937160336833	0.00123133654678031	0.00106937160336833	0.00106937160336833
