"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Gastonia_crassa"	"Chrysobalanus_icaco"	"Dillenia_ferruginea"	"Memecylon_eleagni"	"Campnosperma_seychellarum"	"Glionnetia_sericea"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp5_M_PL_106"	"Pachycerina_seychellensis"	"Ceratina_tabescens"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_106"	"Scaptodrosophila_sp1_M_PL_106"	"Agrius_convolvuli"	"Lygistorrhina_sp1_M_PL_106"	"Rhynchium_brunneum"	"Unidentified_sp2_M_PL_106"	"Unidentified_sp6_M_PL_106"	"Forcipomyia_sp1_M_PL_106"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_106"	"Unidentified_sp4_M_PL_106"	"Hemipyrellia_sp1_M_PL_106"	"Megachile_seychellensis"	"Melanostoma_annulipes"	"Perissoma_aenescens"	"Simosyrphus_aegyptius"	"Xylocopa_caffra"
"Nephrosperma_vanhoutteanum"	2.85509921833648	0.741988934493284	0.201542033376108	0.434900907804148	0.373784945228898	0.369462216033598	0.199331953452669	0.070219575850319	0	0.0168281101613444	2.09416482007841	1.2701758609561	0.278655952566561	0.240367323270122	0.0711080345110912	0.0384762063718025	0.167581910641489	0.119620976044153	0.0723504396112688	0.0274830045512875	0.111721273760992	0	0.0236991068494827	0.0438791022660013	0.0164898027307725	0.0164898027307725	0.0133963031934184	0.0297407308051933	0.010993201820515	0.010993201820515	0.00789970228316089	0.0151143633831926	0.0279303184402481	0.00549660091025751	0.00789970228316089	0.015114363383193
"Psychotria_pervillei"	1.58751120868331	1.86468780912348	0.142633504290231	0.597508900225675	0.429595672124341	0.367440649151905	0.209907216421537	0.044390982488434	0	0.0194819522279368	2.4244207216988	1.06101286136898	0.521093493592605	0.155583597952228	0.0583973393444152	0.0272300326372259	0.0931800057270635	0.0671139893479911	0.0427300158964037	0.0194500233123042	0.0621200038180423	0	0.0149819565898465	0.0504307962928577	0.0116700139873825	0.0116700139873825	0.00888399019240967	0.0318419283508035	0.0077800093249217	0.0077800093249217	0.00499398552994883	0.0150316629198507	0.0155300009545106	0.00389000466246085	0.00499398552994882	0.015031662919851
"Roscheria_melanochaetes"	0.561874759715211	0.185855778317574	3.7386155446181	0.113009051876864	0.100426771668248	0.234760612472314	0.0498426303553114	0.274372731333451	0	0.00440001437976902	0.547557345037922	0.287427152522016	0.0713741186421568	0.0616136360860023	0.66184807150571	0.713735694881638	0.032979605461545	0.0528533359160432	0.31687992819836	0.509811210629741	0.02198640364103	0	0.0926007968250397	0.0117892297175769	0.305886726377845	0.305886726377845	0.132829174400961	0.0135335864766961	0.203924484251896	0.203924484251896	0.0308669322750133	0.00960384323750376	0.00549660091025751	0.101962242125948	0.0308669322750132	0.00960384323750383
"Gastonia_crassa"	1.4289601256422	0.917602953918002	0.133189239712018	1.70706849805421	0.455449567582138	0.356186389553161	0.203574093871119	0.04079722407438	0	0.0203298023296119	2.52993095657393	0.803552143486612	0.720167674033639	0.144817166638596	0.0555268133519567	0.0254270366722944	0.0838737465050858	0.0605055187117582	0.0388552169326786	0.0181621690516389	0.0559158310033905	0	0.0137690631251033	0.0534658188031209	0.0108973014309833	0.0108973014309833	0.00822212151869552	0.0323932009918518	0.00726486762065555	0.00726486762065555	0.00458968770836775	0.0145712613908111	0.0139789577508476	0.00363243381032778	0.00458968770836775	0.0145712613908115
"Chrysobalanus_icaco"	1.49513978091559	0.803157126145506	0.144090585437052	0.554460343143472	1.59533246566663	0.397764683051993	0.208766843008697	0.0435144931937373	0	0.0209315741741657	2.60481811945173	0.810983418375817	0.375127572462368	0.197355008117148	0.0610182230782488	0.0275082026743462	0.087758204532002	0.0634008501722968	0.0410419645615776	0.0196487161959616	0.0585054696880013	0	0.0146861414528864	0.18727815901304	0.011789229717577	0.011789229717577	0.00882512372348777	0.0786982445837466	0.00785948647838465	0.00785948647838465	0.00489538048429545	0.0162721915793997	0.0146263674220004	0.00392974323919233	0.00489538048429545	0.0162721915794001
"Dillenia_ferruginea"	1.54502381250414	0.718179450615087	0.352140918708471	0.453328132158569	0.415844895917993	1.48812166731384	0.192246607388483	0.080514832553085	0	0.0177575775771812	2.20983187627143	0.98513233291288	0.282238108846316	0.243828144405608	0.188436387231104	0.0672269026625263	0.0906861802991558	0.0695153721949925	0.0590402564788965	0.0480192161875188	0.0604574535327705	0	0.0271737559866662	0.0488165747381994	0.0288115297125113	0.0288115297125113	0.0186617618997258	0.0771498961513299	0.0192076864750075	0.0192076864750075	0.00905791866222206	0.0608777045719298	0.0151143633831926	0.00960384323750376	0.00905791866222206	0.0608777045719301
"Memecylon_eleagni"	1.66713997433142	0.820546391466008	0.149527891065934	0.51818860258103	0.436512489927276	0.384493214776965	1.2198372443424	0.0465721294985012	0	0.0203399567473122	2.5311946174433	1.1211971441803	0.321035360162088	0.162702305341719	0.0611661006793042	0.0285462337489511	0.0978538680585831	0.0704752766076367	0.0448520561976496	0.0203901669635365	0.0652359120390554	0	0.0157180937057442	0.0512427705566806	0.0122341001781219	0.0122341001781219	0.00931739796128868	0.0328101913961333	0.00815606678541461	0.0081560667854146	0.00523936456858138	0.0157292678772395	0.0163089780097639	0.0040780333927073	0.00523936456858138	0.0157292678772399
"Campnosperma_seychellarum"	0.807525122278669	0.238601530875333	1.13178751675049	0.14279028426033	0.125104167931995	0.221415789520984	0.0640366780604391	2.52635201522037	0	0.00554478983824035	0.690018290981021	0.386278905847913	0.0907441418075636	0.0783091337908658	0.487532032686815	0.216068525925093	0.0473982136989653	0.315813410844935	0.108400201391362	0.154334661375066	0.0315988091326435	0	0.852643805136875	0.0146861414528864	0.0926007968250398	0.0926007968250397	0.315081533987305	0.0139532991465176	0.0617338645500265	0.0617338645500265	0.284214601712292	0.00905791866222206	0.00789970228316091	0.0308669322750133	0.284214601712291	0.00905791866222216
"Glionnetia_sericea"	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Excoecaria_benthiamiana"	1.54818613484368	0.837723945801283	0.145200474532378	0.569234465229134	0.481426206005811	0.390666706697985	0.223739524220434	0.0443583187059228	0	1.02262211870022	2.81519699380468	0.839413501774584	0.342076693764401	0.156819150412145	0.0607140281440951	0.0277200905925448	0.0908717948712595	0.0655715074352559	0.0421706371157962	0.0198000647089606	0.0605811965808396	0	0.014970932563249	0.0565152502702477	0.0118800388253764	0.0118800388253764	0.00895032379620843	0.0348202365762126	0.00792002588358425	0.00792002588358424	0.00499031085441631	0.0159818198194631	0.0151452991452099	0.00396001294179212	0.00499031085441631	0.0159818198194635
