"Nephrosperma_vanhoutteanum"	"Pittosporum_senacia"	"Chrysobalanus_icaco"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Paragenipa_wrightii"	"Northea_hornei"	"Phoenicophorium_borsigianum"	"Ixora_pudica"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp3_M_PL_123"	"Nectarinia_dussumieri"	"Ornidia_obesa"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_123"	"Neophyllomyza_approximatonervis"	"Cratopus_aurostriatus"	"Unidentified_sp2_M_PL_123"	"Rhynchium_brunneum"	"Unidentified_sp5_M_PL_123"	"Polistes_olivaceus"	"Tricimba_seychellensis"	"Chalcidoma_disjunctum"	"Dichaetomyia_fasciculifera"	"Eagris_sabadius"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_123"	"Lampides_boeticus"	"Mabuya_sechellensis"	"Scaptodrosophila_sp1_M_PL_123"	"Unidentified_sp1_M_PL_123"	"Unidentified_sp4_M_PL_123"
"Nephrosperma_vanhoutteanum"	2.3159544309394	0.751570827559385	0.685268931423307	0.39172841398393	0.343670500681632	0.33857862551381	0.2339029437905	0.202483220844878	0	1.89839474178998	1.13451670012165	0.470661706932846	0.153516062673127	0.109165301797721	0.0976161360932512	0.164046202087254	0.131403783804	0.107839659367185	0.106490860892506	0.0786270678772167	0.0357586319233607	0.0237208476261915	0.0562146056423192	0.0158138984174609	0.0448249244697949	0.00952852898879829	0.0224124622348974	0.00790694920873055	0.00835078697288202	0.0224124622348974	0.00835078697288208	0.00835078697288208	0	0.00952852898879823	0.0113896811725243
"Pittosporum_senacia"	0.862914653864478	2.03064417070919	0.914476548316703	0.382222941417124	0.36978379576894	0.323759161787309	0.238557116791931	0.140799506081163	0	2.44147673200193	0.822608943034834	0.175366526430523	0.177886474533011	0.243744511219841	0.184711536127373	0.105354116578619	0.146216712930928	0.0766675536106452	0.0505792603005472	0.0329723331357116	0.0637200555982145	0.0316549574417321	0.0246215461628295	0.0211033049611547	0.0167015739457641	0.00929731479122736	0.00835078697288206	0.0105516524805775	0.0225627130078799	0.00835078697288206	0.0225627130078799	0.0225627130078799	0	0.00929731479122728	0.00791997221706529
"Chrysobalanus_icaco"	0.817051418235481	0.949648723251962	2.03820023958331	0.367886763518061	0.366775874713026	0.32695865224163	0.266364439287926	0.130271783905447	0	2.62155181320895	0.742761109032906	0.16604593338334	0.214804906337504	0.161417808777763	0.203453552649943	0.0885271616930745	0.0843860592378087	0.0802829974282649	0.0508060364636525	0.0310486354708728	0.0390004988620334	0.0705530852163454	0.0231416862621423	0.0470353901442302	0.0158138984174609	0.00894859695043933	0.00790694920873047	0.0235176950721152	0.0105516524805773	0.00790694920873047	0.0105516524805774	0.0105516524805774	0	0.00894859695043924	0.00732778784468126
"Erythroxylum_sechellarum"	0.984614662175822	0.836758331210461	0.775545069038074	1.51943423317204	0.384188786768712	0.381567343308296	0.213105917023716	0.167943552039721	0	2.16239318505461	1.30734314972444	0.200099108764764	0.154663805190518	0.121912433380268	0.107849968671627	0.104815257936764	0.0846006899113299	0.0775945293746456	0.0534577419809007	0.0380324117686292	0.0925130517367701	0.026845790851318	0.0285038827798308	0.0178971939008786	0.0190570579775966	0.0369592110771577	0.00952852898879829	0.00894859695043942	0.00929731479122732	0.00952852898879829	0.00929731479122738	0.00929731479122738	0	0.0369592110771576	0.00944682480223416
"Dillenia_ferruginea"	0.940039898923288	0.880955513449534	0.841427006694589	0.418087797365951	1.38968014238044	0.365867621488699	0.258102308647295	0.168997605787046	0	2.30509690219577	1.10364026491895	0.191040366555378	0.225982900533589	0.181084399308725	0.116486295005731	0.130493263297851	0.085330614218062	0.0844488783607259	0.0549720074712487	0.0367975962620039	0.039916195546111	0.0291263194625051	0.027700435949843	0.0194175463083367	0.0181943206243217	0.0101697031791718	0.00909716031216086	0.00970877315416844	0.00978839459388368	0.00909716031216086	0.00978839459388375	0.00978839459388375	0	0.0101697031791717	0.0095061153255212
"Paragenipa_wrightii"	0.983994130399509	0.819515378274126	0.796961714838973	0.441187240700217	0.388734347831742	1.38763494808434	0.275171406335515	0.169958728272422	0	2.1884578635048	1.26050636339304	0.199973000694094	0.234389088527424	0.120923015724744	0.110609075320194	0.10528674097656	0.0836187274966439	0.11716331220574	0.0579024366264607	0.0381277499930514	0.0396746159116278	0.0275871362828876	0.0286052261504755	0.0183914241885917	0.0190450476851518	0.0107315815305458	0.0095225238425759	0.00919571209429595	0.00910572642526803	0.0095225238425759	0.0091057264252681	0.0091057264252681	0	0.0107315815305458	0.00956017846532362
"Northea_hornei"	0.870118950900659	0.772925058405856	0.831057050578329	0.3153967571951	0.351019139760322	0.352219400109459	1.61752463880966	0.152896898977456	0	2.02724406446931	0.720367079120073	0.176830625505618	0.658059993097846	0.115054111691922	0.158705886905888	0.0945640160590535	0.0766223049283796	0.326502068134215	0.150143797900128	0.0338619684968559	0.0325197384347266	0.0287673594430961	0.0254414625203979	0.0191782396287307	0.016841011952916	0.00767181301285379	0.00842050597645799	0.00958911981436543	0.00858805620450948	0.00842050597645799	0.00858805620450954	0.00858805620450954	0	0.00767181301285373	0.00860045056748178
"Phoenicophorium_borsigianum"	1.17693372116085	0.712797499535888	0.635074946539055	0.388369464091854	0.359119912297473	0.339917456544844	0.238901404652275	1.4120434899146	0	1.74403188810782	1.17751903634452	0.239183304623012	0.154040429007619	0.104947556293994	0.0921670387208976	0.460122043771166	0.0851585857754246	0.154769239955478	0.0627596258250612	0.11359648982527	0.0347335940385994	0.0219833635340443	0.102206808652745	0.0146555756893628	0.0227793623450487	0.00944682480223429	0.0113896811725244	0.00732778784468148	0.0079199722170654	0.0113896811725244	0.00791997221706544	0.00791997221706545	0	0.00944682480223423	0.0794274463076963
"Ixora_pudica"	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0
"Apis_mellifera"	0.944121449125497	1.05753804969067	1.09348150497486	0.42785319704289	0.419108527671958	0.374495463273549	0.271021933752582	0.149221979731151	0	3.12214694962957	0.839133244885656	0.191869842886795	0.190423070122731	0.15317609206922	0.144211469215826	0.101359790575973	0.0952987506120461	0.0859836877100815	0.0560602159705277	0.0358037139151336	0.0443153254048223	0.0378512828645143	0.0266670547300481	0.0252341885763428	0.0182733183701709	0.0104072399280703	0.00913665918508546	0.0126170942881716	0.0117504227743408	0.00913665918508546	0.0117504227743409	0.0117504227743409	0	0.0104072399280702	0.00839373635987704
