"Cordia_martinicensis"	"Cordia_sp1_M_PL_041"	"Cornutia_pyramidata"	"Unidentified_sp21_M_PL_041"	"Croton_flavens"	"Vernonia_sp1_M_PL_041"	"Chamaecrista_glandulosa"	"Wedelia_calycina"	"Mimosa_casta"	"Lantana_camara"	"Gonzalagunia_hirsuta"	"Guettarda_scabra"	"Ipomoea_tiliacea"	"Calliandra_tergemina"	"Daphnopsis_americana"	"Lantana_involucrata"	"Tetrazygia_angustifolia"	"Wedelia_trilobata"	"Sida_rhombifolia"	"Byrsonima_spicata"	"Miconia_striata"	"Spermacoce_assurgens"	"Ludwigia_octovalvis"	"Odontonema_nitidum"	"Palicourea_crocea"	"Centrosema_virginianum"	"Coccoloba_sp1_M_PL_041"	"Desmodium_adscendens"	"Oxalis_barrelieri"	"Oxalis_frutescens"	"Stigmaphyllon_diversifolium"	"Orthorhyncus_cristatus"	"Apis_mellifera"	"Unidentified_sp1_M_PL_041"	"Unidentified_sp2_M_PL_041"	"Unidentified_sp8_M_PL_041"	"Xylocopa_sp1_M_PL_041"	"Unidentified_sp4_M_PL_041"	"Unidentified_sp3_M_PL_041"	"Wasmannia_auropunctata"	"Appias_drusilla"	"Unidentified_sp6_M_PL_041"	"Ascia_monuste"	"Unidentified_sp7_M_PL_041"	"Unidentified_sp5_M_PL_041"	"Coereba_flaveola"	"Electrostrymon_angerona"	"Polygonus_sp1_M_PL_041"	"Janonia_evarete"	"Dryas_iulia"	"Agraulis_vanillae"	"Allosmaitia_piplea"	"Urbanus_sp1_M_PL_041"	"Phoebis_sp1_M_PL_041"	"Unidentified_sp10_M_PL_041"	"Eulampis_holosericeus"	"Eulampis_jugularis"	"Marpesia_petreus"	"Unidentified_sp18_M_PL_041"	"Unidentified_sp13_M_PL_041"	"Unidentified_sp16_M_PL_041"	"Unidentified_sp20_M_PL_041"	"Cyanophaia_bicolor"	"Loxigilla_noctis"	"Unidentified_sp17_M_PL_041"	"Unidentified_sp19_M_PL_041"	"Unidentified_sp9_M_PL_041"	"Anartia_jatrophae"	"Anolis_oculatus"	"Hemiargus_hanno"	"Pyrgus_oileus"	"Unidentified_sp11_M_PL_041"	"Unidentified_sp12_M_PL_041"	"Unidentified_sp15_M_PL_041"
"Cordia_martinicensis"	2.47819456285286	0.343419239416748	0.341849805889963	0.321449829074625	0.0916897601422906	0.257823313080352	0.209511291991428	0.225018647916229	0.163510718561348	0.164232749563306	0.0826165310663747	0.111209723483335	0.0612398147691405	0.0568522421774512	0.0518494337268443	0.0606408650236436	0.0453874795242857	0.0479170737061272	0.018862101566983	0.0240718533674281	0.0265580037095832	0.0160693774871475	0.00975140327392962	0.0165942110920831	0.0165942110920831	0	0.00738579177162551	0.00463264187387302	0	0.00553140369736102	0.00269381383839311	0.885024591577764	0.449361758965984	0.425857832573545	0.429199172270042	0.0909201401986268	0.369289588581275	0.324707428615676	0.200747814534497	0.071835035690483	0.169795348435802	0.0931925863396287	0.138533157066123	0.126744874013551	0.116855312395149	0.0610729991278073	0.101969823024723	0.107929202719128	0.0874354643340181	0.0465162628862199	0.042339526647732	0.056928020674327	0.0397366606820069	0.0402879082219101	0.0300930043427399	0.0193173322171921	0.0188956601190272	0.040552274664865	0.0193173322171921	0.00848794570514235	0.0163757460094621	0.0304142059986487	0.00909897737590922	0.0106091319069299	0.010917164006308	0.00964365633926694	0.0129673839012637	0.00539067079193931	0.00433293360613706	0.00545767785212793	0	0.00323282078085816	0	0.00545767785212793
"Cordia_sp1_M_PL_041"	1.18050363549507	1.58859497862382	0.422878026947498	0.199635360888911	0.0678385409330363	0.188093941623604	0.263191850049434	0.185819536899916	0.16417001544994	0.181654152884043	0.103574241344323	0.167914656209722	0.0871553802893257	0.0686497709940093	0.0509110677357834	0.0578106305234498	0.0714255966405998	0.0297018336492093	0.0163598744365175	0.0378815150573322	0.0308723700518583	0.0186840554962759	0.0109511672395082	0.0246618123304208	0.0246618123304208	0	0.00484230146488135	0.00327084809237754	0	0.00822060411014028	0.00322831694541443	1.31529665762244	0.441229253710123	0.670166091936492	0.265982100570076	0.0689384486222011	0.242115073244067	0.181220621195269	0.141736750669693	0.0860884518777181	0.136697536750663	0.104989554367048	0.0835216967046114	0.0692363734274207	0.0802456293130948	0.0948379703391737	0.0544445930831535	0.0719049200723721	0.0460219223257854	0.0777109677652492	0.0574446420885359	0.0294874355077593	0.0278151712857091	0.0405077149076446	0.0198514768471413	0.0893584675475898	0.0257884399545591	0.0193173322171921	0.0893584675475899	0.00736194349643287	0.0101701032905672	0.0144879991628941	0.0137384718717045	0.0131238008363017	0.00678006886037811	0.00796369443856785	0.00728331421977564	0.00334145628553604	0.00681867271031979	0.00520295674711048	0	0.00405290509608221	0	0.00520295674711048
"Cornutia_pyramidata"	1.29667167751365	0.46662402973517	1.56509635232932	0.192699901375756	0.0612306893467637	0.173869668289477	0.230599525469035	0.158883819047586	0.123021663477374	0.166911670951382	0.105145786061547	0.178598725064587	0.0963592863358822	0.0793753963964919	0.0368081667493277	0.059963831778252	0.0576395150584049	0.0282896256759004	0.016834589586902	0.0305698833510501	0.0261124821259193	0.0176734900996039	0.0108798250134391	0.0286586875459134	0.0286586875459134	0	0.0101571073933522	0.00302431990618606	0	0.00955289584863781	0.00324659566401579	1.52846333578205	0.319004111827506	0.540815203017132	0.268043621594611	0.0620687367202183	0.507855369667611	0.185138436605252	0.131053862601396	0.0865758843737545	0.108706893241173	0.0925598695881592	0.087748900623983	0.0714269986118699	0.0676539700748625	0.0846876903618105	0.0571947334592037	0.0607556353780521	0.0479595251327825	0.0440879095152563	0.0396850781968461	0.031035051242436	0.0257239193228939	0.0258773961363832	0.0189146127922831	0.0262476016726033	0.0288246251012578	0.0212182638138598	0.0262476016726033	0.00757556531410591	0.00981678742857626	0.0159136978603948	0.0146126229598298	0.0485719557619444	0.00654452495238417	0.00680930653061082	0.00782975439150025	0.0031825828885388	0.00550257900318901	0.00539674486004268	0	0.0041144003241475	0	0.00539674486004268
"Unidentified_sp21_M_PL_041"	1.33432004521543	0.241069115035666	0.210879137354601	1.69117650903954	0.0827433855298005	0.409263696580005	0.185547540674348	0.275291010165776	0.176961627230736	0.11820310538981	0.0597095455506601	0.0686512118660449	0.0407820686514278	0.0370228905718108	0.0561091801287291	0.0469731780233938	0.0334741014854077	0.0614854378905229	0.0122213035489289	0.0177534348901659	0.0381258620883338	0.0140808770276862	0.00754424993123754	0.0102429464055037	0.0102429464055037	0	0.00424661508810598	0.0136273696388437	0	0.00341431546850124	0.00199518786032034	0.546290474960199	0.486279561115652	0.314077989245801	0.416686874948177	0.0848618124039432	0.212330754405299	0.637377467448772	0.590519351016561	0.0532050096085425	0.114678390914387	0.0944453235451274	0.0791368762381319	0.123781088736086	0.123859882053384	0.0377070010716415	0.133798949742775	0.059527292940413	0.068427272263616	0.0338981579904877	0.0285491339983114	0.107988603001423	0.0471778608099667	0.0277731136336077	0.0353796746600048	0.0135601377207562	0.0125080255980342	0.0218343280126161	0.0135601377207562	0.00549958659701801	0.086154274988807	0.016375746009462	0.00561691733449458	0.00654452495238417	0.0574361833258713	0.0117981861499618	0.00729177753549335	0.00691711176268382	0.00319561828022986	0.00422758602210545	0	0.00233646047806932	0	0.00422758602210545
"Croton_flavens"	0.420244733985499	0.0904513879107151	0.0739870829606727	0.0913624881891547	3.8008628024639	0.0863226128275892	0.0658977621666533	0.207983385863894	0.054040395473516	0.0471886607387257	0.0753196276080553	0.0250509326235547	0.0146089214432205	0.0129260926695793	0.0176632029988283	0.0197184247804978	0.0112328026176708	0.0124621079429851	0.0172883462201662	0.00595746625174799	0.00704597736709704	0.0161472886592185	0.0731978232962728	0.00378426923974882	0.00378426923974882	0	0.00135957965285439	0.00183504132539253	0	0.00126142307991627	0.00417298513996854	0.201827692786604	0.153081092656512	0.105394197400368	0.183991670207664	3.30362725104666	0.0679789826427195	0.0700741617851987	0.0795184574336762	0.111279603732494	0.0491868155989807	0.0423305544586507	0.0263661828014397	0.0299254757714218	0.0259932041495713	0.0134486601341021	0.019819874360966	0.0897299802153721	0.0176119672761082	0.0150117365594275	0.01085593243495	0.0115310474467231	0.0201563055797612	0.00811844233625546	0.0112427318998801	0.00508789056997773	0.00445035566498674	0.0068767320106718	0.00508789056997773	0.00777975579907478	0.00465431543605128	0.00515754900800385	0.00204962176010902	0.00229615085050364	0.00310287695736752	0.00891357367988115	0.00431243493569288	0.00140198714358582	0.00107234392531464	0.0017746582302448	0	0.00294728977596741	0	0.0017746582302448
"Vernonia_sp1_M_PL_041"	1.23306801907994	0.261695918780666	0.219226973060645	0.471542954755224	0.0900757699070496	1.50971068162695	0.22005300730524	0.347232957286282	0.205906625832594	0.113633092885704	0.0686879069916908	0.0691503416412718	0.0426571232020156	0.0385827883758376	0.0692477705779534	0.047253878244881	0.0381133863587279	0.0743191667209628	0.0133271222496837	0.02021394131993	0.0345499382749495	0.0204052399443465	0.00887712005450167	0.0103105068664131	0.0103105068664131	0	0.00451219608543139	0.0146760793890627	0	0.00343683562213771	0.00238004543033731	0.549893699542034	0.600147345008929	0.357607081884361	0.379275684788436	0.0945691160122195	0.22560980427157	0.342537845501516	0.635963440192719	0.0634678781423282	0.138386756086496	0.154759542622237	0.0741115908638501	0.208536450362218	0.102072611678006	0.0380272241215729	0.0690923745186895	0.0558127112332444	0.0932476577222192	0.0349963521636601	0.0276633168411006	0.0441994762577235	0.11597994090367	0.0483510240487488	0.101098528448543	0.0147203954314125	0.0130703036742789	0.0201774766758536	0.0147203954314125	0.00599720501235766	0.0240219995818699	0.0151331075068902	0.00565775522519496	0.00680359571567517	0.0160146663879133	0.0148814124551264	0.00704343750641596	0.00836090625610831	0.00363850943758739	0.00425284904203929	0	0.00268778766489227	0	0.00425284904203929
"Chamaecrista_glandulosa"	1.09744010090748	0.401054247694375	0.318446963742953	0.234143325136677	0.0753117281904609	0.241010436572405	1.63206722922553	0.233421705956551	0.153729167587287	0.117948870346455	0.105999313748298	0.0853084388284288	0.0473383970093597	0.0408769751452572	0.0401812210829903	0.0447242978917728	0.117823376118444	0.0299047116572319	0.0199295761612414	0.0624891944409675	0.0479183171875185	0.0586093657827238	0.0141742423117737	0.0129649909988121	0.0129649909988121	0	0.00476098418932611	0.00404778017415631	0	0.00432166366627069	0.00424628198328303	0.69146618660331	0.348237249385916	1.10550328209898	0.341205531349504	0.0781493574825595	0.238049209466305	0.219590408011342	0.175403807546773	0.113234186220881	0.102075152178308	0.535156064716871	0.0687902483501037	0.0729607695231417	0.0637149272696308	0.0452777860172664	0.0828171468681429	0.0519471971170793	0.0451097079440502	0.0364975881471979	0.0297874981014753	0.0298861669283305	0.0336414735380743	0.0238238299999062	0.0236376861399364	0.0225593014328086	0.0143300670901791	0.0179581107421224	0.0225593014328086	0.00896830927255863	0.0119280561862081	0.0134685830565918	0.00697978135868962	0.00988283680581577	0.00795203745747205	0.0100037873981379	0.00747896410971681	0.00336428006143859	0.0112480549993741	0.00402518681025956	0	0.00414779923362908	0	0.00402518681025956
"Wedelia_calycina"	1.17866910813263	0.283153580037968	0.219410988208571	0.347391036637765	0.237695298130164	0.380302762742118	0.233421705956551	1.38859280432959	0.240216105655283	0.138680258297968	0.0823632440076963	0.0741587407241712	0.0469261933345098	0.0412685052000533	0.0830295124613618	0.0597260183119944	0.0361705907691007	0.0512857248095509	0.0152008996559827	0.0191835538420052	0.0261575195667837	0.0244568997022862	0.0136881376590384	0.0111283743786097	0.0111283743786097	0	0.00395134972890054	0.00916682400527916	0	0.00370945812620323	0.00292432594609789	0.593513300192516	0.719589107998469	0.339378382524896	0.465416253968387	0.267603145796104	0.197567486445027	0.235727527541762	0.397229040228764	0.0779820252292771	0.206262171917127	0.182979088413246	0.0752449764403687	0.116254637832275	0.0963727532162872	0.040307438684921	0.0612737982810795	0.0566569157555592	0.0594502514096619	0.0610317838073741	0.0319170517719121	0.0369845919034766	0.116410627130654	0.0258880379557475	0.0568995069451	0.0159273888771357	0.0142725589682695	0.0192873126785339	0.0159273888771357	0.00684040484519219	0.0176972792249427	0.0144654845089004	0.00606753333197764	0.00680930653061082	0.0117981861499618	0.059511120185554	0.00710196311803087	0.00576964404107448	0.00345303969156093	0.0053753416480795	0	0.00322290954812727	0	0.0053753416480795
"Mimosa_casta"	1.16039864785473	0.338931644799876	0.230169563925409	0.302547298168677	0.0836754510557668	0.305538864138687	0.208278227053744	0.325454078629738	1.47672368063705	0.109893130316301	0.0866476870575474	0.0764022639284083	0.0586388209197213	0.0511417341636359	0.173075749238064	0.0420875475900477	0.0493385746491554	0.0518341912592986	0.0145048483376692	0.0261673692119626	0.0269122071275798	0.0169701623077865	0.0098953337748314	0.0111663162754907	0.0111663162754907	0	0.00393518236203279	0.00518333871387729	0	0.00372210542516356	0.00275755953910306	0.59553686802617	1.49998982672988	0.462929836214298	0.316531399610823	0.0883445585762104	0.196759118101639	0.252394561279236	0.224611344268016	0.0735349210427482	0.111337795455639	0.101470643055569	0.0714731126036968	0.0847250514900325	0.0707171361808477	0.043518356561953	0.0578525747739759	0.0538059947381692	0.0577858326305752	0.0359059712337281	0.0278288333519693	0.0344011283981884	0.0436029361845961	0.0249854166861264	0.0296549042433216	0.019064905019993	0.0177964907816645	0.0189883415103501	0.019064905019993	0.00652718175195114	0.0154127868878383	0.0142412561327626	0.00625109432141522	0.00714319336320235	0.0102751912585589	0.0139480319412745	0.0069228126282379	0.0058313465166711	0.00471012645815327	0.00378787928310429	0	0.00339056166746927	0	0.00378787928310429
"Lantana_camara"	1.33819277421953	0.430587621651064	0.358550996858525	0.232028317987405	0.0838909524244013	0.193597121212682	0.183476020538931	0.215724846241284	0.126173594066864	1.42049562325804	0.0842288512134423	0.136987393560764	0.0747069478942706	0.0692797436570995	0.0388200388402128	0.0672220106976943	0.0378349123377622	0.0305436026853277	0.0147282645670651	0.0200662489195238	0.0203192516807354	0.0149766126510797	0.00949654774362614	0.0214950351094213	0.0214950351094213	0	0.00488098092507465	0.00354070282461324	0	0.00716501170314044	0.00265283415783862	1.14640187250247	0.336440336615177	0.354994239218509	0.535986467658616	0.0837380202615599	0.244049046253732	0.199085767376291	0.15343045573324	0.0707422442090298	0.115477721048318	0.0818779520715783	0.255853268203423	0.0767714524728686	0.0716156153639031	0.0681999993287346	0.0595473394340779	0.0623723436418611	0.0503789408839156	0.211606793555384	0.248278833957918	0.0337180104807552	0.0307057601038108	0.0262661831486555	0.0214604095506129	0.0242205537178724	0.0230442402053498	0.0218976999417742	0.0242205537178724	0.00662771905517929	0.011820310538981	0.0164232749563306	0.0112080594731534	0.0111274447300922	0.00788020702598735	0.00924535055319788	0.00768366467050331	0.00343615530209937	0.00361192480551429	0.00604998096279249	0	0.00329591156922167	0	0.00604998096279249
