"Dipterocarpus_pachyphyllus"	"Dipterocarpus_geniculatus"	"Dipterocarpus_crinitus"	"Dipterocarpus_globosus"	"Dipterocarpus_palembanicus"	"Dipterocarpus_tempehes"	"Dryobalanops_aromatica"	"Dryobalanops_lanceolata"	"Shorea_smithiana"	"Shorea_macrophylla"	"Shorea_xantophylla"	"Shorea_laxa"	"Shorea_argentifolia"	"Sternuchopsis_hoplomachus"	"Araecerus_corporaali"	"Phloebius_sp._1"	"Ctenomerus_sp._2"	"Manoja_sp._1"	"Meregallia_dipterocarpi"	"Meregallia_sp._1"	"Nanophyes_shoreae"	"Nanophyes_sp._2"	"Apionidae_Gn._sp._1"	"Involvulus_sp._3"	"Imathia_sp._1"	"Ochyromera_sp._2"	"Idotasia_sp._1"	"Sternuchopsis_curranae"	"Sternuchopsis_dipterocarpi"	"Sternuchopsis_shoreaphilus"	"Niphades_sp._1"	"Orchestes_sp._1"	"Orchestes_sp._2"	"Orchestes_sp._4"	"Coccotrypes_advena"	"Coccotrypes_cardamoni"	"Coccotrypes_gedeanus"	"Coccotrypes_papuanus"	"Dryocoetiops_malaccensis"	"Xyleborinus_exiguus"	"Xyleborinus_similis"	"Andrioplecta_shoreae"	"Andrioplecta_subpulverula"	"Andrioplecta_sp._A"	"Andrioplecta_sp._B"	"Lamoria_adaptella"	"Cosmopterigidae_sp._A"	"Assara_albicostalis"	"Sesiidae_Gn._Sp._A"	"Imma_homocrossa"
"Dipterocarpus_pachyphyllus"	2.09494387882888	0.233247256913033	0.00550627980905904	0.139968934884643	0.615767516535784	1.01308587984584	0.0582199997356828	0.188543465082161	0.389580639429742	0.401782811627706	0.0101403423887896	0.0119817932536506	0.100389096401873	0.0142870053028931	0.358802184196268	0.00386346310110702	0.0655931254284846	0.00634393913096378	0.0459205537047533	0.021757072148599	0.0861178255581535	0.0126878782619276	0.00701507297319248	0.737784583413648	0.171777254624204	0.00656007910067904	0.094133232299172	0.344875949150911	0.113141410691073	0.00808771044621418	0.806639706783753	0.00615127325415382	0.0107144273291091	0.0177295003023016	0.16855716444564	0.0579528584445003	0.793237468116219	0.0236837570855944	0.0409880324118694	0.00386346310110708	0.0471393056660232	0.111233419496288	0.0154538524044282	0.0725416875885244	0.00656007910067904	0.0409880324118693	0.280093571592152	0.0428266207371259	0.0507515130477103	0.0409880324118693
"Dipterocarpus_geniculatus"	0.335292931812484	1.56820419859411	0.00595348407622947	0.185403629905179	0.615573756416739	1.3889656918599	0.0737461367239129	0.227518015159025	0.300647354715022	0.458529241801698	0.00854967138936547	0.0159902335256005	0.0787835487575845	0.0546995492098144	0.33965813880598	0.00529690306217757	0.0255483330826804	0.00723993539686891	0.308740201598214	0.0246195372832176	0.0664588889370049	0.0144798707937378	0.00701286557943121	0.118081423812223	0.145566899624558	0.0441057430854592	0.0263380605578536	0.4602522216452	0.0879878886017612	0.0107934076297803	1.13603925997295	0.00474706349550035	0.00859441562071481	0.015607281200146	0.181167033207188	0.0495209777112957	1.02761180526884	0.0669672005597064	0.00656007910067904	0.00529690306217763	0.0113071425961794	0.111871189489362	0.0211876122487104	0.0334234549002381	0.0441057430854592	0.00656007910067904	0.148610557513286	0.0463048761484514	0.0579194831749513	0.00656007910067904
"Dipterocarpus_crinitus"	0.253288871216716	0.190511490439343	1.14705413161345	0.155615876403188	0.593461542856172	0.724888473699299	0.0632941531489188	0.143758295530168	0.54456714936142	1.30222465831889	0.0127956344019724	0.00831528196404726	0.123382335783252	0.0108869460612283	0.385016076731484	0.00276440519631089	0.0393493665246639	0.0205614419734562	0.0375069496802457	0.0190507189640282	0.120378001437788	0.0411228839469125	0.00676095428570322	0.0892017329067565	0.162845730842732	0.00535813566860652	0.0205929387291959	0.239341532531827	0.149438059429806	0.0056128153257319	0.543674446903832	0.00859842867412769	0.0143564641550153	0.0211174184407185	0.115259462100673	0.0718734349018758	0.954704819987902	0.0228650975767983	0.00495565182815314	0.00276440519631093	0.0135540805022808	0.153446312382433	0.0110576207852436	0.0585773943219971	0.00535813566860652	0.00495565182815314	0.0607330451632415	1.14375435699352	0.16449153578765	0.00495565182815314
"Dipterocarpus_globosus"	0.338872158141768	0.31225874510346	0.00819030928437829	1.31637065591772	0.920181981221109	0.987988994696351	0.104230220121886	0.22441990002465	0.303570432864908	0.652813524490523	0.0101733415537697	0.0123882372870791	0.071699394029239	0.0163177864876172	0.378855105665452	0.00376775464079117	0.0258029768860036	0.0103075819656398	0.0614759404422437	0.0285016810056076	0.0671050430543481	0.0206151639312797	0.0104830858620126	0.119341933954275	0.361071671913879	0.00878227720603481	0.029863843473766	0.356574763246426	0.0848061476824287	0.00836206016877837	0.725893792570268	0.00479321736102487	0.00937122106022124	0.0198543069222339	0.161785265165941	0.0602085617521871	1.60582676003686	0.137258830828505	0.00663010744190416	0.00376775464079122	0.011423324802929	0.0901804988732531	0.0150710185631647	0.0357426176476387	0.00878227720603481	0.00663010744190416	0.0887944566495325	0.0637024055451645	0.0824606557251187	0.00663010744190416
"Dipterocarpus_palembanicus"	0.358548174185393	0.24934633171311	0.00751217142855913	0.221309590420267	1.96298159457515	1.08407899427983	0.0810512250702564	0.224952556420312	0.387460966843298	0.576957052344555	0.0170524950820813	0.0142614552099365	0.0776452871640999	0.0152812646883451	0.620374406310363	0.00413419955445697	0.0314862919317166	0.00910984819491403	0.0490900590560185	0.0529945620232844	0.0856492663548343	0.0182196963898281	0.0223630814571852	0.126271313517465	0.369767167349652	0.00701286557943121	0.0425282971241242	0.410492219126005	0.101109909366419	0.00962648226670712	0.788054144067429	0.00611780473963102	0.0137914275265676	0.0361545089837528	0.112161295007475	0.103796072809342	1.22876411467562	0.0321132368579134	0.00701507297319248	0.00413419955445701	0.0131328777128235	0.0856609152518791	0.0165367982178279	0.0383434961398957	0.00701286557943121	0.00701507297319248	0.123205413369573	0.0584279999999044	0.0728787855593122	0.00701507297319248
"Dipterocarpus_tempehes"	0.197465891834359	0.188334331099647	0.00307156132923432	0.079541486861147	0.362890849780111	3.59599418929114	0.0386043637118885	0.257107496958857	0.250361967832273	0.217517478975211	0.00634727946158222	0.0225072412892653	0.0434137563121287	0.0327239773872795	0.29826972063084	0.013713537162551	0.0196757979115664	0.00343448651013491	0.0370783214352431	0.0356954734340158	0.0553431718366078	0.00686897302026981	0.00413419955445697	0.0695423358199264	0.0799144938061479	0.00529690306217758	0.0188731484010035	0.647833428442686	0.0618579117009574	0.0151923878702541	2.45435633016774	0.00395308370261484	0.00680935946032684	0.0109435590147838	0.131912605883463	0.03612110087906	0.407702021316571	0.0265459495063109	0.00386346310110702	0.013713537162551	0.00781654680372186	0.0414494197539785	0.054854148650204	0.0207858856851739	0.00529690306217758	0.00386346310110702	0.0461771833943682	0.0238899214496003	0.0274758920810793	0.00386346310110702
"Dryobalanops_aromatica"	0.334764998480176	0.294984546895652	0.00791176914361484	0.24754677278948	0.800380847568782	1.13882872950071	1.10823005356847	0.28182532432798	0.323547722880252	0.624552062076203	0.00991240005754587	0.0181650676481701	0.072507599799805	0.0169824222166151	0.356324073055537	0.00434299091758746	0.0269843429942803	0.00986134834857162	0.0580750826700814	0.0269225074759826	0.0715210755840558	0.0197226966971432	0.00911826282040384	0.117895499464758	0.189105825444198	0.00829644038144021	0.0299039079698774	0.52285119713983	0.0883761053142252	0.0122614206625148	0.825977607729694	0.00510864825600399	0.00956922828189963	0.0186874911023035	0.227556696627691	0.0580066779972354	1.57845015186892	0.0360912308264521	0.00654974997026432	0.00434299091758751	0.0116583982262683	0.0879063917276593	0.0173719636703499	0.0359508005193903	0.00829644038144021	0.00654974997026432	0.0832461690456779	0.0615359822281155	0.078890786788573	0.00654974997026432
"Dryobalanops_lanceolata"	0.262818163447861	0.220623529851176	0.00435631198576266	0.12921145758995	0.538522786581959	1.8387081600694	0.0683212907461768	1.54453524277666	0.219679407024687	0.335579564999171	0.00670488691064249	0.0477047164357847	0.0463923763176131	0.0202290820657293	0.27769359776713	0.00701202264433246	0.0190165833669579	0.00529862471051323	0.0434352574394503	0.0262941847297729	0.0485607110265099	0.0105972494210265	0.00613506972055397	0.0925577010403338	0.119991948194858	0.00620503677706432	0.0585429471643989	1.37310075474334	0.058545158553708	0.0322006835941547	1.27962618816379	0.00346862221617928	0.0064858213259684	0.0126208910465224	0.101214822152904	0.0392169424587376	0.7835115928817	0.0254581448772868	0.00514209450224076	0.0070120226443325	0.00861071671842004	0.0532383452440082	0.0280480905773299	0.0233426977430914	0.00620503677706432	0.00514209450224076	0.0616678497292351	0.0338824265559318	0.0423889976841058	0.00514209450224076
"Shorea_smithiana"	0.314398410767862	0.168784479840012	0.00955380963791965	0.101190144288303	0.537007304923167	1.03658639313011	0.0454102067200354	0.12718281459324	2.20519444607053	0.391274852649399	0.042187903664887	0.00903256632137977	0.275354562129999	0.01265323090073	0.469867811173183	0.00395308370261484	0.145426711953345	0.00617802398920104	0.0332294444685025	0.0201417768844917	0.487464035447169	0.0123560479784021	0.00611780473963102	0.110722918574769	0.118536239670465	0.00474706349550035	0.0218889734641179	0.259987367283714	0.489799514414834	0.00609698226693135	0.831490111174914	0.0348188596747978	0.0538034163239969	0.0599212210636279	0.235689363695216	0.22726657226768	0.529193211878267	0.0182865819201649	0.00615127325415382	0.00395308370261488	0.0409701329289516	0.147412775203885	0.0158123348104594	0.117369746009664	0.00474706349550035	0.00615127325415382	0.0647551807348167	0.0743074082949306	0.0494241919136083	0.00615127325415382
"Shorea_macrophylla"	0.324245777804816	0.257419925222006	0.0228460466371736	0.217604508163508	0.799642230442454	0.90059868487982	0.0876564297650811	0.194282906052152	0.391274852649399	1.91205876650567	0.0111192036986792	0.0109025226264531	0.133506040289637	0.0141089084171387	0.494483108127805	0.00343448651013491	0.0310560350877679	0.0301904015764053	0.0506795477780824	0.0250886694100979	0.0864923358488146	0.0603808031528105	0.00910984819491403	0.114190904357348	0.22518536290949	0.00723993539686891	0.0270963511673548	0.313810942931408	0.130440489183824	0.00735920277285582	0.66465131760075	0.00617802398920104	0.0111816656536067	0.0202915138485207	0.129024119953097	0.0643976885199483	1.35332748990215	0.0312895858382835	0.00634393913096378	0.00343448651013495	0.0125219631201648	0.205044031044966	0.0137379460405397	0.0660554510087244	0.00723993539686891	0.00634393913096378	0.0798730501642626	0.177691473844683	0.241523212611242	0.00634393913096378
"Shorea_xantophylla"	0.233227874942161	0.136794742229848	0.00639781720098621	0.0966467447608123	0.67357355574221	0.748978976466702	0.0396496002301835	0.110630634025601	1.20235525444928	0.316897305412358	1.53440076124223	0.00750760390461448	0.156097024129854	0.00955990364063846	0.365782537543922	0.002856275757712	0.0805013806717519	0.00500364166440565	0.0269314648765012	0.0210597970892971	0.265783793088788	0.0100072833288113	0.00767362278693657	0.0821367733491957	0.135735167518468	0.00384735212521446	0.0198171300466363	0.216093865721153	0.270124036044488	0.00506763263561478	0.584173919955678	0.0189845566491991	0.709464899208204	0.717138521995141	0.142923675582105	0.136928208256005	0.519978663381318	0.0158596352813192	0.00456315407495532	0.00285627575771204	0.0235477107241545	0.0925525059476452	0.011425103030848	0.0676055264258833	0.00384735212521446	0.00456315407495532	0.0580944970609705	0.049760800452115	0.0400291333152452	0.00456315407495532
"Shorea_laxa"	0.137790622416982	0.127921868204804	0.00207882049101181	0.0588441271136255	0.281663740396245	1.32792723606665	0.0363301352963403	0.393563910595224	0.128714070079662	0.155360947426956	0.00375380195230724	2.58405163318192	0.0251569815151134	0.0137260611234295	0.160269345235885	0.00506412929008469	0.0108252131713132	0.00245306759095194	0.0251846178028207	0.0165459134246408	0.0284525839123463	0.00490613518190388	0.0032088274222357	0.0485262626772851	0.0608876827440535	0.0035978025432601	0.0193341955844301	1.04428617508627	0.0332611504308771	1.7442348523978	0.917166754459021	0.00203232742231045	0.00372153830084871	0.00693036572308441	0.0624613861041064	0.0218204468005698	0.333675184608697	0.0142366386125304	0.00269590348207139	0.00506412929008471	0.00472823090438184	0.027060309506288	0.0202565171603388	0.0124480949695874	0.0035978025432601	0.00269590348207139	0.0329975082456557	0.0161686038189808	0.0196245407276155	0.00269590348207139
"Shorea_argentifolia"	0.329849888177583	0.180076682874479	0.00881302398451796	0.097306320468253	0.438141263283135	0.73183189211874	0.0414329141713171	0.109353458462945	1.12108643152928	0.54356030689352	0.0222995748756934	0.00718770900431813	1.63221842889306	0.010646425374547	0.332488479935198	0.00279088433435113	0.07725904360212	0.00858253116147664	0.035452596940913	0.0155647341612294	0.247819105916999	0.0171650623229533	0.00499148274626357	0.116164525836453	0.107327145816403	0.00506465670584472	0.0208810193326367	0.20688622417429	1.01644026765714	0.00485170357791474	0.577465533331633	0.0177013647083571	0.0277361734024191	0.0327276561486826	0.146141593261737	0.121182636488933	0.550730107182104	0.0170740345582409	0.00645358476869184	0.00279088433435117	0.0241549494770489	0.491845572277063	0.0111635373374045	0.260295500490276	0.00506465670584472	0.00645358476869184	0.0638252702626312	0.0685457421018064	0.0686602492918131	0.00645358476869184
"Sternuchopsis_hoplomachus"	0.219067414644361	0.58346185823802	0.00362898202040943	0.103345981088242	0.402406636793089	2.57428622113265	0.045286459244307	0.222519902723022	0.240411387113871	0.268069259925636	0.00637326909375897	0.0183014148312393	0.0496833184145526	1.03604425119531	0.280859274020298	0.00981719321618384	0.019469978671744	0.00423267252514162	0.11486905334061	0.0288031452453748	0.0531435697830661	0.00846534505028324	0.00458437940650354	0.0771498286356227	0.0916187661710562	0.0164098647629443	0.0192253072079582	0.526775723559171	0.0635111136011028	0.0123534550110865	1.81342557609253	0.00379596927021901	0.00666394036241055	0.0112483197689141	0.133497673492234	0.0365289538408247	0.552904754370595	0.0360177298716984	0.00428610159086793	0.00981719321618389	0.00808207086108694	0.0584310086991957	0.0392687728647355	0.0224985678811757	0.0164098647629443	0.00428610159086793	0.0722894772906068	0.0282254157142956	0.0338613802011329	0.00428610159086793
