"Sideroxylon_cinereum"	"Croton_fothergillifolius"	"Dodonaea_viscosa"	"Trochetia_blackburniana"	"Psiadia_terebinthina"	"Erythroxylum_macrocarpum"	"Claoxylon_linostachys"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_072"	"Fannia_pusio"	"Stomoxys_calcitrans"	"Stomorhina_lunata"	"Stomoxys_niger"	"Musca_domestica"	"Ophyra_capensis"	"Dysauxes_florida"	"Melanostoma_annulipes"	"Nacoleia_sp2_M_PL_072"	"Pachycerina_crinicornis"	"Nacoleia_sp1_M_PL_072"	"Orchisia_costata"	"Ceratitis_roas"	"Chrysomya_megacephala"	"Diptera_sp1_M_PL_072"	"Diptera_sp2_M_PL_072"	"Eristalinus_flaveolus"	"Graphomya_maculata"	"Henotesia_narcissus"	"Homoneura_sp1_M_PL_072"	"Homoneura_sp2_M_PL_072"	"Limnophora_quaterna"	"Lygistorrhina_sp1_M_PL_072"	"Orthellia_albigena"	"Paragus_borbonicus"	"Phorinia_sp1_M_PL_072"	"Sapromyza_sp1_M_PL_072"	"Technomyrmex_albipes"	"Unidentified_sp1_M_PL_072"
"Sideroxylon_cinereum"	3.67601623894411	0.372215217594022	0.301722324547333	0.468171879488166	0.300062623516192	0.144969610647014	0	2.1674624050378	0.325111616182318	0.523555572327656	0.21448614137532	0.146717845798984	0.232901968522582	0.0636153988583706	0.101867052807792	0.0950513595621784	0.0465832803205112	0.116450984261291	0.0886041207473298	0.0186107608797011	0.0426539177605285	0.0245505782876884	0.0459502029868014	0	0.01810333947284	0.0459502029868014	0.01810333947284	0.0459502029868014	0.01810333947284	0.0459502029868014	0.0459502029868014	0.01810333947284	0.0459502029868014	0.0459502029868014	0.0459502029868014	0.0459502029868014	0.01810333947284	0.0245505782876885
"Croton_fothergillifolius"	0.744430435188044	3.83870935867826	0.326300077824774	0.0948095365569679	0.105817840130844	0.153090646357951	0	0.438933039615592	2.88833739944855	0.121937189507843	0.11444858299187	0.249702238152587	0.0545371683262676	0.154701747975416	0.0683546297493461	0.0266210270067159	0.135333900173287	0.0272685841631338	0.0375412083927697	0.191935467933912	0.0282358279529191	0.00865782328343269	0.00930538043985055	0	0.0195780046694865	0.00930538043985055	0.0195780046694865	0.00930538043985055	0.0195780046694865	0.00930538043985055	0.00930538043985055	0.0195780046694865	0.00930538043985055	0.00930538043985055	0.00930538043985055	0.00930538043985055	0.0195780046694865	0.0086578232834327
"Dodonaea_viscosa"	1.4482671578272	0.783120186779458	2.24793685784915	0.184449119157238	0.395819264111901	0.203565309011895	0	0.853931107209434	0.605443479557434	0.334012945672189	0.423074892098558	0.345115111226551	0.137183782927853	0.424206639082333	0.096621387234571	0.082873764509333	0.0719233698439738	0.0685918914639265	0.185364763462035	0.0391560093389729	0.167261423989195	0.0323852125182465	0.01810333947284	0	0.134876211470949	0.01810333947284	0.134876211470949	0.01810333947284	0.134876211470949	0.01810333947284	0.01810333947284	0.134876211470949	0.01810333947284	0.01810333947284	0.01810333947284	0.01810333947284	0.134876211470949	0.0323852125182465
"Trochetia_blackburniana"	2.80903127692899	0.284428609670904	0.230561398946547	1.59906480761285	0.229293136837845	0.110778664739699	0	2.77344818339284	0.24843434821479	0.40007548451453	0.163899787277368	0.112114580280356	0.17797225896537	0.0486117670521511	0.0778418045040678	0.0726335860805325	0.0355966576034095	0.0889861294826848	0.0677069224578653	0.0142214304835452	0.0325940314962529	0.01876034755946	0.0351128909616124	0	0.0138336839367928	0.0351128909616124	0.0138336839367928	0.0351128909616124	0.0138336839367928	0.0351128909616124	0.0351128909616124	0.0138336839367928	0.0351128909616124	0.0351128909616124	0.0351128909616124	0.0351128909616124	0.0138336839367928	0.01876034755946
"Psiadia_terebinthina"	1.96404626301508	0.346312931337308	0.539753541970775	0.250137967459467	1.9378183058503	0.225088885103919	0	1.15804614564568	0.284285276790669	0.302441573682819	0.488849121595913	0.131187228178735	0.415299854108075	0.105813460838172	0.111370576827771	0.34164811924501	0.0665378223101547	0.207649927054037	0.215484561284595	0.0173156465668654	0.190933982996907	0.15854877047866	0.0245505782876885	0	0.0323852125182465	0.0245505782876884	0.0323852125182465	0.0245505782876885	0.0323852125182465	0.0245505782876884	0.0245505782876884	0.0323852125182465	0.0245505782876884	0.0245505782876885	0.0245505782876885	0.0245505782876884	0.0323852125182465	0.158548770478661
"Erythroxylum_macrocarpum"	1.49111599522643	0.787323324126607	0.436211376454061	0.189906282410913	0.353711105163302	2.00488981135553	0	0.879195751902374	0.609131443035286	0.231201131930877	0.663046358430435	0.128989431261478	0.132435798788043	0.0982011308648962	0.791953591463177	0.0765189489670524	0.53522617745173	0.0662178993940216	0.073751632040935	0.0393661662063301	0.0551126821006047	0.028939999513361	0.0186389499403303	0	0.0261726825872437	0.0186389499403303	0.0261726825872437	0.0186389499403303	0.0261726825872437	0.0186389499403303	0.0186389499403303	0.0261726825872437	0.0186389499403303	0.0186389499403303	0.0186389499403303	0.0186389499403303	0.0261726825872437	0.028939999513361
"Claoxylon_linostachys"	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	3.12114586325444	0.316031788523226	0.25617933216283	0.665627564014282	0.25477015204205	0.123087405266332	0	3.08160909265871	0.2760381646831	0.444528316127255	0.182110874752631	0.124571755867062	0.197746954405966	0.0540130745023901	0.0864908938934086	0.080703984533925	0.0395518417815661	0.0988734772029831	0.0752299138420725	0.0158015894261613	0.0362155905513921	0.0208448306216223	0.0390143232906804	0	0.0153707599297698	0.0390143232906804	0.0153707599297698	0.0390143232906804	0.0153707599297698	0.0390143232906804	0.0390143232906804	0.0153707599297698	0.0390143232906804	0.0390143232906804	0.0390143232906804	0.0390143232906804	0.0153707599297698	0.0208448306216223
"Chaetocnema_sp1_M_PL_072"	0.755097947262158	3.35419827032734	0.2929565223665	0.096168134792822	0.100875420796689	0.137545809717645	0	0.445222846263065	3.52508742708628	0.121403359090537	0.105908040903815	0.221742144881901	0.0542617844025661	0.136587130784153	0.0624921080890116	0.0259456113802352	0.119223879257007	0.0271308922012831	0.0352695592024961	0.167709913516366	0.0258308348617191	0.00825344351972911	0.00943872434077697	0	0.01757739134199	0.00943872434077697	0.01757739134199	0.00943872434077697	0.01757739134199	0.00943872434077697	0.00943872434077697	0.01757739134199	0.00943872434077697	0.00943872434077697	0.00943872434077697	0.00943872434077697	0.01757739134199	0.00825344351972911
"Fannia_pusio"	3.14133343396593	0.365811568523528	0.417516182090236	0.400075484514529	0.277238109209251	0.134867326959679	0	1.85220131719689	0.31362534431722	1.45698431809573	0.208681683542031	0.146925856126153	0.202432907750719	0.0842982019893307	0.0912869226090215	0.0846329039769971	0.0438254590027198	0.10121645387536	0.0870007568761998	0.0182905784261764	0.0477340889516256	0.0226831180262115	0.0392666679245742	0	0.0250509709254142	0.0392666679245741	0.0250509709254142	0.0392666679245742	0.0250509709254142	0.0392666679245741	0.0392666679245741	0.0250509709254142	0.0392666679245741	0.0392666679245742	0.0392666679245741	0.0392666679245741	0.0250509709254142	0.0226831180262115
"Stomoxys_calcitrans"	1.93037527237788	0.515018623463414	0.793265422684797	0.245849680916051	0.672167542194381	0.580165563626631	0	1.13819296720394	0.410393658502284	0.313022525313047	1.40262771553755	0.169202163704793	0.206509815977975	0.155663241669849	0.247907836874995	0.134120743263804	0.162060896233433	0.103254907988987	0.126721142445352	0.0257509311731706	0.102591451540628	0.0549955261795402	0.0241296909047235	0	0.0475959253610878	0.0241296909047235	0.0475959253610878	0.0241296909047235	0.0475959253610878	0.0241296909047235	0.0241296909047235	0.0475959253610878	0.0241296909047235	0.0241296909047235	0.0241296909047236	0.0241296909047235	0.0475959253610878	0.0549955261795402
"Stomorhina_lunata"	1.76061414958781	1.49821342891552	0.862787778066377	0.224229160560711	0.240509918327681	0.150487669805058	0	1.03809796555885	1.14566774855649	0.293851712252306	0.225602884939725	1.22246055855344	0.127386875933011	0.192757135774836	0.0800529209375129	0.0613638453234682	0.0761521651013315	0.0636934379665055	0.0934530277806405	0.0749106714457758	0.0714453509107929	0.0196780842268103	0.0220076768698476	0	0.0517672666839826	0.0220076768698476	0.0517672666839826	0.0220076768698476	0.0517672666839826	0.0220076768698476	0.0220076768698476	0.0517672666839826	0.0220076768698476	0.0220076768698476	0.0220076768698476	0.0220076768698476	0.0517672666839826	0.0196780842268103
"Stomoxys_niger"	2.79482362227099	0.327223009957606	0.342959457319633	0.35594451793074	0.761383065864804	0.154508431919384	0	1.64789128671639	0.280352552746592	0.404865815501439	0.275346421303966	0.127386875933011	1.26433113734597	0.069913277566474	0.0945314047330068	0.15952525151081	0.0479113148853531	0.132165568672986	0.117807840833777	0.0163611504978803	0.0828725455553891	0.0622949781162112	0.0349352952783874	0	0.0205775674391779	0.0349352952783874	0.0205775674391779	0.0349352952783874	0.0205775674391779	0.0349352952783874	0.0349352952783874	0.0205775674391779	0.0349352952783874	0.0349352952783874	0.0349352952783874	0.0349352952783874	0.0205775674391779	0.0622949781162112
"Musca_domestica"	1.14507717945067	1.39231573177874	1.59077489655875	0.145835301156453	0.290987017304974	0.171851979013568	0	0.675163431279876	1.05855026357719	0.252894605967992	0.311326483339698	0.289135703662254	0.104869916349711	1.32114737467504	0.0805992280769383	0.0619295221203109	0.0789984021836719	0.0524349581748555	0.133567987225247	0.0696157865889371	0.119254522482114	0.0238080286885887	0.0143134647431334	0	0.095446493793525	0.0143134647431334	0.095446493793525	0.0143134647431334	0.095446493793525	0.0143134647431334	0.0143134647431334	0.095446493793525	0.0143134647431334	0.0143134647431334	0.0143134647431334	0.0143134647431334	0.0954464937935249	0.0238080286885887
"Ophyra_capensis"	1.83360695054026	0.615191667744115	0.362330202129642	0.233525413512204	0.306269086276372	1.38591878506056	0	1.08113617366761	0.484313837689839	0.273860767827065	0.495815673749991	0.120079381406269	0.14179710709951	0.0805992280769383	1.5574887611194	0.0730368464542505	0.371758907852033	0.0708985535497551	0.0697182787957804	0.0307595833872056	0.0467981919140271	0.0250583797862486	0.0229200868817533	0	0.0217398121277785	0.0229200868817533	0.0217398121277785	0.0229200868817533	0.0217398121277785	0.0229200868817533	0.0229200868817533	0.0217398121277785	0.0229200868817533	0.0229200868817533	0.0229200868817533	0.0229200868817533	0.0217398121277785	0.0250583797862486
"Dysauxes_florida"	2.28123262949228	0.319452324080592	0.414368822546665	0.29053434432213	1.25270977056504	0.178544214256456	0	1.34506640889875	0.268104650929097	0.338531615907988	0.357655315370144	0.122727690646936	0.31905050302162	0.0825726961604145	0.0973824619390006	1.23350427941566	0.0538976774822462	0.15952525151081	0.155871972994956	0.0159726162040295	0.127356565126303	0.102494435773503	0.0285154078686535	0	0.0248621293527999	0.0285154078686535	0.0248621293527999	0.0285154078686535	0.0248621293527999	0.0285154078686535	0.0285154078686535	0.0248621293527999	0.0285154078686535	0.0285154078686535	0.0285154078686535	0.0285154078686535	0.0248621293527999	0.102494435773503
"Melanostoma_annulipes"	1.11799872769227	1.62400680207944	0.359616849219869	0.142386630413638	0.243972015137234	1.2488610807207	0	0.659197363026102	1.23198008565573	0.175301836010879	0.432162389955822	0.152304330202663	0.0958226297707063	0.105331202911562	0.49567854380271	0.0538976774822462	1.36173587652302	0.0479113148853531	0.0555133417423919	0.0812003401039716	0.0415383576462386	0.0199613466930464	0.0139749840961534	0	0.0215770109531921	0.0139749840961534	0.0215770109531921	0.0139749840961534	0.0215770109531921	0.0139749840961534	0.0139749840961534	0.0215770109531921	0.0139749840961534	0.0139749840961534	0.0139749840961534	0.0139749840961534	0.0215770109531921	0.0199613466930464
"Nacoleia_sp2_M_PL_072"	2.79482362227099	0.327223009957606	0.342959457319632	0.355944517930739	0.761383065864804	0.154508431919384	0	1.64789128671639	0.280352552746592	0.404865815501439	0.275346421303966	0.127386875933011	0.264331137345972	0.069913277566474	0.0945314047330069	0.15952525151081	0.0479113148853531	1.13216556867298	0.117807840833777	0.0163611504978803	0.0828725455553892	0.0622949781162112	0.0349352952783874	0	0.0205775674391779	0.0349352952783874	0.0205775674391779	0.0349352952783874	0.0205775674391779	0.0349352952783874	0.0349352952783874	0.0205775674391779	0.0349352952783874	0.0349352952783874	0.0349352952783874	0.0349352952783874	0.0205775674391779	0.0622949781162113
"Pachycerina_crinicornis"	2.12649889793592	0.450494500713237	0.926823817310177	0.270827689831461	0.790110058043517	0.172087141428848	0	1.25383189736788	0.364452111759126	0.348003027504799	0.337923046520937	0.186906055561281	0.235615681667553	0.178090649633663	0.0929577050610405	0.155871972994956	0.0555133417423919	0.117807840833777	1.14683603364819	0.0225247250356618	0.120254797423989	0.0646453683853786	0.026581236224199	0	0.0556094290386106	0.026581236224199	0.0556094290386106	0.026581236224199	0.0556094290386106	0.026581236224199	0.026581236224199	0.0556094290386106	0.026581236224199	0.026581236224199	0.026581236224199	0.026581236224199	0.0556094290386106	0.0646453683853786
"Nacoleia_sp1_M_PL_072"	0.66998739166924	3.45483842281043	0.293670070042297	0.0853285829012712	0.0952360561177597	0.137781581722156	0	0.395039735654033	2.59950365950369	0.109743470557058	0.103003724692683	0.224732014337328	0.0490834514936409	0.139231573177874	0.0615191667744115	0.0239589243060444	0.121800510155958	0.0245417257468204	0.0337870875534927	1.17274192114052	0.0254122451576272	0.00779204095508943	0.0083748423958655	0	0.0176202042025378	0.00837484239586549	0.0176202042025378	0.0083748423958655	0.0176202042025378	0.00837484239586549	0.00837484239586549	0.0176202042025378	0.0083748423958655	0.0083748423958655	0.0083748423958655	0.0083748423958655	0.0176202042025378	0.00779204095508943
"Orchisia_costata"	1.53554103937902	0.508244903152545	1.25446067991897	0.195564188977517	1.05013690648299	0.192894387352116	0	0.905389763784803	0.400377940356647	0.286404533709754	0.410365806162512	0.214336052732379	0.248617636666168	0.238509044964228	0.0935963838280542	0.191034847689454	0.0623075364693578	0.124308818333084	0.180382196135984	0.0254122451576273	1.16118793314375	0.0859202923486082	0.0191942629922378	0	0.075267640795138	0.0191942629922378	0.0752676407951379	0.0191942629922378	0.0752676407951379	0.0191942629922378	0.0191942629922378	0.0752676407951379	0.0191942629922378	0.0191942629922378	0.0191942629922378	0.0191942629922378	0.0752676407951379	0.0859202923486082
"Ceratitis_roas"	1.76764163671357	0.311681638203577	0.485778187773697	0.225124170713521	1.74403647526527	0.202579996593527	0	1.04224153108111	0.255856749111602	0.272197416314538	0.439964209436322	0.118068505360862	0.373769868697267	0.0952321147543549	0.100233519144994	0.307483307320509	0.0598840400791393	0.186884934348634	0.193936105156136	0.0155840819101789	0.171840584697216	1.14269389343079	0.0220955204589196	0	0.0291466912664218	0.0220955204589196	0.0291466912664218	0.0220955204589196	0.0291466912664218	0.0220955204589196	0.0220955204589196	0.0291466912664218	0.0220955204589196	0.0220955204589196	0.0220955204589196	0.0220955204589196	0.0291466912664218	0.142693893430794
