"Geissomeria_schottiana"	"Justicia_scheidweileri"	"Ruellia_brevifolia"	"Passiflora_speciosa"	"Mendoncia_velloziana"	"Fridericia_speciosa"	"Corymborkis_flava"	"Heliconia_simulans"	"Mutisia_speciosa"	"Lantana_camara"	"Rubus_rosaefolius"	"Passiflora_kermesina"	"Hyptis_asperrima"	"Ruellia_subsessilis"	"Thalurania_glucopis"	"Phaethornis_squalidus"	"Phaethornis_ruber"	"Calliphlox_amethystina"	"Chlorostilbon_aureoventris"	"Phaethornis_pretrei"	"Amazilia_fimbriata"	"Amazilia_lactea"
"Geissomeria_schottiana"	2.49955693357358	0.83344302756197	0.431130524488346	0.248371950108952	0.284667996995189	0.14694069761355	0.163661120519042	0.178029686402604	0.13270223606498	0.105652729165163	0.0984091173717117	0.0758298491799888	0.0268471011017716	0.0379149245899944	2.08950700979196	1.37984416727195	0.990000808738743	0.0708574745412173	0.0782930871352918	0.0610601558282019	0.0416592822262263	0.0256201197295668
"Justicia_scheidweileri"	1.36381586328322	1.87352510361853	0.443942639534669	0.215702929355295	0.270309982891624	0.127613198281246	0.142134339654867	0.210242576328506	0.189411895540055	0.112945756082369	0.127844726094149	0.108235368880031	0.0233158307522633	0.0541176844400157	1.9061213871609	1.19834960752942	1.4130728714893	0.0615374031510168	0.0679949899171126	0.0427076831671138	0.0227302643880537	0.0243278984602459
"Ruellia_brevifolia"	1.16405241611853	0.732505355232203	1.58683336766993	0.33034541249995	0.179510392244795	0.195437469266901	0.21767635332553	0.197211875152133	0.185592785217416	0.143120713471196	0.136084421260597	0.106053020124238	0.0357078030912999	0.0530265100621189	1.19226684963865	1.83525229166639	1.38458109606644	0.0942434990978454	0.104133184742709	0.0908083751471224	0.0194008736019756	0.0161559353020314
"Passiflora_speciosa"	1.21928048235303	0.647108788065884	0.600628022727181	1.42074908877496	0.166098487817587	0.248921686195798	0.277246554194506	0.158057909685546	0.120321695712983	0.149127378830648	0.107005171854493	0.068755254693133	0.0454797464845151	0.0343776273465665	1.16642405432318	2.33749493763869	0.89763804738257	0.120034560396351	0.132630697850955	0.0473496023952737	0.0203213413725506	0.0149488639035827
"Mendoncia_velloziana"	1.53720718377402	0.89202294354236	0.359020784489591	0.182708336599346	1.40910664805608	0.108093085503183	0.120393027807296	0.185965105191968	0.140903374344267	0.090087653300781	0.0971260626927685	0.0805162139110099	0.0197493685686626	0.0402581069555049	2.3666773996276	1.01504631444081	1.05118390383818	0.0521244500571713	0.0575942642131763	0.0417760550315987	0.0256201197295671	0.126819598325047
"Fridericia_speciosa"	0.881644185681301	0.467915060364568	0.43430548725978	0.304237616461531	0.12010342833687	1.94454899358812	0.380339469874709	0.114289401898959	0.0870028881557631	0.107831863443103	0.0773739012218739	0.0497159360890075	0.268991694316757	0.0248579680445037	0.843424462555356	1.69020898034184	0.649069165606486	0.898865859877787	0.595532441881973	0.0342378166880451	0.014694069761355	0.0108093085503181
"Corymborkis_flava"	1.10471256350354	0.586304151076325	0.544190883313824	0.381214012017446	0.150491284759119	0.427881903609048	1.3693108522213	0.143206227867899	0.109015842408683	0.135114841368278	0.0969505863649893	0.0622947670906761	0.121322595590382	0.031147383545338	1.05682271293051	2.11785562231915	0.813292792572715	0.225747929459291	0.448266490487273	0.0429004658075143	0.0184118760583923	0.0135442156283206
"Heliconia_simulans"	1.20170038321758	0.867250627355086	0.493029687880333	0.217329625817626	0.232456381489959	0.128575577136328	0.143206227867899	1.23394902688186	0.236946219298305	0.126970635931596	0.155155078309724	0.135397839599031	0.0234916641519969	0.0676989197995156	1.54808794315971	1.20738681009792	1.76769401698735	0.06200147972293	0.0685077655659415	0.042214675674908	0.020028339720293	0.0209210743340961
"Mutisia_speciosa"	1.02370296392985	0.892941793260259	0.530265100621189	0.189076950406116	0.201290534777524	0.111860856200267	0.124589534181352	0.270795679198062	1.30558369602474	0.138876068455489	0.191808068544561	0.174619254871278	0.0204377668305174	0.0873096274356391	1.21701856111791	1.0504275022562	2.27975138304169	0.0539413375538395	0.0596018115045904	0.040923645593451	0.0170617160654975	0.018116148129977
"Lantana_camara"	1.14104947498376	0.745441990143634	0.572482853884784	0.328080233427425	0.180175306601562	0.194097354197585	0.216183746189245	0.203153017490553	0.194426495837684	1.14502685468058	0.140926330530521	0.111100854764391	0.035462954622916	0.0555504273821956	1.18666185704107	1.82266796348569	1.45048338164622	0.0935972712593464	0.103419143312409	0.0447792196745446	0.0190174912497294	0.0162157775941404
"Rubus_rosaefolius"	1.06281846761449	0.843775192221384	0.544337685042387	0.235411378079886	0.194252125385537	0.139273022199373	0.155120938183983	0.248248125295559	0.268531295962386	0.140926330530521	1.17484748920655	0.153446454835649	0.0254461627613169	0.0767232274178246	1.20689965975897	1.3078409893327	2.00332871590986	0.0671599821223418	0.0742075887738634	0.0422088369538155	0.0177136411269081	0.0174826912846981
"Passiflora_kermesina"	1.02370296392985	0.892941793260259	0.530265100621189	0.189076950406116	0.201290534777524	0.111860856200267	0.124589534181352	0.270795679198062	0.305583696024737	0.138876068455489	0.191808068544561	1.17461925487128	0.0204377668305174	0.0873096274356391	1.21701856111791	1.0504275022562	2.27975138304169	0.0539413375538395	0.0596018115045904	0.040923645593451	0.0170617160654975	0.018116148129977
"Hyptis_asperrima"	0.724871729747834	0.384711207412344	0.357078030912999	0.250138605664833	0.0987468428433128	1.21046262442541	0.485290382361526	0.0939666566079875	0.0715321839068109	0.0886573865572901	0.0636154069032923	0.0408755336610348	1.37277353690165	0.0204377668305174	0.6934481721917	1.38965892036018	0.533652800574621	1.10193314137591	0.969030952522169	0.0281497068868822	0.0120811954957972	0.00888721585589802
"Ruellia_subsessilis"	1.02370296392985	0.892941793260259	0.530265100621189	0.189076950406116	0.201290534777524	0.111860856200267	0.124589534181352	0.270795679198062	0.305583696024737	0.138876068455489	0.191808068544561	0.174619254871278	0.0204377668305174	1.08730962743564	1.21701856111791	1.0504275022562	2.27975138304169	0.0539413375538395	0.0596018115045904	0.040923645593451	0.0170617160654975	0.018116148129977
