"Amelanchier_lamarckii"	"Cornus_sanguinea"	"Crataegus_monogyna"	"Crataegus_oxyacantha"	"Euonymus_europaea"	"Fragaria_vesca_dom."	"Frangula_alnus"	"Hedera_helix"	"Ligustrum_vulgare"	"Lonicera_xylosteum"	"Malus_domesticus"	"Prunus_avium"	"Prunus_avium_duralis"	"Prunus_domestica"	"Prunus_padus"	"Prunus_serotina"	"Prunus_spinosa"	"Rhamnus_cathartica"	"Ribes_rubrum"	"Rosa_canina"	"Rubus_fruticosus"	"Rubus_ideaus"	"Sambucus_nigra"	"Sambucus_racemosa"	"Sorbus_aria"	"Sorbus_aucuparia"	"Sorbus_torminalis"	"Taxus_baccata"	"Viburnum_lantana"	"Viburnum_opulus"	"Viscum_album"	"Carduelis_chloris"	"Coccothraustes_coccothraustes"	"Columba_palumbus"	"Corvus_corone_corone"	"Erithacus_rubecula"	"Ficedula_hypoleuca"	"Fringilla_coelebs"	"Garrulus_glandarius"	"Parus_caeruleus"	"Parus_major"	"Parus_montanus"	"Parus_palustris"	"Passer_domesticus"	"Passer_montanus"	"Phoenicurus_ochruros"	"Phoenicurus_phoenicurus"	"Phylloscopus_collybita"	"Pica_pica"	"Pyrrhula_pyrrhula"	"Sitta_europaea"	"Sturnus_vulgaris"	"Sylvia_atricapilla"	"Sylvia_borin"	"Sylvia_communis"	"Sylvia_curruca"	"Turdus_iliacus"	"Turdus_merula"	"Turdus_philomelos"	"Turdus_pilaris"	"Turdus_torquatus"	"Turdus_viscivorus"
"Amelanchier_lamarckii"	1.79848842471987	0.251445789823517	0.165093110743758	0.0172047439838016	0.00547324444651355	0.030689543322457	0.0901976065472162	0.0983366063833002	0.0690197360366506	0.0766129460913214	0.033694161570152	0.132405957553534	0.00475635433694424	0.0440934214767715	0.037630644710219	0.0633241668579011	0.0518598376667013	0.202421847587693	0.021947181722085	0.0724828756411606	0.00470001758876935	0.127872232365472	0.666895365091347	0.399919977820183	0.0316962176737184	0.393484465759183	0.039159865638829	0.141696711560563	0.0372736547408561	0.114598681744184	0.0386825035321681	0.0672549566325591	0.221635657725338	0.266265693744284	0.0462019909327245	0.100950953124583	0.0283320202263054	0.311418064141639	0.202449953828909	0.30301835388924	0.0396785468799318	0.0580870708537162	0.0628244417700878	0.118581654377134	0.162344525094164	0.0256156693798809	0.00855603461984622	0.00456138842863154	0.0329343878683884	0.252036517916571	0.00456138842863154	0.0823859986682122	0.278345486090452	0.301235814612442	0.0218857174365993	0.0382014482141298	0.185292386227525	0.702656210749857	0.40824140464982	0.30082543929709	0.00441270036001753	0.0960502290944479
"Cornus_sanguinea"	0.27025472685756	1.45780384420327	0.197354675121819	0.0168612758612436	0.00826354304906122	0.0300768704551914	0.0976813012239444	0.120629258474746	0.0928397953091288	0.0905832687365273	0.0216703198970137	0.126767102458559	0.00534604777510298	0.0489718048895149	0.0336506432058004	0.064883350258114	0.0439123492307809	0.249950828681438	0.0186025882397022	0.0789553140953663	0.00480583074835267	0.119519025871026	0.689142719826726	0.466938470027069	0.0396424660960344	0.413408123625545	0.05569790172892	0.141627052298328	0.0298010622507408	0.174626988531513	0.0528893457087067	0.0426218003477788	0.190220256588779	0.0528680742455213	0.0473404295043646	0.152416460682685	0.0581710521255133	0.0568531276864412	0.227549725812075	0.160712630669366	0.0810111039171535	0.0542925543388887	0.108940105962313	0.0178189929796193	0.0368621509029659	0.0478009653175133	0.00884146041117682	0.00506604878167396	0.0350390133105533	0.312063072644873	0.00506604878167396	0.0846842319997949	0.28461197654133	0.192972503510895	0.0222322923575179	0.0132962086560817	0.202443735269887	0.688628683822563	0.7602853349059	0.679581695392386	0.00441053104043236	0.10213983675544
"Crataegus_monogyna"	0.294577903483961	0.327634558698967	1.21714335300542	0.0207290254315046	0.00823170009448615	0.0369760994183596	0.0928594082016795	0.126735047030528	0.0847744478230557	0.0685136764786393	0.0200304030337202	0.138342171761917	0.00515636011961881	0.0512396651764855	0.0364257223159701	0.0628696847627742	0.0511125898139991	0.30179226720688	0.0190477958541634	0.0606993410795397	0.00403367394864851	0.125789133661622	0.795024806195399	0.436159122939682	0.0390965002523627	0.387868120875664	0.0522870386190106	0.167053821129468	0.0272192016470348	0.151981233489527	0.0517540211867572	0.0390708646142916	0.237417751680993	0.0553491369112661	0.0463039909404349	0.151829135076078	0.0334321364275915	0.0903642520996161	0.219475840988903	0.169816485152572	0.105880839876876	0.0571408051964468	0.0642553022950455	0.0194227189110304	0.0411082181284554	0.0297538968155775	0.0101998905997984	0.00530065501825712	0.0362703414810926	0.361747492411075	0.00530065501825712	0.0924314327695257	0.238883134958851	0.192505455263229	0.0241244848670279	0.015055570327556	0.432554335876445	0.846590828433822	0.598044846673441	0.40463410383644	0.00520236813205955	0.107375134481102
"Crataegus_oxyacantha"	0.253886222031235	0.231500760473291	0.171434642757849	1.04128662098118	0.00722280389163272	0.0736464049934498	0.0997290014667137	0.18693283769041	0.0883218338558965	0.0758339613249124	0.019036980059739	0.111795389276824	0.00550637534108916	0.0432526976437231	0.0598888377967507	0.0857396954494202	0.0739254694432724	0.263286466610417	0.0278276358315904	0.0531438271245433	0.00435171121864531	0.196444875164093	0.778106121192488	0.503769760501341	0.0629083154487399	0.330812515478556	0.0701375035326327	0.136562793000533	0.0296403556423292	0.136874481888154	0.0403509976253963	0.0397316314299941	0.13777680306501	0.047577263569643	0.038889739327941	0.133220605112337	0.0325334748949455	0.0526026666510484	0.234373924774564	0.118619849764035	0.0381624806206729	0.0892367887180739	0.0644608818912168	0.0167397509031583	0.0373963577660947	0.0267736371310505	0.00998282978008894	0.00447441699762653	0.0307383322394347	0.301336701838634	0.00447441699762653	0.0860395634647052	0.25771800883755	0.211490570116465	0.0257273565646163	0.0141677675058785	0.212084825827183	1.68618031634834	0.483971416568654	0.208024368055115	0.00425282054326918	0.0880825379581814
"Euonymus_europaea"	0.199226097853093	0.279858657928206	0.167926681927518	0.0178162495993607	1.06150810154911	0.031780337123184	0.133851297276134	0.32734749007543	0.138591889257057	0.0660449501289254	0.012342476584326	0.0995090446893513	0.00642621642090049	0.0816899792654281	0.0334513327953004	0.0578538896064963	0.0380810427061846	0.236732011344534	0.0180828075045324	0.0425707100919126	0.00409223070089531	0.116158476611812	0.71135999408855	0.615843406114095	0.033958006953516	0.334046253279809	0.0448534186717471	0.108417493317454	0.0275548172223697	0.176804400278062	0.0393781337715491	0.0289976059976287	0.119935241179666	0.0400361929655993	0.0379681357777969	1.13448276190578	0.03508296948728	0.0414812297110708	0.273526134838329	0.121864522671862	0.0438709769058635	0.0527659956848608	0.0612257246566126	0.0131357866716325	0.0314784588024273	0.0261826480453418	0.00912650028053735	0.0084506875102167	0.0292572647809633	0.318012280314874	0.00845068751021671	0.0800878341756021	0.242350995953022	0.194476151635079	0.0215615446523008	0.0124104469484455	0.194346481700616	0.727630614268185	0.512212394821259	0.23356694650102	0.0033763233213048	0.0794905655877623
"Fragaria_vesca_dom."	0.253886222031235	0.231500760473291	0.171434642757849	0.0412866209811764	0.00722280389163272	1.07364640499345	0.0997290014667137	0.18693283769041	0.0883218338558965	0.0758339613249124	0.019036980059739	0.111795389276824	0.00550637534108916	0.0432526976437231	0.0598888377967507	0.0857396954494202	0.0739254694432724	0.263286466610417	0.0278276358315904	0.0531438271245433	0.00435171121864531	0.196444875164093	0.778106121192488	0.503769760501341	0.0629083154487399	0.330812515478556	0.0701375035326327	0.136562793000533	0.0296403556423292	0.136874481888154	0.0403509976253963	0.0397316314299941	0.13777680306501	0.047577263569643	0.038889739327941	0.133220605112337	0.0325334748949455	0.0526026666510484	0.234373924774564	0.118619849764035	0.0381624806206729	0.0892367887180739	0.0644608818912168	0.0167397509031583	0.0373963577660947	0.0267736371310505	0.00998282978008894	0.00447441699762653	0.0307383322394347	0.301336701838634	0.00447441699762653	0.0860395634647052	0.25771800883755	0.211490570116465	0.0257273565646163	0.0141677675058785	0.212084825827183	1.68618031634834	0.483971416568654	0.208024368055115	0.00425282054326918	0.0880825379581814
"Frangula_alnus"	0.260570863358625	0.262550799056951	0.1503438037551	0.0195236669538011	0.0106231188314392	0.0348260005121857	1.12793518971706	0.14046209259003	0.0828019093901562	0.10021260931448	0.0132586656174835	0.119797835097678	0.00573818751581417	0.0424866091216002	0.0477452970443226	0.0873654602812747	0.0419978929222053	0.326922107875862	0.028912051742334	0.0472788671688721	0.00686923263317677	0.163472753728862	0.7641167327259	0.528082327565111	0.0401517869681161	0.350842104060343	0.057520258291491	0.131642995154837	0.052056138069676	0.164119655590706	0.0529308820813485	0.0323799681712196	0.133678396035211	0.0492407281622382	0.0413644095499231	0.195937525113212	0.0335694961350882	0.0513507174792375	0.244240801955167	0.167942861686849	0.0383607736294478	0.0742589165203662	0.0710920733786197	0.017180496485184	0.0376511494460804	0.0273246294787913	0.00980335081187897	0.0043951664608552	0.0342234449163034	0.466800719402229	0.0043951664608552	0.0866441290357628	0.406811221498135	0.406762675738539	0.0244924533549117	0.014098474933175	0.213853699158539	0.797362974689774	0.735333163560381	0.218467872182285	0.00409960884565236	0.0937250409872466
"Hedera_helix"	0.231430116746905	0.264136479763669	0.167159156859231	0.0298125646316602	0.0211647084100494	0.0531791693429614	0.114428170256533	1.21153503691212	0.0959966882505032	0.0770102319406153	0.0158023113043576	0.110598486399282	0.00587752668298614	0.0515698426302255	0.0488102434321785	0.0790743396663076	0.0566846442260228	0.261078807951188	0.0244316715038642	0.0480624571146963	0.00512970398382491	0.165881212435646	0.761172505836977	0.54849837510145	0.0512303234021094	0.33636228034044	0.0651108289084805	0.13158795575334	0.0320541515632375	0.150955114863559	0.0473327885224201	0.0347151383548868	0.133079256178412	0.0446323438830439	0.0392432236793593	0.390371288452022	0.0340448917643559	0.0478049606230822	0.250171648557871	0.118931751085291	0.040020723404144	0.0753529797814922	0.0648004920969995	0.015259128576719	0.0351871134460293	0.0270589118872042	0.00976557740917005	0.00533481130657505	0.0308469784626799	0.308989161014612	0.00533481130657505	0.0849290667190755	0.303792469264298	0.209364825068071	0.0243514154030481	0.0135803595533498	0.208310459867509	1.21757020717892	0.650301530649542	0.219990770446289	0.00409789481584797	0.0896079150266896
"Ligustrum_vulgare"	0.256359019564702	0.32083412256488	0.176469258733708	0.0222306656644093	0.0141420295160263	0.0396547009148923	0.106459597787344	0.151504977374944	1.12057595510166	0.0665263060031663	0.018518718922551	0.109153807880267	0.00503543174206479	0.0464702907778184	0.0378636911293481	0.0616047917561808	0.0473373122323336	0.425845566592487	0.0194413499675658	0.0646421999821189	0.00407191658396637	0.129755642013241	0.703712025267407	0.438422891216477	0.0390941295699017	0.381761377253532	0.0485958785330666	0.122231629726298	0.026821920156512	0.217711279704057	0.040309410503921	0.0386162165175179	0.136645576054314	0.0497726775892516	0.0429469387316366	0.26084187774004	0.0315731914092473	0.0530028692393915	0.214328633123783	0.184051806593238	0.0420956228936228	0.0589426260249421	0.0620843626619622	0.0169027924987716	0.0360253168176497	0.0274872387752972	0.00902837951162745	0.00480727145977432	0.0381872970691246	0.723669970471344	0.00480727145977431	0.082751901893465	0.241147948806008	0.185259797054871	0.0224983198328404	0.0132540776363203	0.218848309275862	0.907919078186086	0.485831872307624	0.451418075444646	0.00380652134095739	0.0882882668421662
"Lonicera_xylosteum"	0.258214003492972	0.284051237766394	0.12941472223743	0.0173201022779121	0.00611527316008568	0.0308953175768162	0.116914710866894	0.110286258087795	0.0603664628547249	1.30128524688245	0.0125931860583431	0.117740550132239	0.0053870061820849	0.070876231958556	0.0519947991303988	0.0919355277321717	0.0403060743896575	0.226560332142369	0.0333952382292453	0.0746975913611489	0.0087238369915712	0.180006089348549	0.740805264844273	0.477753239919414	0.0628873501237287	0.349775360388651	0.0451104680942079	0.12184495321649	0.0649569572350419	0.124924022957447	0.0460204790977863	0.0392700830552601	0.129386077805875	0.0488717963135007	0.0410739121817835	0.112792816063803	0.0323944866203211	0.0501470190059392	0.229293083647716	0.124284779779145	0.0413928259957391	0.0817693276535994	0.519993945811657	0.0170250991314048	0.0369634240681226	0.0271653808736302	0.00950427282052524	0.00733202399571269	0.0307907530080614	0.269135021669866	0.00733202399571269	0.0846297492776381	0.516645012945272	0.500615133047798	0.0246561070147051	0.0137605476033764	0.192192849425176	0.707367540479293	0.529270712007976	0.219544470305499	0.00379447951193221	0.0884473501471189
