"Canthium_bibracteatum"	"Nephrosperma_vanhoutteanum"	"Psidium_cattleianum"	"Premna_serratifolia"	"Paragenipa_wrightii"	"Paraserianthes_falcataria"	"Ochna_kirkii"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Xylocopa_caffra"	"Unidentified_sp2_M_PL_111"	"Megachile_seychellensis"	"Physiphoa_azurea"	"Lygistorrhina_sp1_M_PL_111"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_111"	"Phelsuma_sp1_M_PL_111"	"Hemipyrellia_sp1_M_PL_111"	"Parasarcophaga_hirticeps"	"Leptotes_pirithous"	"Nectarinia_dussumieri"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_111"	"Unidentified_sp4_M_PL_111"
"Canthium_bibracteatum"	2.42080443959142	1.0605517373284	0.777458146245833	0.414271511153981	0.220691968890872	0.227206421818597	0.0417600197917191	0.100413649916016	1.98165359687168	1.30886584648327	0.47732944360562	0.279340120396947	0.051040024189879	0.114999585975369	0.0921510964339641	0.153792282044632	0.0461512620438164	0.0459998343901476	0.0459998343901477	0.0344998757926107	0.0233027725024114	0.0233027725024114	0.0114999585975369	0.0124139232501117	0.0114999585975373	0.0114999585975368	0.0114999585975368
"Nephrosperma_vanhoutteanum"	1.08610720087849	2.57249840366141	0.547176418193877	0.485884200906502	0.245525173961918	0.190086910266836	0.0293907757783183	0.106488811089496	1.41526162199926	1.63027211990783	0.304412148308056	0.209861019115341	0.0359220592846113	0.278945610035575	0.208927420175398	0.0689997515852214	0.0973491761611678	0.11157824401423	0.11157824401423	0.0836836830106724	0.0273309863009908	0.0273309863009908	0.0278945610035575	0.0138107910353579	0.0278945610035579	0.0278945610035574	0.0278945610035573
"Psidium_cattleianum"	1.270845046748	0.873377744424842	2.19323891502884	0.368107496014867	0.169206318200322	0.192096523462464	0.117806599547305	0.0784792513102063	1.7447008579707	0.953808252802702	0.704307834203141	0.706204644835826	0.143985843891151	0.0947036108412479	0.0766455509142917	0.0807360382639903	0.0387641065777925	0.0378814443364992	0.0378814443364992	0.0284110832523744	0.0207060466508363	0.0207060466508363	0.0094703610841248	0.00951785539876814	0.00947036108412507	0.00947036108412473	0.00947036108412473
"Premna_serratifolia"	1.10040870150276	1.26026214610124	0.598174681024159	1.6913285259124	0.278111451226501	0.184673706943219	0.0321300723892287	0.11806860963733	1.21723803727542	1.93175876782587	0.487647876773137	0.211671299259228	0.039270088475724	0.136654931504954	0.143227066844754	0.0699083175072342	0.0885650942427725	0.0546619726019815	0.0546619726019816	0.0409964794514861	0.0951372295825728	0.0951372295825728	0.0136654931504954	0.0156437691314909	0.0136654931504959	0.0136654931504952	0.0136654931504952
"Paragenipa_wrightii"	1.17242608473276	1.27366183992745	0.549920534151048	0.556222902453002	1.34778614712879	0.207587617717224	0.0295381719272115	0.126014596699365	1.4406277667313	2.01183507514096	0.323194130491211	0.197546111463296	0.0361022101332585	0.138107910353579	0.112319306378996	0.0744835395006693	0.0570761422375644	0.0552431641414316	0.0552431641414316	0.0414323731060737	0.0312875382629814	0.0312875382629814	0.0138107910353579	0.0758129707759945	0.0138107910353585	0.0138107910353578	0.0138107910353578
"Paraserianthes_falcataria"	1.37946756104148	1.12694382515339	0.713501372860582	0.422111330155929	0.237242991676827	1.23813141165003	0.038324675863201	0.107434726335409	2.05327120626108	1.42401057155721	0.363701420971583	0.249109119926344	0.046841270499468	0.12219872802868	0.0974109907807119	0.0876367627014586	0.0485314995692396	0.0488794912114722	0.0488794912114722	0.0366596184086041	0.023743762321271	0.023743762321271	0.012219872802868	0.0133449182818217	0.0122198728028684	0.0122198728028679	0.0122198728028679
"Ochna_kirkii"	0.354960168229613	0.243943438960042	0.612594317645987	0.102816231645532	0.0472610750835384	0.0536545462084814	3.82600805021838	0.0219200667452645	0.487312998260783	0.26640851198972	0.19672046403605	0.197250262867938	3.45400983915581	0.0264516982004865	0.0214078952553711	0.0225504106875283	0.0108272159751765	0.0105806792801946	0.0105806792801946	0.00793550946014595	0.00578341303006117	0.00578341303006117	0.00264516982004865	0.00265843547344906	0.00264516982004873	0.00264516982004863	0.00264516982004863
"Memecylon_eleagni"	1.21930860612306	1.26265304577545	0.582988724018676	0.539742215484938	0.288033363884263	0.214869452670818	0.0313143810646636	1.12424810571498	1.55794163307954	1.93510036144793	0.333356839170903	0.208225155161472	0.0382731324123667	0.136914185686495	0.11102017979106	0.0774619585066413	0.0562545055164623	0.0547656742745979	0.054765674274598	0.0410742557059484	0.0303604996210278	0.0303604996210278	0.0136914185686495	0.0162018767184901	0.01369141856865	0.0136914185686493	0.0136914185686493
"Apis_mellifera"	1.65137799739307	1.15163445711705	0.889455339357614	0.381878599929544	0.225980826153929	0.281821538114266	0.047775784143214	0.106917563054478	2.6483232463505	1.20364893884821	0.42659015796893	0.30707232937362	0.0583926250639283	0.124876025470523	0.0981535534523847	0.10491107277556	0.0482031432641754	0.0499504101882093	0.0499504101882093	0.0374628076411569	0.0214806712460369	0.0214806712460369	0.0124876025470523	0.0127114214711586	0.0124876025470527	0.0124876025470522	0.0124876025470522
"Lasioglossum_mahense"	1.2361510772342	1.50347317724833	0.55108921273045	0.686847561893642	0.357659568913949	0.221512755575566	0.0296009457766356	0.150507805890395	1.36413546402797	2.52869654226861	0.347919019967166	0.201076865168397	0.036178933726999	0.163027211990783	0.133436636071807	0.0785319507889959	0.0682257512754934	0.0652108847963131	0.0652108847963131	0.0489081635972348	0.0386351753565174	0.0386351753565174	0.0163027211990783	0.02011835075141	0.016302721199079	0.0163027211990781	0.0163027211990781
"Hemipyrellia_germana"	1.44903581094563	0.902364582484595	1.30800026352012	0.5573118591693	0.184682360280692	0.181850710485792	0.0702573085843035	0.0833392097927257	1.55400700402967	1.11831113560875	1.53339509463015	0.432619798100471	0.0858700438252599	0.0978467619561609	0.0841671294084492	0.0920563926953696	0.0450284246259848	0.0391387047824644	0.0391387047824644	0.0293540285868483	0.0313487920782731	0.0313487920782731	0.00978467619561609	0.0103883827657889	0.00978467619561641	0.00978467619561602	0.00978467619561601
"Ornidia_obesa"	1.18719551168702	0.870923229328664	1.83613207657315	0.338674078814764	0.158036889170637	0.174376383948441	0.0986251314339688	0.0728788043065152	1.56606887980546	0.904845893257787	0.60566771734066	1.59403981359507	0.120541827308184	0.0944374586019033	0.0756314294879976	0.0754218325071755	0.0378564460472362	0.0377749834407613	0.0377749834407613	0.028331237580571	0.0190504169333305	0.0190504169333305	0.00944374586019033	0.00888957501584827	0.00944374586019059	0.00944374586019027	0.00944374586019027
"Xylocopa_caffra"	0.394400186921792	0.271048265511158	0.680660352939985	0.114240257383924	0.052512305648376	0.0596161624538683	3.14000894468709	0.0243556297169606	0.541458886956426	0.296009457766356	0.218578293373389	0.219166958742153	3.83778871017312	0.0293907757783183	0.0237865502837457	0.0250560118750315	0.0120302399724184	0.0117563103113273	0.0117563103113273	0.0088172327334955	0.00642601447784575	0.00642601447784575	0.00293907757783183	0.00295381719272118	0.00293907757783192	0.00293907757783181	0.00293907757783181
"Unidentified_sp2_M_PL_111"	0.977496480790637	2.31524856329527	0.492458776374489	0.437295780815852	0.220972656565726	0.171078219240153	0.0264516982004865	0.0958399299805464	1.27373545979934	1.46724490791704	0.273970933477251	0.188874917203807	0.0323298533561502	1.25105104903202	0.188034678157858	0.0620997764266993	0.087614258545051	0.100420419612807	0.100420419612807	0.0753153147096051	0.0245978876708917	0.0245978876708917	0.0251051049032017	0.0124297119318218	0.0251051049032021	0.0251051049032016	0.0251051049032016
"Megachile_seychellensis"	0.979105399610868	2.16762198431975	0.498196080942896	0.572908267379016	0.224638612757992	0.170469233866246	0.0267598690692139	0.0971426573171777	1.2514578065179	1.50116215580782	0.294584952929572	0.189078573719994	0.0327065066401504	0.235043347697322	1.18064338840816	0.0622019900929257	0.0866260493292315	0.0940173390789289	0.094017339078929	0.0705130043091967	0.0322260900400697	0.0322260900400697	0.0235043347697322	0.0126359219676367	0.0235043347697326	0.0235043347697321	0.0235043347697321
"Physiphoa_azurea"	2.17872399563228	0.954496563595563	0.699712331621249	0.372844360038583	0.198622772001785	0.204485779636737	0.0375840178125472	0.0903722849244149	1.78348823718451	1.17797926183494	0.429596499245058	0.251406108357252	0.0459360217708911	0.103499627377832	0.0829359867905676	1.13841305384017	0.0415361358394348	0.0413998509511329	0.0413998509511329	0.0310498882133496	0.0209724952521703	0.0209724952521703	0.0103499627377832	0.0111725309251003	0.0103499627377836	0.0103499627377831	0.0103499627377831
