"Erythroxylum_sechellarum"	"Cinnamomum_verum"	"Memecylon_eleagni"	"Soulamea_terminaloides"	"Dillenia_ferruginea"	"Roscheria_melanochaetes"	"Lasioglossum_mahense"	"Unidentified_sp4_M_PL_092"	"Unidentified_sp1_M_PL_092"	"Apis_mellifera"	"Lygistorrhina_sp1_M_PL_092"	"Amblypsilopus_sp1_M_PL_092"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Unidentified_sp2_M_PL_092"	"Unidentified_sp3_M_PL_092"
"Erythroxylum_sechellarum"	3.11222436516175	0.763909616903338	0.696352705407215	0.258554024182668	0.125158067613871	0.306959115468008	1.65054705399426	1.06098557903241	1.02319705156003	0.347661298927419	0.264299669164505	0.0775662072548004	0.0783396793583117	0.0783396793583117	0.0775662072548005	0.0783396793583117
"Cinnamomum_verum"	1.43233053169376	3.19248113050665	0.32048050646582	0.118993613402251	0.0576011561177473	0.141270956550617	0.759626769167813	3.04511268125924	0.470903188502058	0.160003211438187	0.121637915922301	0.0356980840206752	0.0360540569774048	0.0360540569774048	0.0356980840206752	0.0360540569774048
"Memecylon_eleagni"	1.30566132263853	0.32048050646582	2.88180977208042	0.108470325265355	0.517958413177175	0.128777555109553	1.27512463358459	0.445111814535862	0.429258517031845	1.4387733699366	0.110880776937918	0.0325410975796064	0.324203599359047	0.324203599359047	0.0325410975796064	0.324203599359047
"Soulamea_terminaloides"	1.29277012091334	0.317316302406002	0.289254200707612	3.18432244081434	0.0519887357780694	0.12750609411748	0.685611853197616	0.440717086675003	0.425020313724934	0.144413154939082	1.0328629394991	0.955296732244302	0.0325410975796064	0.0325410975796064	0.955296732244302	0.0325410975796064
"Dillenia_ferruginea"	0.93868550710403	0.230404624470989	2.0718336527087	0.0779831036671041	1.85166832663329	0.0925826801527263	0.916731615269392	0.320006422876374	0.308608933842421	2.36574535175915	0.079716061526373	0.0233949311001312	0.233081285929729	0.233081285929729	0.0233949311001312	0.233081285929729
"Roscheria_melanochaetes"	2.30219336601006	0.565083826202469	0.515110220438214	0.19125914117622	0.0925826801527263	1.59692866075716	1.22095261528343	0.784838647503429	1.98976220252386	0.257174111535351	0.19550934431347	0.0573777423528661	0.057949899799299	0.057949899799299	0.0573777423528661	0.057949899799299
"Lasioglossum_mahense"	2.47582058099139	0.607701415334251	1.02009970686767	0.205683555959285	0.183346323053878	0.244190523056685	2.41791631292109	0.844029743519792	0.813968410188951	0.509295341816329	0.210254301647269	0.0617050667877855	0.114761217022613	0.114761217022613	0.0617050667877855	0.114761217022613
"Unidentified_sp4_M_PL_092"	1.59147836854862	2.43609014500739	0.356089451628689	0.132215126002501	0.0640012845752748	0.156967729500686	0.844029743519793	3.38345853473248	0.523225765002286	0.17778134604243	0.135153239913667	0.0396645378007502	0.0400600633082276	0.0400600633082276	0.0396645378007503	0.0400600633082276
"Unidentified_sp1_M_PL_092"	2.55799262890006	0.627870918002743	0.572344689375793	0.212510156862467	0.10286964461414	0.663254067507952	1.35661401698158	0.872042941670477	2.21084689169317	0.285749012817056	0.217232604792744	0.0637530470587401	0.0643887775547767	0.0643887775547767	0.0637530470587401	0.0643887775547767
"Apis_mellifera"	1.04298389678226	0.256005138301099	2.30203739189856	0.0866478929634489	0.946298140703661	0.10286964461414	1.01859068363266	0.35556269208486	0.342898815380468	2.62860594639906	0.08857340169597	0.0259943678890347	0.258979206588588	0.258979206588588	0.0259943678890347	0.258979206588588
"Lygistorrhina_sp1_M_PL_092"	1.98224751873379	0.486551663689203	0.443523107751672	1.54929440924865	0.0797160615263731	0.19550934431347	1.05127150823634	0.675766199568337	0.651697814378232	0.221433504239925	1.58372317389862	0.464788322774596	0.0498963496220631	0.0498963496220631	0.464788322774596	0.0498963496220631
"Amblypsilopus_sp1_M_PL_092"	1.16349310882201	0.285584672165402	0.260328780636851	2.86589019673291	0.0467898622002624	0.114755484705732	0.617050667877855	0.396645378007502	0.382518282352441	0.129971839445173	0.929576645549192	1.85976705901987	0.0292869878216458	0.0292869878216458	0.859767059019872	0.0292869878216458
"Cratopus_aurostriatus"	1.17509519037467	0.288432455819238	2.59362879487237	0.0976232927388192	0.466162571859458	0.115899799598598	1.14761217022613	0.400600633082276	0.38633266532866	1.29489603294294	0.0997926992441262	0.0292869878216458	1.29178323942314	0.291783239423142	0.0292869878216458	0.291783239423142
"Eristalinus_vicarians"	1.17509519037467	0.288432455819238	2.59362879487237	0.0976232927388192	0.466162571859458	0.115899799598598	1.14761217022613	0.400600633082276	0.38633266532866	1.29489603294294	0.0997926992441262	0.0292869878216457	0.291783239423142	1.29178323942314	0.0292869878216457	0.291783239423142
"Unidentified_sp2_M_PL_092"	1.16349310882201	0.285584672165402	0.260328780636851	2.86589019673291	0.0467898622002625	0.114755484705732	0.617050667877855	0.396645378007502	0.382518282352441	0.129971839445173	0.929576645549192	0.859767059019872	0.0292869878216458	0.0292869878216458	1.85976705901987	0.0292869878216458
"Unidentified_sp3_M_PL_092"	1.17509519037467	0.288432455819238	2.59362879487237	0.0976232927388192	0.466162571859458	0.115899799598598	1.14761217022613	0.400600633082276	0.38633266532866	1.29489603294294	0.0997926992441263	0.0292869878216458	0.291783239423142	0.291783239423142	0.0292869878216458	1.29178323942314
