"Canthium_bibracteatum"	"Psidium_cattleianum"	"Premna_serratifolia"	"Erythroxylum_sechellarum"	"Cinnamomum_verum"	"Ochna_kirkii"	"Memecylon_eleagni"	"Lasioglossum_mahense"	"Apis_mellifera"	"Ornidia_obesa"	"Parasarcophaga_hirticeps"	"Unidentified_sp1_M_PL_109"	"Xylocopa_caffra"	"Hemipyrellia_germana"	"Pachycerina_seychellensis"	"Dichaetomyia_fasciculifera"	"Hemipyrellia_sp1_M_PL_109"	"Lygistorrhina_sp1_M_PL_109"	"Plagiostenopterina_cyanosoma"	"Simosyrphus_aegyptius"
"Canthium_bibracteatum"	2.24154136813746	0.893566725135416	0.660407168622008	0.678443640172099	0.634124214115008	0.0639954949035974	0.0910792836512583	2.03372030511513	1.25588212234679	0.340534325454848	0.247889175255404	0.155052117850384	0.0853273265381299	0.270373805256726	0.0838208432916136	0.0516840392834615	0.0575482303474811	0.0642736080163042	0.0634124214115007	0.0273237850953775
"Psidium_cattleianum"	1.01681730791271	2.36242001132151	0.642709614398036	0.503996968513646	0.43248887826786	0.169191884099949	0.135533230223126	1.19123668570306	1.86885265229888	0.397634682094543	0.463655379414357	0.150897039902147	0.225589178799932	0.136075031149927	0.0741725539145201	0.0502990133007158	0.0467739505637509	0.0477470812276086	0.0432488878267859	0.0406599690669377
"Premna_serratifolia"	0.947540720196794	0.810372992067088	2.27566703544972	0.546835833550069	0.563040224314919	0.0580373230392875	0.0616637661189706	1.5240596115597	0.850274819484917	0.511475932520672	0.421043066020328	0.534287043105586	0.0773830973857167	0.192415919084521	0.203998431045462	0.178095681035195	0.117199851733343	0.0518055000205328	0.0563040224314917	0.0184991298356912
"Erythroxylum_sechellarum"	1.17834948029891	0.76925853088925	0.661959166929031	1.83354343999879	0.687066335638571	0.0550927860318561	0.07788815495044	2.25774334024686	1.07399111437218	0.273858546680711	0.231429269881749	0.155416500061598	0.0734570480424748	0.154449966042875	0.138657557704686	0.0518055000205328	0.060256066792195	0.173704115368306	0.0687066335638571	0.023366446485132
"Cinnamomum_verum"	1.16256105921085	0.69678763720933	0.719440286624618	0.725236687618491	1.84698751692785	0.0499025628770608	0.0622421442686486	2.33045484173466	0.858250011526588	0.333243173861056	0.284927629060595	0.168912067294475	0.0665367505027477	0.154976854038747	0.0906573392134204	0.0563040224314918	0.120501387062138	0.0687066335638571	0.184698751692785	0.0186726432805946
"Ochna_kirkii"	0.422370266363743	0.981312927779706	0.266971685980723	0.209352586921053	0.179649226357419	3.14720278262613	0.0562984187080676	0.494821392522808	0.776292640185688	0.165171329485426	0.192595311449041	0.0626803088824305	2.86293704350151	0.0565234744776619	0.0308101377798776	0.0208934362941435	0.0194291794649427	0.0198334029714682	0.0179649226357419	0.0168895256124203
"Memecylon_eleagni"	1.00187212016384	1.31015455882355	0.472755540245441	0.493291648019453	0.373452865611892	0.0938306978467794	1.51780046402589	1.11233281801401	2.03989306506808	0.269296640014927	0.277469878122357	0.110994779014147	0.125107597129039	0.127794270217201	0.0603647061565143	0.0369982596713824	0.0371717731162858	0.046732892970264	0.0373452865611891	0.455340139207767
"Lasioglossum_mahense"	1.39818270976665	0.719705497612263	0.730278563872358	0.89369007218105	0.873920565650499	0.0515438950544592	0.0695208011258753	2.91905838070133	0.958614602191236	0.301272074162117	0.24110282071742	0.171456706300467	0.0687251934059456	0.181105140600379	0.0994849230631176	0.0571522354334889	0.0722721459992694	0.0846653752592574	0.0873920565650498	0.0208562403377626
"Apis_mellifera"	1.21894441286601	1.59402137990198	0.57518590729862	0.600171505090335	0.454367653161135	0.114160682380248	0.179990564564831	1.35333826191704	2.48186989583283	0.327644245351495	0.337588351715534	0.135043647800546	0.152214243173664	0.155483028764261	0.0734437258237591	0.0450145492668485	0.045225657291481	0.0568583531138212	0.0454367653161135	0.0539971693694492
"Ornidia_obesa"	1.123763274001	1.15314057807417	1.17639464479754	0.520331238693351	0.599837712949901	0.0825856647427128	0.0807889920044782	1.44610595597816	1.11399043419508	1.38278076410234	0.347025994370621	0.276197003561163	0.11011421965695	0.168625191090606	0.116712937054985	0.0920656678537209	0.0760247195743554	0.049294538402528	0.0599837712949899	0.0242366976013435
