"Symplocos_prunifolia"	"Cleyera_japonica"	"Eurya_japonica"	"Schefflera_octophylla"	"Myrsine_sguinii"	"Daphniphyllum_teijsmannii"	"Myrica_rubra"	"Ardisia_sieboldii"	"Litsea_acuminata"	"Vaccinium_bracteatum"	"Neolitsea_aciculata"	"Persea_thunbergii"	"Diospyros_morrisiana"	"Prunus_jamasakura"	"Taxillus_yadoriki"	"Hypsipetes_amaurotis"	"Turdus_pallidus"	"Sphenurus_formosae"	"Zosterops_japonica"	"Columba_janthina"	"Turdus_chrysolaus"	"Ficedula_narcissina"	"Turdus_dauma"
"Symplocos_prunifolia"	1.71644322903744	0.458268418596342	0.515064888008791	0.437155083652584	0.398236819249461	0.385896000128242	0.299396479132993	0.188593152195783	0.196821423729487	0.184479016428931	0.131214282486324	0.131214282486324	0.08916053711782	0.0656071412431622	0.0656071412431622	1.6037301192773	0.888232301324484	0.792538107713955	0.560142044818672	0.308157020301058	0.332022423312879	0.193099863266712	0.0589202252481012
"Cleyera_japonica"	0.523735335538677	1.64189748446368	0.496819849554423	0.520676297769184	0.429866220132905	0.301308968942005	0.289126701826508	0.218553923612531	0.175955971805894	0.23985289951585	0.11730398120393	0.11730398120393	0.0734522979634009	0.0586519906019648	0.0586519906019648	1.43371532582581	1.1548472939652	0.652909315230231	0.593678967460478	0.464278418320788	0.167391454067223	0.0589202252481012	0.21110110514533
"Eurya_japonica"	0.588645586295761	0.496819849554423	1.57163842908319	0.468609470992322	0.45243174732279	0.290969523158426	0.306569064537327	0.197984679182237	0.200032971790865	0.196960532877922	0.133355314527243	0.133355314527243	0.0924300963598532	0.0666776572636217	0.0666776572636217	1.62989828866631	0.948328491634441	0.821600856532029	0.730214375632511	0.305728969744438	0.170971656795306	0.0662226284582731	0.0638768377998544
"Schefflera_octophylla"	0.499605809888668	0.520676297769184	0.468609470992322	1.58219528556909	0.440443031663193	0.352028429066705	0.28202932422476	0.224425994418062	0.201234017068423	0.236021983092881	0.134156011378949	0.134156011378949	0.0534202168467113	0.0670780056894743	0.0670780056894743	1.63968458352048	1.13640214081757	0.474846371970767	0.579207344938665	0.600616026899239	0.182935888076489	0.0562056536124751	0.0669440954274665
"Myrsine_sguinii"	0.530982425665948	0.501510590155056	0.527837038543255	0.513850203607058	1.50562760619509	0.291228918843267	0.229139552363055	0.236459739967501	0.207563817219065	0.250907701341719	0.138375878146043	0.138375878146043	0.0529226663977034	0.0691879390730216	0.0691879390730216	1.69126073289608	1.20807411757124	0.470423701312919	0.777699716712197	0.300590447192369	0.164577933670995	0.0597355228874192	0.0644799330199357
"Daphniphyllum_teijsmannii"	0.617433600205188	0.421832556518808	0.407357332421797	0.492839800693387	0.34947470261192	1.64556511639758	0.278803379748946	0.171845809084677	0.226896875690243	0.144320275781894	0.151264583793495	0.151264583793495	0.0529946942019205	0.0756322918967476	0.0756322918967476	1.84878935747605	0.694875401912823	0.471063948461516	0.396653450785261	0.539898330268652	0.661864721926212	0.0694612800230836	0.054235614409561
"Myrica_rubra"	0.598792958265985	0.50597172819639	0.536495862940322	0.49355131739333	0.343709328544582	0.348504224686183	1.41147298793923	0.166453213985146	0.194697881840194	0.152330880057621	0.129798587893463	0.129798587893463	0.121781747207474	0.0648992939467314	0.0648992939467314	1.58642718536455	0.733444978055214	1.08250441962199	0.436943191271631	0.572278886541946	0.192825728691949	0.0673642078049234	0.0650535079109644
"Ardisia_sieboldii"	0.502915072522088	0.509959155095907	0.461964251425219	0.523660653642144	0.472919479935003	0.286409681807795	0.221937618646861	1.28902438296526	0.204435534936109	0.331318806979832	0.136290356624072	0.136290356624072	0.0497421869084135	0.0681451783120362	0.0681451783120362	1.66577102540533	1.59523870027327	0.442152772519231	0.450138572557756	0.301711480655543	0.159685431109541	0.0565779456587349	0.0655661770837594
"Litsea_acuminata"	0.524857129945298	0.410563934213754	0.466743600845352	0.46954603982632	0.41512763443813	0.378161459483738	0.259597175786926	0.204435534936109	1.31057457210459	0.15136601635187	0.207049714736391	0.207049714736391	0.0510356525955892	0.103524857368196	0.103524857368196	2.53060762455589	0.728799337990483	0.453650245294126	0.416761497187099	0.300005629041953	0.195184552532992	0.059046427118846	0.0527867915417683
"Vaccinium_bracteatum"	0.491944043810483	0.559656765536983	0.459574576715152	0.550717960550056	0.501815402683439	0.240533792969823	0.203107840076829	0.331318806979832	0.15136601635187	1.42129520229381	0.100910677567913	0.100910677567913	0.0490954540648256	0.0504553387839565	0.0504553387839565	1.23335272583005	2.02845838141466	0.436404036131783	0.466827110243084	0.302564406462338	0.141935870397816	0.0553437049286794	0.071955869854755
