"Fuchsia_regia"	"Justicia_brasiliana"	"Hippeastrum_aulicum"	"Heliconia_farinosa"	"Nematanthus_australis"	"Psychotria_suterella"	"Nidularium_inocentii"	"Ipomea_sp1_M_PL_069_01"	"Sinningia_douglasii"	"Vriesea_vagans"	"Aechmea_blumenavii"	"Billbergia_amoena"	"Justicia_carnea"	"Tillandsia_sp1_M_PL_069_01"	"Vriesea_carinata"	"Hedychium_coronarium"	"Vriesea_erythrodactylon"	"Vriesea_incurvata"	"Clytolaema_rubricauda"	"Thalurania_glaucopis"	"Phaethornis_eurynome"	"Amazilia_fimbriata"	"Amazilia_versicolor"	"Ramphodon_naevius"
"Fuchsia_regia"	3.91834004870237	0.0891939205554253	0.065211533626108	0.276382276718817	0.285797673653221	0.266788872064609	0.0213562908372145	0.0829162658421536	0.042091284388073	0.0858636412419879	0.0171309190673427	0.00753751441313454	0.0346048614102652	0.0416857612600952	0.00376875720656727	0.00648909906590767	0.011505285850121	0.00649388883342766	2.79961955686278	1.64890344539932	0.195417040340525	0.0676560334764015	0.0108151651098461	0.0144308640742837
"Justicia_brasiliana"	0.340444400993243	2.81150227054526	0.822440633242409	0.0913920788864135	0.0580964659481295	0.0638816605089557	0.4337399802714	0.0516126201300141	0.117177586424591	0.0131047330149929	0.180595117296776	0.153084698919318	0.0334993240501724	0.00998150945452433	0.0765423494596589	0.00403924853191415	0.00103210279743383	0.000991114261638118	0.251145014042232	0.39482415175674	3.9688625645749	0.113075817865787	0.00673208088652358	0.0022024761369736
"Hippeastrum_aulicum"	0.504923588933579	1.66837957029174	1.76082805249656	0.121203941231197	0.0861646600892966	0.0947448605326265	0.399471164717742	0.058482537587257	0.112866961741845	0.0194360336273467	0.167448903540126	0.140989822841556	0.0353414113735043	0.0148038844582229	0.0704949114207779	0.00457689424595925	0.00153074348442294	0.00146995212307664	0.372480914542914	0.585575874125261	3.6552917032996	0.112598895945287	0.00762815707659875	0.00326656027350365
"Heliconia_farinosa"	2.20292932325881	0.190848164733393	0.124768763032115	1.42896757896705	0.375927487840757	0.413362013718169	0.0456960394432068	0.1294043325135	0.0683661010464304	0.0847974017137049	0.0317335791700132	0.0161280139211318	0.0543582540349597	0.0645878146434639	0.0080640069605659	0.010127295588013	0.00667847528245752	0.00641324886910373	1.62509565206466	2.55480689034146	0.418133694251565	0.107675378471886	0.0168788259800217	0.0142516641535639
"Nematanthus_australis"	2.42034904875072	0.128901533822412	0.0942425969726682	0.399422955830805	1.36118801591497	0.385558730928413	0.0308637475349438	0.119829174223135	0.0608296068206405	0.0866996562489756	0.0247573122676662	0.0108930873652743	0.0500103559269306	0.0602435517075645	0.00544654368263714	0.00937793537398445	0.00798692450593944	0.00655711685916622	1.94348496311193	2.38296715643255	0.282413376136741	0.0977753464938161	0.0156298922899741	0.0145713707981472
"Psychotria_suterella"	2.25936826029716	0.141737434254245	0.10362719120756	0.439197139575554	0.385558730928413	1.42395232745178	0.0339371321453827	0.131761657131181	0.0668869651258801	0.0869699068257871	0.0272226234692022	0.0119778113454292	0.0549903428223775	0.0662425511643408	0.0059889056727146	0.0103117818624403	0.00684957747897339	0.00657755597842087	1.66673051988352	2.62026091272282	0.310535849696312	0.107511728793283	0.0171863031040671	0.0146167910631575
"Nidularium_inocentii"	0.340444400993243	1.81150227054526	0.822440633242409	0.0913920788864135	0.0580964659481295	0.0638816605089557	1.4337399802714	0.0516126201300141	0.117177586424591	0.0131047330149929	0.180595117296776	0.153084698919318	0.0334993240501724	0.00998150945452433	0.0765423494596589	0.00403924853191415	0.00103210279743383	0.000991114261638118	0.251145014042232	0.39482415175674	3.9688625645749	0.113075817865787	0.00673208088652358	0.0022024761369736
"Ipomea_sp1_M_PL_069_01"	1.49802053621491	0.244299735282067	0.136459254370266	0.2933164870306	0.25563557167602	0.281091535213187	0.058494302814016	1.48368496772583	0.683139744811917	0.0576633339270646	0.0328699998694187	0.0206450480520057	0.0385772832436493	0.0439205523770604	0.0103225240260028	0.116114475735065	0.00454144988588436	0.00436109248187884	1.10508613889853	1.7373018495815	0.53524198653348	1.15599668739814	0.193524126225109	0.00969131662639742
"Sinningia_douglasii"	0.760449204611186	0.554640575743066	0.263356244064304	0.154963162371909	0.129769827884033	0.142692192268544	0.132801264614537	0.683139744811917	2.17669875572969	0.0292719861710726	0.0591420046732014	0.0468710345698366	0.0256483631285408	0.02229565504196	0.0234355172849183	0.0534631104635413	0.00230540361097351	0.00221384769361053	0.560981545336887	0.881917021659752	1.2151749703291	1.98474372229016	0.0891051841059022	0.00491966154135674
"Vriesea_vagans"	2.58544964184208	0.103381782673833	0.0755845752174593	0.32034573980733	0.308265444440802	0.309226335380576	0.0247533845838755	0.0961055565451077	0.0487866436184543	1.16475684360318	0.0198558931034153	0.00873648867666194	0.0401093733686824	0.048316614903215	0.00436824433833097	0.0075213044252693	0.00950317449068063	0.0880908537178877	2.31243912606562	1.91119054506051	0.226501558283828	0.0784179157713396	0.0125355073754488	0.195757452706417
"Aechmea_blumenavii"	0.580309883406233	1.60278166600888	0.732588952988053	0.134867711472556	0.0990292490706648	0.108890493876809	0.383764624255648	0.06163124975516	0.110891258762253	0.0223378797413422	1.16142355556833	0.135446337972582	0.036185701396698	0.0170141396682514	0.0677231689862908	0.00482331519822992	0.00175928713262627	0.00168941947623596	0.428093202272394	0.673003746877499	3.51157172521508	0.112380306731724	0.00803885866371653	0.00375426550274658
"Billbergia_amoena"	0.340444400993243	1.81150227054526	0.822440633242409	0.0913920788864135	0.0580964659481295	0.0638816605089557	0.4337399802714	0.0516126201300141	0.117177586424591	0.0131047330149929	0.180595117296776	1.15308469891932	0.0334993240501724	0.00998150945452433	0.0765423494596589	0.00403924853191415	0.00103210279743383	0.000991114261638118	0.251145014042232	0.39482415175674	3.9688625645749	0.113075817865787	0.00673208088652358	0.0022024761369736
"Justicia_carnea"	1.87558348843638	0.475690401512448	0.24738987961453	0.369636127437726	0.320066277932356	0.351938194063216	0.113897701770586	0.115731849730948	0.0769450893856223	0.0721968720636283	0.0578971222347169	0.0401991888602069	1.05069213906794	0.0549903428223775	0.0200995944301035	0.00905727519633505	0.00568608254266548	0.00546026763506432	1.38361341871527	2.1751735605296	1.04220119267203	0.108624546607784	0.0150954586605584	0.0121339280779207
"Tillandsia_sp1_M_PL_069_01"	2.25936826029716	0.141737434254245	0.10362719120756	0.439197139575554	0.385558730928413	0.423952327451781	0.0339371321453827	0.131761657131181	0.0668869651258801	0.0869699068257871	0.0272226234692022	0.0119778113454292	0.0549903428223775	1.06624255116434	0.0059889056727146	0.0103117818624403	0.00684957747897339	0.00657755597842087	1.66673051988352	2.62026091272282	0.310535849696312	0.107511728793283	0.0171863031040671	0.0146167910631575
"Vriesea_carinata"	0.340444400993243	1.81150227054526	0.822440633242409	0.0913920788864135	0.0580964659481295	0.0638816605089557	0.4337399802714	0.0516126201300141	0.117177586424591	0.0131047330149929	0.180595117296776	0.153084698919318	0.0334993240501724	0.00998150945452433	1.07654234945966	0.00403924853191415	0.00103210279743383	0.000991114261638118	0.251145014042232	0.39482415175674	3.9688625645749	0.113075817865787	0.00673208088652358	0.0022024761369736
"Hedychium_coronarium"	0.879272923430489	0.143393322882952	0.0800956493042868	0.172164024996222	0.150046965983751	0.164988509799044	0.0343336125212703	0.870858568012989	0.40097332847656	0.0338458699137118	0.0192932607929197	0.0121177455957425	0.0226431879908376	0.0257794546561007	0.00605887279787123	2.24206719227928	0.00266563362867125	0.00255977167414627	0.648637516310005	1.01972065084132	0.314163774704434	0.678519794777172	2.07011198713213	0.00568838149810283
"Vriesea_erythrodactylon"	3.1179324653828	0.0732792986178019	0.0535760219548027	0.227068159603556	0.255581584190062	0.219186479327148	0.0175457475563751	0.0681217482882654	0.0345810541646026	0.0855285704161256	0.0140742970610102	0.00619261678460298	0.0284304127133274	0.0342478873948669	0.00309630839230149	0.00533126725734251	1.01291542828946	0.00646854734239606	3.14275421710169	1.35469421250807	0.160549324045262	0.0555843565294615	0.00888544542890418	0.014374549649769
