"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Phoenicophorium_borsigianum"	"Northea_hornei"	"Roscheria_melanochaetes"	"Campnosperma_seychellarum"	"Psychotria_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_121"	"Rhiparida_seychellensis"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_121"	"Unidentified_sp4_M_PL_121"	"Unidentified_sp6_M_PL_121"	"Unidentified_sp1_M_PL_121"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_121"	"Cratopus_aurostriatus"	"Polistes_olivaceus"	"Simosyrphus_aegyptius"	"Unidentified_sp5_M_PL_121"	"Forcipomyia_litoraurea"	"Forcipomyia_sp1_M_PL_121"	"Lygistorrhina_sp1_M_PL_121"	"Nectarinia_dussumieri"	"Pachycerina_seychellensis"	"Unidentified_sp7_M_PL_121"	"Xylocopa_caffra"
"Nephrosperma_vanhoutteanum"	2.91265344064989	0.40450855166939	0.401800492999482	0.371248638446156	0.36844035028354	0.26191217834402	0.215055428861519	0.188232598769883	0.0795680398293961	0.0597381748835723	1.48410917091513	0.776322024294031	1.17375586414249	0.248959555732866	0.169389835770491	0.110369917873309	0.0894704601999412	0.0879273091056685	0.0572889886771651	0.0768337458997851	0.0558409320060317	0.0508228016678684	0.0572575770490793	0.0573280802965389	0.0361620443699534	0.0572575770490793	0.0169409338892895	0.0169409338892895	0.0391251954714164	0.017595444179579	0.0195056656032466	0.0181323815776629	0.0195056656032462
"Chrysobalanus_icaco"	1.35510364809245	1.6622009528056	0.573071867923065	0.485160605883535	0.390654648781445	0.214631571634263	0.324402646800347	0.127859437797849	0.0448907580155995	0.0851817570026912	2.42226033404125	0.612452285886901	0.546086544753676	0.140458193968809	0.0924824620844294	0.111700590207799	0.0709437846236022	0.114906459288206	0.0323213457712316	0.113683644401569	0.110339868381895	0.0345220482054191	0.0330619936305715	0.0930019277013745	0.0515764681130758	0.0330619936305715	0.0115073494018064	0.0115073494018064	0.0182028848251225	0.0265420347382103	0.0206817167001947	0.014859108805449	0.0206817167001942
"Memecylon_eleagni"	1.34603165154827	0.573071867923065	1.6529395948239	0.497114301236592	0.394007274914343	0.221006639472362	0.303361217243461	0.150936234291245	0.0448045122237678	0.0798846010598434	2.25666418905097	0.815161308422679	0.542430665549301	0.140188340469033	0.0967120483831331	0.10698778861673	0.0747860997093275	0.117737597661298	0.0322592488011128	0.0647284649134504	0.0619479023842526	0.040752783258636	0.0333814818407556	0.0438692562415146	0.148764563534151	0.0333814818407556	0.013584261086212	0.013584261086212	0.0180810221849767	0.0248204632290105	0.0208592086719364	0.0153004596557789	0.0208592086719359
"Erythroxylum_sechellarum"	1.30913993557329	0.510695374614247	0.523278211827991	1.74511240856585	0.397036042319171	0.230549702149702	0.270188056577541	0.161583171924752	0.0440730133843208	0.0715019777999868	1.99675698459605	0.907466050000895	0.527563854634011	0.137899561878053	0.0978024896356053	0.0992097794632034	0.0783870183762222	0.413316096765595	0.031732569636711	0.061586308860378	0.0599619802649929	0.0436274564196831	0.0335465950468823	0.0405667536787748	0.0470950390645192	0.0335465950468823	0.0145424854732277	0.0145424854732277	0.0175854618211337	0.0221062955381626	0.0210195551816036	0.0159611332257486	0.0210195551816032
"Dillenia_ferruginea"	1.45208843935277	0.459593704448758	0.463537970487462	0.443746164944956	1.59360835719861	0.287251756209623	0.222733646341115	0.190275639773295	0.0902927646905909	0.0600294512896659	1.60564472640156	1.06807337076745	0.585169968097386	0.282516028187449	0.112653272014213	0.0938484849821556	0.0966714477607229	0.105097775908016	0.0650107905772255	0.124554883566896	0.124935878008931	0.0513744227387896	0.0393923256485278	0.0401873823034403	0.0417184173438716	0.0393923256485278	0.0171248075795965	0.0171248075795965	0.0195056656032462	0.0182236619733641	0.0843675012634561	0.0198866600452816	0.0843675012634557
"Phoenicophorium_borsigianum"	1.3498550730038	0.330202417898866	0.340010214572864	0.336957256988026	0.37563691196643	1.837329404728	0.20455115039382	0.379157823919106	0.0442319914020309	0.0652256498639051	1.09875250022668	0.911385533209791	0.543971447329888	0.138396986431243	0.249845281058059	0.198371810984545	0.542923116231244	0.0798056661287431	0.0318470338094623	0.0528781504283935	0.161945496870362	0.102372612458159	0.145332109597294	0.0329914903831119	0.0306009193115577	0.145332109597294	0.0341242041527195	0.0341242041527195	0.0181323815776629	0.01673600321404	0.0198866600452819	0.127199728019631	0.0198866600452816
"Northea_hornei"	1.30988306670198	0.589822994182448	0.551565849533564	0.466688461361206	0.344224726163542	0.241742268647242	1.47085223677248	0.127595194846166	0.04219370397896	0.11858939254926	2.33318643924416	0.586508550930619	0.527863325387365	0.132019411560835	0.0924894708250862	0.310593176630258	0.0784275803923141	0.110531477690812	0.0303794668648512	0.0623611408911529	0.0615016999256139	0.0344507026084647	0.0343314473936186	0.044137478917789	0.0496409264580207	0.0343314473936186	0.0114835675361549	0.0114835675361549	0.0175954441795788	0.120342455735931	0.0182236619733645	0.0167360032140398	0.018223661973364
"Roscheria_melanochaetes"	1.26115841175822	0.255718875595697	0.301872468582489	0.30700802665703	0.323468587614602	0.492905171094838	0.140354714330783	2.10007830313549	0.0403386797833747	0.0402546561843262	0.921439669175711	0.896719170683604	0.508228016678684	0.126215246966648	0.462961100384976	0.0861086699696168	0.325503863893072	0.0727124273661386	0.0290438494440298	0.0455730908706924	0.0627563611341225	0.567021141846582	0.0510651380420091	0.0284482832910958	0.027168522172424	0.0510651380420091	0.189007047282194	0.189007047282194	0.0169409338892895	0.011483567536155	0.0171248075795968	0.0341242041527196	0.0171248075795966
"Campnosperma_seychellarum"	1.06621173371391	0.179563032062398	0.179218048895071	0.167477450860419	0.306995399948009	0.11500317764528	0.0928261487537123	0.0806773595667495	3.04962508214829	0.0255604611430088	0.648966586207749	0.367323516129171	0.429667415078739	0.653049145921761	0.0654504246822544	0.0451418773969852	0.0391079961704697	0.0396657120458887	2.19573005914677	0.0386552812564055	0.0322947925394798	0.0217828870830224	0.0222840056216569	0.0224025836120992	0.0161296244005564	0.0222840056216569	0.00726096236100745	0.00726096236100745	0.0143222471692913	0.00759486671621291	0.0162526976443065	0.00796175845236557	0.0162526976443064
"Psychotria_pervillei"	1.33415257239978	0.567878380017941	0.532564007065622	0.452845859399916	0.34016689064144	0.282644482743589	0.434827772680619	0.134182187281087	0.0426007685716813	1.14129497393517	2.23740337529789	0.591246738918918	0.53764357395215	0.133293071442061	0.0974848460649824	0.45103127513435	0.0903471766919839	0.10725296669998	0.0306725533716106	0.0614848149527788	0.0631310574468787	0.0362291905658936	0.0374891474242432	0.043475979565879	0.047930760635906	0.0374891474242432	0.0120763968552979	0.0120763968552979	0.0179214524650717	0.0355768177647781	0.0180088353869003	0.0195676949591715	0.0180088353868998
