"Oecophylla_smaragdina"	"Crematogaster_fusca"	"Anonychomyrma_gilberti"	"Crematogaster_pythia"	"Polyrhachis_foreli"	"Technomyrmex_albipes_"	"Paratrechina_vaga"	"Pheidole_platypus"	"Monomorium_floricola"	"Camponotus_vitreus"	"Leptomyrmex_unicolor"	"Tetramorium_validiusculum"	"Polyrhachis_sp1_M_PA_004"	"Turneria_bidentata"	"Rhoptromyrmex_wroughtonii"	"Polyrhachis_sp2_M_PA_004"	"Polyrhachis_yorkana"	"Tapinoma_melanocephalum"	"Camponotus_sp1_M_PA_004"	"Tetraponera_nitida"	"Crematogaster_sp1_M_PA_004"	"Camponotus_sp2_M_PA_004"	"Paratrechina_minutula"	"Pheidole_impressiceps"	"Pheidole_sp1_M_PA_004"	"Polyrhachis_sp3_M_PA_004"	"Monomorium_intrudens"	"Polyrhachis_sp4_M_PA_004"	"Tapinoma_minutum"	"Tetramorium_insolens"	"Echinopla_australis"	"Monomorium_fieldi"	"Odontomachus_cephalotes"	"Polyrhachis_cupreata"	"Polyrhachis_mucronata"	"Polyrhachis_thusnelda"	"Rhytidoponera_spoliata"	"Camponotus_sp3_M_PA_004"	"Podomyrma_sp1_M_PA_004"	"Polyrhachis_delicata"	"Strumigenys_guttulata"	"Merremia_peltata"	"Flagellaria_indica"	"Macaranga_involucrata_subsp._mallotoides"	"Homalanthus_novoguineensis"	"Entada_phaseoloides"	"Ardisia_pachyrrhachis"	"Ipomoea_indica"	"Rockinghamia_angustifolia"	"Syzygium_erythrocalyx"	"Cryptocarya_murrayi"	"Ichnocarpus_frutescens"	"Normanbya_normanbyi"	"Dysoxylum_pettigrewianum"	"Endospermum_myrmecophilum"	"Licuala_ramsayi"	"Castanospermum_australe"	"Archontophoenix_alexandrae"	"Cardwellia_sublimis"	"Clerodendrum_tracyanum"	"Mallotus_mollissimus"	"Smilax_cf._australis"	"Elaeocarpus_angustifolius"	"Glochidion_philippicum"	"Wrightia_laevis_subsp._millgar"	"Adenia_heterophylla"	"Ficus_septica"	"Jasminum_didymum"	"Macaranga_tanarius"	"Mucuna_gigantea"	"Pachygone_longifolia"	"Passiflora_sp._indet."	"Syzygium_sayeri"	"Trichosanthes_pentaphylla"	"Dysoxylum_papuanum"	"Euodia_sp1_M_PA_004"	"Syzygium_gustavioides"	"Unidentified_sp1_M_PA_004"	"Aleurites_rockinghamensis"	"Crotalaria_sp1_M_PA_004"	"Cryptocarya_hypospodia"	"Dysoxylum_mollissimum_subsp._molle"	"Embelia_caulialata"	"Mallotus_paniculatus"	"Neosepicaea_jucunda"	"Stephania_japonica"	"Syzygium_cormiflorum"	"Toona_ciliata"	"Urena_lobata"
"Oecophylla_smaragdina"	1.81299808652132	0.517654277706028	0.424801580434131	0.27281348259427	0.298231019796583	0.226401146694353	0.175489577636777	0.170487791703012	0.160420189246395	0.131445676374458	0.121567003010584	0.0940069081746587	0.0873157713467859	0.0740887483899569	0.06514981177627	0.0623683804566977	0.0611507132472347	0.0578238195219669	0.0405837213405115	0.0500568151419594	0.0400125329742121	0.0246496468611336	0.0302631191427018	0.022099905605873	0.0243476245719978	0.0253712549030351	0.0164470859153603	0.0233670150173283	0.0170014328293197	0.0190397905179788	0.0160675855379111	0.0127631757010067	0.0104727979040812	0.0105821864009475	0.0106349330746911	0.0179225325894307	0.0163804998915291	0.00497590502618537	0.00596461903405701	0.00470333117206867	0.00523639895204059	0.911576295152566	0.741631574217192	0.448003021452361	0.219488788029871	0.354148925702516	0.159044163609498	0.153989684282786	0.075804973436736	0.122700428548281	0.11929238068114	0.101739753878836	0.165722365464556	0.0829317504364229	0.060896321406214	0.119984734456986	0.0724973565876079	0.0550214986267205	0.0651960847876109	0.0314898134045757	0.0310038966555004	0.0934774280606685	0.0424009676435721	0.0287493155314699	0.0531238791732939	0.0467118861026126	0.0222047881557722	0.0298433915504212	0.0163199688106065	0.0154409611132288	0.0431554252108178	0.0306215594632956	0.0164510667538357	0.0290485711662543	0.035090285545574	0.00937106220961212	0.0126151285871025	0.0230487069650381	0.00464531234920879	0.00464531234920879	0.017545142772787	0.00555300655083674	0.00606859400620187	0.00584600319844865	0.00555665612924677	0.0065465345809006	0.017545142772787	0.017545142772787	0.00550705491959236
"Crematogaster_fusca"	0.594343800329143	1.59842161500788	0.416031390144357	0.270117688622381	0.250161947407665	0.245836723837935	0.222857452066834	0.213832402240833	0.17398524662901	0.147536237938951	0.09434983894861	0.108551256634487	0.0987148950741414	0.076459718938105	0.0721342480540501	0.0677338938847253	0.0664035561301999	0.0689750440568002	0.0553684833513007	0.0442215653172875	0.0417457619684377	0.0301638183353725	0.0346703180163691	0.0270702418938895	0.025853890122533	0.0244279736273182	0.0173300368652899	0.0188131621656844	0.0204513702206367	0.0202462914005927	0.0123041787087294	0.0125341313449164	0.0122510961012424	0.0164748043294808	0.0134912579257327	0.0117511312713524	0.0128604737406564	0.00671370003167965	0.00570307469259335	0.00613862930901534	0.00612554805062119	0.7761506434202	0.773966176060354	0.524074666553146	0.286469367754049	0.258075617854445	0.263471920577539	0.238586534778988	0.0888937260547957	0.16069469148655	0.114061493851867	0.109387998195875	0.106791734290348	0.111895000527994	0.0840983876771333	0.0684113377202856	0.0898654608709905	0.0277933264766143	0.0403101969788113	0.046695666143531	0.0608145047517557	0.0465188111504224	0.0287785680595672	0.040890956402579	0.0407375345714953	0.0234693001964238	0.0594887579846741	0.0290033141846318	0.017463286344111	0.0178954415180046	0.0167914374655759	0.0170768308004272	0.0176393564146809	0.0412721945302422	0.0115034283934673	0.010628498359954	0.0114346653946347	0.0117280342484516	0.00589916784882795	0.00589916784882795	0.00575171419673364	0.00602256622946573	0.00594330557349081	0.0057882361847653	0.00573447892035787	0.00549135982114386	0.00575171419673364	0.00575171419673364	0.00597981220146327
"Anonychomyrma_gilberti"	0.627088047307527	0.534897501614173	1.51470110009237	0.265147845541783	0.268512287797718	0.234773222980546	0.197118566821321	0.183880626432473	0.169457675529636	0.149460219018757	0.09880485662993	0.0975304890227404	0.102363003014363	0.0754984079926076	0.0658428136769153	0.0723616990705436	0.0627602418039393	0.0622327394979899	0.0462649212131754	0.0458813247857112	0.0472630425662735	0.0270460257682186	0.0328836323517847	0.0307176175978138	0.0255316619276516	0.0300318151962849	0.0171989676166588	0.0272056085023288	0.0182480871723812	0.0196016704612912	0.0122031575213885	0.012377845681491	0.0116293036730482	0.0129972258932485	0.0139993928943614	0.0112456604056876	0.0151705414897572	0.00608633984719864	0.00520487143301458	0.00612318505621726	0.0058146518365241	0.794875699001552	0.757745806027227	0.497475768235951	0.285748635956805	0.34429390579161	0.185390275706567	0.161145319377058	0.0976182934305368	0.241524121792537	0.104097428660292	0.14712629736809	0.1003949542896	0.101438997453311	0.0649357406920345	0.0867218463643087	0.0962647624662061	0.0294833055401761	0.0564077274551076	0.0339298769544774	0.0341401203673623	0.0362862756045002	0.0642646092644181	0.0454662884226066	0.0296612606056671	0.0396416177710679	0.0231683865201249	0.0179060717508621	0.0169173222010703	0.0162380537628349	0.0171977351949632	0.0172417544381506	0.0336288106779464	0.0179552051531835	0.0121371880124037	0.010027974923277	0.0275327593153461	0.0117170157685564	0.00521784441585849	0.00521784441585849	0.00606859400620187	0.00586584261448739	0.0216385871441767	0.00568173954732391	0.00566238059944557	0.00589417217116942	0.00606859400620187	0.00606859400620187	0.00571070001844572
"Crematogaster_pythia"	0.604086997173027	0.520941256628878	0.397721768312674	1.34757005341652	0.254699559005345	0.251669843584101	0.222486427161803	0.212064226750062	0.172247439100113	0.155106118118702	0.101642006795181	0.105992099985594	0.0944003042158264	0.0751847231199686	0.0810719563757158	0.0660978326936839	0.0607639261458325	0.0637563264661399	0.0507937090310888	0.0487668205067196	0.036965392463376	0.0341900283278827	0.0343477814193343	0.0243065344603184	0.0275002150626166	0.0252193559221528	0.0183171398872287	0.01682001478281	0.0190341681529246	0.0205716600239191	0.0196635694174148	0.0151819573224659	0.01566609022317	0.010188685242868	0.0107731866608538	0.00984696993396509	0.0125493192246774	0.00501002707381061	0.00638333793947991	0.00572602149701339	0.00783304511158499	0.890034923317805	0.710496572871463	0.670160526213382	0.267214336527291	0.208016280551858	0.198641148167676	0.23452202351006	0.0872960436304612	0.132203165822148	0.127666758789598	0.0978328955712001	0.0973823042246697	0.0835004512301768	0.072796105249887	0.0926294149494106	0.0616875742247163	0.0285913011378975	0.0869658100137213	0.0363245787586224	0.0342768005268504	0.0350182521770085	0.0279298418104239	0.0287943297538519	0.0526267635057378	0.0233361572976867	0.0235214119115558	0.0172252053125996	0.0415790310511712	0.0409225511032415	0.0161231428671816	0.043571110580925	0.0174151276397009	0.0174224755679793	0.0116920063968973	0.0116493470651875	0.0112727054767095	0.0113147565515736	0.00588934660134184	0.00588934660134184	0.00584600319844865	0.00596241135346544	0.00568173954732391	0.0288765011446397	0.00563885423399764	0.00559096592938563	0.00584600319844865	0.00584600319844865	0.00612169889799164
"Polyrhachis_foreli"	0.676475240026395	0.494222383902948	0.412592051981859	0.260911743371329	1.44206310807134	0.216959860354398	0.169886506850876	0.163905112894627	0.160649484492831	0.151393426482367	0.161222009433975	0.089443481230662	0.104516895077054	0.0839419387388542	0.0613184902307326	0.0766733596058044	0.0606915209867705	0.0552688420354847	0.0392071726276928	0.0565475909286632	0.0325573103416814	0.0244390136049043	0.0309760092048772	0.0198091034843238	0.0229250688360707	0.0228915370817062	0.0166974684844141	0.0171929348365674	0.0171787716049033	0.0175015613766351	0.0103839754999735	0.0129543674872454	0.0102408600893172	0.0096310801357611	0.00968644368868074	0.0100685391951842	0.0145301796855961	0.00478136565529399	0.0110718423799473	0.00462981269443413	0.00512043004465862	0.948776868046622	0.575629110528829	0.438081237154127	0.21605792574026	0.267849689720373	0.157167382262744	0.1768632161012	0.0915014384105306	0.10995911042247	0.221436847598946	0.23291808560149	0.271329850227088	0.0796894275882331	0.0582839535339052	0.131296844530047	0.0618032677074585	0.0854718948638871	0.0445153132310235	0.0322933674902354	0.0304963276100966	0.0382240327256468	0.0286433552175935	0.0552356801341328	0.0314457994603017	0.0245481850269532	0.0212326149990821	0.0436929382377569	0.016532023913384	0.0148464972346181	0.0176239117996341	0.0168102894852743	0.0180892764772765	0.0175292542231883	0.0130930691618012	0.009408262994207	0.0375492160068818	0.0120087714697099	0.00449699576958201	0.00449699576958201	0.0065465345809006	0.00556094369398262	0.00589417217116942	0.00559096592938563	0.00629564540541407	0.0316550438357124	0.0065465345809006	0.0065465345809006	0.00527740200862049
"Technomyrmex_albipes_"	0.56906234169121	0.538183098131694	0.399749001291201	0.285679281906277	0.240414980392711	1.31357578097822	0.229900278339942	0.214100797923129	0.170278499314654	0.166889007465838	0.104558715071366	0.109539629479005	0.0926313184665065	0.073652568967812	0.0801553952843441	0.0597221705013934	0.0656718726437895	0.063848333840954	0.0560369863959297	0.0424802693959273	0.0422321842625387	0.0424015366093173	0.0329859641393615	0.0267360343124101	0.0284561151908253	0.0235057858941761	0.0182593126070658	0.0185685575614221	0.0185257668838486	0.0197719516188223	0.01381093425387	0.0134698519400851	0.0152770045334915	0.0128926550278324	0.0139321087230102	0.00963972089785945	0.0109402669212411	0.00503412562489301	0.0064207567197053	0.00652843126641781	0.00763850226674574	0.706241238215547	0.911566336088075	0.653516305043802	0.304660125766164	0.204356689916068	0.205532864803046	0.21854099879655	0.0628689002468657	0.110228284566434	0.128415134394106	0.122881047865167	0.0940802050873309	0.0839020937482168	0.100363808262245	0.0935051167237937	0.0904893911361295	0.0274503415791901	0.0668014786974699	0.0905766542784766	0.0365931838082666	0.033515086799425	0.0277878240511001	0.0290562327590962	0.0285773698609732	0.0226190656031377	0.0241552662215129	0.0167642691296761	0.0192103070256506	0.0184231241182308	0.0153519842432215	0.0178436742318255	0.0177990185490124	0.0174666793225189	0.0110141098391847	0.0131100703717968	0.0109881020270662	0.0114175234575334	0.0060855956031161	0.0060855956031161	0.00550705491959236	0.00589425574550726	0.00571070001844572	0.00612169889799164	0.0055239426725859	0.00527740200862049	0.00550705491959236	0.00550705491959236	0.0319518433210918
"Paratrechina_vaga"	0.480015609418242	0.530925106394515	0.365249109110094	0.274836174729286	0.204863140614292	0.250185597016995	1.36185225822622	0.264323626985017	0.175390611479989	0.150886360394771	0.0835880644994797	0.127541605934867	0.0999667900141104	0.0731722363195574	0.0840712701130025	0.0593760262943786	0.0749039625833753	0.0773887694816926	0.0738183614457479	0.0378306031397337	0.0388891838852151	0.035490301990005	0.0350276753735652	0.0331693521949262	0.0306245402821231	0.0273977024002701	0.0224441349965691	0.0153964096588408	0.0251448945222947	0.0202683812951916	0.0106323176657242	0.0135304414035537	0.0160970417511899	0.0155104863657123	0.0163072413141111	0.0138715088148979	0.0101861798097583	0.00921166771536143	0.0046670864436892	0.0110575417828831	0.00804852087559493	0.663921486163895	0.650606709201741	0.688595674912011	0.516018616534545	0.188170371271982	0.28684774038176	0.2338187020648	0.0603295590240427	0.105929465706666	0.0933417288737839	0.0902349080691422	0.080258861091241	0.153527795256024	0.171889791306636	0.0595155271790012	0.0641629942705647	0.0229864448656773	0.0370745865481716	0.0362671111832866	0.0684052455632289	0.0291257295948719	0.0258644071186388	0.0275162643201278	0.0259430738379817	0.0205796825885834	0.0253714152976617	0.0150414759676188	0.0186721539501457	0.0496122887173315	0.0155328036651217	0.0153192019001265	0.0171201007017179	0.0164436480468647	0.00929062469841759	0.0131214948571716	0.0097148401854405	0.0113866689817126	0.0360490303648117	0.0360490303648117	0.0046453123492088	0.00607121347430731	0.00521784441585849	0.00588934660134184	0.00548791772396681	0.00449699576958201	0.0046453123492088	0.0046453123492088	0.0060855956031161
"Pheidole_platypus"	0.511463375109035	0.558723373597016	0.373692885975671	0.287312823338793	0.21677772995741	0.255539662037283	0.289903332822276	1.26967472128775	0.173300366511454	0.156681870523196	0.0853940115479358	0.128120554423806	0.103314135803107	0.0683224676192564	0.0827758556354326	0.0564046812874457	0.068857407573227	0.0686540939680584	0.0700560937883312	0.0402962331634015	0.0384748089150641	0.037218358510806	0.0333671551028793	0.0299160264914434	0.0303225380027312	0.024687208950196	0.0211885764758031	0.0159893848670827	0.0248971567936477	0.0200515315395816	0.0112986430278956	0.0146851365496916	0.0171353696965129	0.015784165181229	0.0144523328518737	0.00959053834088335	0.0109893709512543	0.00532602832552131	0.00475422343384408	0.00919597991075925	0.00856768484825645	0.740891372729365	0.694242099556886	0.733013037017497	0.429145729168765	0.194876769992768	0.319457506048446	0.205704409291297	0.0611156884176487	0.107300286028052	0.0950844686768816	0.0930732340023948	0.0837975524403263	0.0887671387586885	0.145008663624841	0.0617099037226344	0.0642443137247316	0.0242197753520149	0.0385704104120093	0.0376010606828527	0.0701854149340971	0.0309562653122678	0.0259780226387951	0.0286349206840257	0.0274449762366797	0.0212366197715762	0.0554856366196524	0.0159162185856331	0.0190603030799203	0.0506921392748563	0.0142150333845401	0.0161907382853842	0.017668347663964	0.0173657205343939	0.00989929113114262	0.013055877474686	0.0100970053353029	0.0111468122471617	0.0076739117511779	0.0076739117511779	0.00494964556557131	0.0059988588407811	0.00533846979965245	0.00615670335725985	0.00512418507144423	0.00475853553565047	0.00494964556557131	0.00494964556557131	0.00621582961712309
"Monomorium_floricola"	0.573810676919797	0.542030960651916	0.410608983014118	0.278245863161721	0.253331879392542	0.242319402870854	0.229356953473832	0.206627360071349	1.22774089396742	0.140598418264087	0.0973598293959205	0.108371596138796	0.0964809789659788	0.0816362119206735	0.0711065471613803	0.0756530097547633	0.0686322986645168	0.074007179645087	0.0570502712570617	0.044945465411031	0.0402354841230625	0.0297789071200424	0.0376602544768773	0.0278433731553296	0.0267025373636983	0.0258726815843052	0.0183566351266253	0.0178909210581582	0.0211088316755132	0.0217612789709838	0.0116800847404852	0.0130316292764859	0.0131749830533234	0.0102995661093893	0.0121840732534228	0.0127718593949716	0.0125612130170823	0.0077158544461484	0.00900319500344703	0.00702226015798333	0.00658749152666171	0.780456683034258	0.716576499039133	0.563596497281057	0.327705474039222	0.244683010690324	0.254747792256859	0.281764378841991	0.103748290100605	0.150948770325049	0.180063900068941	0.0973322402161383	0.095867993639556	0.128597574102473	0.072373756969717	0.0688181749897421	0.0630888267220375	0.0277043908931592	0.0402674245721195	0.0341746354749295	0.0342516867596659	0.0337875989836494	0.0284733214537277	0.0287398885123153	0.0288696933803086	0.0594705789688794	0.0240665575291783	0.0171365164742851	0.0172818969939992	0.0180324836685539	0.0168533498294107	0.0167714560375205	0.0171563785888669	0.0175981390097682	0.0111060131016735	0.0108671938195952	0.01142678630847	0.0117299134306433	0.00607121347430731	0.00607121347430731	0.00555300655083674	0.0424987232527185	0.00586584261448739	0.00596241135346544	0.00612271589405051	0.00556094369398262	0.00555300655083674	0.00555300655083674	0.00589425574550726
"Camponotus_vitreus"	0.531497734905419	0.519584142306742	0.409391034703553	0.283237259173281	0.269875238512045	0.268473620705914	0.223049402322705	0.211179912444308	0.15893734238549	1.23680114907364	0.0934894675961542	0.101631576566864	0.125164166493737	0.0831917593484854	0.0818976951291636	0.0536999848023842	0.0599565743651092	0.059097603083228	0.0481928369548741	0.0502612865442308	0.0339475217327329	0.053020127474026	0.0280611464235879	0.0227857103409363	0.0270455828207673	0.0254699632877282	0.019250090217941	0.0166361714353902	0.0177163059273957	0.0203947156472037	0.010330306697226	0.0153886911164649	0.0182340774128404	0.0214324500217299	0.015274081011716	0.00948696752557172	0.012374816302471	0.00512011102952356	0.00737718688477042	0.00608504530307815	0.00911703870642022	0.759566791883193	0.60052122324306	0.780013311549285	0.283968780810314	0.244126555697049	0.17865360714243	0.160984850393336	0.0605988687441327	0.106479659263954	0.147543737695408	0.188399252668445	0.0929034619211275	0.0853351838253926	0.0725350901889378	0.0662211034219679	0.112310436438907	0.0273940166889048	0.040063457940276	0.125170792332982	0.0816227620872809	0.0314907894708747	0.0275620063429983	0.073452107783639	0.028591745322652	0.021637173522982	0.0234505011263498	0.0168407742050521	0.0611666570528768	0.0181046484405653	0.0145561883201605	0.0158615343200058	0.0617548600454135	0.0166898407403098	0.0102870529336533	0.015318650010707	0.0117725339543918	0.0105396181596865	0.00590424888501277	0.00590424888501277	0.00514352646682663	0.0055016772364208	0.0058484433529079	0.00606936983942745	0.00623938195113641	0.00592409060148391	0.00514352646682663	0.00514352646682663	0.00653043942257628
