"Microtus_arvalis"	"Dryomys_nitedula"	"Arvicola_terrestris"	"Neomys_schelkovnikovi"	"Ctenophthalmus_wladimiri"	"Ceratophyllus_sciurorum"	"Amphipsylla_rossica"	"Frontopsylla_elata"	"Megabothris_walkeri"	"Ctenophthalmus_bogatschevi"	"Neopsylla_pleskei"	"Nosopsyllus_consimilis"	"Hystrichopsylla_talpae"	"Palaeopsylla_soricis"	"Callopsylla_caspia"	"Leptopsylla_taschenbergi"	"Peromyscopsylla_bidentata"	"Rhadinopsylla_integella"	"Stenoponia_ivanovi"
"Microtus_arvalis"	4.9385761390263	0	0.274510718752743	0.0500710369577983	2.43438284529551	0	1.05697574682819	0.412368477419423	0.148235788126481	0.204734906671886	0.162611653358183	0.12487841203062	0.0542038844527277	0.030042622174679	0.0271019422263639	0	0.0271019422263639	0.0271019422263639	0.0271019422263639
"Dryomys_nitedula"	0	5.26315789473684	0	0	0	4.6671826625387	0	0	0	0	0	0	0	0	0	0.0696594427244582	0	0	0
"Arvicola_terrestris"	3.00131719169665	0	2.23141106911393	0.0304296339262571	1.85107058745499	0	0.642355081881418	0.498358332045976	1.20496197732152	0.124423392054029	0.0988238587509873	0.199767236647494	0.0329412862503291	0.0182577803557543	0.0164706431251646	0	0.0164706431251646	0.0164706431251646	0.0164706431251646
"Neomys_schelkovnikovi"	2.73721668702631	0	0.152148169631286	2.37379303807925	1.34926204621951	0	0.58583113240624	0.228556135578507	0.0821600116008942	0.817287089035151	0.090127866524037	0.0692141345272351	0.030042622174679	1.42427582284755	0.0150213110873395	0	0.0150213110873395	0.0150213110873395	0.0150213110873395
"Ctenophthalmus_wladimiri"	4.38723941349961	0	0.305121525404669	0.0444811663588849	3.17363749377509	0	0.938976240328269	0.373682977012554	0.164765623718521	0.181878546889663	0.144457883127426	0.114612546942564	0.048152627709142	0.0266886998153309	0.024076313854571	0	0.024076313854571	0.024076313854571	0.024076313854571
"Ceratophyllus_sciurorum"	0	4.73684210526316	0	0	0	5.20046439628483	0	0	0	0	0	0	0	0	0	0.0626934984520124	0	0	0
"Amphipsylla_rossica"	4.44471852512367	0	0.247059646877468	0.0450639332620185	2.19094456076596	0	1.95127817214537	0.371131629677481	0.133412209313833	0.184261416004698	0.146350488022365	0.112390570827558	0.0487834960074549	0.0270383599572111	0.0243917480037275	0	0.0243917480037275	0.0243917480037275	0.0243917480037275
"Frontopsylla_elata"	4.22677689354909	0	0.467210936293102	0.0428542754209701	2.1253219317589	0	0.904633347338859	1.38080548832297	0.252293905598275	0.175226370610189	0.139174361129055	0.120815563596956	0.0463914537096851	0.0257125652525821	0.0231957268548425	0	0.0231957268548425	0.0231957268548425	0.0231957268548425
"Megabothris_walkeri"	2.70118547252699	0	2.00826996220254	0.0273866705336314	1.66596352870949	0	0.578119573693276	0.448522498841378	2.08446577958937	0.111981052848626	0.0889414728758886	0.179790512982745	0.0296471576252962	0.0164320023201788	0.0148235788126481	0	0.0148235788126481	0.0148235788126481	0.0148235788126481
"Ctenophthalmus_bogatschevi"	4.19706558677367	0	0.233293860101305	0.306482658388182	2.06886847086991	0	0.898274403022902	0.350452741220378	0.125978684454704	1.25317353652057	0.138196062003523	0.106128339608427	0.0460653540011745	0.183889595032909	0.0230326770005872	0	0.0230326770005872	0.0230326770005872	0.0230326770005872
"Neopsylla_pleskei"	4.44471852512367	0	0.247059646877469	0.0450639332620185	2.19094456076596	0	0.951278172145371	0.371131629677481	0.133412209313833	0.184261416004698	1.14635048802236	0.112390570827558	0.0487834960074549	0.0270383599572111	0.0243917480037275	0	0.0243917480037275	0.0243917480037275	0.0243917480037275
"Nosopsyllus_consimilis"	4.09601191460434	0	0.599301709942483	0.0415284807163411	2.08594835435467	0	0.876646452454952	0.38660980351026	0.323622923368941	0.169805343373483	0.13486868499307	1.1258705592586	0.0449562283310232	0.0249170884298047	0.0224781141655116	0	0.0224781141655116	0.0224781141655116	0.0224781141655116
"Hystrichopsylla_talpae"	4.44471852512367	0	0.247059646877468	0.0450639332620185	2.19094456076596	0	0.951278172145371	0.371131629677481	0.133412209313833	0.184261416004698	0.146350488022365	0.112390570827558	1.04878349600746	0.0270383599572111	0.0243917480037275	0	0.0243917480037275	0.0243917480037275	0.0243917480037275
"Palaeopsylla_soricis"	2.46349501832368	0	0.136933352668157	2.13641373427132	1.21433584159756	0	0.527248019165616	0.205700522020657	0.0739440104408048	0.735558380131636	0.0811150798716333	0.0622927210745116	0.0270383599572111	2.2818482405628	0.0135191799786055	0	0.0135191799786055	0.0135191799786055	0.0135191799786055
"Callopsylla_caspia"	4.44471852512367	0	0.247059646877469	0.0450639332620185	2.19094456076596	0	0.951278172145371	0.371131629677481	0.133412209313833	0.184261416004698	0.146350488022365	0.112390570827558	0.0487834960074549	0.0270383599572111	1.02439174800373	0	0.0243917480037275	0.0243917480037275	0.0243917480037275
"Leptopsylla_taschenbergi"	0	4.73684210526316	0	0	0	4.20046439628483	0	0	0	0	0	0	0	0	0	1.06269349845201	0	0	0
"Peromyscopsylla_bidentata"	4.44471852512367	0	0.247059646877469	0.0450639332620185	2.19094456076596	0	0.951278172145371	0.371131629677481	0.133412209313833	0.184261416004698	0.146350488022365	0.112390570827558	0.0487834960074549	0.0270383599572111	0.0243917480037275	0	1.02439174800373	0.0243917480037275	0.0243917480037275
"Rhadinopsylla_integella"	4.44471852512367	0	0.247059646877469	0.0450639332620185	2.19094456076596	0	0.951278172145371	0.371131629677481	0.133412209313833	0.184261416004698	0.146350488022365	0.112390570827558	0.0487834960074549	0.0270383599572111	0.0243917480037275	0	0.0243917480037275	1.02439174800373	0.0243917480037275
"Stenoponia_ivanovi"	4.44471852512367	0	0.247059646877468	0.0450639332620185	2.19094456076596	0	0.951278172145371	0.371131629677481	0.133412209313833	0.184261416004698	0.146350488022365	0.112390570827558	0.0487834960074549	0.0270383599572111	0.0243917480037275	0	0.0243917480037275	0.0243917480037275	1.02439174800373
