"Pandanus_barklyi"	"Syzygium_coriaceum"	"Pittosporum_senacia"	"Aphloia_theiformis"	"Gaertnera_sp1_M_PL_067"	"Tabernaemontana_persicarifolia"	"Diospyros_revaughanii"	"Psiadia_terebinthina"	"Stillingia_lineata"	"Gaertnera_rotundifolia"	"Euodia_obtusifolia"	"Turraea_rigida"	"Gaertnera_petrinensis"	"Labourdonnaisia_callophylloides"	"Phyllanthus_phillyreifolius"	"Euodia_chapelieri"	"Ochna_mauritiana"	"Cordemoya_integrifolia"	"Smilax_anceps"	"Apis_mellifera"	"Nacoleia_sp1_M_PL_067"	"Technomyrmex_albipes"	"Villa_unifasciata"	"Phorinia_sp1_M_PL_067"	"Paragus_borbonicus"	"Pachycerina_crinicornis"	"Phelsuma_cepediana"	"Chrysomya_megacephala"	"Hippotion_eson"	"Nogodinidae_sp1_M_PL_067"	"Brachymyrmex_sp1_M_PL_067"	"Lecithoceridae_sp1_M_PL_067"	"Episyrphus_sp1_M_PL_067"	"Eristalinus_flaveolus"	"Ischiodon_aegyptius"	"Musca_domestica"	"Nacoleia_sp2_M_PL_067"	"Syritta_sp1_M_PL_067"	"Allograpta_nasuta"	"Cephonodes_trochilus"	"Fannia_pusio"	"Lygaeidae_sp1_M_PL_067"	"Melanagromyza_sojae"	"Pheidole_megacephala"	"Sarrothripinae_sp1_M_PL_067"	"Stomorhina_lunata"	"Zosterops_mauritianus"
"Pandanus_barklyi"	3.10226969840384	0.254895504474875	0.576288164700627	0.341216735116555	0.0952081269703073	0.0954350530529287	0.156539175839157	0.114059847712652	0.0550711375089049	0.0609342010858141	0.0591335630389581	0.0648795714080527	0.0612883507011577	0.132955686582132	0.0330774730580596	0.010467213390453	0.0148535958614914	0.0295069457403916	0.00507785009048451	2.78676709770365	0.349807450677822	0.547125906212198	0.289557267144035	0.0979269427070539	0.0685488603368965	0.0525244913683626	0.166249461686687	0.0294729647803375	0.0214218285683191	0.0342179543137957	0.0132170730021372	0.0168681743443406	0.078649090945449	0.0164067410392761	0.0786490909454492	0.00818524599579786	0.0183865052103473	0.00660853650106858	0.00330426825053429	0.00428436571366383	0.00330426825053429	0.00684359086275914	0.00330426825053429	0.00744243143806327	0.00452060777619148	0.00330426825053429	0.0199433529873196
"Syzygium_coriaceum"	0.385054911015237	2.41948735392419	0.591024646920388	0.518796518388829	0.0909392885105248	0.0631970275156089	0.065330947772276	0.233247374232008	0.339863608671691	0.0412129934432317	0.202363275106735	0.118866561396756	0.0217164939925464	0.0220157011915696	0.0441876474726165	0.0609291553498453	0.0359401814587701	0.00554979225375092	0.00343441612026931	0.524147046187587	0.236593110507441	0.730896420787796	1.1559179656395	0.636713935740676	0.571441476835896	0.194845122050319	0.0262379235940827	0.171204136173503	0.0204613399148681	0.0699742122696024	0.081567266081206	0.00925363420588201	0.0097619554905271	0.058151101843339	0.00976195549052709	0.0667224254252328	0.00651494819776391	0.040783633040603	0.0203918165203015	0.00409226798297362	0.0203918165203015	0.0139948424539205	0.0203918165203015	0.00994222068133862	0.00299354340863408	0.0203918165203015	0.00330235517873547
"Pittosporum_senacia"	0.909254659860989	0.617292409005739	1.88114716250664	0.627997921322967	0.0999111894265847	0.0882304819926575	0.104565290329473	0.164459357578719	0.145525488189967	0.0572376841344699	0.141816554999119	0.169861756786837	0.0375749556650069	0.0497174131422485	0.089411409583912	0.0238702443004951	0.0373938122979722	0.0131202966018375	0.00476980701120582	1.23913912350688	0.328586705216401	1.47893094519167	0.65098556417856	0.236636475374498	0.159366123003829	0.15706183785702	0.058110238989848	0.0818159513567542	0.0224800176209816	0.0493378072736158	0.0349261171655922	0.0135869417578833	0.023051526588025	0.0494434361885406	0.023051526588025	0.0205520222298058	0.0112724866995021	0.0174630585827961	0.00873152929139804	0.00449600352419631	0.00873152929139804	0.00986756145472316	0.00873152929139804	0.0201175671563801	0.00417933862070483	0.00873152929139804	0.00745761197133732
"Aphloia_theiformis"	0.7341329755538	0.738892011038635	0.856360801804046	1.68594261330774	0.092423348880144	0.0719432595776474	0.0850012830215308	0.195904277288104	0.138794309495876	0.046677570002024	0.181064892642923	0.184350572909149	0.0304966505147777	0.040168145434265	0.091257904519747	0.0316078183194107	0.0436565005515757	0.0105931623752818	0.00388979750016867	1.00046533544328	0.267963827789397	1.50947333920441	0.926750696448093	0.305309821523256	0.189944388967422	0.102156294546172	0.0469627733270841	0.0679018624740104	0.0207952534980324	0.0587712831864312	0.0333106342790102	0.0110657413742221	0.0186118219154484	0.0312762119921399	0.0186118219154484	0.0224766545258115	0.00914899515443332	0.0166553171395051	0.00832765856975254	0.00415905069960648	0.00832765856975254	0.0117542566372862	0.00832765856975254	0.020533028516943	0.00340783861157277	0.00832765856975254	0.00602522181513983
"Gaertnera_sp1_M_PL_067"	0.337988850744591	0.213707327999733	0.224800176209816	0.152498525652238	1.99392490405714	0.707435752757396	0.588581022379122	0.169537126708084	0.0381590199950242	0.464555311062748	0.0483590893066254	0.035984636559947	0.165544656272184	0.0435823918761671	0.0148707455298153	0.0101206051513533	0.0100860385732884	0.00470877131300711	0.0387129425885623	0.444717290672894	2.6668916005454	0.245973146430204	0.293016272175189	0.0690467708494567	0.0620309889330053	0.0280543557212112	0.064147217671984	0.0190623486728186	0.448633103412857	0.0508611380124253	0.00915816479880581	0.0964492803275515	0.00856873142732758	0.00858827150716993	0.00856873142732763	0.00638180918267507	0.0496633968816551	0.0045790823994029	0.00228954119970145	0.0897266206825714	0.00228954119970145	0.0101722276024851	0.00228954119970145	0.00334591774420841	0.033510114604297	0.00228954119970145	0.00653735878142495
"Tabernaemontana_persicarifolia"	0.356625724566207	0.156329489117559	0.208966931035241	0.124954082424335	0.744669213428838	1.89805966414553	0.686069100643289	0.169016922284306	0.0297678065921406	0.516502952611712	0.0346813466433472	0.0290422722978862	0.183663343789633	0.0489551563026696	0.0129798205801478	0.0072634545356866	0.00762019820716454	0.00494850281350409	0.0430419127176427	0.467358599053164	2.96510954277094	0.214695847077555	0.199220396844262	0.0521717398073228	0.0481246157686209	0.0233047144835452	0.0727177643661489	0.0149460372421356	0.167550573021489	0.0507050766852919	0.00714427358211373	0.214119633740689	0.00904121555238263	0.00717288202933893	0.0090412155523827	0.00477961180416254	0.0550990031368899	0.00357213679105687	0.00178606839552843	0.0335101146042977	0.00178606839552843	0.0101410153370584	0.00178606839552843	0.00292045963053322	0.0899080893542612	0.00178606839552843	0.00734327344540031
"Diospyros_revaughanii"	0.617460082476674	0.17058636362761	0.261413225823684	0.155835685539473	0.653978913754579	0.724184050679027	1.61036279883323	0.161536851662586	0.0334087763510198	0.452876933359864	0.0382106774003485	0.0341749854352715	0.166654357543387	0.104053540631328	0.0158522041529002	0.00773085117615163	0.00865940417634382	0.0084384476667066	0.0377397444466553	0.796964501855624	2.5998490618807	0.262207199062415	0.212389417716676	0.0587525558030884	0.0511076419848364	0.0274889622963236	0.158604181904374	0.0170324332633763	0.14714525559478	0.0484610554987759	0.00801810632424474	0.14912505000599	0.0156539175839155	0.00849481190508747	0.0156539175839156	0.00527107396967499	0.0499963072630161	0.00400905316212237	0.00200452658106119	0.0294290511189561	0.00200452658106119	0.00969221109975518	0.00200452658106119	0.00356674593440249	0.0343034550321637	0.00200452658106119	0.0156080310946991
"Psiadia_terebinthina"	0.539883279173222	0.730841772593625	0.493378072736158	0.430989410033829	0.226049502277446	0.214088101560121	0.193844221995104	1.68224456898869	0.131906652288947	0.140232482019334	0.149679633979064	0.106215998523898	0.0586412963990126	0.0355368408821832	0.0425166748909526	0.0371700199156018	0.0305033004449259	0.00775002586644565	0.0116860401682779	0.731946887386534	0.805038322703586	0.703257296529607	0.917378771739798	0.224196546711585	0.279518849231805	0.0795016108632678	0.0447014973545835	0.0597664879538215	0.0508611380124253	0.504673370696609	0.0316575965493473	0.029974241773872	0.0136871817255182	0.0238624039086436	0.0136871817255182	0.0219092415912573	0.0175923889197038	0.0158287982746737	0.00791439913733683	0.0101722276024851	0.00791439913733683	0.100934674139322	0.00791439913733683	0.00956625185046427	0.0101410153370582	0.00791439913733683	0.00533052613232747
"Stillingia_lineata"	0.260670050875483	1.06490597383797	0.436576464569902	0.305347480890927	0.0508786933266989	0.0377058883500447	0.0400905316212237	0.131906652288947	2.61110707799703	0.0245643215780987	0.1098006420215	0.0694181276529271	0.0135607966397773	0.0147150539571904	0.0285959139240453	0.0380033276642113	0.0195055695901795	0.00375830115251278	0.00204702679817489	0.354950664403985	0.141017401652048	0.472997598462171	0.568738184775124	0.437735133556493	0.40599230298937	0.244036462114921	0.017442095456444	0.226573403532125	0.0114477059985073	0.0395719956866842	0.626665698719288	0.00557666337211805	0.00660853650106855	0.0291233458116995	0.00660853650106855	0.177058241200123	0.0040682389919332	0.313332849359644	0.156666424679822	0.00228954119970145	0.156666424679822	0.00791439913733683	0.156666424679822	0.0064340806329101	0.00178606839552842	0.156666424679822	0.00220725809357858
"Gaertnera_rotundifolia"	0.3605273564244	0.161417557652658	0.214641315504262	0.128363317505566	0.774258851771246	0.817796341635211	0.679315400039795	0.175290602524168	0.0307054019726234	1.53705074844825	0.0357977547044676	0.0299036741801116	0.19078040369795	0.04883961327486	0.0133452837427352	0.00750644046690474	0.00785659456683497	0.00500700758743959	0.0447542290373545	0.47288404992485	3.0830691114622	0.220740878500204	0.205873169027395	0.0538082554981016	0.0497383780705808	0.0239937265733403	0.0724096681297779	0.0154080739531698	0.17420824164853	0.0525871807572503	0.00736929647342961	0.111441212893747	0.00914013016287203	0.00738380081832762	0.0091401301628721	0.00493329862659978	0.0572341211093849	0.00368464823671481	0.0018423241183574	0.0348416483297061	0.0018423241183574	0.0105174361514501	0.0018423241183574	0.00300268884211537	0.0387377214458775	0.0018423241183574	0.00732594199122886
