"Clethrionomys_glareolus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Sorex_araneus"	"Crocidura_suaveolens"	"Arvicola_terrestris"	"Cricetus_cricetus"	"Microtus_oeconomus"	"Allocricetulus_eversmanni"	"Micromys_minutus"	"Lagurus_lagurus"	"Sicista_subtilis"	"Ctenophthalmus_wagneri"	"Nosopsyllus_consimilis"	"Megabothris_turbidus"	"Amphipsylla_rossica"	"Nosopsyllus_mokrzeckyi"	"Leptopsylla_taschenbergi"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Ctenophthalmus_breviatus"	"Palaeopsylla_soricis"	"Corrodopsylla_birulai"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Hystrichopsylla_talpae"
"Clethrionomys_glareolus"	2.76106698926871	1.65852852350422	0.570402384361583	0.183020285893095	0.0334080902775021	0.0218015436992517	0.0113659522657352	0.0118443942294922	0.00470493980646023	0.00371109887844614	0.00210400967122659	0.00119968288111685	2.45779024538989	0.808876088633693	0.899762160837634	0.223566063422131	0.0670899261026195	0.0516742465085466	0.0537133522548588	0.0381481970014817	0.0358884742597495	0.0235854808254531	0.0202342495715615	0.0264222578926261	0.01739404118293	0.0126973213799824
"Apodemus_uralensis"	1.68203102109977	2.74643387058924	0.566614339840623	0.177063646639981	0.0350252635002448	0.0211081065840175	0.0115515152175455	0.0109038342663334	0.00516110474540063	0.00394871757685969	0.00227745558056508	0.00103901909625756	2.35794312328678	0.98674844550693	0.779264322193168	0.191325944836345	0.102745600421743	0.0797876380408976	0.0482220059146253	0.0484588038398591	0.0407979676174702	0.0276215201744996	0.0187662022951883	0.0213680155142406	0.0202682672399657	0.0135242483814459
"Microtus_arvalis"	1.69612569249729	1.6613196649718	1.63489033394439	0.179100057352356	0.0344770776716172	0.0225726116019356	0.0112812353648284	0.0116278206930818	0.00485218960895435	0.00376851986615581	0.00215517736877754	0.00098751379565904	2.37219882751464	0.881986762888805	0.74063534674428	0.339888213503912	0.0722937621611567	0.0496213540922642	0.0506008204838038	0.0780106524852422	0.0429639484190011	0.0242367994319616	0.0189639449295501	0.0221542953503779	0.0204008539851413	0.0228865232730268
"Sorex_araneus"	1.69011988351131	1.612265756062	0.556208096000427	1.31247040018257	0.0358086783130886	0.0218063971494579	0.0115965511063279	0.0116968793512668	0.00453468889243696	0.00366239496398097	0.00204927096410448	0.000938898239875639	2.60569638169957	0.709950336215575	0.704173679906729	0.188716780086937	0.0632417068949603	0.048244360324988	0.0490269704574841	0.0372434938816414	0.0373387732647477	0.0969389814452934	0.126664619227173	0.0252019049472037	0.0146450444625359	0.0297590724483249
"Crocidura_suaveolens"	1.66987422672784	1.72624512965492	0.57954325800385	0.193821576266083	1.03766130256401	0.019958292769866	0.0122199068366229	0.0109928885376085	0.00541653583641854	0.0041570376352117	0.00239339336790756	0.000874346536505526	2.51031791072354	1.02509159153779	0.655759902379144	0.18075340755946	0.0673243553334976	0.0513754561138003	0.0408817425855835	0.0678306816883892	0.0321389030703657	0.0237117837643874	0.0346713998952529	0.0192695967869794	0.0152793809679126	0.0124359928570595
"Arvicola_terrestris"	1.71632652772359	1.63851677358436	0.597609892161245	0.185899535699129	0.0314343111125389	1.05763165059481	0.0107823886769476	0.0142637220819511	0.00432320055924502	0.00345514541790736	0.0019445864942881	0.000970160630837899	2.38332080083749	0.706500434477596	0.727620473128424	0.254579972522522	0.0644887009978277	0.0490272533541099	0.0876183809383698	0.0389177777991932	0.265193005466183	0.0228273208867434	0.0195838474780824	0.0897245059712331	0.0150454312005133	0.0123942002048677
"Cricetus_cricetus"	1.70435160403811	1.70797403573708	0.568896583397775	0.188305901297991	0.0366597205098686	0.020537883194186	1.01241667950932	0.0114221908400793	0.00525992526495898	0.00411018905822295	0.00234252858079548	0.000880653308463933	2.64070978368163	0.935757523815712	0.66048998134795	0.180371385509836	0.0666854303521814	0.050936019717622	0.0410559363236247	0.038657750224487	0.0321061343195764	0.0232692798807143	0.0198768687197843	0.0194788227708373	0.0152138909577054	0.0122332976415045
"Microtus_oeconomus"	1.776095115651	1.61220978080787	0.586374386379695	0.189935040894379	0.0329786656128254	0.0271689944418116	0.0114221908400793	1.01579706867279	0.00447841103354811	0.00361288392766636	0.00202282374030362	0.00106253273487606	2.56212616009507	0.704442894509318	0.796899551157048	0.27136915961308	0.0636168615904761	0.0484148078217623	0.0417183822157758	0.0382901322154208	0.033246563423404	0.022996113873599	0.0200405883373581	0.10634616135068	0.0149951683080899	0.0123395607520814
"Allocricetulus_eversmanni"	1.64620616117147	1.78058113716322	0.570940977320294	0.171814323591223	0.0379157508549298	0.0192142247077557	0.0122731589515709	0.0104496257449456	1.00591487588126	0.00439669660479824	0.00257789312151498	0.000873069623859404	2.34608870696134	1.23562924445496	0.654802217894553	0.17880193667912	0.0691084664964932	0.0528400634203682	0.0406964583807104	0.0394645871065049	0.0321363913785378	0.0224925201620024	0.018278015538353	0.0189893719122958	0.0154491436777219	0.0120649812001998
"Micromys_minutus"	1.66946433831813	1.75153829659276	0.570123219751287	0.17841095467393	0.0374133387169053	0.0197436881023278	0.0123305671746689	0.0108386517829991	0.00565289563474059	1.00428209358617	0.00248374730522718	0.000876103097701216	2.46393713764945	1.11568055619926	0.657077323275912	0.179429716211406	0.0681392520387685	0.0520784459392697	0.0408402495578762	0.0391418523536977	0.0321242885549532	0.0228032240494872	0.0189175568109255	0.0191851522557124	0.0153550425897153	0.0121323077767217
