"Dillenia_ferruginea"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Aphloia_theiformis"	"Campnosperma_seychellarum"	"Cinnamomum_verum"	"Paragenipa_wrightii"	"Lasioglossum_mahense"	"Apis_mellifera"	"Nectarinia_dussumieri"	"Lygistorrhina_sp1_M_PL_102"	"Phelsuma_sp1_M_PL_102"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_102"	"Mabuya_sechellensis"	"Neavella_albipectus"	"Cratopus_aurostriatus"	"Pachycerina_seychellensis"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Unidentified_sp2_M_PL_102"	"Dichaetomyia_fasciculifera"	"Foudia_madagascariensis"	"Plagiostenopterina_cyanosoma"	"Scaptodrosophila_sp1_M_PL_102"	"Unidentified_sp3_M_PL_102"	"Unidentified_sp4_M_PL_102"	"Unidentified_sp5_M_PL_102"
"Dillenia_ferruginea"	2.31529200729611	0.62384842107463	0.636224194125131	0.457037983518729	0.378174813778026	0.182768523401348	0.368340039092444	0.136972594809289	0.0368551084975487	0.093925403841298	0.0337188053022867	1.53861307377473	1.31128687286671	0.351828647630666	0.149734122437978	0.235219382640988	0.456575316030965	0.226044665451632	0.0825681733775245	0.0687122129655142	0.0724726507273487	0.0458081419770095	0.0221130650985292	0.0330272693510098	0.0193519613013193	0.0229040709885047	0.0165136346755049	0.0229040709885047	0.0189087406889013	0.00967598065065963	0.00967598065065962	0.0229040709885047
"Gastonia_crassa"	0.752287801884112	2.53766408784192	0.396479090018031	0.473274087413518	0.587148520971364	0.176766000063302	0.174026047137357	0.0576996940921891	0.0331943967083814	0.0592085806369649	0.0154095879697039	1.11930759038556	0.599261754377375	1.00312490707344	0.147776692528671	0.694234135322425	0.19233231364063	0.203592299811406	0.335867305743784	0.0428197417219473	0.0389318809214084	0.0285464944812982	0.0199166380250288	0.134346922297514	0.0187164000067026	0.0142732472406491	0.0671734611487567	0.0142732472406491	0.0293574260485682	0.00935820000335128	0.00935820000335127	0.0142732472406491
"Erythroxylum_sechellarum"	1.04340767836522	0.539211562424522	2.04588023229326	0.425070791683934	0.357322132490962	0.288445238107571	0.300396408844897	0.0746063989972081	0.0813945908644646	0.0775111779485453	0.0299116827162693	1.21643154482483	1.1632321056327	0.317800679268073	0.208246797255612	0.208998954116482	0.24868799665736	0.499220157302049	0.0713662362032456	0.220955065087672	0.0430390032261648	0.147303376725114	0.0488367545186787	0.0285464944812982	0.0305412605055076	0.0736516883625572	0.0142732472406491	0.0736516883625572	0.0178661066245481	0.0152706302527538	0.0152706302527538	0.0736516883625572
"Nephrosperma_vanhoutteanum"	0.986239859171994	0.846911524845243	0.559303673268334	1.56840659142649	0.404668335126139	0.454854176345558	0.220597904381959	0.0676344221330043	0.0579237278993704	0.0768359868178891	0.0197816933208683	1.45805416714609	0.769288073589322	0.428701459511701	0.413471555010061	0.498935991430782	0.225448073776681	0.355265531116139	0.112091231229517	0.0604047967129801	0.0959421114447733	0.0402698644753201	0.0347542367396223	0.044836492491807	0.0481610304365885	0.02013493223766	0.0224182462459035	0.02013493223766	0.020233416756307	0.0240805152182942	0.0240805152182942	0.02013493223766
"Psychotria_pervillei"	0.861398186938837	1.10905831739036	0.496280739570781	0.427149909299814	1.71798297435297	0.224446194554705	0.200892354199349	0.0876641697886376	0.0557760951872223	0.0659652688001842	0.0165436846539917	1.26299603929159	0.6433655143219	1.09602402499309	0.171173735047412	0.345150501462342	0.292213899295459	0.342093383814963	0.146787130242841	0.0535983198736444	0.0391421574452083	0.0357322132490962	0.0334656571123334	0.0587148520971365	0.0237648911881452	0.0178661066245481	0.0293574260485682	0.0178661066245481	0.0858991487176484	0.0118824455940726	0.0118824455940726	0.0178661066245481
"Roscheria_melanochaetes"	0.440794674085605	0.353532000126604	0.424184173687605	0.508366432386212	0.237648911881452	3.03544063758796	0.106998815757723	0.0319607860156281	0.080516343395928	0.0338349965487265	0.00988012326340603	0.612180095069301	0.384227015799123	0.209882210383517	1.81585881350251	0.180545860903338	0.106535953385427	0.493833572828359	0.0467910000167564	0.0458118907582614	0.0337564958689539	0.0305412605055076	0.0483098060375568	0.0187164000067026	0.321399596921078	0.0152706302527538	0.00935820000335127	0.0152706302527538	0.0118824455940726	0.160699798460539	0.160699798460539	0.0152706302527538
"Memecylon_eleagni"	1.37290378207184	0.537898691151829	0.682719111011129	0.381032743932474	0.328732943235298	0.165361806171026	1.45774505379839	0.166710126707317	0.0358919091991526	0.0902604236418889	0.0439013038165047	1.18473306220426	1.70727292619741	0.304553266879505	0.132396773080816	0.200342130689786	0.555700422357723	0.220137043088136	0.0711924738289186	0.073733663989202	0.0481858317388148	0.0491557759928013	0.0215351455194915	0.0284769895315674	0.017508897123991	0.0245778879964006	0.0142384947657837	0.0245778879964007	0.0164366471617649	0.00875444856199548	0.00875444856199547	0.0245778879964006
"Aphloia_theiformis"	1.40396909679522	0.490447399783608	0.466289993732551	0.32126350513177	0.394488764048869	0.135833340566419	0.458452848445121	1.47212527303336	0.0288341003903367	0.0662159405919254	0.0252376322176635	1.04722343623114	0.981463475131358	0.320326686700159	0.109538435348531	0.177712860456387	1.57375091011121	0.176849149060732	0.0649121558537128	0.0503593193231155	0.0460365788120161	0.0335728795487437	0.017300460234202	0.0259648623414851	0.0143823537070326	0.0167864397743718	0.0129824311707426	0.0167864397743718	0.0197244382024435	0.00719117685351632	0.00719117685351632	0.0167864397743718
"Campnosperma_seychellarum"	0.503686482799832	0.376203162694989	0.678288257203871	0.366850276696013	0.334656571123334	0.456259279243592	0.131603667063559	0.0384454671871156	2.32662084334621	0.0380997459810682	0.0124441413972623	0.655643228252817	0.483938832115758	0.260136966143159	0.300458169946185	0.159133344591874	0.128151557290385	0.936607839190072	0.0497915950625721	0.0732551317780181	0.0284336509190757	0.0488367545186787	1.39597250600772	0.0199166380250289	0.0483098060375568	0.0244183772593394	0.00995831901251442	0.0244183772593394	0.0167328285561667	0.0241549030187784	0.0241549030187784	0.0244183772593394
"Cinnamomum_verum"	1.28364718583107	0.671030580552269	0.645926482904544	0.486627916513298	0.395791612801105	0.19173164710945	0.330954886686926	0.0882879207892338	0.0380997459810682	1.09944834863811	0.0316115669297671	1.73360664365767	1.22933871393539	0.373494541862482	0.157757080701531	0.252066351901272	0.294293069297446	0.233678442017218	0.0888128709554473	0.0697600601536908	0.0512284171977561	0.0465067067691272	0.0228598475886409	0.0355251483821789	0.0203009979292359	0.0232533533845636	0.0177625741910895	0.0232533533845636	0.0197895806400553	0.0101504989646179	0.0101504989646179	0.0232533533845636
"Paragenipa_wrightii"	1.38247101739376	0.523925990969934	0.747792067906733	0.375852173096497	0.297786323771851	0.167962095477902	0.482914341981552	0.100950528870654	0.037332424191787	0.0948347007893015	1.05133623028688	1.11162757950641	1.99640895560075	0.286558766597402	0.133420268285283	0.196031758509728	0.33650176290218	0.228972201709627	0.0693431458636677	0.0807615433339272	0.0481504487608395	0.0538410288892848	0.0223994545150722	0.0277372583454671	0.0177842218741309	0.0269205144446424	0.0138686291727335	0.0269205144446424	0.0148893161885925	0.00889211093706543	0.00889211093706542	0.0269205144446424
"Lasioglossum_mahense"	1.37137252227748	0.827314305937151	0.661104100448277	0.602239764690775	0.494215841461925	0.226240469916915	0.283305732266237	0.0910629074983597	0.0427593409730098	0.11306130284724	0.0241658169457916	2.27177352859256	0.939781770114118	0.463291588327802	0.188806096566283	0.311204053996716	0.303543024994532	0.262257291301127	0.109497481668152	0.071399242848414	0.058630446018016	0.047599495232276	0.0256556045838059	0.043798992667261	0.0239548732853205	0.023799747616138	0.0218994963336305	0.023799747616138	0.0247107920730963	0.0119774366426602	0.0119774366426602	0.023799747616138
"Apis_mellifera"	1.53607890821529	0.582139989966593	0.830880075451926	0.417613525662775	0.330873693079834	0.186624550531003	0.536571491090613	0.112167254300727	0.0414804713242078	0.105371889765891	0.0570402558743073	1.23514175500713	2.21823217288973	0.318398629552669	0.148244742539203	0.217813065010809	0.373890847669089	0.254413557455141	0.0770479398485197	0.089735048148808	0.053500498623155	0.0598233654325387	0.0248882827945247	0.0308191759394079	0.0197602465268121	0.0299116827162693	0.0154095879697039	0.0299116827162694	0.0165436846539917	0.00988012326340603	0.00988012326340602	0.0299116827162694
"Nectarinia_dussumieri"	0.721248727642865	1.70531234202485	0.397250849085091	0.407266386536116	0.986421622493778	0.17839987882599	0.167504296783728	0.0640653373400318	0.0390205449214738	0.0560241812793723	0.0143279383298701	1.06557065315394	0.55719760171717	1.94043655912355	0.142474825495894	0.483431850076849	0.213551124466773	0.239326008851706	0.225703104091524	0.0429030917011899	0.0351238548214065	0.0286020611341266	0.0234123269528843	0.0902812416366095	0.0188893989345166	0.0143010305670633	0.0451406208183047	0.0143010305670633	0.0493210811246889	0.00944469946725828	0.00944469946725828	0.0143010305670633
"Lygistorrhina_sp1_M_PL_102"	0.472238386150545	0.386492888151909	0.400474610106945	0.604304580399321	0.237009786988725	2.37458460227252	0.112028038760691	0.0337041339533943	0.0693365007568119	0.0364054801618917	0.0102630975604064	0.668083110926849	0.399120460682469	0.219192039224453	2.44009623482254	0.206576062116804	0.112347113177981	0.425263871308446	0.0511534704906938	0.0432512578915501	0.0389911622848642	0.0288341719277001	0.0416019004540871	0.0204613881962775	0.251426604946502	0.01441708596385	0.0102306940981388	0.01441708596385	0.0118504893494362	0.125713302473251	0.125713302473251	0.01441708596385
"Phelsuma_sp1_M_PL_102"	0.741845745252345	1.81568927699711	0.401921065608619	0.729214141321912	0.477900694332473	0.236098433488981	0.169520264429818	0.0546808801404267	0.0367230795212018	0.0581691581310628	0.0150793660392098	1.10118357568069	0.586419790413715	0.743741307810537	0.206576062116804	1.57072815886634	0.182269600468089	0.225234887730038	0.240311816073147	0.0434074750857309	0.0508261412818917	0.0289383167238206	0.0220338477127211	0.0961247264292589	0.0249986576635392	0.0144691583619103	0.0480623632146294	0.0144691583619103	0.0238950347166237	0.0124993288317696	0.0124993288317696	0.0144691583619103
