"Barnadesia_spinosa"	"Siphocampylus_paramicola"	"Brachyotum_lindenii"	"Disterigma_codonanthum"	"Puya_clava-herculis"	"Siphocampylus_giganteus"	"Macleania_rupestris"	"Guzmania_candelabrum"	"Desfontainea_spinosa"	"Guzmania_bakeri"	"Espeletia_sp1_M_PL_068"	"Gaultheria_erecta"	"Disterigma_sp1_M_PL_068"	"Tillandsia_orbicularis"	"Gaiadendron_punctatum"	"Racinaea_tetrantha"	"Brachyotum_ledifolium"	"Vaccinium_floribundum"	"Bomarea_sp1_M_PL_068"	"Brachyotum_sp1_M_PL_068"	"Fuchsia_corollata"	"Bomarea_linifolia"	"Centropogon_sp1_M_PL_068"	"Elleanthus_sp1_M_PL_068"	"Passiflora_mixta"	"Tillandsia_complanata"	"Tristerix_longebracteatus"	"Gaultheria_insipida"	"Bejaria_aestuans"	"Diplostephium_sp1_M_PL_068"	"Pernettya_prostrata"	"Eriocnemis_mosquera"	"Aglaeactis_cupripennis"	"Pterophanes_cyanopterus"	"Chalcostigma_herrani"	"Metallura_tyrianthina"	"Eriocnemis_derbyi"	"Lafresnaya_lafresnayi"	"Coeligena_lutetiae"	"Ensifera_ensifera"
"Barnadesia_spinosa"	2.01386267190998	0.722218529359733	0.258799562357171	0.268339676374432	0.221119122786471	0.363256142642881	0.166206117338449	0.155983353813922	0.126095523585374	0.124468440089998	0.0659494339753705	0.0848492240235358	0.0740698237607974	0.052640428649053	0.0412183962346066	0.0741610412361796	0.0684610283745216	0.0442778548575902	0.0591810241822428	0.0334984545948519	0.0563762285823507	0.028049307191212	0.0516345299404645	0.0232638136776617	0.0121923401619115	0.0224707543738399	0.0245861305550288	0.0122361134566498	0.00478549351355027	0.00478549351355027	0.00412183962346066	1.22295945346285	1.54969854456053	0.430257284713003	0.26562966462302	0.468824710362037	0.448774469023609	0.306842721081456	0.0356254278273685	0.00822982960929028
"Siphocampylus_paramicola"	0.816013143562296	1.79423486769598	0.267687708212097	0.235579493921405	0.421701620354214	0.323169184925295	0.174159038267039	0.155581769397933	0.127968594813887	0.127682418764973	0.0794206373803761	0.0669728790513392	0.0612239145813333	0.054322563163919	0.0496378983627351	0.0597911807909352	0.0678777324824783	0.0403178683015906	0.0533285341608051	0.0345689038315848	0.0417629611556516	0.0296558640016912	0.0463296130809615	0.0247174491686077	0.0125819486193211	0.0201462466492003	0.0515884485505316	0.0102947919862232	0.00493841483308354	0.00493841483308354	0.00496378983627351	1.26203934623246	1.22275982724356	0.902797849634303	0.319888678337626	0.30801345755265	0.427488262645174	0.256336363399354	0.0290255048999874	0.00849281531804176
"Brachyotum_lindenii"	0.441481606373998	0.404155951614343	1.50003728805341	0.360501134596156	0.175005655060603	0.198023624267331	0.271661424406689	0.241963496390898	0.222711170760836	0.227036686865735	0.195573990801926	0.0987225532167736	0.09348365089175	0.101699428546826	0.122233744251204	0.0667960896745904	0.0649241438240009	0.0699567204911855	0.0477411621930552	0.0647178181661617	0.0368746117281803	0.0584503874009502	0.0279422176622305	0.0492049848057842	0.0235551658475566	0.0334893743306155	0.0165230919283662	0.017976540970238	0.00924540259516596	0.00924540259516596	0.0122233744251204	2.36271399654241	0.588049262000988	0.289154108746408	0.787728574063312	0.332405178162353	0.240194480481768	0.093364065595113	0.0273327027237053	0.0158997369471007
"Disterigma_codonanthum"	0.530580723740353	0.412264114362459	0.417853587827363	1.41743173274731	0.169792831777585	0.195318547587767	0.256331416308682	0.233902195464282	0.207870428036615	0.209883319459903	0.132397907240422	0.135264306010183	0.119710823163203	0.0930547649643959	0.082748692025264	0.0995822095240458	0.06076926527179	0.0747701514606868	0.0486757883153049	0.0592166686137065	0.0604302573932304	0.0505724896408882	0.0316645806838866	0.0421129655532158	0.0215529276119041	0.0374774031729164	0.0163601792891795	0.0203737001124257	0.00845952408767236	0.00845952408767236	0.0082748692025264	2.16187837796071	0.580590518967974	0.28630313756064	0.533269348607257	0.69904356368307	0.319887929935754	0.105506376496466	0.0358146259132496	0.0145482261380353
"Puya_clava-herculis"	0.534371213400639	0.901972910202069	0.24792467800252	0.207524572172604	1.75645030320281	0.269077825166445	0.176081691252587	0.143669692283912	0.127488531254869	0.128300233548304	0.0624059774219693	0.058539406431991	0.0565225127223933	0.0561286113855332	0.0390037358887308	0.0477877259964804	0.0694882497587365	0.037735100954937	0.0402040955638591	0.0357182072453393	0.031965617033288	0.0294133787641155	0.0298601873283108	0.024310777729067	0.0130002574141362	0.0194686642005562	0.0965769280673807	0.00806123468428387	0.00510260103504848	0.00510260103504848	0.00390037358887308	1.30399804229017	0.800585322135088	1.69009624117916	0.25135740906071	0.240405307734846	0.27243107299989	0.145355209766459	0.0238383263422949	0.00877517375454197
"Siphocampylus_giganteus"	0.902950983140875	0.710972206835648	0.288548709646683	0.245543316967478	0.276765763028343	1.37134381862913	0.17707284786657	0.161978456391143	0.143411006021517	0.136999721999142	0.0781116838221479	0.0706824118892547	0.0653698290945567	0.0589355458129369	0.0488198023888424	0.0607648747044121	0.0727353904733039	0.0428170210392943	0.0582571985020567	0.0375044382445962	0.0647052745771582	0.0316708646993101	0.0378945167249541	0.0263130878072249	0.0136503869862043	0.0216464088462476	0.031639736165882	0.0104550584088763	0.00535777689208518	0.00535777689208518	0.00488198023888424	1.36920965019954	1.53555049810497	0.553695382902934	0.314616504283651	0.322000072043987	0.392610240824577	0.174562073940808	0.065383671746999	0.00921401121568789
"Macleania_rupestris"	0.466449426078873	0.432588578921354	0.446926859507779	0.363825236051032	0.204481964035262	0.199920957268708	1.28265124098506	0.258227255806699	0.237510355039981	0.242068770783181	0.114943639552936	0.10142936694634	0.100849092059193	0.107578486144684	0.0718397747205853	0.0764337900325053	0.0677675226650207	0.0690393115246725	0.0532676373362515	0.0684590366375259	0.0397103245164756	0.0560832893560056	0.0335329891991161	0.0463034269792162	0.0249168468198456	0.0358175982147017	0.0201294267718145	0.013661988556392	0.00977986237678941	0.00977986237678941	0.00718397747205853	2.49929816295729	0.558558553927808	0.352264968506754	0.462967437088216	0.374285084872598	0.343096774544298	0.10054421490952	0.0290080368532752	0.0168188716033958
"Guzmania_candelabrum"	0.484662563636115	0.427849865844316	0.440719225569135	0.367560592872443	0.184718175793602	0.202473070488928	0.285894461785988	1.26364369089185	0.240625063278932	0.245183544383744	0.104154412224103	0.102280979260268	0.102241288988263	0.108548174366746	0.0650965076400644	0.0794715534765875	0.0677679075531931	0.0691158012326609	0.0556874260631707	0.0690761109606565	0.0405182363637917	0.0558497300216182	0.0358458947167899	0.0459817141700959	0.0251414416599296	0.0362370831600884	0.017425009497186	0.0131426863695278	0.00986801585152236	0.00986801585152236	0.00650965076400644	2.52182627316683	0.568074731637055	0.304937666200755	0.419510827013749	0.383242057207899	0.389720984202988	0.10306167745393	0.0294974152595051	0.0169704731204525
"Desfontainea_spinosa"	0.438812422077102	0.394143272026773	0.454330788352106	0.365851953344443	0.183583485007011	0.200775408430124	0.294512840249576	0.269500070872404	1.2632306132445	0.260312714386361	0.0925628573071244	0.101471574264047	0.104655132578127	0.1164872269161	0.0578517858169528	0.0746136704747382	0.0704424588097094	0.070944676996166	0.0529446795792625	0.0741282353102455	0.0632680318257379	0.0587339180890135	0.0313183646081971	0.0481441701875499	0.0269802494304806	0.0378746231579672	0.016827438975132	0.0118905580352715	0.0105897479014636	0.0105897479014636	0.00578517858169528	2.70626890815182	0.536395441440108	0.294480182064809	0.372822619709251	0.352755257317738	0.287409021724209	0.0934565244918587	0.0750424819977898	0.0182116683655744
"Guzmania_bakeri"	0.433150171513193	0.393261849796117	0.4631548412061	0.369394642249429	0.184752336309558	0.191799610798799	0.300165275771144	0.274605569709793	0.260312714386361	1.26593584603459	0.0938540568123895	0.10171003079137	0.105570428348391	0.119062275399722	0.0586587855077435	0.0746022730734229	0.0713508380418135	0.071906504970075	0.0534799953040861	0.0757669025270956	0.0378248742285519	0.0599850946415569	0.0315036722594168	0.0491612514234004	0.027576670619507	0.0384322348187286	0.0168389994923728	0.0118265837150334	0.0108238432181565	0.0108238432181565	0.00586587855077435	2.76609326686222	0.525697798701933	0.294682491116524	0.378023284383236	0.344396298379412	0.287635077278688	0.0928067938178025	0.0288928420551767	0.0186142526681672
