"Pheidole_minutula"	"Allomerus_octoarticulatus"	"Azteca_sp2_M_PA_001"	"Pseudomyrmex_concolor"	"Allomerus_sp1_M_PA_001"	"Pseudomyrmex_nigrescens"	"Crematogaster_sp3_M_PA_001"	"Camponotus_balzanii"	"Azteca_isthmica"	"Crematogaster_sp4_M_PA_001"	"Allomerus_prancei"	"Crematogaster_sp2_M_PA_001"	"Allomerus_auripunctata"	"Solenops_sp1_M_PA_001"	"Azteca_schummani"	"Azteca_sp1_M_PA_001"	"Azteca_sp6_M_PA_001"	"Crematogaster_sp1_M_PA_001"	"Azteca_polymorpha"	"Crematogaster_sp5_M_PA_001"	"Azteca_alfari"	"Azteca_sp3_M_PA_001"	"Azteca_sp4_M_PA_001"	"Azteca_sp5_M_PA_001"	"Maieta_guianensis"	"Hirtella_physophora"	"Tachigali_myrmecophila"	"Cordia_nodosa"	"Maieta_poeppiggi"	"Duroia_saccifera"	"Tachigali_polyphylla"	"Tococa_bullifera"	"Pourouma_heterophylla"	"Cecropia_purpurascens"	"Amaioua_guianensis"	"Cecropia_ficifolia"	"Hirtella_myrmecophila"	"Cecropia_concolor"	"Cecropia_distachya"
"Allomerus_prancei"	0.121024068219292	3.49675525882102	0.105694290458006	0.00343779201030788	0	0.00245805676460887	0.0629199536148331	0	0	0.00988109012171955	1.19227005098819	0.0144413992687992	0.0598064942114508	0.142028822896507	0.000282951268965535	0.0097093644063898	0	0.0331397019078553	0.00023483637171672	0.00335387298798829	0	0.00323645480212993	0.00236601743120468	0.00011741818585836	0.112947062939408	3.37540756179259	0.0050881213871956	0.129458192085197	0.0329841520368062	0.918522846012733	0.00229907059871077	0.0657227064223521	0	0	0	0	0.094412391988168	0	0
"Crematogaster_sp2_M_PA_001"	1.02825097200853	0.336483094032418	1.58379348358846	0.0499458058443661	0	0.0357117666081813	0.347435337778677	0	0	0.144815539097347	0.0144413992687992	1.2208937078856	0.103384112784712	0.0133362086384736	0.0041108447226579	0.141062061945485	0	0.0987127437075176	0.00341180961262059	0.048726592121472	0	0.0470206873151617	0.0399158229700578	0.00170590480631029	0.919299670056565	0.253526787163363	0.0739225416067794	1.88082749260647	0.297103054070209	0.16090271265891	0.0334019432826056	1.10877286027938	0	0	0	0	0.00908504353887533	0	0
"Allomerus_auripunctata"	0.460365987129547	1.88387043210676	0.968488379877467	0.0354494813942867	0	0.0253467450275734	0.146410763250262	0	0	0.0544508211473586	0.0747581177643135	0.12923014098089	1.12537475904648	0.0741688977662243	0.00291770872542846	0.100120057246814	0	0.0960607319388455	0.0024215623181718	0.0345841335746906	0	0.0333733524156046	0.0145550418670379	0.0012107811590859	0.4206061440472	1.31242028964017	0.052467183560389	1.33493409662419	0.127830465733274	1.00970537815191	0.0237073273103133	0.40430671852883	0	0	0	0	0.0508645016668827	0	0
"Solenops_sp1_M_PA_001"	0.122902190398112	3.4669461938923	0.122618779834587	0.00409482108699346	0	0.00292783933483105	0.0613887829841408	0	0	0.0104894741032284	0.177536028620633	0.0166702607980921	0.0741688977662243	1.13975106164245	0.00033702877290935	0.0115650132391308	0	0.0409394532961557	0.000279718180743732	0.00399486350341546	0	0.0038550044130436	0.00255262377948064	0.000139859090371866	0.114456033011035	3.11674361356223	0.00606056058278087	0.154200176521744	0.0335597364715436	1.14456975396903	0.0027384678130206	0.0709062160966843	0	0	0	0	0.0936075472350925	0	0
"Azteca_schummani"	0.023086238111852	0.0113718846351641	0.0513945562915236	2.24514047197968	0	1.45633240237502	0.00687830074984686	0	0	0.00281474849112544	0.000471585448275892	0.0068514078710965	0.00389027830057128	0.000449371697212466	1.20770664424609	0.00533615616611613	0	0.00372385787232435	0.116697463602193	0.0601274505231354	0	0.00177871872203871	0.000757625852490186	0.0583487318010966	0.0210472798281417	0.00827894453639899	2.52844504471419	0.0711487488815483	0.0064221740285023	0.00573225919517207	2.07441545062489	0.0210451625691718	0	0	0	0	0.000307040885149432	0	0
"Azteca_sp1_M_PA_001"	0.792195417324523	0.390221865107389	1.76358451179061	0.0648330544715232	0	0.0463563030096492	0.23602625540846	0	0	0.0965870162469623	0.0161822740106497	0.235103436575809	0.133493409662419	0.0154200176521744	0.00533615616611613	1.18310815475627	0	0.127782756416634	0.00442876102851884	0.0632504320996842	0	0.0610360515854247	0.0259976409097672	0.00221438051425942	0.722229344868484	0.284088810409183	0.0959564889512414	2.44144206341699	0.220374441690793	0.196700278465913	0.0433579951646765	0.722156691937978	0	0	0	0	0.0105359903578995	0	0
"Azteca_sp6_M_PA_001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0
"Crematogaster_sp1_M_PA_001"	0.570975797194538	1.3859875764403	1.23352042384851	0.0452440057533655	0	0.0323499310215986	0.176282593969661	0	0	0.0684962195138932	0.0552328365130922	0.164521239512529	0.128080975918461	0.0545859377282076	0.00372385787232435	0.127782756416634	0	1.10663474009811	0.00309062855495415	0.0441395664163551	0	0.042594252138878	0.0183692415479476	0.00154531427747707	0.521147210987628	0.969643129896508	0.0669636186906732	1.70377008555512	0.158678457719114	0.73870367825658	0.0302575499284344	0.510256709665212	0	0	0	0	0.0374216645638883	0	0
"Azteca_polymorpha"	0.0287407532113027	0.0141572017174537	0.063982631194502	2.12677050077312	0	1.52066285584502	0.00856300378635435	0	0	0.00350416518028511	0.0005870909292918	0.00852952403155147	0.00484312463634361	0.000559436361487465	0.17504619540329	0.00664314154277825	0	0.00463594283243122	1.14528018750936	0.0748544742689399	0	0.00221438051425942	0.000943191244386609	0.0726400937546805	0.0262023926279829	0.0103067074253449	3.14773739603615	0.0885752205703767	0.00799515789185522	0.00713626213475992	1.4223069673418	0.0261997567885169	0	0	0	0	0.000382244446371252	0	0
"Crematogaster_sp5_M_PA_001"	0.410468085267913	0.202189533412421	0.913783571492554	1.09580177762232	0	0.783509579427335	0.122294629597407	0	0	0.0500455907136237	0.00838468246997074	0.12181648030368	0.0691682671493811	0.00798972700683092	0.0901911757847031	0.0948756481495262	0	0.0662093496245326	0.0748544742689399	1.06905245318431	0	0.0316252160498421	0.0134704160770769	0.03742723713447	0.374215868748233	0.147197758917264	1.6218469424937	1.26500864199368	0.114184799791324	0.101918270300337	0.732832481253237	0.374178224363247	0	0	0	0	0.00545911740213539	0	0
"Azteca_alfari"	0	0	0	0	0	0	0	2.80039420413382	1.20818239931813	0	0	0	0	0	0	0	0	0	0	0	1.25458129128489	0	0	0	0	0	0	0	0	0	0	0	0	3.96015341998721	0	0.466013211165566	0	0.155337737055189	0.155337737055189
"Azteca_sp3_M_PA_001"	0.792195417324523	0.390221865107389	1.76358451179061	0.0648330544715232	0	0.0463563030096492	0.23602625540846	0	0	0.0965870162469623	0.0161822740106497	0.235103436575809	0.133493409662419	0.0154200176521744	0.00533615616611613	0.183108154756274	0	0.127782756416634	0.00442876102851884	0.0632504320996842	0	1.06103605158542	0.0259976409097672	0.00221438051425942	0.722229344868484	0.284088810409183	0.0959564889512414	2.44144206341699	0.220374441690793	0.196700278465913	0.0433579951646765	0.722156691937978	0	0	0	0	0.0105359903578995	0	0
"Azteca_sp4_M_PA_001"	1.38233430403454	0.255874937419962	1.31410694128523	0.0276149329036306	0	0.0197449620059796	0.514548961334002	0	0	0.217158323372925	0.0118300871560234	0.199579114850289	0.0582201674681515	0.0102104951179225	0.00227287755747056	0.0779929227293016	0	0.0551077246438429	0.00188638248877322	0.0269408321541538	0	0.0259976409097672	1.06079309606049	0.000943191244386609	1.21490515783869	0.207683752294633	0.0408716205900864	1.03990563639069	0.412195972639332	0.107206363948404	0.0184678654594993	1.68869711279149	0	0	0	0	0.00690862331033901	0	0
"Azteca_sp5_M_PA_001"	0.0287407532113027	0.0141572017174537	0.063982631194502	2.12677050077312	0	1.52066285584502	0.00856300378635435	0	0	0.00350416518028511	0.0005870909292918	0.00852952403155147	0.00484312463634361	0.000559436361487465	0.17504619540329	0.00664314154277825	0	0.00463594283243122	0.145280187509361	0.0748544742689399	0	0.00221438051425942	0.000943191244386609	1.07264009375468	0.0262023926279829	0.0103067074253449	3.14773739603615	0.0885752205703767	0.00799515789185522	0.00713626213475992	1.4223069673418	0.0261997567885169	0	0	0	0	0.000382244446371252	0	0
"Maieta_guianensis"	3.67113762587374	0.11172304522302	0.365685495077881	0.00752116315838459	0	0.00537770927495366	0.334226794415622	0	0	0.10529843598119	0.00553662073232392	0.0450637093164983	0.0164943585900863	0.00448847188278568	0.000619037642004166	0.0212420395549554	0	0.0153278591466949	0.000513772404470252	0.00733756605388693	0	0.0070806798516518	0.0119108348807714	0.000256886202235126	3.66803304715261	0.0971984528563533	0.0111317354301888	0.283227194066072	0.824485112164449	0.040179425272368	0.00502988110790333	0.330856524465873	0	0	0	0	0.00301652222102156	0	0
"Hirtella_physophora"	0.134471186910324	3.88528362091225	0.117438100508896	0.00381976890034209	0	0.00273117418289875	0.0699110595720368	0	0	0.0109789890241328	0.213633389986873	0.0160459991875546	0.0664516602349453	0.157809803218341	0.000314390298850595	0.0107881826737664	0	0.0368218910087281	0.000260929301907467	0.00372652554220922	0	0.00359606089125548	0.00262890825689408	0.000130464650953733	0.125496736599342	3.75045284643621	0.00565346820799511	0.143842435650219	0.0366490578186735	1.02058094001415	0.00255452288745641	0.073025229358169	0	0	0	0	0.104902657764631	0	0
"Tachigali_myrmecophila"	0.0319341702347807	0.0157302241305041	0.0710918124383355	2.36307833419236	0	1.68962539538336	0.00951444865150483	0	0	0.00389351686698346	0.000652323254768667	0.00947724892394608	0.00538124959593734	0.000621595957208294	0.194495772670322	0.00738126838086473	0	0.00515104759159024	0.161422430565957	0.0831716380765999	0	0.00246042279362158	0.00104799027154068	0.0807112152829783	0.0291137695866476	0.0114518971392721	3.49748599559573	0.098416911744863	0.00888350876872802	0.00792918014973325	1.58034107482422	0.0291108408761299	0	0	0	0	0.000424716051523613	0	0
"Cordia_nodosa"	0.880217130360581	0.433579850119321	1.95953834643401	0.0720367271905813	0	0.0515070033440546	0.262251394898289	0	0	0.107318906941069	0.0179803044562774	0.261226040639787	0.148326010736021	0.0171333529468604	0.00592906240679569	0.203453505284749	0	0.141980840462927	0.00492084558724315	0.0702782578885379	0	0.0678178350949164	0.0288862676775191	0.00246042279362158	0.802477049853871	0.315654233787981	0.106618321056935	2.71271340379665	0.244860490767548	0.218555864962126	0.0481755501829739	0.802396324375531	0	0	0	0	0.0117066559532217	0	0
"Maieta_poeppiggi"	3.63010818755814	0.104464290590148	0.353350484422115	0.00731511736258148	0	0.00523038440460826	0.305686387077238	0	0	0.195145142996512	0.00515377375575097	0.0464223521984701	0.0159788082166593	0.00419496705894295	0.000602078815172091	0.0206601039085118	0	0.0148761054111669	0.000499697368240951	0.00713654998695776	0	0.00688670130283728	0.0128811241449791	0.000249848684120475	2.62804629502418	0.0904773614898503	0.0108267763118873	0.275468052113491	1.85483579924829	0.0379819855225149	0.00489208515349466	0.357809004027198	0	0	0	0	0.00282053584593401	0	0
"Duroia_saccifera"	0.142818396593967	3.7527988878957	0.192658053293698	0.00673989813005577	0	0.00481909671721954	0.0631058567689595	0	0	0.0136829178308388	0.148148846131086	0.0259520504288564	0.130284564922828	0.147686419866971	0.000554734760823103	0.0190355108192819	0	0.0714874527345078	0.000460404008694188	0.00657537227744107	0	0.00634517027309398	0.00345826980478724	0.000230202004347094	0.132203270251017	2.60083529874573	0.00997542018837408	0.253806810923759	0.0392072108619509	2.02523386426435	0.00450739939550012	0.0960630501329789	0	0	0	0	0.101325569973184	0	0
"Tachigali_polyphylla"	0.0225099784023629	0.0110880289933548	0.0501116876000382	2.56036161953661	0	1.58240797293335	0.00670661025732568	0	0	0.00274448905171734	0.000459814119742154	0.00668038865652112	0.00379317236965013	0.000438154850083297	0.248929854074987	0.00520295941976118	0	0.00363090599141212	0.113784557387344	0.058626598500259	0	0.00173431980658706	0.000738714618379972	0.0568922786936719	0.0205219149202456	0.00807229232436225	2.46533207672578	0.0693727922634824	0.00626186899647316	0.00558917525042015	2.6671885469627	0.0205198505105548	0	0	0	0	0.000299376782820581	0	0
"Tococa_bullifera"	1.53592700448282	0.28430548602218	1.46011882365026	0.0306832587818117	0	0.0219388466733106	0.571721068148891	0	0	0.241287025969916	0.0131445412844704	0.221754572055877	0.0646890749646127	0.0113449945754695	0.00252541950830062	0.0866588030325574	0	0.0612308051598255	0.00209598054308135	0.0299342579490598	0	0.0288862676775191	0.0675478845116596	0.00104799027154068	1.34989461982076	0.230759724771814	0.0454129117667626	1.15545070710076	0.457995525154813	0.119118182164894	0.0205198505105548	1.87633012532388	0	0	0	0	0.0076762481225989	0	0
"Pourouma_heterophylla"	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0
"Cecropia_purpurascens"	0	0	0	0	0	0	0	3.11154911570424	1.34242488813126	0	0	0	0	0	0	0	0	0	0	0	0.282868101427658	0	0	0	0	0	0	0	0	0	0	0	0	4.40017046665246	0	0.517792456850628	0	0.172597485616876	0.172597485616876
"Amaioua_guianensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0
"Cecropia_ficifolia"	0	0	0	0	0	0	0	1.70871510760707	2.87278926060089	0	0	0	0	0	0	0	0	0	0	0	0.155337737055189	0	0	0	0	0	0	0	0	0	0	0	0	2.41636479863627	0	2.10807585766034	0	0.369358619220115	0.369358619220115
"Hirtella_myrmecophila"	0.110156345509126	4.02141327235834	0.111429455000385	0.00373047523576628	0	0.00266732829123655	0.0547717758047723	0	0	0.00944710557167958	0.157353986646946	0.0151417392314588	0.0678193355558434	0.124810062980123	0.000307040885149431	0.0105359903578995	0	0.0374216645638882	0.000254829630914167	0.00363941160142358	0	0.0035119967859665	0.00230287443677966	0.000127414815457083	0.102561755514733	2.76243665446861	0.00552130866980695	0.14047987143866	0.0300857156899626	1.0470308897229	0.00249480652350483	0.0639687343549906	0	0	0	0	1.10857815835368	0	0
"Cecropia_concolor"	0	0	0	0	0	0	0	1.70871510760707	2.87278926060089	0	0	0	0	0	0	0	0	0	0	0	0.155337737055189	0	0	0	0	0	0	0	0	0	0	0	0	2.41636479863627	0	1.10807585766034	0	1.36935861922011	0.369358619220115
"Cecropia_distachya"	0	0	0	0	0	0	0	1.70871510760707	2.87278926060089	0	0	0	0	0	0	0	0	0	0	0	0.155337737055189	0	0	0	0	0	0	0	0	0	0	0	0	2.41636479863627	0	1.10807585766034	0	0.369358619220115	1.36935861922012
