"Nephrosperma_vanhoutteanum"	"Paragenipa_wrightii"	"Memecylon_eleagni"	"Mimusops_sechellarum"	"Soulamea_terminaloides"	"Apis_mellifera"	"Unidentified_sp2_M_PL_084"	"Rhiparida_seychellensis"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_084"	"Unidentified_sp1_M_PL_084"	"Scaptodrosophila_sp1_M_PL_084"	"Xylocopa_caffra"	"Geron_seychellarum"	"Phelsuma_sp1_M_PL_084"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_084"
"Nephrosperma_vanhoutteanum"	3.9497699940939	0.932927997471834	0.200043237635772	0.0939670132996563	0.0864496522356838	1.15159072630805	1.34143131874887	0.871930357186766	0.263885347856319	0.536572527499549	0.240137922876899	0.0563802079797938	0.049709421916732	0.0670715659374435	0.0670715659374435	0.0239895770778472	0.0670715659374436
"Paragenipa_wrightii"	1.41271953902878	3.3518867757565	0.434021708857982	0.0336093078612429	0.0309205632323435	2.39895401952048	0.479791541556943	0.311864502012013	0.948105116571124	0.191916616622777	0.0858904534231763	0.0201655847167457	0.141994165372622	0.0239895770778472	0.0239895770778472	0.0861913742337386	0.0239895770778472
"Memecylon_eleagni"	1.51461308495656	2.17010854428991	1.5092521249524	0.0360334065301937	0.0331507340077782	2.5719805296052	0.514396896777699	0.334357982905504	0.613830702527718	0.20575875871108	0.0920853722438284	0.0216200439181162	0.249849492918478	0.0257198448388849	0.0257198448388849	0.0558027911388835	0.0257198448388849
"Mimusops_sechellarum"	1.66008390162726	0.392108591714501	0.084077948570452	2.67025388167949	0.456633571145135	0.48401229156783	0.563802079797938	0.36647135186866	0.110910715942102	0.225520831919175	1.26842658651426	1.6021523290077	0.0208928143174309	0.0281901039898969	0.0281901039898969	0.0100827923583729	0.0281901039898969
"Soulamea_terminaloides"	2.29091578424562	0.541109856566011	0.116027569027224	0.684950356717703	1.63015432818029	0.667936962363606	0.778046870121154	0.50573046557875	0.1530567880001	0.311218748048462	1.75042868938968	0.410970214030622	0.0288320837580547	0.0389023435060577	0.0389023435060577	0.0139142534545546	0.0389023435060577
"Apis_mellifera"	1.74383738555219	2.39895401952048	0.514396105921039	0.0414867678486712	0.0381678264207775	2.96122874348898	0.592246659244141	0.384960328508692	0.678561279807221	0.236898663697656	0.106021740057715	0.0248920607092027	0.127824031263231	0.0296123329622071	0.0296123329622071	0.0616873890733839	0.0296123329622071
"Unidentified_sp2_M_PL_084"	3.55479299468451	0.83963519772465	0.180038913872194	0.0845703119696907	0.0778046870121155	1.03643165367725	2.20728818687398	0.784737321468089	0.237496813070687	0.482915274749594	0.21612413058921	0.0507421871818144	0.0447384797250588	0.0603644093436992	0.0603644093436992	0.0215906193700625	0.0603644093436992
"Rhiparida_seychellensis"	3.55479299468451	0.83963519772465	0.180038913872195	0.0845703119696907	0.0778046870121154	1.03643165367725	1.20728818687398	1.78473732146809	0.237496813070687	0.482915274749594	0.216124130589209	0.0507421871818144	0.0447384797250589	0.0603644093436992	0.0603644093436992	0.0215906193700625	0.0603644093436992
"Lasioglossum_mahense"	1.2714475851259	3.01669809818085	0.390619537972184	0.0302483770751186	0.0278285069091091	2.15905861756843	0.431812387401249	0.280678051810812	1.85329460491401	0.1727249549605	0.0773014080808587	0.0181490262450712	0.12779474883536	0.0215906193700624	0.0215906193700624	0.0775722368103648	0.0215906193700624
"Lygistorrhina_sp1_M_PL_084"	3.55479299468451	0.839635197724651	0.180038913872195	0.0845703119696907	0.0778046870121154	1.03643165367725	1.20728818687398	0.78473732146809	0.237496813070687	1.48291527474959	0.21612413058921	0.0507421871818144	0.0447384797250589	0.0603644093436992	0.0603644093436992	0.0215906193700625	0.0603644093436992
"Unidentified_sp1_M_PL_084"	2.54546198249513	0.601233173962234	0.12891952114136	0.761055951908559	0.700171475755874	0.742152180404006	0.864496522356838	0.561922739531945	0.170063097777889	0.345798608942735	1.94492076598854	0.456633571145135	0.0320356486200608	0.0432248261178419	0.0432248261178419	0.0154602816161718	0.0432248261178419
"Scaptodrosophila_sp1_M_PL_084"	1.49407551146454	0.352897732543051	0.0756701537134068	2.40322849351155	0.410970214030622	0.435611062411047	0.507421871818144	0.329824216681794	0.0998196443478915	0.202968748727258	1.14158392786284	2.44193709610693	0.0188035328856878	0.0253710935909072	0.0253710935909072	0.00907451312253561	0.0253710935909072
"Xylocopa_caffra"	1.3172996807934	2.48489789402088	0.874473225214673	0.0313392214761465	0.0288320837580548	2.23692054710655	0.447384797250589	0.290800118212883	0.702871118594478	0.178953918900236	0.0800891215501521	0.0188035328856879	1.17632964623099	0.0223692398625294	0.0223692398625294	0.06389737441768	0.0223692398625294
