"Canthium_bibracteatum"	"Phoenicophorium_borsigianum"	"Deckenia_nobilis"	"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_114"	"Megachile_seychellensis"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_sp1_M_PL_114"	"Ceratina_tabescens"	"Ornidia_obesa"	"Phelsuma_sp1_M_PL_114"	"Unidentified_sp1_M_PL_114"	"Melanostoma_annulipes"	"Rhynchium_brunneum"	"Lygistorrhina_sp1_M_PL_114"	"Polistes_olivaceus"	"Unidentified_sp3_M_PL_114"	"Unidentified_sp4_M_PL_114"	"Unidentified_sp5_M_PL_114"
"Canthium_bibracteatum"	2.74993258125512	0.904146684073916	0.741389620299554	0.509475249547406	0.358213759560849	1.86897311018598	1.03737001879616	0.472546373050743	0.313706513219526	0.126095124262983	0.266122507863399	0.0755083572712487	0.133061253931699	0.106449003145359	0.106449003145359	0.0561081202989235	0.046175872391534	0.0232494861619007	0.042731869966578	0.0114631931148167	0.0161196191802384	0.0116247430809504	0.0116247430809504	0.0114631931148167
"Phoenicophorium_borsigianum"	1.2012234516982	2.56989567042939	0.625193881933442	0.629118074794629	0.237726815881176	1.1557253203794	1.27001949708878	0.574715498404045	0.873234566512133	0.155706723511671	0.116247430809503	0.0816283820088543	0.0581237154047517	0.0464989723238014	0.0464989723238014	0.0705531486786701	0.0943933448910855	0.0660830315253273	0.0223224497956033	0.0141551566828792	0.0106977067146531	0.0330415157626636	0.0330415157626636	0.0141551566828792
"Deckenia_nobilis"	1.53220521528574	0.97252381634091	1.82088965342371	0.5774044715444	0.360134738142079	1.89816341581193	1.12722024526906	0.46863036039217	0.338092419215139	0.142907606707239	0.148277924059911	0.124801988575944	0.0741389620299553	0.0593111696239643	0.0593111696239643	0.121757256844091	0.0509909564968357	0.0250077552773377	0.0310338556223846	0.012991600609749	0.0162060632163938	0.0125038776386688	0.0125038776386688	0.012991600609749
"Nephrosperma_vanhoutteanum"	1.18452995519772	1.1009566308906	0.649580030487451	2.08976796748465	0.238323310676422	1.15142348125101	1.31745815128619	0.498920981057635	0.415053853023263	0.517217571952451	0.114631931148167	0.214062318293117	0.0573159655740833	0.0458527724592666	0.0458527724592666	0.0531299585121262	0.122349871902568	0.0283103133657583	0.0221877420952556	0.0470197792684046	0.0107245489804391	0.0141551566828792	0.0141551566828792	0.0470197792684046
"Chrysobalanus_icaco"	1.66569398195795	0.832043855584117	0.810303160819677	0.476646621352843	1.47847027502226	2.24315334717584	0.954736160464654	0.370473795270656	0.288864923561415	0.117970038784829	0.161196191802382	0.075310322354543	0.080598095901191	0.0644784767209528	0.0644784767209528	0.0593158963638335	0.0428445113901838	0.0213954134293059	0.0826507815562398	0.010724548980439	0.066531162376002	0.0106977067146529	0.0106977067146529	0.010724548980439
"Apis_mellifera"	1.91004944227798	0.88901947721492	0.938652238588318	0.506120211538904	0.493000735643041	2.70609443558333	0.957516525663818	0.412734897732846	0.308574215714327	0.125264752355879	0.184843494413998	0.0830969085820341	0.0924217472069988	0.0739373977655991	0.0739373977655991	0.0677493847366337	0.0456359103619201	0.0228605008426694	0.0406693825453366	0.0113877047596254	0.0221850331039372	0.0114302504213347	0.0114302504213347	0.0113877047596254
"Lasioglossum_mahense"	1.48423710381604	1.36771330455714	0.780383246724735	0.810743477714578	0.293764972450663	1.34052313592935	2.07019219286505	0.45810357540041	0.475448747200538	0.200659010734358	0.143635848756391	0.104182242863301	0.0718179243781955	0.0574543395025564	0.0574543395025564	0.0644078801477902	0.0716532271857683	0.0351697706886123	0.0275830086359189	0.018241728248578	0.01321942376028	0.0175848853443061	0.0175848853443061	0.018241728248578
"Hemipyrellia_germana"	1.56952902477568	1.43678874601011	0.753155936344559	0.712744258653764	0.26462413947904	1.34138841763175	1.06345472860809	1.46430335304037	0.496334698057376	0.176404204016807	0.151889905623453	0.0942732207326211	0.0759449528117266	0.0607559622493813	0.0607559622493813	0.0636623543436607	0.0690194879653937	0.0369459963259743	0.0270970768389021	0.0160367458197097	0.011908086276557	0.0184729981629872	0.0184729981629872	0.0160367458197097
"Rhiparida_seychellensis"	1.08054465664503	2.26394146873516	0.563487365358565	0.6148945970715	0.2139740174529	1.04000939370384	1.14459883585315	0.514717464652093	1.77063841941129	0.152186412775196	0.104568837739842	0.0778800083507776	0.0522844188699209	0.0418275350959368	0.0418275350959368	0.0629170608052517	0.0858858946356931	0.0582156377674756	0.0200857145593647	0.0138351284341088	0.0096288307853806	0.0291078188837378	0.0291078188837378	0.0138351284341088
"Unidentified_sp2_M_PL_114"	1.06607695967795	0.990860967801541	0.584622027438706	1.88079117073618	0.21449097960878	1.03628113312591	1.18571233615757	0.449028882951872	0.373548467720936	1.46549581475721	0.10316873803335	0.192656086463805	0.0515843690166749	0.0412674952133399	0.0412674952133399	0.0478169626609136	0.110114884712311	0.0254792820291825	0.0199689678857301	0.0423178013415642	0.00965209408239525	0.0127396410145912	0.0127396410145912	0.0423178013415642
