"Spermophilus_xanthoprymnus"	"Meriones_vinogradovi"	"Cricetulus_migratorius"	"Meriones_persicus"	"Microtus_arvalis"	"Mesocricetus_brandti"	"Meriones_tristrami"	"Arvicola_terrestris"	"Microtus_socialis"	"Apodemus_flavicollis"	"Crocidura_suaveolens"	"Dryomys_nitedula"	"Chionomys_nivalis"	"Allactaga_elater"	"Sciurus_anomalus"	"Neomys_schelkovnikovi"	"Neopsylla_setosa"	"Xenopsylla_cheopis"	"Citellophilus_transcaucasicus"	"Amphipsylla_schelkovnikovi"	"Nosopsyllus_iranus"	"Oropsylla_ilovaiskii"	"Nosopsyllus_consimilis"	"Ctenophthalmus_teres"	"Megabothris_walkeri"	"Ctenophthalmus_acuminatus"	"Wagnerina_schelkovnikovi"	"Amphipsylla_rossica"	"Ctenophthalmus_secundus"	"Neopsylla_pleskei"	"Nosopsyllus_mokrzeckyi"	"Stenoponia_ivanovi"	"Leptopsylla_segnis"	"Nosopsyllus_fasciatus"	"Callopsylla_saxatilis"	"Ctenophthalmus_bogatschevi"	"Frontopsylla_elata"	"Callopsylla_caspia"	"Stenoponia_tripectinata"	"Ceratophyllus_sciurorum"	"Xenopsylla_conformis"	"Ctenophthalmus_proximus"	"Mesopsylla_tuschkan"	"Rhadinopsylla_cedestis"	"Megabothris_turbidus"	"Ctenophthalmus_golovi"	"Myoxopsylla_jordani"	"Rhadinopsylla_integella"	"Ophthalmopsylla_volgensis"	"Hystrichopsylla_talpae"	"Paradoxopsyllus_hesperius"	"Mesopsylla_apscheronica"	"Rhadinopsylla_ucrainica"
"Spermophilus_xanthoprymnus"	4.8628296288525	0.0590761424495469	0.14171608496047	0.0113091787165422	0.0570771495570412	0.0492095129741037	0.00718291450803838	0.0287634805945015	0.019697540920431	0.0186493305197069	0.00425005686106398	0.00114023439967487	0.00138216223977168	0.000412851306963195	0.000295076633781675	0.000166549242710273	2.24576851895583	0.0522678991272652	1.60245284582993	0.105483889423521	0.0229604464326473	0.429130571119724	0.095160301864877	0.0612531103745559	0.0197748479918518	0.0217822466707455	0.00783207781216738	0.0150457625503849	0.011862218999959	0.00886892025771583	0.00403295251985949	0.00702011796070332	0.00312626954966623	0.00248939743165143	0.0032767483321402	0.00397037090658918	0.00335611719852946	0.0026590424991966	0.000385393190712075	0.000778674450257198	0.000241381680115921	0.00106180360048164	0.00065462950278691	0.000203568570094381	0.000918752126142873	0.000780013106744814	0.000382219603282223	0.000734064558177238	9.59390253092674e-05	0.000334291331462063	0.000207324335965752	0.000244688186059079	0.000244688186059079
"Meriones_vinogradovi"	0.124722033491736	4.13575584986782	0.191267630448053	0.431245491888863	0.0264248193228921	0.0388434179912335	0.247018418846943	0.0103748745490334	0.0215582718115711	0.0234859445774739	0.00153094851958118	0.00088692997705513	0.000561823007009355	0.00920425788917912	0.000229525010036631	4.7657538362656e-05	0.0587744983965104	3.30597584003242	0.0414506439850594	0.140614330564692	0.909049145517385	0.0110666457397245	0.0703471898556934	0.0175273835533768	0.00729219189077684	0.0181851118437421	0.0105705923575004	0.0104023838336946	0.0176518662225971	0.0339182282315487	0.0115966887804396	0.00325008081476786	0.00393871122728759	0.00252305412722671	0.00133193669180255	0.00305098311887949	0.00159389175909866	0.00158990331662283	0.0250567995173778	0.000605690998707776	0.00920444923399154	0.00125576209229419	0.00383052067542046	0.00825384106795145	0.000869519012052844	0.000361120090529761	0.000346587275585922	0.000579432202079173	0.00415175389746788	0.000154765753084183	8.42734510514032e-05	0.000193144067359724	0.000193144067359724
"Cricetulus_migratorius"	0.366913619469237	0.23456062498717	4.05163807814069	0.0508607883475791	0.160911879861114	0.129722913534123	0.0296564355562262	0.0562243502161549	0.0955108223836346	0.0681450951745608	0.00780612042163983	0.00490276308123563	0.00323665331948876	0.00156983123704516	0.00126876616479261	0.000229152842155427	0.177877315249017	0.213845476915503	0.123967317379258	2.94142740507142	0.0821797569543886	0.0336774712733065	0.288891776686075	0.0842773230593848	0.0399872103144294	0.0642724721057042	0.223917734557722	0.066438317725287	0.072095073028425	0.0591605664950828	0.0832842813145125	0.0197911140740242	0.0587893291084726	0.0409368725179043	0.00767326588816576	0.0123925792633066	0.00874707399909732	0.00751218721080058	0.0015619871369084	0.00334813293486937	0.00108556623350564	0.00485358661828781	0.0024132380490859	0.000850410689672658	0.00273447861157187	0.00219901267489158	0.00157737246929007	0.00193509318531565	0.00042331234347961	0.000942434003524962	0.000485497997923315	0.000645031061771885	0.000645031061771885
"Meriones_persicus"	0.162083328166728	2.92752621470009	0.281543612967528	1.46143703017226	0.03587257727978	0.0485859965415588	0.25414233640606	0.0146063639398324	0.0369611322723627	0.0276342323450182	0.00221143199088947	0.0011950444757497	0.000776550806327172	0.00820980932976114	0.000309260710976759	6.29726319187959e-05	0.0764202701524255	2.91230706066705	0.0539011680050074	0.208328348865014	1.07793981544339	0.0143923283996605	0.0980994998017338	0.0231599346279127	0.0102317732136607	0.0226203857951835	0.0155597826802475	0.0145971611834768	0.0320700565061648	0.0363996731279961	0.0304438287473961	0.00441209356130917	0.00541265432927754	0.00357758745689941	0.0018410006338149	0.00379379686041485	0.00215492693084618	0.00205040424571534	0.0239059679410369	0.000816104653966447	0.0311927271262064	0.00150365520905252	0.00360011345100717	0.0114167146604632	0.00105892339546037	0.000490232617923241	0.000444980373657232	0.000724763484321596	0.0111646131449016	0.000210099693395675	0.000116482620949076	0.000241587828107199	0.000241587828107199
"Microtus_arvalis"	0.897881753986253	0.196896430312656	0.977688016249415	0.0393742388363746	1.95105061560693	0.322700688216299	0.0250519959751953	0.404121377763708	0.150187340511535	0.169915868704584	0.0594497667301462	0.0254196580314494	0.0318768410221361	0.00297178523150539	0.0065782501614933	0.00199326739716794	0.423549641207075	0.181562260567875	0.31529801163858	0.80372537421267	0.0611175151461923	0.0795411902243506	0.358422360737728	0.733079453847321	0.309232489572978	0.154286401921057	0.0540328828687646	0.371037506474114	0.0900675587472509	0.0410310000484491	0.0302314993564907	0.239966529077902	0.0251930600276643	0.0321666306362109	0.0755717256972937	0.0953129863464738	0.0927935592513612	0.0684830451587797	0.00129345996498495	0.0173592712594962	0.0008403987735827	0.0100434971895387	0.00569102055350336	0.00070495277182635	0.00680886804297753	0.0266629476753224	0.00717183574085432	0.00481376717228734	0.000331721508888971	0.0114269775751382	0.00478152615332041	0.00160458905742911	0.00160458905742911
"Mesocricetus_brandti"	0.985821514055802	0.368583261878141	1.00374000223503	0.0679130227901347	0.410953086374901	1.81765528391914	0.0509252377498602	0.182825612281901	0.123878722273287	0.192878327095722	0.0310162487895973	0.0101314276100029	0.00930737428837862	0.00370973490076825	0.00262187104284421	0.00119716745133306	0.497505560139626	0.331588903269328	0.330047729609235	0.74735217199268	0.116199927716252	0.0873091656748886	0.557414187896252	0.440291584879158	0.127132857302821	0.738071354532565	0.0554726713123821	0.129750881987328	0.0768032148990996	0.144400604017985	0.0280411945155182	0.050544555309017	0.0253403139156624	0.0359595854084256	0.0220653714147821	0.03333030215529	0.0282011356309307	0.0203514994907346	0.0023903944494379	0.0069188263630611	0.00144952696864319	0.0104537608373355	0.00657653212564105	0.00137328576525957	0.025770598242078	0.0056160617010019	0.00354528358312469	0.0271141948429928	0.000579747689894279	0.00240688358614367	0.00139610614325679	0.00903806494766426	0.00903806494766426
"Meriones_tristrami"	0.177783262840595	2.89593265781314	0.283507426597235	0.4388942737934	0.0394162803568773	0.062917870530544	1.26694346002918	0.0152471842415897	0.0404402560625793	0.0292235510536943	0.00226166174212956	0.00129288261528038	0.000831975665848577	0.008058438072444	0.00033457984612687	7.21334761780884e-05	0.0840050024631021	2.8471571651318	0.0591069397068551	0.208119547329777	1.10848954062731	0.0157782859580012	0.102600930127186	0.0265290895721636	0.0107330568063793	0.0284409972849912	0.0156683147580335	0.0158897452280676	0.0378784381112021	0.0691886780026459	0.0142502353827781	0.00484794597881766	0.00553061578047942	0.00380863658628072	0.00197239860633213	0.00407202942531063	0.00235391779798274	0.00220838979211054	0.0182758785819236	0.000882919038390352	0.00936770386752713	0.00158490340945757	0.00359132506290093	0.0264286144833207	0.00126324766290632	0.000538660664313073	0.0004777170606861	0.000938553869792646	0.00388132760417789	0.000230854570419888	0.000124796349877287	0.000312851289930882	0.000312851289930882
"Arvicola_terrestris"	0.766885151732811	0.131020934102683	0.578986782924448	0.0271721329174823	0.684926305695107	0.243319381051648	0.0164243565543595	2.47319945002422	0.0846536991181839	0.113342472748141	0.0504851460062115	0.012643118942063	0.073064396337944	0.00198232426372586	0.00327186145146038	0.00178038086635872	0.360511490650953	0.121108707508849	0.282674732125866	0.452991088600986	0.0410121886069634	0.0678542395132943	0.226247572483482	0.654784518627485	1.57512941022404	0.111438660611597	0.0319982699024293	0.180368120677717	0.0513259370532367	0.0273702522760239	0.0331404765518217	0.0842414783794199	0.0304003058373966	0.0151055771906135	0.173216741095992	0.0455938939488688	0.0387081142154521	0.0640844043922714	0.000865890851523076	0.00863407883024267	0.000579958568199227	0.0139674293596257	0.0037961960423996	0.000468018471266702	0.00489069256299942	0.00936016426437999	0.00372531238788918	0.00362962612618481	0.000227648151755619	0.00401149897044857	0.0109596594506916	0.00120987537539494	0.00120987537539494
"Microtus_socialis"	0.700228268406693	0.363003253297777	1.31140104655177	0.0916781025971349	0.33939394105793	0.219824007171225	0.0580833089526262	0.112871598824245	1.86358456987031	0.153936906903454	0.014935232970478	0.0190045731573876	0.0066750092887796	0.00316251931723852	0.00491811637619296	0.000457439993600049	0.338010401660061	0.339921910410015	0.234827183314448	0.974299023729087	0.119149897791657	0.0622079224271032	0.593395896678229	0.168236264312907	0.0806995025225437	0.106256938097641	0.0724758593381698	0.273502314694615	1.02157141653634	0.0365658096488948	0.0945786512799181	0.0417432461127649	0.0268922950494696	0.0182653418958065	0.0158247164657327	0.0269595232021613	0.0180867582349829	0.0160301076751294	0.00248650193320621	0.0129783626593981	0.00195676582618391	0.00839782485476253	0.00531859676828052	0.00158682504945593	0.00526694599952499	0.00463813845697388	0.00550953457452075	0.00327914264841054	0.000747365298092765	0.00198777362441738	0.00100125139331694	0.00109304754947018	0.00109304754947018
"Apodemus_flavicollis"	0.82466429834704	0.491915973314773	1.16386836331673	0.0852617168693852	0.477629362639106	0.425743624442997	0.0522103686508075	0.187982637728624	0.191482493953077	1.273612039056	0.0243991259765842	0.026593813461563	0.0101670820365562	0.0199303623165124	0.00688210508110736	0.000814527545979835	0.392483867017243	0.486060575450594	0.277590507736497	0.866855674125813	0.135934217097444	0.0731404706415705	0.643423557948689	0.29956513079925	0.131991987337433	0.310387108062904	0.064322321542817	0.229411777682016	0.138036360665792	0.0559753439720624	0.039551637652146	0.0587453033874996	0.0868439597563965	0.0207997613729109	0.024103515598517	0.125043784580768	0.0321728663074864	0.0520436556745763	0.00316156573076711	0.0181611106307	0.00181981530076949	0.0638999776066098	0.0418456433744662	0.00152331398872216	0.0262603962035484	0.0065272559319444	0.0135169067557841	0.00635087174583475	0.000735491381474362	0.00279739539940474	0.00152506230548342	0.00211695724861159	0.00211695724861159
