"Rhombomys_opimus"	"Spermophilus_pygmaeus"	"Spermophilus_fulvus"	"Meriones_meridianus"	"Stylodipus_telum"	"Allactaga_elater"	"Allactaga_major"	"Pygeretmus_pumilio"	"Meriones_tamariscinus"	"Cricetulus_migratorius"	"Allocricetulus_eversmanni"	"Xenopsylla_skrjabini"	"Nosopsyllus_laeviceps"	"Coptopsylla_lamellifer"	"Neopsylla_setosa"	"Citellophilus_trispinus"	"Rhadinopsylla_cedestis"	"Echidnophaga_oschanini"	"Oropsylla_ilovaiskii"	"Citellophilus_tesquorum"	"Ctenophthalmus_dolichus"	"Mesopsylla_hebes"	"Mesopsylla_tuschkan"	"Mesopsylla_lenis"	"Ctenophthalmus_breviatus"	"Xenopsylla_conformis"	"Ophthalmopsylla_volgensis"	"Frontopsylla_semura"	"Amphipsylla_schelkovnikovi"	"Amphipsylla_kalabukhovi"	"Paradoxopsyllus_repandus"	"Leptopsylla_segnis"	"Stenoponia_conspecta"
"Rhombomys_opimus"	5.10480725734845	0.0622192560446204	0.0329718004937113	0.0308411070753499	0.00961133014074239	0.00752229963493404	0.00591122743750412	0.0050368765180007	0.00399269593448625	0.000142384308544733	0.000101659800503398	4.0778568567749	0.367328365577309	0.0742857675268374	0.0333679749860487	0.0242454063820354	0.0434187727995363	0.033627479565201	0.0236531707538049	0.012010772348301	0.0238284236363875	0.00649547561142826	0.00520134258673443	0.0033687882765961	0.00193915593877778	0.003159799925777	0.00173815576998571	0.000968882687172194	8.00911735564121e-05	4.57469102265292e-05	0.000114764438998488	6.86567805436536e-05	3.82548129995719e-05
"Spermophilus_pygmaeus"	2.40812381967349	2.25937314052473	0.433862268606308	0.0251836241327733	0.0740315162360435	0.0246572434335167	0.0212380325381224	0.0106598946216313	0.00317561278422752	0.00130477766821541	0.00154796451778991	2.19147963248093	0.275076171150447	0.0351934460817158	1.08238927764611	0.35318559629283	0.028478836562277	0.0167032709555874	0.211074927922	0.333434549613945	0.0138279360326224	0.023719796998032	0.023853649606448	0.0388004104769681	0.0669219984359185	0.00543429176301436	0.0119537659800145	0.0237689697980795	0.000733937438371166	0.000696584033005461	5.41385727748489e-05	4.28712311434685e-05	1.80461909250026e-05
"Spermophilus_fulvus"	1.86258104218897	0.63324300069867	2.67475123671011	0.0171878465588341	0.043392536092074	0.011009752661335	0.0103664511660335	0.00522061627213483	0.0040917959129302	0.000481533392568806	0.000832083083188226	1.66044474567223	0.229800760032157	0.0273330396362468	0.357486546646296	1.84135518232193	0.0180888893840621	0.012569716136972	0.250295194602752	0.257948559381657	0.00940256042470272	0.0118708928354557	0.0124136869614222	0.0122775938641646	0.0189735059709813	0.00225050758678761	0.00667267250674182	0.00692601847105451	0.000270862533319953	0.000374437387434701	4.18738764501506e-05	3.09010715253157e-05	1.39579588167474e-05
"Meriones_meridianus"	4.05690610902013	0.0855912219978047	0.0400233973538678	1.03217880594051	0.0143744048698385	0.0115006563184542	0.0112261784541224	0.00668276883699238	0.00432641078509573	0.000212048542887896	0.00013589261714445	3.9703008813878	0.432316730451225	0.0640904141283085	0.0533052776101596	0.0296287235955775	0.0416386546880163	0.0317619400936963	0.0285946980193503	0.0161350386985013	0.0189789220057952	0.0125659666019168	0.0136200118684516	0.0075993487792497	0.00265231611914747	0.00853398888278406	0.0025560639955015	0.00121320767092097	0.000119277305374441	6.11516777150025e-05	9.12059026324636e-05	0.0010478838134877	3.04019675442293e-05
"Stylodipus_telum"	2.80170273602641	0.557572317670978	0.223913911970265	0.0318539603062199	1.2701721218902	0.123075850301016	0.184976301182003	0.0606671556617776	0.00354650709650911	0.00180059354523481	0.00387643908622997	2.6449033624724	0.325093174121891	0.0409467797218636	0.358772263671307	0.166986920555456	0.0267360173132674	0.0198957229630074	0.0823795259216685	0.275783347078864	0.0136851598886182	0.224399174330153	0.276930054632157	0.0537889096836412	0.0252600574942126	0.00273339019046571	0.178381232960525	0.0172734022862089	0.00101283386919458	0.00174439758880349	6.29868722815165e-05	5.23960230813661e-05	2.09956240939033e-05
"Allactaga_elater"	3.1698706721274	0.268461145172639	0.0821288917824502	0.0368424533991183	0.177920176575504	1.17727715408261	0.265697315527925	0.0764970412909366	0.00473298543534721	0.00243970005781678	0.00129035928509902	3.02598093878654	0.360253985454676	0.0463859829143438	0.146638248316993	0.0629625441164156	0.0323578852205088	0.0227905402147906	0.0424041409196146	0.0668860847634943	0.0150630854116677	0.363327092883404	0.266968252316265	0.205493654140455	0.00924765316852222	0.00246669432989014	0.0573670766255144	0.00814016170506114	0.00137233128252194	0.000580661678294557	7.1263891278292e-05	6.0072492484384e-05	2.3754630426163e-05
"Allactaga_major"	2.59097296638456	0.240516842940853	0.080434580945209	0.0374069376956706	0.27813954776272	0.276363996078316	1.62763868055114	0.12076554082002	0.00334584768732854	0.00635899946168536	0.00121395440933998	2.46526886238268	0.247546903176945	0.037911148990172	0.137750786910402	0.0610671992911002	0.025001262466966	0.0279283939508647	0.0365748769335544	0.0779755290459153	0.0123366493867091	1.0090012892898	0.398915773924237	0.124282830553202	0.0090700248241765	0.00209603865470675	0.0539961910433136	0.00586117124578	0.00357693719719802	0.000546279484202991	5.82493214644228e-05	5.62907492790652e-05	1.94164404881974e-05
"Pygeretmus_pumilio"	3.45667883462198	0.189015160062412	0.0634230296831923	0.0348649597038517	0.142827817900871	0.124580895816668	0.189084332483917	1.05560170980602	0.00415730797939913	0.00171466460753408	0.00120918207099723	3.38927530868082	0.326186553599471	0.0504808580878781	0.10299932600383	0.048190537382026	0.0412192329073985	0.0241199409628452	0.0322229422458598	0.0501457358800958	0.0163056337517055	0.253138073758157	0.208378273349057	0.123685759702189	0.00668034262641695	0.0024779402722378	0.0559474990074388	0.0037156280647019	0.000964498841737919	0.000544131931948755	7.77118091348481e-05	6.02724618256787e-05	2.59039363783515e-05
"Meriones_tamariscinus"	4.02953610369689	0.0828061047853612	0.0731021689990724	0.0331933869478353	0.0122786632248887	0.0113353012527223	0.00770388459099176	0.00611368820499873	1.00672415920328	0.000242611640112494	0.000121822190692981	3.52257509287449	0.787846405110147	0.134582345542564	0.0436433901147445	0.0672933761098586	0.0420804917550977	0.0417976527884592	0.0247861756043858	0.0175446513214523	0.0188483190235931	0.00834372361564368	0.00661763358865667	0.0119473207788203	0.00255467835035095	0.00260519246094258	0.00223579261409892	0.0011648695225936	0.000136469047563278	5.48199858118414e-05	9.05905800261359e-05	6.2917613845578e-05	3.01968600087842e-05
"Cricetulus_migratorius"	2.13750883595066	0.506090638059051	0.12796749907516	0.0242000399570811	0.0927305675795927	0.0869143145597229	0.217795731562724	0.037508288289808	0.00360884814667335	2.0281949199334	0.000638211622967213	1.84942217431164	0.419902526660491	0.0313074083932761	0.477690653232443	0.10019923449317	0.0205724387936748	0.0157193279591915	0.0558544866013482	0.0880607959144988	0.0105344737064033	0.377817492639199	0.073742224561885	0.0337932734436926	0.0155449865547707	0.00222522529584091	0.0168861935454036	0.00631840482872592	1.14085964246254	0.000287195230335246	4.80547041338723e-05	3.98736957861707e-05	1.60182347113163e-05
