"Perca_flavescens"	"Sander_vitreus"	"Notropis_atherinoides"	"Micropterus_dolomieu"	"Esox_lucius"	"Ambloplites_rupestris"	"Amia_calva"	"Ameiurus_nebulosus"	"Coregonus_artedi"	"Osmerus_mordax"	"Percina_caprodes"	"Lepomis_gibbosus"	"Etheostoma_nigrum"	"Oncorhynchus_mykiss"	"Catostomus_commersonii"	"Percopsis_omiscomacush"	"Fundulus_diaphanus"	"Pimephales_notatus"	"Cottus_bairdii"	"Pomoxis_nigromaculatus"	"Prosopium_cylindraceum"	"Sander_canadensis"	"Cyprinella_spiloptera"	"Oncorhynchus_tschawytscha"	"Lepomis_macrochirus"	"Acipenser_fulvescens"	"Echinorhynchus_salmonis"	"Proteocephalus_sp."	"Centrovarium_lobotes"	"Camallanus_oxycephalus"	"Neoechinorhynchus_tenellus"	"Eubothrium_sp."	"Hysterothylacium_brachyurum"	"Spinitectus_carolini"	"Leptorhynchoides_thecatus"	"Pomphorhynchus_bulbocolli"	"Crepidostomum_cooperi"	"Cryptogonimus_chili"	"Azygia_sp."	"Bothriocephalus_claviceps"	"Dichelyne_cotylophora"	"Argulus_sp."	"Bunodera_luciopercae"	"Crepidostomum_cornutum"	"Homalometron_armatum"	"Glossidium_geminum"	"Centrovarium_sp."	"Neochasmus_sp"	"Diplostomum_spathaceum"	"Diplostomum_sp."	"Neascus_sp."	"Posthodiplostomum_sp."	"Gyrodactylus_sp."	"Haplobothrium_globuliforme"	"Corallobothrium_sp."	"Proteocephalus_exiguus"	"Proteocephalus_perplexus"	"Proteocephalus_pinguis"	"Triaenophorus_stizostedionis"	"Bothriocephalus_sp."	"Glaridacris_sp."	"Spinitectus_gracilis"	"Haplonema_immutatum"	"Raphidascaris_sp."	"Cucullanus_sp."	"Spinitectus_sp."	"Rhabdochona_sp."	"Echinorhynchus_sp."
"Perca_flavescens"	2.08248617188412	0.602088935173123	0.0796384652924877	0.520956925160054	0.338343182423144	0.283285495332502	0.120537763876135	0.204104826284868	0.0865651360440353	0.107972316252373	0.116450610019969	0.0859909032145864	0.106266340227204	0.0631925493121458	0.0472746811726609	0.0716708430797416	0.0638654539977786	0.0447797669402272	0.0447797669402272	0.0435424077820083	0.0435424077820083	0.0435424077820083	0	0	0.0281284352977333	0.0341521034657023	0.375084034816476	0.398042372802019	0.315407148809218	0.387043624728963	0.398535419860365	0.0933137573124098	0.245793327637213	0.284247707848216	0.243129481799104	0.156269084987407	0.204955244289924	0.202292061325666	0.0886579364495312	0.212884846659262	0.156172853837372	0.0758935632571163	0.110249267923277	0.110249267923277	0.0386959064465639	0.0459235859140953	0.00651587443302172	0.00651587443302172	0.00651587443302172	0.00651587443302172	0.00651587443302172	0.00651587443302172	0.00651587443302172	0.0271209968721303	0.0459235859140953	0.0259695408132106	0.0271209968721303	0.0435012663115471	0.155405938061261	0.00651587443302172	0.0212736065276974	0.110249267923277	0.0271209968721303	0.00651587443302172	0.0451566701379842	0.00651587443302172	0	0
"Sander_vitreus"	0.85295932482859	1.8516081358809	0.086424734407357	0.487723006738486	0.382354847540801	0.250448175845213	0.131560760814702	0.104513166361615	0.0942186587281472	0.116592679074088	0.124230695049579	0.0525762593763946	0.0861602085848266	0.0687796208715474	0.0470783431074642	0.0764176368470383	0.0756276494502953	0.0478130582025406	0.0478130582025406	0.0484060226980971	0.0484060226980971	0.0484060226980971	0	0	0.0280116141489412	0.10502819258148	0.408843717014696	0.425004961800361	0.344250657465137	0.430275757316419	0.359806156419813	0.101265345366196	0.277082259905047	0.173793746271971	0.175778876090761	0.155620078605229	0.12782383460762	0.227922350935516	0.188030519160599	0.252092164834317	0.0686721325693477	0.233395983514399	0.0451566701379842	0.0451566701379842	0.0236593167193776	0.0235154624313635	0.00707111463332921	0.00707111463332921	0.00707111463332921	0.00707111463332921	0.00707111463332921	0.00707111463332921	0.00707111463332921	0.029601171183308	0.0235154624313635	0.0282655976184441	0.029601171183308	0.0491599089695315	0.184027280329052	0.00707111463332921	0.0211852543983589	0.0451566701379842	0.029601171183308	0.00707111463332921	0.138870610191068	0.00707111463332921	0	0
"Notropis_atherinoides"	0.123077628179299	0.0942815284443895	4.2264549966418	0.0826771574790781	0.0620227008754516	0.0516074533537218	0.0153630934486166	0.0166788748626537	0.187125855868375	0.147853289452395	0.0211484647871239	0.0089126907034882	0.0178479309252285	0.136601874783914	0.00799089916109588	0.0098970501186429	0.00558369413685654	0.011251414668481	0.011251414668481	0.00514246511779084	0.00514246511779084	0.00514246511779084	0	0	0.00475458500085205	0.00534790182352629	0.198707985746933	0.100012574830942	0.0402000945238802	0.0457108010470297	0.0432592729309631	0.507765450610593	0.0290022804948832	0.0294613942698638	0.0296722838646122	0.0264143611158447	0.0219883875224916	0.021027933239468	0.0150454618887444	0.0186123137895218	0.0102686212771188	0.0118842262745029	0.00651587443302172	0.00651587443302172	0.00401071081656969	0.00375274684409708	0.345800863361602	0.345800863361602	0.345800863361602	0.345800863361602	0.345800863361602	0.345800863361602	0.345800863361602	0.00345669602593874	0.00375274684409708	0.0561377567605124	0.00345669602593874	0.00797434725541521	0.0135869890663509	0.345800863361602	0.00359590462249315	0.00651587443302172	0.00345669602593874	0.345800863361602	0.00707111463332921	0.345800863361602	0	0
"Micropterus_dolomieu"	0.885626772772092	0.585267608086183	0.0909448732269859	1.58766935133282	0.368776033130934	0.310040371777369	0.136972077767238	0.15738868719916	0.0986048040522886	0.123825353732401	0.133690546016375	0.0951460652699213	0.125753475421431	0.0719815069581707	0.0532074475263689	0.0818466992421447	0.0373073399469323	0.0518438467742303	0.0518438467742303	0.0501882679639551	0.0501882679639551	0.0501882679639551	0	0	0.0316584312781895	0.0331979525595104	0.42671227812656	0.460834193548714	0.358410270157605	0.446117937457379	0.374477675924381	0.106561669639701	0.281085496893371	0.31451060464224	0.283696482053513	0.17588017376772	0.246365428824003	0.233671435490823	0.0913091320090124	0.124357799823108	0.082298577884216	0.0737732279100231	0.0468861232644048	0.0468861232644049	0.0428157293714646	0.035412454619811	0.00744094417311703	0.00744094417311703	0.00744094417311703	0.00744094417311703	0.00744094417311703	0.00744094417311703	0.00744094417311703	0.0308187174976285	0.035412454619811	0.0295814412156866	0.0308187174976285	0.0474140614025487	0.0907811938708686	0.00744094417311703	0.023943351386866	0.0468861232644049	0.0308187174976285	0.00744094417311703	0.0438950706064637	0.00744094417311703	0	0
"Esox_lucius"	0.821690585884778	0.655465452927087	0.0974642442328526	0.526822904472763	1.65983882644791	0.330813456722489	0.168545688211874	0.109336029771811	0.113691628177324	0.115903310104021	0.0904294286066841	0.0578304115287992	0.0695757454899455	0.0829948885694466	0.0442382942197482	0.0575210070721099	0.0380799350470186	0.0329084215345741	0.0329084215345741	0.0311992220113598	0.0311992220113598	0.0311992220113598	0	0	0.0263217850607502	0.0371797630862003	0.509331285647387	0.292519302529548	0.441027884154404	0.277326417878753	0.446606370618279	0.11420052859607	0.353483085798359	0.191161638109086	0.3539451953372	0.14623213922639	0.122224413184571	0.140075236683627	0.262567758084263	0.126933116823395	0.0681018730102046	0.0826216957471118	0.0435012663115471	0.0435012663115471	0.0260236851879597	0.0246006066986575	0.00797434725541521	0.00797434725541521	0.00797434725541521	0.00797434725541521	0.00797434725541521	0.00797434725541521	0.00797434725541521	0.0379227798476717	0.0246006066986575	0.0341074884531973	0.0379227798476717	0.213407849114731	0.0926611752810786	0.00797434725541521	0.0199072323988867	0.0435012663115471	0.0379227798476717	0.00797434725541521	0.0491599089695315	0.00797434725541521	0	0
"Ambloplites_rupestris"	0.802642236775422	0.500896351690426	0.0946136644818233	0.516733952962282	0.385949032842904	1.41273644398159	0.162271188104059	0.183098878001852	0.109870711582675	0.113551983732233	0.148397171517298	0.119803865678102	0.0694173737535549	0.0802056194553526	0.132842716017123	0.115050807240417	0.0329013906890372	0.0333463642768808	0.0333463642768808	0.0360093912102291	0.0360093912102291	0.0360093912102291	0	0	0.0790414160301883	0.0284121880160536	0.491217928898255	0.296412126905607	0.424609608872287	0.320083477424258	0.43059141584875	0.110860455352439	0.176188124951636	0.396018333769281	0.350531365172092	0.439118977945491	0.12023669825558	0.126566106443263	0.0871892448851553	0.109671302296791	0.0836900718502921	0.0631381955912302	0.0424928242998752	0.0424928242998753	0.0539117395551459	0.0411972475504168	0.00774111800305827	0.00774111800305827	0.00774111800305827	0.00774111800305827	0.00774111800305827	0.00774111800305827	0.00774111800305827	0.0365110173234133	0.0411972475504167	0.0329612134748024	0.0365110173234133	0.0496220185083734	0.0800600506766573	0.00774111800305827	0.0597792222077054	0.0424928242998753	0.0365110173234133	0.00774111800305826	0.037567226376782	0.00774111800305827	0	0
"Amia_calva"	0.512285496473572	0.394682282444106	0.0422485069836957	0.342430194418094	0.29495495437078	0.243406782156088	2.8551810520101	0.0713516476157536	0.047315941957424	0.054361785220098	0.0576876591730573	0.0386981973408735	0.0430093201180418	0.0345406376289195	0.0305411847218497	0.0378665115818788	0.0233104800227828	0.0198211475911785	0.0198211475911785	0.0196945066723782	0.0196945066723782	0.0196945066723782	0	0	0.0181720049095006	0.0223874403907371	0.208021287810422	0.176187978588253	0.804390419426424	0.17506228153225	0.189095679596282	0.0495033011122092	0.125463665400738	0.12791904121011	0.132373511540844	0.100955582830559	0.0772939084228775	0.0875408855530667	0.0675239510309796	0.0777016000759428	0.0431751175856748	0.0497498675349714	0.0271209968721303	0.0271209968721303	0.0174141888033931	0.0160541207135446	0.00345669602593874	0.00345669602593874	0.00345669602593874	0.00345669602593874	0.00345669602593874	0.00345669602593874	0.00345669602593874	0.642415736702272	0.0160541207135446	0.0141947825872272	0.642415736702273	0.0379227798476717	0.0567221680554382	0.00345669602593874	0.0137435331248324	0.0271209968721303	0.642415736702272	0.00345669602593874	0.029601171183308	0.00345669602593874	0	0
"Ameiurus_nebulosus"	0.867445511710689	0.313539499084847	0.0458669058722976	0.3934717179979	0.191338052100669	0.274648317002778	0.0713516476157536	2.34117915701929	0.0505673220271078	0.0606957749532401	0.0681969533727551	0.227380832129299	0.055702245125576	0.0369141450797887	0.0351902043644726	0.0444153234993037	0.0285365952104625	0.0237816298734514	0.0237816298734514	0.0234771519024425	0.0234771519024425	0.0234771519024425	0	0	0.0209381715968612	0.0177848035195186	0.220639651594353	0.21139226554179	0.186703477927889	0.208685794688378	0.216572943128439	0.0537430412241063	0.129452109663927	0.751619972871848	0.147133894782981	0.116323175538118	0.106402050840416	0.10485150296527	0.048116069130021	0.095121984034875	0.572688896243436	0.0395217855989302	0.0459235859140953	0.0459235859140953	0.102321374458184	0.526765310329341	0.00375274684409708	0.00375274684409708	0.00375274684409708	0.00375274684409708	0.00375274684409708	0.00375274684409708	0.00375274684409708	0.0160541207135446	0.526765310329341	0.0151701966081323	0.0160541207135446	0.0246006066986575	0.0694390483454588	0.00375274684409708	0.0158355919640127	0.0459235859140953	0.0160541207135446	0.00375274684409708	0.0235154624313635	0.00375274684409708	0	0
"Coregonus_artedi"	0.4905357709162	0.376874634912589	0.686128138184041	0.328682680174295	0.26528046574709	0.21974142316535	0.0630879226098987	0.0674230960361437	1.75615285965865	0.313560974842006	0.0693793986069842	0.0363090089107583	0.0557626380345237	0.281991587550812	0.030512001309405	0.0378100113157904	0.0222884130541047	0.0315693872911938	0.0315693872911938	0.0196553705366944	0.0196553705366944	0.0196553705366944	0	0	0.018154640779096	0.0213773427366384	0.898695646323402	0.280616775921723	0.165080064162568	0.174714404770617	0.176854822388552	0.803948121508573	0.117924068100539	0.120021446121673	0.122619683956897	0.100859115439422	0.0806441691444329	0.0838165796473414	0.0623730860716414	0.0742947101803489	0.041139737421343	0.0475052060814187	0.0259695408132106	0.0259695408132106	0.0163390540098412	0.0151701966081323	0.0561377567605124	0.0561377567605124	0.0561377567605124	0.0561377567605124	0.0561377567605124	0.0561377567605124	0.0561377567605124	0.0141947825872272	0.0151701966081323	0.526845857897594	0.0141947825872272	0.0341074884531972	0.0542351384316548	0.0561377567605124	0.0137304005892322	0.0259695408132106	0.0141947825872272	0.0561377567605124	0.0282655976184441	0.0561377567605124	0	0
"Osmerus_mordax"	0.611843125430114	0.466370716296352	0.542128727992113	0.412751179108003	0.270441056909382	0.227103967464467	0.072482380293464	0.0809276999376534	0.313560974842006	1.31264160115209	0.136368598255487	0.0426584691599093	0.120929340827815	0.228899511634664	0.0425240263286788	0.0526265087380572	0.0276860953142212	0.0837420895174302	0.0837420895174302	0.0273247130724933	0.0273247130724933	0.0273247130724933	0	0	0.0253017956655639	0.026453801134457	0.764219245902364	0.744374129043824	0.189662228434564	0.242886338422162	0.205745387744247	0.635221539869547	0.139288097748865	0.141009939723033	0.138375889146308	0.140565531475355	0.123957504367949	0.104517104717659	0.0697487967534326	0.0922869843807373	0.050600427361684	0.0587862247432376	0.0323916948757119	0.0323916948757119	0.0191963111219592	0.018208732485972	0.0443559868357184	0.0443559868357184	0.0443559868357184	0.0443559868357183	0.0443559868357183	0.0443559868357184	0.0443559868357183	0.0163085355660294	0.018208732485972	0.0940682924526016	0.0163085355660294	0.0347709930312062	0.0673694985979383	0.0443559868357183	0.0191358118479055	0.0323916948757119	0.0163085355660294	0.0443559868357183	0.0349778037222264	0.0443559868357183	0	0
