"Philodendron_apendiculatum"	"Cecropia_glaziovi"	"Cecropia_pachystachia"	"Cucurbitaceae"	"Vismia_sp."	"Ficus_luschnatiana"	"Ficus_sp."	"Piper_aduncun"	"Piper_dilatatum"	"Piper_sp."	"Rubus_brasiliensis"	"Aureliana_sp."	"Solanum_cinnamomeum"	"Solanum_megalochiton"	"Solanum_cf._paranaense"	"Solanum_rufescens"	"Solanum_santaecatharinae"	"Solanum_scuticum"	"Solanum_subsylvestris"	"Solanum_swartzianum"	"Solanum_variabile"	"Solanum_sp."	"Vassobia_breviflora"	"Unknown_family"	"Artibeus_fimbriatus"	"Artibeus_lituratus"	"Artibeus_jamaicensis"	"Carollia_perspicillata"	"Sturnira_lilium"	"Sturnira_tildae"
"Philodendron_apendiculatum"	1.05241254969066	0.267457674088115	0.0979008044407639	0.129905439512803	0.0524125496906551	0.0728204643092715	0.150313354131419	0.0555996998301039	0.13899924957526	0.290330238724217	0.108012249520759	0.0524125496906551	0.0524125496906551	0.027799849915052	0.195682361357982	0.0524125496906551	0.157237649071965	0.11032989588351	0.157237649071965	0.157237649071965	0.185037498987017	0.944841121846074	0.601618386728698	0.152733910216625	0.585207936401489	0.176242764804453	0.0240711906679303	0.494219554045368	3.26122531408521	0.19587534525871
"Cecropia_glaziovi"	0.0267457674088115	1.83079796543681	0.316847881861971	0.127188055507198	0.0267457674088115	0.243151361172396	0.343593649270783	0.0339847717484749	0.0849619293711873	0.214664362073296	0.0607305391572864	0.0267457674088115	0.0267457674088115	0.0169923858742375	0.112933694090381	0.0267457674088115	0.0802373022264344	0.14796147472634	0.0802373022264344	0.0802373022264344	0.0972296881006718	0.568247580268835	0.367899962186501	0.321531850167113	1.71958548275676	0.744786931725243	0.164771816889313	0.302086859986444	1.66418108321494	0.141429930690463
"Cecropia_pachystachia"	0.024475201110191	0.792119704654929	1.34951363675104	0.135214927916738	0.024475201110191	0.263249111054681	0.373988837861228	0.032648115844278	0.0816202896106949	0.216813445981398	0.0571233169544689	0.024475201110191	0.024475201110191	0.016324057922139	0.105719428560182	0.024475201110191	0.0734256033305729	0.139316171267683	0.0734256033305729	0.0734256033305729	0.0897496612527119	0.542079331757927	0.355491737908456	0.369533303895614	2.01283893291497	0.705600464037545	0.0712907734189436	0.29020547417136	1.52290140241188	0.134005058308458
"Cucurbitaceae"	0.0433018131709342	0.423960185023994	0.18028657055565	1.13523915504208	0.0433018131709342	0.131651041855442	0.223588383726584	0.0483212196861489	0.120803049215372	0.270164001070094	0.091623032857083	0.0433018131709342	0.0433018131709342	0.0241606098430744	0.165992812187785	0.0433018131709342	0.129905439512803	0.108749763785727	0.129905439512803	0.129905439512803	0.154066049355877	0.815527234586599	0.524955473580485	0.237843927971768	1.13482900300487	0.267399879094635	0.0381564166521595	0.429521952765768	2.69433504174702	0.17259981199871
"Vismia_sp."	0.0524125496906551	0.267457674088115	0.0979008044407639	0.129905439512803	1.05241254969066	0.0728204643092715	0.150313354131419	0.0555996998301039	0.13899924957526	0.290330238724217	0.108012249520759	0.0524125496906551	0.0524125496906551	0.027799849915052	0.195682361357982	0.0524125496906551	0.157237649071965	0.11032989588351	0.157237649071965	0.157237649071965	0.185037498987017	0.944841121846074	0.601618386728698	0.152733910216625	0.585207936401489	0.176242764804453	0.0240711906679303	0.494219554045368	3.26122531408521	0.19587534525871
"Ficus_luschnatiana"	0.0242734881030905	0.810504537241321	0.350998814739575	0.131651041855442	0.0242734881030905	1.26789474909031	0.375272302842666	0.0322760679929577	0.0806901699823942	0.21247408605458	0.0565495560960482	0.0242734881030905	0.0242734881030905	0.0161380339964789	0.105421333464446	0.0242734881030905	0.0728204643092715	0.150558395160191	0.0728204643092715	0.0728204643092715	0.0889584983057503	0.537139288988019	0.350112434783256	0.356689750700133	1.93909486514941	0.790895916158393	0.0729454083517189	0.286898382159624	1.51035037085896	0.13665716258504
"Ficus_sp."	0.0300626708262838	0.687187298541566	0.299191070288982	0.134153030235951	0.0300626708262838	0.225163381705599	1.32925374111527	0.0372384326414432	0.0930960816036079	0.231516804529961	0.0673011034677269	0.0300626708262838	0.0300626708262838	0.0186192163207216	0.123712015119742	0.0300626708262838	0.0901880124788514	0.133518916190849	0.0901880124788514	0.0901880124788514	0.108807228799573	0.622631689775556	0.404717067672505	0.326173425159816	1.72731273361227	0.599728924190926	0.0618468568687409	0.331008290146161	1.87056618474655	0.146379115698508
"Piper_aduncun"	0.0277998499150519	0.169923858742375	0.0652962316885559	0.0724818295292233	0.0277998499150519	0.0484141019894365	0.0930960816036079	1.25995007829357	0.649875195733935	0.388031607652901	0.287749928208626	0.0277998499150519	0.0277998499150519	0.129975039146787	0.346735421877141	0.0277998499150519	0.0833995497451558	0.073635336259713	0.0833995497451558	0.0833995497451558	0.213374588891943	0.657411848832076	0.322680478764691	0.0953283687115295	0.393916359646119	0.113943220153761	0.0152931472868137	2.31066736260955	1.72976843915879	0.17325357640813
"Piper_dilatatum"	0.0277998499150519	0.169923858742375	0.0652962316885559	0.0724818295292233	0.0277998499150519	0.0484141019894365	0.0930960816036079	0.259950078293574	1.64987519573394	0.388031607652901	0.287749928208626	0.0277998499150519	0.0277998499150519	0.129975039146787	0.346735421877141	0.0277998499150519	0.0833995497451558	0.073635336259713	0.0833995497451558	0.0833995497451558	0.213374588891943	0.657411848832076	0.322680478764691	0.0953283687115295	0.393916359646119	0.113943220153761	0.0152931472868137	2.31066736260955	1.72976843915879	0.17325357640813
"Piper_sp."	0.0414757483891738	0.306663374390423	0.123893397703656	0.115784571887183	0.0414757483891738	0.0910603225948201	0.16536914609283	0.110866173615115	0.277165434037787	1.30960224228065	0.152341922004288	0.0414757483891738	0.0414757483891738	0.0554330868075573	0.226116286147657	0.0414757483891738	0.124427245167521	0.0991685365205178	0.124427245167521	0.124427245167521	0.179860331975079	0.807298235016585	0.489066307389747	0.172808048824516	0.766105085872831	0.197510229600047	0.0275997036951381	0.985477098801019	2.58071323310415	0.179436754189973
