"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Microtus_agrestis"	"Microtus_oeconomus"	"Sorex_araneus"	"Tamias_sibiricus"	"Apodemus_peninsulae"	"Sicista_betulina"	"Sorex_caecutiens"	"Peromyscopsylla_silvatica"	"Amalaraeus_penicilliger"	"Megabothris_rectangulatus"	"Hystrichopsylla_talpae"	"Neopsylla_acanthina"	"Neopsylla_mana"	"Ctenophthalmus_uncinatus"	"Peromyscopsylla_ostsibirica"	"Palaeopsylla_soricis"	"Corrodopsylla_birulai"	"Ceratophyllus_indages"	"Megabothris_calcarifer"	"Amphipsylla_sibirica"	"Catallagia_dacenkoi"	"Catallagia_ioffi"	"Neopsylla_pleskei"	"Ctenophyllus_armatus"	"Megabothris_turbidus"
"Clethrionomys_rutilus"	4.40821181086209	0.277855489114794	0.231018110257976	0.21894604947614	0.0403803992726694	0.0316975660072198	0.0231816799857162	0.0231816799857162	0.00868510977452529	1.37919605985523	1.24794822802138	0.991660754944526	0.186723090454726	0.171765412493043	0.152060268040191	0.131428447531021	0.111525473248129	0.0337754269009317	0.0518545134343228	0.0419112261651017	0.0473524659147054	0.0312587425254143	0.0414709821927792	0.0414709821927792	0.0414709821927792	0.0142639047032489	0.0197051444528526
"Clethrionomys_rufocanus"	3.32268855733107	1.41388183919172	0.223009259416563	0.191351090101347	0.0304367159203087	0.0238920325035014	0.0256760004686871	0.0256760004686871	0.00654639933495752	1.20535583858185	1.25680835434123	1.09836224227161	0.231076108041036	0.131836987368974	0.114615389259852	0.189397784673817	0.0943835711457081	0.0254582196359459	0.0390853266192079	0.0315905763101852	0.0380607597927308	0.159061706909068	0.0312587425254143	0.0312587425254143	0.0312587425254143	0.0107514146265756	0.0172215981091213
"Microtus_agrestis"	3.31510988220196	0.267611111299876	1.28443794092445	0.279623853599226	0.0303672932290221	0.0238375374915874	0.0278194041244779	0.0278194041244779	0.00653146774177055	1.57982910905775	0.953892188452978	1.19005228754711	0.144820612886798	0.139520111401629	0.114353964577698	0.103237353040362	0.209702226627853	0.0254001523291077	0.0389961774294325	0.0315185217944322	0.0459577767471482	0.030106250021236	0.0311874448848268	0.0311874448848268	0.0311874448848268	0.0107268918712143	0.0251661468239303
"Microtus_oeconomus"	3.14187580998262	0.229621308121617	0.279623853599226	1.51304428193291	0.0287804227917597	0.0225918853599584	0.0207150864874819	0.0207150864874819	0.00619015997379856	1.46574071933844	0.897744232628162	0.886145366408949	0.135452464826237	0.244552279864651	0.10837829449069	0.0960421759205318	0.395158826938113	0.02407284434255	0.0369583968257315	0.0298714928648339	0.155879129826814	0.0258323971636819	0.029557716679279	0.029557716679279	0.029557716679279	0.0101663484119813	0.136173985373962
"Sorex_araneus"	1.65559637017945	0.104354454583915	0.086763694940063	0.0822297794050278	2.7198948879283	0.0119046854998589	0.00870636595647331	0.00870636595647331	0.585001290287287	0.517985997141904	0.468693122093879	0.372438988138025	0.0701277715430551	0.0645101019749421	0.0571094218284896	0.0493607090599679	0.0418857297730523	2.27500501778389	0.714976839472449	0.0157406397164801	0.0177842113879961	0.0117398761406905	0.0155752968623153	0.0155752968623154	0.0155752968623154	0.00535710847493649	0.0074006801464525
"Tamias_sibiricus"	2.27430036101802	0.143352195021008	0.119187687457937	0.112959426799792	0.020833199624753	2.56412422195277	0.0119599750244778	0.0119599750244778	0.00448085281360859	0.711559750625948	0.643845901081094	0.511621153824883	0.0963348428460691	0.0886178242798503	0.078451475867869	0.0678070334395712	0.0575386199560409	0.017425538719589	0.0267529655298099	1.168119804582	0.0244302531152302	0.0161271219398634	0.0213958570548734	0.0213958570548734	0.0213958570548734	1.15385589987875	0.0101663484119813
"Apodemus_peninsulae"	3.32657107795027	0.308112005624245	0.278194041244779	0.207150864874819	0.0304722808476566	0.0239199500489556	1.04109181271212	0.0410918127121188	0.00655404872188047	1.11180170108209	0.967578660930009	1.75781643268508	0.148289472344686	0.133392893768029	0.114749315929295	0.106562448370397	0.102941676289581	0.0254879672517574	0.0391309973415428	0.0316274895091746	0.0395070898258783	0.0346626006327276	0.0312952679807168	0.0312952679807169	0.0312952679807169	0.01076397752203	0.0186435778387337
"Sicista_betulina"	3.32657107795027	0.308112005624245	0.278194041244779	0.207150864874819	0.0304722808476566	0.0239199500489556	0.0410918127121188	1.04109181271212	0.00655404872188047	1.11180170108209	0.967578660930009	1.75781643268508	0.148289472344686	0.133392893768029	0.114749315929295	0.106562448370397	0.102941676289581	0.0254879672517574	0.0391309973415428	0.0316274895091746	0.0395070898258783	0.0346626006327276	0.0312952679807168	0.0312952679807169	0.0312952679807169	0.01076397752203	0.0186435778387337
"Sorex_caecutiens"	1.24631325264438	0.0785567920194902	0.0653146774177054	0.0619015997379856	2.0475045160055	0.00896170562721718	0.00655404872188046	0.00655404872188046	1.7414972538408	0.389933696733218	0.352826606780709	0.280367639769331	0.0527913521838983	0.0485624373603189	0.0429912933839002	0.0371581545897528	0.0315310791042494	2.88360043160312	0.538226059454167	0.0118493663293205	0.0133877427734915	0.00883763910219265	0.0117248981956091	0.0117248981956091	0.0117248981956091	0.00403276753224773	0.0055711439764187
"Peromyscopsylla_silvatica"	3.7698025636043	0.275509905961566	0.300919830296715	0.279188708445416	0.0345323998094603	0.0271070381190838	0.0211771752587065	0.0211771752587065	0.00742730850920415	2.25919607482332	1.07716419392372	0.905912497177999	0.162523409103656	0.155165469403581	0.130038485643493	0.115236687051476	0.125365285666058	0.0288839775357939	0.0443448014901386	0.0358415281796774	0.0487703447861772	0.0309948644206762	0.0354650415391346	0.0354650415391346	0.0354650415391346	0.0121981671535877	0.0251269837600875
"Amalaraeus_penicilliger"	3.8930558852406	0.327863048958582	0.207367867054995	0.195161789701774	0.0356614332027952	0.0279933000470041	0.0210343187158697	0.0210343187158697	0.00767014362566758	1.22937217784773	2.12376013126071	0.899801411734428	0.171087998917882	0.151854642131982	0.134290081058822	0.122255242169219	0.0991990782793457	0.0298283363220406	0.0457946503850729	0.0370133633954831	0.041980939447491	0.0368845930078405	0.036624567561497	0.036624567561497	0.036624567561497	0.0125969850211518	0.0175645610731597
"Megabothris_rectangulatus"	3.69619008661141	0.342346672915828	0.309104490271976	0.230167627638688	0.0338580898307295	0.0265777222766173	0.045657569680132	0.045657569680132	0.00728227635764496	1.23533522342454	1.07508740103334	1.95312936965009	0.164766080382984	0.148214326408921	0.127499239921439	0.118402720411552	0.114379640321757	0.0283199636130637	0.0434788859350476	0.035141655010194	0.0438967664731981	0.0385140007030306	0.0347725199785743	0.0347725199785743	0.0347725199785743	0.0119599750244778	0.0207150864874819
"Hystrichopsylla_talpae"	3.82782335432189	0.39613047092749	0.206886589838283	0.193503521180339	0.0350638857715275	0.0275242408131626	0.0211842103349551	0.0211842103349551	0.00754162174055691	1.21892556827742	1.12429256431751	0.906213442106413	1.17375331224178	0.14945521658493	0.132039899678699	0.125738803267707	0.098168967081576	0.0293285289910546	0.0450273095003757	0.0363931628529594	0.0414225713932667	0.0445646779793427	0.0360108817305544	0.0360108817305544	0.0360108817305544	0.0123859083659232	0.0174153169062305
"Neopsylla_acanthina"	3.79205179888488	0.243391361296567	0.214646325233275	0.376234276714848	0.0347362087557381	0.0272670228553386	0.0205219836566198	0.0205219836566198	0.00747114420927983	1.25325956056738	1.07466362124172	0.87788485642207	0.160951771706848	1.16466705287981	0.130805967975471	0.113385965170313	0.139645236434237	0.0290544497027549	0.0446065228681625	0.0360530635531699	0.0576439881726038	0.0273815281458638	0.0356743549024013	0.0356743549024013	0.0356743549024013	0.0122701602849024	0.0338610849043363
