"Spermophilus_undulatus"	"Marmota_sibirica"	"Lasiopodomys_brandtii"	"Alticola_semicanus"	"Allocricetulus_curtatus"	"Cricetulus_barabensis"	"Allactaga_sibirica"	"Meriones_meridianus"	"Ellobius_tancrei"	"Phodopus_sungorus"	"Microtus_gregalis"	"Eolagurus_przewalskii"	"Dipus_sagitta"	"Meriones_unguiculatus"	"Sciurus_vulgaris"	"Microtus_oeconomus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Citellophilus_tesquorum"	"Oropsylla_silantiewi"	"Amphipsylla_primaris"	"Frontopsylla_elatoides"	"Rhadinopsylla_li"	"Oropsylla_alaskensis"	"Neopsylla_mana"	"Frontopsylla_hetera"	"Paradoxopsyllus_dashidorzhii"	"Neopsylla_pleskei"	"Paradoxopsyllus_scorodumovi"	"Amphipsylla_vinogradovi"	"Amalaraeus_penicilliger"	"Paramonopsyllus_scalonae"	"Frontopsylla_elata"	"Ctenophyllus_hirticrus"	"Nosopsyllus_laeviceps"	"Rhadinopsylla_dahurica"	"Ophthalmopsylla_praefecta"	"Neopsylla_abagaitui"	"Frontopsylla_wagneri"	"Ophthalmopsylla_kiritschenkovi"	"Amphipsylla_dumalis"	"Neopsylla_bidentatiformis"	"Amphipsylla_longispina"	"Callopsylla_caspia"	"Pectinoctenus_pavlovskii"	"Neopsylla_galea"	"Amphalius_runatus"	"Paradoxopsyllus_kalabukhovi"	"Wagnerina_longicauda"	"Paradoxopsyllus_integer"	"Tarsopsylla_octodecimdentata"	"Rhadinopsylla_rothschildi"	"Amphipsylla_kuznetzovi"	"Ceratophyllus_indages"	"Megabothris_rectangulatus"	"Rhadinopsylla_altaica"	"Rhadinopsylla_pseudodahurica"	"Xenopsylla_conformis"
"Spermophilus_undulatus"	4.73142316786885	0.0846032597075492	0.269531091150108	0.0867981920450841	0.0190119568615241	0.0342761431248753	0.0124715074872983	0.00353397450163314	0.00342351273162477	0.00494354859470586	0.00503816177796636	0.00385057665128598	0.000998393492261521	0.00181600892094758	0	0.00143839982113043	0	0	2.76944718284985	0.0761541959362524	0.150351989624768	0.421176922777767	0.411297044271769	0.38699056994876	0.132813908030903	0.149653866440243	0.0184604081419457	0.0318301122695715	0.0190303987807905	0.0196797052935669	0.0176949815032768	0.00974633763228352	0.00753914148968787	0.0265502406246134	0.00241795932084268	0.00727187354451426	0.00488589646267098	0.0249224696210298	0.00435769143967951	0.00132265804530372	0.0028885888673084	0.00678258025335961	0.00349143427543611	0.00388227373594384	0.00261043364475037	0.00336626420914883	0.0120642875523219	0.00112063610610709	0.0016243896053806	0.00147446090158918	0	0.00139427588178278	0.00170846347419627	0	0	0.00043151994633913	0.000295343564614653	0.000111599194788415
"Marmota_sibirica"	0.26071876275608	4.87973787966663	0.0690908625892322	0.0228490584071654	0.0142503853448299	0.00693017481699	0.00236350667475206	0.00126123898291837	0.000857972177989721	0.00122090103738763	0.00127163294280026	0.00130692449674279	0.000345753124344579	0.000584126243645978	0	0.000368715475331757	0	0	0.183614600042141	4.31263021322616	0.0425806676879205	0.0232438902646386	0.0270603360836953	0.0213245991777896	0.0264482411733546	0.0375050025513944	0.0163898835969655	0.0124475304526878	0.00486316059362428	0.00367349916776933	0.00453588315301641	0.00256565986651347	0.0020602757789679	0.00179771678775948	0.000838696394494312	0.00160355254800453	0.000925938497285217	0.00137331944615465	0.000825837038119247	0.000458049010883844	0.000723914025178827	0.00106587406713919	0.00091741141419335	0.00101671533790134	0.00095016463246409	0.000757023295391786	0.000726259229366279	0.000393881371128761	0.000427609977752246	0.000353895637709936	0	0.000356569868027914	0.000158043356823525	0	0	0.000110614642599527	7.77472686822264e-05	3.98285994605802e-05
"Lasiopodomys_brandtii"	1.35337611564434	0.112575805492333	2.77867216537325	0.599776753031266	0.136173093429742	0.0841914957974017	0.031026994721068	0.0295288204633106	0.00624137291456796	0.0222845080317673	0.0397655204690318	0.0335477416288454	0.00855783130803929	0.0126108063056331	0	0.0148288701262559	0	0	0.801590990631113	0.0998868878134496	1.38450351126066	0.121054930467551	0.11772708969919	0.110694768944995	0.651293943132106	0.272832514958171	0.131753152687282	0.306114233032293	0.127119373305629	0.0438313960301663	0.182422563423552	0.0673473329490684	0.0521348502712952	0.0203961415612018	0.0192324124057551	0.0473761289126995	0.0121552814613125	0.00712882232919485	0.0108411969790085	0.0113372978867187	0.00526615839666672	0.0121525620182626	0.0156506479836384	0.0273040574495571	0.0100805908632514	0.0138965758127342	0.00540721659330331	0.00912086503752758	0.0112245554915114	0.00599977818345979	0	0.011589898342261	0.00295240057225015	0	0	0.00444866103787678	0.00204082827118389	0.000932489067262442
"Alticola_semicanus"	1.00925459219152	0.08621308238318	1.38889701788904	2.23206637388723	0.292234541509483	0.0673407077713477	0.0281817024716662	0.0215146849015167	0.00408551051993872	0.0279119421767564	0.0453544957549936	0.0342500287176015	0.00777438375100948	0.0106667388945439	0	0.00741209191702331	0	0	0.611964176919662	0.0764876668731966	1.33720533071959	0.0903812326363723	0.0877947859592343	0.0825485263097957	0.345082114472279	0.178592134342946	0.312943608214902	0.190970620175191	0.422346635708939	0.0350264635752582	0.0911824566755294	0.250632783759738	0.192264330915182	0.0349596915140542	0.0145730047170959	0.0976628583741045	0.0110405963800763	0.00531618416306388	0.00984701839304101	0.0102993972769784	0.00344714950119829	0.0096880955663782	0.0237123618546194	0.0917151969073653	0.015633531825391	0.012394793562121	0.0101053531404285	0.00678552752673232	0.041772130626623	0.00534833067726085	0	0.0134090547600603	0.0032109897202928	0	0	0.00222362757510699	0.00759493284120418	0.000679411102153158
"Allocricetulus_curtatus"	0.531557030251067	0.129289859764912	0.758236542961064	0.702691238447802	2.76775066873202	0.158843446777691	0.0597182446758007	0.0213588141546003	0.00230601176431858	0.0281208291123666	0.0218882932979422	0.0534060452412846	0.0107633792600209	0.0131810283344905	0	0.00404646196146013	0	0	0.318857022906578	0.114417733048322	0.704297086217473	0.0485525434457127	0.0463156492354159	0.0434768886228763	0.191077549071627	0.100803941343364	2.16219038678202	0.13152463539491	0.178460053877796	0.081808861398161	0.0497789755740364	0.0789033262075604	0.0824204798711108	0.0128396925731065	0.0154494934550586	0.035202596473251	0.0233955005612255	0.00279994273778815	0.0208662572573092	0.0142591776521645	0.00194569742614381	0.0220406492207925	0.0419104810939426	0.0296072705321224	0.12175989225925	0.0161726520110389	0.00371320506681075	0.0069818843784497	0.0131505543679267	0.00965520327381974	0	0.00636472764096508	0.00156265694347498	0	0	0.00121393858843804	0.00239100988507759	0.000674488868040008
"Cricetulus_barabensis"	1.19114438622095	0.0781504459588251	0.582681256224955	0.201261211361825	0.197432532718034	2.71203834546633	0.0850920209862133	0.0352401314608975	0.00651986144256496	0.0921362604297748	0.0101218189928517	0.0264051980507961	0.0080737437191152	0.0337511012424971	0	0.00310958046121388	0	0	0.699854894192241	0.0694153979366956	0.340392930019651	0.107767516577628	0.103596047622762	0.0974255796956202	0.262669482984411	0.285006234830457	0.162967763826709	0.075409456452095	0.0435562524571926	1.39331543044817	0.0382535981552663	0.022599084980893	0.0187358760107937	0.00995542675061262	0.0300390079753856	0.0211688186978862	0.0333360505745989	0.00627427704658743	0.0297321532151828	0.0106959852689133	0.00550113309216418	0.372853544526944	0.0722334590548321	0.00885147125120197	0.13398896347788	0.161631649043258	0.00364767380677388	0.0126566659308985	0.00376651416348216	0.0876979721985411	0	0.00811599253454886	0.000999259310858793	0	0	0.000932874138364165	0.000684820756996757	0.00111284625665992
"Allactaga_sibirica"	0.902496971227902	0.0555006979153541	0.447153747450686	0.175389654206016	0.154564868572661	0.177191620171291	3.14418890906178	0.0388112857677568	0.00419673158314191	0.0978733370195873	0.00792574279188288	0.0100002586696184	0.00589734906934474	0.0395804070290881	0	0.00238631420073414	0	0	0.530440290311987	0.0493138175028207	0.263882350994159	0.146869987451304	0.0784884966438143	0.073816651963056	0.221886803341364	0.18345400092349	0.126822532764957	0.0602590158570167	0.0373195993093965	0.0913945620925	0.0293560837694017	0.019694036786082	0.016184346489899	0.00782817004596288	0.0339959941183986	0.019554858937315	1.23178224319714	0.0047538452069232	1.09861659528394	0.00781272739955927	0.00354099227327599	0.0247224609433022	0.211031797051937	0.00762734148038438	0.0810147012750793	0.0339663727617967	0.00284166034123115	0.0141674889509431	0.003282339464347	0.00982225272160881	0	0.0079857702563478	0.000773614548116765	0	0	0.000715894260220243	0.000596788993517636	0.00122561955056074
"Meriones_meridianus"	0.381359248413078	0.0441654914018434	0.634610615220273	0.199671373910567	0.082437528316001	0.109429881904892	0.0578764787764794	2.91776410855511	0.00176654177058117	0.0472289220984677	0.0106131905321386	0.0450213627124139	0.33242902317572	0.395397417378988	0	0.00338671057029167	0	0	0.225996607400911	0.039143626666157	0.363155921334729	0.0351517747662389	0.0331847894516199	0.031191974943362	0.155548721550315	0.0772217972942071	0.0769181526805613	0.313770012513557	0.0414124881825575	0.0563661347535086	0.0416628117008288	0.0224205663710542	0.017659766421869	0.00578545796462119	1.57800355866796	0.017110986694136	0.0226739616853737	0.0020087855061915	0.0202227225842522	0.440397423865271	0.00149051961892786	0.0151908232570916	0.0965711773556835	0.00883664247607469	0.00960587204573042	0.0182225216991471	0.00162800425785463	0.820648016048065	0.00373676106184237	0.0437986656498694	0	0.00547583957382431	0.000793875728997304	0	0	0.0010160131710875	0.000679411102153158	0.0921399192175297
"Ellobius_tancrei"	0.658063337881998	0.0535160146021089	0.238927556885805	0.0675385957827369	0.0158538308796903	0.0360629836041874	0.0111475682677207	0.00314665252884771	4.16213085098448	0.00592225866998821	0.00373644610318752	0.00326439724744733	0.000863206802244371	0.00170911578981292	0	0.00127507870658333	0	0	0.386216038405026	0.0474882889028373	0.125604751610241	0.0587781338623352	0.0572423205077182	0.0538240392275132	0.0656172722739656	0.274813709962372	0.0152044607393848	0.0269946343482788	0.0140905074115092	0.0188093402970169	0.015685829347839	0.00758372890263624	0.00587496233040674	0.00479725736404968	0.00218786853710193	0.00520278967456796	0.00436722380370705	0.00346630664077016	0.00389509150060359	0.00114356456707588	3.51179790551816	0.00523987866967861	0.00366199975939557	0.00300311477753558	0.00253497188791559	0.00365514213385257	0.00186667699155455	0.00100654401677824	0.00126395481710604	0.00147976933431511	0	0.00129955288880713	0.000432772697787374	0	0	0.000382523611975	0.000229809966746553	9.93679745951909e-05
"Phodopus_sungorus"	1.04854370365641	0.0840316714008865	0.941328356514308	0.509152324534626	0.213330427748988	0.562348899864487	0.286870125747066	0.0928292606762985	0.00653490611860768	1.3601072662944	0.0201894850967575	0.0232932927975379	0.0140071874847076	0.0955674233462221	0	0.00502356345554626	0	0	0.619619853820493	0.074571304049043	0.66874181385181	0.0993545447468381	0.0912075413998984	0.0857620447585007	0.261996018333221	0.285663890903512	0.186309164192988	0.130173448179326	0.102191950084684	0.289259781181801	0.061799133398507	0.0571713574241149	0.0450570651847	0.0136615304092347	0.0816525038095988	0.153602106588952	0.112385590439733	0.00552313705063699	0.100235796878681	0.0185565304284587	0.00551382703757523	0.0776640934361804	0.506803932826285	0.0218701950353746	0.0405366613147494	0.367658992263615	0.00434061342817777	0.0339710837617012	0.00952855957068581	0.0277630491969702	0	0.0889192691090497	0.00160473641776344	0	0	0.00150706903666388	0.00173246537648833	0.00293145033714627
