"Apodemus_uralensis"	"Cricetulus_migratorius"	"Clethrionomys_centralis"	"Sicista_tianshanica"	"Spermophilus_relictus"	"Alticola_argentatus"	"Sciurus_vulgaris"	"Ellobius_tancrei"	"Microtus_oeconomus"	"Pectinoctenus_nemorosa"	"Frontopsylla_ornata"	"Neopsylla_teratura"	"Neopsylla_mana"	"Amalaraeus_penicilliger"	"Amphipsylla_anceps"	"Callopsylla_caspia"	"Megabothris_rectangulatus"	"Frontopsylla_elata"	"Amphipsylla_dumalis"	"Paraneopsylla_tiflovi"	"Amphipsylla_primaris"	"Neopsylla_pleskei"	"Neopsylla_setosa"	"Amphipsylla_kuznetzovi"	"Leptopsylla_nana"	"Frontopsylla_elatoides"	"Rhadinopsylla_li"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_rossica"	"Amphipsylla_asiatica"	"Ctenophthalmus_breviatus"	"Oropsylla_silantiewi"	"Frontopsylla_protera"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_arvalis"	"Hystrichopsylla_talpae"	"Palaeopsylla_soricis"	"Pectinoctenus_pectiniceps"
"Apodemus_uralensis"	3.39749813211509	0.384465882264096	0.484629762193371	0.562280351418023	0.291469365461351	0.135297094949924	0	0.00534733572231909	0.00216997061266874	1.69138993010824	1.48965508857045	0.229382340060426	0.305976520278973	0.189227810155089	0.110830422921446	0.132874955874685	0.130900290414829	0.0620632580832617	0.0373717161070728	0.0451998305841861	0.0476604766447552	0.0342732821698272	0.0276822663679373	0.0465796877802132	0.0181201549960156	0.0158184379245356	0.0195777473134094	0	0.0172462427555705	0.0162500988523225	0.0207070992250807	0.0143081590936742	0.00937758954623518	0.00366804905340304	0.00690236640836023	0.00344795878240343	0.00344795878240343	0.00690236640836023
"Cricetulus_migratorius"	1.20366350419077	2.41177266807077	0.51886340488598	0.287987193494843	0.612555761775144	0.197345632127127	0	0.0177916919545928	0.0131780382376135	0.707728439799292	0.648112334513728	0.855226193457239	0.290073935562193	0.290278143228027	0.654390981256145	0.251836652813819	0.183794782875342	0.0664473293213667	0.226955102981121	0.07569540541859	0.0692048057546893	0.0720291699775798	0.0581774065203529	0.0251471442127203	0.0957308992679436	0.0332442322973445	0.0255293531713511	0	0.0135199209224965	0.0202306288999227	0.00733609810680608	0.0119791071277392	0.0188904238718058	0.023009845243078	0.00244536603560202	0.00369151829563148	0.00369151829563148	0.00244536603560203
"Clethrionomys_centralis"	1.69716193400524	0.580388709813172	2.00243959957314	0.419505012364581	0.347246871886524	0.2054080108396	0	0.0077411058024502	0.00326665045213852	1.04296731340583	1.02036734992757	0.304727604298066	0.305599005971658	0.578613339709343	0.160337486346741	0.186793604767225	0.323866388006928	0.256438905241777	0.0562589800090523	0.0821192078545573	0.0671168302546752	0.0408320442318827	0.0329797280334437	0.067102914375696	0.0363957156205543	0.0188455588762536	0.0286878073069834	0	0.0461877763226996	0.0105874358604383	0.0103438763472103	0.00988332789266853	0.00886349790012632	0.00553727744344722	0.00344795878240343	0.0142466058467654	0.0142466058467654	0.00344795878240343
"Sicista_tianshanica"	2.27479630756333	0.372147834516167	0.484633644421182	1.7440126130779	0.259381870471788	0.121332792644723	0	0.00476375181480208	0.00208908022695714	1.23668972252328	2.04839079519329	0.229260754186812	0.248897610610175	0.176816571761966	0.105219748561223	0.109522573034481	0.169871530413351	0.062063755253938	0.0359786039087063	0.0412425511456427	0.0401200738176742	0.0305001797439187	0.0246347605623959	0.0351753641125985	0.017650094575345	0.0140770060356548	0.0162810555975506	0	0.0149654415494118	0.0116099827095689	0.0138644470212663	0.0104514750195469	0.0238685433954386	0.0035505270430871	0.00462148234042211	0.00344798640299655	0.00344798640299655	0.00462148234042211
"Spermophilus_relictus"	1.2976977778832	0.871122012976713	0.441474666267792	0.285450400167445	2.21279436410831	0.142074262361685	0	0.00774811704353761	0.00479629392816579	0.698669468403716	0.654768113146078	0.976489741501945	0.658971024849749	0.21033588327595	0.238116385093613	0.130633903637698	0.11519829905155	0.0565366766287607	0.0826028398739663	0.0497171679802	0.0442773467305773	0.260197930251932	0.210159866741945	0.0241752742815943	0.0363851587767201	0.120091352423968	0.0758306217141131	0	0.0120591857588827	0.0108135180244026	0.00790921896226781	0.033977447587126	0.00905995689180446	0.00831105807433613	0.00263640632075593	0.00314092647937559	0.00314092647937559	0.00263640632075593
"Alticola_argentatus"	1.47991637192139	0.689491529530579	0.641583046202701	0.328047920854252	0.349046644567596	1.74247806771461	0	0.0281899404563251	0.00440437348938978	0.83710823205131	0.829694383154435	0.316990547742243	0.328859020602906	0.353201666779132	0.18938858800784	0.483836622040375	0.138548407594188	0.0821632043358399	0.0758530989839351	0.495254077662648	0.35678350450403	0.0410436757933757	0.0331506612177265	0.0310091891708493	0.0308773734133858	0.018943234981558	0.0186214449790094	0	0.016700469499305	0.0103986627117105	0.00901980632999493	0.00924571191038696	0.0084298849132047	0.00657818773757089	0.00300660210999831	0.00456462246310222	0.00456462246310222	0.00300660210999831
"Sciurus_vulgaris"	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0
"Ellobius_tancrei"	1.18443486249368	1.25876220578744	0.489624942004975	0.260815411860414	0.385468822915996	0.570846294240584	0	1.07689371285593	0.0363116425778343	0.669415826678859	0.628405109361285	0.47505104542971	0.241981859770563	0.249913495097023	0.34267240970663	0.252794654422081	0.134567668771829	0.0627029569998466	0.625367177729368	0.171799922863049	0.608731054171367	0.045326484704695	0.0366098530307152	0.024223747014077	0.0515210658885031	0.0209199160175515	0.0180930830297179	0	0.0128567939083514	0.0128188635296539	0.00721890322513077	0.00883943061695327	0.0112217938545582	0.0120093920693501	0.00240630107504359	0.00348349761110259	0.00348349761110259	0.00240630107504359
"Microtus_oeconomus"	0.961296981412253	1.86469241062231	0.413231282195522	0.228754284851807	0.477231245852496	0.178377126320286	0	0.0726232851556686	1.0669512783265	0.563732968605523	0.517094385057199	0.662810740112524	0.229269148521901	0.229858504236015	0.506012936140118	0.201402142178421	0.144233884441596	0.052919737324644	1.15304979340091	0.0658194142798741	0.0850801024374632	0.0561166389595397	0.0453249776211667	0.0200548166812457	0.0741013918900375	0.0258999872120952	0.0200012848320488	0	0.0107729297721759	0.0157661815166559	0.00585892065420561	0.00940445713012661	0.0146804927202443	0.0177903516207782	0.00195297355140187	0.00293998540692466	0.00293998540692467	0.00195297355140187
"Pectinoctenus_nemorosa"	2.90420829084476	0.388153388494573	0.51137738428619	0.524874126419765	0.269448108938642	0.131406524798752	0	0.00518926997425472	0.00218501150622296	2.46026630943985	1.3168765088762	0.220250480542438	0.273697277017169	0.191155076167243	0.110825053331087	0.124701439992748	0.129110783464729	0.0654886452603658	0.0376307537182843	0.044428019687963	0.0450638770204765	0.0316838479857499	0.0255908002961826	0.0422348903981217	0.0184511789030288	0.0146233144549615	0.0180687222660246	0	0.0168149716406711	0.014269215000055	0.0177005922918304	0.0125061247596556	0.00893987101250308	0.00370323020825211	0.00590019743061012	0.00363825807002032	0.00363825807002032	0.00590019743061012
