"Canthium_bibracteatum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Roscheria_melanochaetes"	"Soulamea_terminaloides"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Unidentified_sp7_M_PL_098"	"Ornidia_obesa"	"Rhiparida_seychellensis"	"Unidentified_sp1_M_PL_098"	"Forcipomyia_sp1_M_PL_098"	"Melanostoma_annulipes"	"Lygistorrhina_sp1_M_PL_098"	"Phelsuma_sp1_M_PL_098"	"Unidentified_sp2_M_PL_098"	"Unidentified_sp3_M_PL_098"	"Unidentified_sp6_M_PL_098"	"Hemipyrellia_sp1_M_PL_098"	"Unidentified_sp4_M_PL_098"	"Unidentified_sp5_M_PL_098"
"Canthium_bibracteatum"	2.74601086593415	1.41495150852062	0.742070368654307	0.181432331949748	0.0834883888938533	0.095204430784164	2.07274748929365	1.59269508925826	0.345926137117534	0.0979624252184933	0.0624948805285866	0.152556159218564	0.0910290653620885	0.0707475754260311	0.0272148497924622	0.0530606815695233	0.025046516668156	0.0353737877130155	0.0215948749315654	0.0181432331949748	0.0215948749315654	0.0305112318437128	0.00907161659748742	0.00907161659748742
"Nephrosperma_vanhoutteanum"	1.5918204470857	2.54354336207335	0.728831402798562	0.234528215034414	0.077129656502626	0.0873048112421896	1.8628104948555	1.68050540277793	0.294486466187615	0.16235640035883	0.0743469197821977	0.0884344692825388	0.118250939261726	0.127177168103668	0.0351792322551621	0.0953828760777507	0.0231388969507878	0.0635885840518338	0.0232958592271146	0.0234528215034414	0.0232958592271146	0.0176868938565078	0.0117264107517207	0.0117264107517207
"Dillenia_ferruginea"	1.66965832947219	1.45766280559712	1.78483031900845	0.182340591702514	0.0769900985963713	0.0916757503601949	2.02453051953926	1.6627769329623	0.313364850318565	0.100234229035233	0.0620867829904635	0.0927587960817883	0.170303844065562	0.0728831402798561	0.027351088755377	0.0546623552098921	0.0230970295789114	0.0364415701399281	0.0206655443745814	0.0182340591702514	0.0206655443745814	0.0185517592163577	0.00911702958512568	0.00911702958512568
"Roscheria_melanochaetes"	0.816445493773868	0.938112860137657	0.364681183405027	2.74397618414782	0.251717933417631	0.148224239854836	0.897472347604517	0.852491577485445	0.219110350806985	0.458502070629057	0.712674409210827	0.0453580829874371	0.0508039102588185	0.0469056430068828	0.411596427622174	0.0351792322551621	0.0755153800252892	0.0234528215034414	0.174956499220036	0.274397618414782	0.174956499220036	0.00907161659748742	0.137198809207391	0.137198809207391
"Soulamea_terminaloides"	1.12709325006702	0.925555878031512	0.461940591578227	0.755153800252893	1.88511170084129	0.108302673965904	1.05845180880306	0.872125068012869	0.730496174909889	0.159550863939509	0.208282931377086	0.06261629167039	0.0577844413191548	0.0462777939015756	0.113273070037934	0.0347083454261817	0.565533510252387	0.0231388969507878	0.320524445138838	0.0755153800252893	0.320524445138838	0.012523258334078	0.0377576900126446	0.0377576900126446
"Excoecaria_benthiamiana"	1.54231177870346	1.25718928188753	0.660065402593404	0.53360726347741	0.129963208759084	1.14002095931596	1.99304139542735	1.17470597085927	0.444298186293097	0.142900553615988	0.338605588546225	0.0856839877057476	0.0809346372416935	0.0628594640943765	0.0800410895216115	0.0471445980707824	0.0389889626277253	0.0314297320471882	0.0461748444877331	0.053360726347741	0.0461748444877331	0.0171367975411495	0.0266803631738705	0.0266803631738705
"Apis_mellifera"	1.95223891433472	1.55956227476275	0.847477891900154	0.18784304949862	0.0738454750327719	0.115874499734148	2.80166384303237	1.45482539848382	0.295709336808845	0.10615457116293	0.0678181723268017	0.10845771746304	0.10254989876158	0.0779781137381373	0.028176457424793	0.058483585303603	0.0221536425098316	0.0389890568690687	0.0204689737298468	0.018784304949862	0.0204689737298468	0.021691543492608	0.00939215247493099	0.00939215247493099
"Lasioglossum_mahense"	1.81701834126647	1.7041744929579	0.843098163192154	0.216124625278	0.0737007099729185	0.0827257725957234	1.76218287703674	2.46987243293957	0.284385952469804	0.117627418439595	0.0689217953867303	0.100945463403693	0.105836724563359	0.0852087246478948	0.0324186937917	0.0639065434859211	0.0221102129918756	0.0426043623239474	0.0218613377598378	0.0216124625278	0.0218613377598378	0.0201890926807385	0.0108062312639	0.0108062312639
"Hemipyrellia_germana"	1.86800114043468	1.41353503770055	0.752075640764556	0.262932420968382	0.292198469963955	0.148099395431032	1.69540019770404	1.34609350835707	1.35021775570814	0.110116615030285	0.0923909964196814	0.10377784113526	0.0917440489998554	0.0706767518850276	0.0394398631452573	0.0530075639137707	0.0876595409891866	0.0353383759425138	0.0569763915430124	0.0262932420968382	0.0569763915430124	0.020755568227052	0.0131466210484191	0.0131466210484191
"Neophyllomyza_approximatonervis"	1.13356520609971	1.66995154654796	0.515490320752628	1.17900532447472	0.136757883376722	0.10207182401142	1.30418473143029	1.19307810131589	0.235964175064896	1.26034837599861	0.313124259440735	0.0629758447833171	0.0804105627201462	0.0834975773273982	0.176850798671207	0.0626231829955486	0.0410273650130167	0.0417487886636991	0.0794639487302442	0.117900532447472	0.0794639487302442	0.0125951689566634	0.0589502662237358	0.0589502662237358
