"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Dillenia_ferruginea"	"Chrysobalanus_icaco"	"Mimusops_sechellarum"	"Roscheria_melanochaetes"	"Dracaena_reflexa"	"Paragenipa_wrightii"	"Northea_hornei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_120"	"Unidentified_sp2_M_PL_120"	"Unidentified_sp4_M_PL_120"	"Neophyllomyza_approximatonervis"	"Xylocopa_caffra"	"Dichaetomyia_fasciculifera"	"Ornidia_obesa"	"Lygistorrhina_sp1_M_PL_120"	"Eagris_sabadius"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_120"	"Cratopus_aurostriatus"	"Megachile_seychellensis"	"Rhynchium_brunneum"	"Scaptodrosophila_sp1_M_PL_120"	"Unidentified_sp1_M_PL_120"
"Nephrosperma_vanhoutteanum"	2.23232305982401	0.579798302057642	0.590835178519659	0.395730616822249	0.409480025264278	0.306464102386379	0.167586179002269	0.190459802250417	0.187521575878025	0.152360022189549	0.0505990305423655	1.8266433518187	1.35493678675428	0.208585010303712	0.224884580188291	0.320400363914478	0.151495685376352	0.10768061937102	0.0890393887850061	0.132071218191393	0.0635136085098475	0.0504985617921172	0.0296797962616687	0.0332664992677269	0.034282764405075	0.0168328539307057	0.0379073727139926	0.0189911307381319	0.0189911307381319	0.0171413822025375
"Phoenicophorium_borsigianum"	0.991268064808227	2.07577959338707	0.535290780709032	0.351903235575068	0.349593600155328	0.262826852924982	0.18516077909541	0.1436698330083	0.146498391381959	0.156321194201637	0.0648455694898317	1.52509260755358	1.34706004371694	0.205625041199239	0.288202531065919	0.147593116416393	0.542381119562427	0.082740372326829	0.0791782280043904	0.0776152252759993	0.0549394597397975	0.180793706520809	0.0263927426681301	0.0289280833410548	0.0258605699414941	0.0602645688402696	0.0168328539307057	0.0172057750942189	0.0172057750942189	0.0129302849707471
"Erythroxylum_sechellarum"	1.11836658791221	0.592643364356429	1.68961945763376	0.421603000698388	0.446134661616068	0.331825466009842	0.150520564243015	0.166726882989016	0.156165823169181	0.150913275838612	0.0386388102703176	2.00771064022571	1.38033672415172	0.206254480310954	0.171728045645856	0.166934465374067	0.15485197584797	0.0918660053577887	0.0948606751571374	0.0848320084270181	0.0685118041865762	0.0516173252826567	0.0316202250523791	0.0358861722989126	0.0300108389380229	0.0172057750942189	0.0189911307381319	0.0543091968525138	0.0543091968525138	0.0150054194690115
"Syzygium_wrightii"	0.873905112149134	0.454541679284463	0.491870167481453	1.90673313832997	0.409885805793025	0.410337859868101	0.325027677365881	0.129925395126936	0.108771578315139	0.105019961355162	0.0471395196675741	1.77589839026851	0.893067881326371	0.546197884324547	0.209508976300329	0.130412470608099	0.118767342006586	0.0677113301788143	0.429014956124244	0.0623112697562103	0.136673799842896	0.0395891140021952	0.143004985374748	0.0899473539480602	0.0233865711228485	0.0131963713340651	0.0148398981308343	0.0158101125261896	0.0158101125261896	0.0116932855614242
"Dillenia_ferruginea"	1.08512206695034	0.541870080240759	0.624588526262495	0.49186296695163	1.52348247470814	0.386357976695955	0.160607795922081	0.164020857848741	0.131096913126244	0.11703485871454	0.0371133773159171	2.3500332342334	1.04663732942568	0.231506860071233	0.164948343626298	0.162174686301527	0.141585408062908	0.0836147055570335	0.110669167564117	0.0761822762116584	0.079807598735926	0.0471951360209693	0.0368897225213722	0.0870015726225525	0.0295237544127734	0.0157317120069898	0.0184266011368925	0.0200760597727231	0.0200760597727231	0.0147618772063867
"Chrysobalanus_icaco"	0.955446907439887	0.479272496510261	0.546536061663269	0.579300508049084	0.454538796112888	1.53600656031529	0.311014707186378	0.143488215090213	0.11007124981899	0.100506200266912	0.0469761922836715	2.12954875598978	0.848474695056884	0.517457883628088	0.208783076816318	0.142710500368821	0.125229265217197	0.0717631930200545	0.130342614311044	0.0654705151983723	0.26567775216074	0.0417430884057324	0.0434475381036813	0.0421780148769206	0.0258278787162383	0.0139143628019108	0.0162245701263377	0.0175672305534622	0.0175672305534622	0.0129139393581192
"Mimusops_sechellarum"	0.740172290593355	0.478332012663143	0.351214649900367	0.650055354731762	0.267679659870136	0.440604168514035	1.84689915765981	0.0962829831914763	0.0863943130464202	0.129574334813612	0.175948969752726	1.19031583391831	0.709246782293704	1.27562610692258	0.781995421123226	0.109217175888594	0.124983525889402	0.0519146993756247	0.146262454814647	0.0510562207642664	0.0943553849193761	0.0416611752964673	0.0487541516048822	0.0364226604965972	0.0173309369744657	0.0138870584321558	0.0125689634251702	0.0112890423182261	0.0112890423182261	0.00866546848723287
"Roscheria_melanochaetes"	1.00943695192721	0.445376482325732	0.466835272369246	0.311820948304647	0.328041715697483	0.243929965653362	0.115539579829772	1.78692875021423	0.409509684284926	0.114825794216359	0.0309127499138784	1.47083073309078	1.04521544245067	0.154838708217918	0.137389999617237	0.297954645139581	0.116372564736723	0.60532366784332	0.0701597133685455	0.157135669690553	0.0504351036357818	0.0387908549122411	0.0233865711228485	0.026455162767811	0.321647175038562	0.012930284970747	0.0171413822025375	0.0150054194690115	0.0150054194690115	0.160823587519281
"Dracaena_reflexa"	1.10429372461503	0.504605570315638	0.485849227637452	0.290057542173703	0.291326473613877	0.207912360769203	0.115192417395227	0.455010760316584	1.62705714666324	0.147890722605668	0.0339619486312203	1.2288054055514	1.36570073061927	0.145645456708888	0.150941993916535	0.190968229130912	0.131848552243763	0.610970049284449	0.0652629469890831	0.525621459174576	0.0438985327772108	0.0439495174145878	0.0217543156630277	0.0239868491441383	0.0819019368569852	0.0146498391381959	0.0187521575878025	0.0156165823169181	0.0156165823169181	0.0409509684284926
"Paragenipa_wrightii"	1.15358302514945	0.692279574321537	0.603653103354446	0.360068438931983	0.334385310612971	0.244086486362501	0.22212743110905	0.164036848880513	0.190145214778715	1.21357611253426	0.0852163487014142	1.35850613774487	1.85170662967126	0.226053401751036	0.378739327561841	0.171476482079926	0.180885953290466	0.101333513631353	0.0810153987596962	0.0962218558537845	0.0522692437057584	0.0602953177634887	0.0270051329198987	0.0285499054375331	0.0295266327984924	0.0200984392544962	0.0195891457100849	0.0194031354649643	0.0194031354649643	0.0147633163992462
"Northea_hornei"	0.893916206248458	0.67007088472826	0.360628895856298	0.377116157340593	0.247422515439447	0.266198422940805	0.703795879010904	0.103042499712928	0.101885845893661	0.198838146969967	1.34024244059552	1.08535271971283	0.854240001047929	0.521123524062935	1.51218862486898	0.130711498275841	0.175083037622545	0.0583872286905888	0.0848511354016333	0.0609251720935176	0.0564204289555765	0.0583610125408485	0.0282837118005444	0.0252758690950473	0.018547649948327	0.0194536708469495	0.0151797091627097	0.0115916430810953	0.0115916430810953	0.00927382497416352
"Apis_mellifera"	1.21015122057989	0.590973385427013	0.702698724078997	0.532769517080552	0.58750830855835	0.452529110647827	0.178547375087746	0.183853841636348	0.138240608124532	0.118869287052676	0.040700726989231	2.7791894746347	1.05302378056266	0.258916123129386	0.180892119952138	0.180944747410954	0.1544156265148	0.0911127196791736	0.119873141343124	0.0825716578532804	0.0918511274051756	0.0514718755049334	0.0399577137810414	0.0464167307756464	0.0330936914945426	0.0171572918349778	0.0205497377079603	0.0225867447025392	0.0225867447025392	0.0165468457472713
"Lasioglossum_mahense"	1.32984536477734	0.773312247318981	0.715730153263857	0.396919058367276	0.387643455342843	0.267112403999389	0.157610396065268	0.193558415268642	0.227616788436546	0.240036044587015	0.047457777835996	1.5600352304632	2.24216785308349	0.196527831147096	0.210923457048871	0.198078495608081	0.20205900655754	0.120545808653497	0.0893067881326371	0.11344959608944	0.0573081994416171	0.0673530021858467	0.0297689293775457	0.0323284201792008	0.0348405147483556	0.0224510007286156	0.0225822797792379	0.0230056120691954	0.0230056120691954	0.0174202573741778
"Nectarinia_dussumieri"	0.737000369739782	0.424958418478427	0.385008363247113	0.873916614919275	0.308675813428311	0.586452268111833	1.02050088553807	0.103225805478612	0.0873872740253331	0.105491587483817	0.104224704812587	1.38088599002339	0.707500192129546	1.83653044261379	0.463220910278165	0.109411127438857	0.111037522247589	0.0540871496868251	0.196631238356837	0.0512463834440454	0.125914292112529	0.037012507415863	0.0655437461189456	0.0466622846637468	0.0185806449861501	0.0123375024719543	0.0125151006182227	0.0123752688186572	0.0123752688186572	0.00929032249307505
"Phelsuma_sp1_M_PL_120"	0.993240229164953	0.744523205253623	0.400698773173664	0.419017952600658	0.27491390604383	0.295776025489783	0.781995421123226	0.114491666347698	0.113206495437401	0.220931274411074	0.378047156217246	1.20594746634759	0.949155556719921	0.579026137847706	1.68020958318776	0.145234998084268	0.194536708469495	0.0648746985450987	0.0942790393351481	0.067694635659464	0.0626893655061962	0.0648455694898316	0.0314263464450494	0.0280842989944971	0.0206084999425856	0.0216151898299439	0.0168663435141218	0.0128796034234392	0.0128796034234392	0.0103042499712928
"Unidentified_sp2_M_PL_120"	1.88680214305193	0.508376289878687	0.519351670052652	0.347766588288264	0.360388191781171	0.269564278474439	0.145622901184792	0.331060716821756	0.190968229130912	0.133370597173275	0.0435704994252803	1.60839775476403	1.18847097364849	0.182351879064761	0.193646664112357	1.28611575564554	0.132833804774754	0.146676862281148	0.0782474823648594	0.121370541522169	0.0558543971714561	0.0442779349249179	0.0260824941216198	0.0292587156909626	0.0595909290279161	0.0147593116416393	0.0320400363914478	0.0166934465374067	0.0166934465374067	0.0297954645139581
