"Coffea_macrocarpa"	"Sideroxylon_puberulum"	"Phyllanthus_phillyreifolius"	"Badula_platiphylla"	"Coffea_mauritiana"	"Warneckea_trinervis"	"Antirhea_borbonica"	"Grangeria_borbonica"	"Helichrysum_proteoides"	"Mimusops_erythroxylon"	"Aphloia_theiformis"	"Agauria_salicifolia"	"Psiadia_terebinthina"	"Bertiera_zaluzania"	"Gaertnera_rotundifolia"	"Stillingia_lineata"	"Faujasiopsis_flexuosa"	"Olea_lancea"	"Cordemoya_integrifolia"	"Euodia_chapelieri"	"Monimiastrum_globosum"	"Ochna_mauritiana"	"Erythrospermum_monticolum"	"Flagellaria_indica"	"Ocotea_laevigata"	"Polyscias_mauritiana"	"Nacoleia_sp3_M_PL_065"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp2_M_PL_065"	"Pheidole_megacephala"	"Pachycerina_crinicornis"	"Stomorhina_lunata"	"Psilopa_iceryae"	"Allograpta_nasuta"	"Chaetocnema_sp2_M_PL_065"	"Nacoleia_sp4_M_PL_065"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_065"	"Paragus_borbonicus"	"Lygistorrhina_sp2_M_PL_065"	"Panara_naso"	"Zosterops_mauritianus"	"Ahasverus_advena"	"Chrysomya_megacephala"	"Drosophila_sp2_M_PL_065"	"Eilema_squalida"	"Gelechioidea_sp1_M_PL_065"	"Ischiodon_aegyptius"	"Polistes_hebraeus"	"Scopariinae_sp1_M_PL_065"	"Trichoplusia_indicator"	"Achaea_finita"	"Acopsis_viridicans"	"Aganais_borbonica"	"Agrostis_atritegulator"	"Campopleginae_sp1_M_PL_065"	"Cephonodes_trochilus"	"Cerambycidae_sp1_M_PL_065"	"Eristalinus_flaveolus"	"Foudia_madagascariense"	"Hippotion_eson"	"Limonia_sp1_M_PL_065"	"Lygaeidae_sp2_M_PL_065"	"Mordellidae_sp2_M_PL_065"	"Ornidia_obesa"	"Peribaea_sp1_M_PL_065"	"Phelsuma_cepediana"	"Pycnonotus_jocosus"	"Spodoptera_littoralis"	"Tarundia_servillei"
"Coffea_macrocarpa"	2.0434410355446	0.322682121020239	0.179334352655467	0.092165260749694	0.337251749774013	0.175293514555748	0.551950782803241	0.268352251669873	0.229072072039031	0.248614058118846	0.0818249050760858	0.254092691288366	0.0660770002955623	0.0653155733699524	0.158751632316574	0.039065733857657	0.0232487898616247	0.0262065110663194	0.0136927052792233	0.0413036326159916	0.00891562162377989	0.00721820771478106	0.00377881787599401	0	0.0127544367820933	0.0127544367820933	2.48231833535849	0.532114180892631	0.403174099888242	0.0643001503578808	0.0699403975356324	0.170059157094577	0.059437477491866	0.111233829218632	0.0658255573506318	0.106675198909267	0.0973905031354249	0.0293416008656535	0.0127613437961115	0.0191316152035599	0.0309247297252691	0.0125960595866467	0.0235470736960715	0.0317503264633147	0.0112542064981244	0.0317503264633147	0.0897120454629338	0.063442657408663	0.00764308853063789	0.0156980491307143	0.0230016215717034	0.0156980491307143	0.00784902456535716	0.0103082432417564	0.00784902456535716	0.00784902456535716	0	0.00784902456535716	0.017211742485151	0.00685931143913796	0.00784902456535717	0.00784902456535717	0.0116740990306389	0.00697463695848741	0.00319033594902787	0.0158751632316572	0.00439489505898642	0.00653155733699524	0.00784902456535716	0.00784902456535717	0.0103082432417564
"Sideroxylon_puberulum"	0.357566674644049	2.19866956223278	0.241725638399034	0.177742815861818	0.37221465132575	0.402911719078638	0.182025006429458	0.363522055872297	0.0943010845704319	0.0932531417391319	0.136696454949253	0.0975068065655067	0.144740621802247	0.129807364729764	0.0773902550965253	0.0653111050979357	0.0214436557361484	0.0232343578757185	0.0184564634495262	0.0107306365819523	0.0217519485223922	0.0141368598790994	0.00796777105799875	0	0.00502562161969622	0.00502562161969622	0.818630981296504	1.51965258036124	0.543440312680494	0.106785321932038	0.0942729989756232	0.0670082882626162	0.145012990149281	0.0424701726772644	0.128808306324627	0.0407670312902693	0.0625865488296271	0.054659484566848	0.0246105437347133	0.0350691539327555	0.0127306464170083	0.0265592368599958	0.160443454541311	0.015478051019305	0.0231136100700732	0.015478051019305	0.0156980491307144	0.0126778110272357	0.0137090862691125	0.10696230302754	0.0311590333604826	0.10696230302754	0.0534811515137702	0.00424354880566943	0.0534811515137703	0.0534811515137703	0	0.0534811515137703	0.00645598673578625	0.0157661107465554	0.0534811515137703	0.0534811515137703	0.0128843533151221	0.00643309672084452	0.00615263593367832	0.00773902550965248	0.00734749932351777	0.0129807364729764	0.0534811515137702	0.0534811515137703	0.00424354880566943
"Phyllanthus_phillyreifolius"	0.245090281962472	0.298128287358808	2.36865937971515	0.106517964436539	0.351872243780331	0.407828848693098	0.111621855287973	0.161262335336056	0.086070774544728	0.0957475677171147	0.308459559583259	0.0662876437171135	0.0772974881453463	0.206068776663727	0.0444036319816493	0.137497084985221	0.0132100038594437	0.0687573702603761	0.0632070514629566	0.00769629731697564	0.00818596803994874	0.0160304328884876	0.00582348030119202	0	0.00371678334943927	0.00371678334943927	0.502003052882416	0.62288244891712	1.86109651529817	0.082315056434537	0.923777158088907	0.0495571113258568	0.0545731202663249	0.0493361670881738	0.0659245864904191	0.0408897585341807	0.0528111826196406	0.0277815647422173	0.0147486412296746	0.0533620401155934	0.0116195545635383	0.0194116010039734	0.021755307455913	0.00888072639632985	0.0314269422270891	0.00888072639632985	0.010760061159328	0.00884336437230306	0.0226821168606568	0.014503538303942	0.0138224858859476	0.014503538303942	0.00725176915197101	0.00387318485451276	0.00725176915197102	0.00725176915197101	0	0.00725176915197101	0.00662867776503107	0.0159585201662517	0.00725176915197101	0.00725176915197101	0.0121801930539345	0.00396300115783312	0.00368716030741866	0.0044403631981649	0.0154684220608374	0.0206068776663727	0.00725176915197101	0.00725176915197101	0.00387318485451276
"Badula_platiphylla"	0.145337526566825	0.252941699495664	0.122905343580622	3.23352669607118	0.112600022551896	0.114450008949843	0.0647941275959836	0.167690702539871	0.279182683084056	0.0550326450101154	0.142914614309968	0.0336636679954439	0.124082547314489	0.0432001963032278	0.0269891890718662	0.0369917046123897	0.102183877649412	0.0209662248891938	0.00938418446868513	0.0131321053697707	0.126024380527123	0.0105491216214521	0.00654021944710581	0	0.0090372028553296	0.0090372028553296	0.291402161145958	0.334647368689183	0.276312098244618	1.7022283705413	0.0479330839964425	0.120496038071061	0.840162536847489	0.102951470404522	0.0434602781452236	0.0441762032118358	0.019955979591159	0.040689032169478	0.447719080994471	0.0236521295649856	0.0376896622163475	0.0218007314903527	0.018457907801035	0.00539783781437323	0.00864004537997464	0.00539783781437323	0.00638067189805574	0.00909978336542469	0.00890867149854728	0.0123052718673566	0.0143734887891318	0.0123052718673566	0.00615263593367832	0.0125632207387825	0.00615263593367832	0.00615263593367832	0	0.00615263593367832	0.00380995234685418	0.0044784786110808	0.00615263593367832	0.00615263593367832	0.00389769308833487	0.0306551632948235	0.111929770248618	0.00269891890718661	0.00416156676889384	0.00432001963032278	0.00615263593367832	0.00615263593367832	0.0125632207387825
"Coffea_mauritiana"	0.531820066951328	0.529690080732798	0.406006435131151	0.112600022551896	1.48859403028668	0.370335630227681	0.283431313178539	0.297047133829508	0.111508886373938	0.143927453407774	0.177100123974503	0.19958168162432	0.130862685125201	0.140445043601191	0.112239388235711	0.0851264421562008	0.0158924370284504	0.0369180440215624	0.0309997854588373	0.013731235962118	0.0113664409360874	0.0149365384386773	0.00760236327068746	0	0.0056973161160016	0.0056973161160016	1.27469109101459	1.06200554952202	0.912771460732432	0.076765805509938	0.158342509701149	0.0759642148800212	0.0757762729072492	0.0526067427797787	0.165211479476608	0.059856841337884	0.203572995627768	0.0480635164336402	0.0155907723533395	0.0405078158889858	0.0150536996604816	0.0253412109022915	0.0386530599453663	0.0224478776471421	0.0240681189688732	0.0224478776471421	0.023348198061278	0.017853155213592	0.0162981670399774	0.0257687066302442	0.0254611828996721	0.0257687066302442	0.0128843533151221	0.00501789988682719	0.0128843533151221	0.0128843533151221	0	0.0128843533151221	0.00996420831284599	0.0144913942263006	0.0128843533151221	0.0128843533151221	0.051528254894539	0.00476773110853512	0.00389769308833487	0.011223938823571	0.00957672474257259	0.0140445043601191	0.0128843533151221	0.0128843533151221	0.00501789988682719
"Warneckea_trinervis"	0.312479743338507	0.648162330691722	0.531950672208389	0.129378270986779	0.418640277648683	1.53289759987191	0.149906467380837	0.326553839531124	0.0939014149026466	0.095881792068718	0.231567284832014	0.0861907702215999	0.144585725572019	0.184267614063336	0.0711670262784386	0.14134989138266	0.0160161658000026	0.0458526220763648	0.0406159983839112	0.00983480649158056	0.0129103546830965	0.0204116431237322	0.00912244713992928	0	0.00475656802942342	0.00475656802942342	0.67418252525773	1.39636347102144	1.19591550797072	0.0887702891992321	0.207460762161272	0.0634209070589789	0.0860690312206435	0.0465477661551436	0.137873981990169	0.0416409784419483	0.0646300990060217	0.0530333104557791	0.0179139144443232	0.0607183036431296	0.0126766910118573	0.0304081571330976	0.0472983322396662	0.0142334052556877	0.0758848123407543	0.0142334052556877	0.013718622878276	0.0112849743603492	0.0250871021862288	0.0315322214931108	0.0279903291026678	0.0315322214931108	0.0157661107465554	0.00422556367061909	0.0157661107465554	0.0157661107465554	0	0.0157661107465554	0.00663797022014211	0.059982949560205	0.0157661107465554	0.0157661107465554	0.0144913942263006	0.00480484974000079	0.0044784786110808	0.00711670262784382	0.0159018627805493	0.0184267614063336	0.0157661107465554	0.0157661107465554	0.00422556367061909
"Antirhea_borbonica"	1.0776181949968	0.320710725613807	0.159459793268532	0.0802213008331225	0.350914959173428	0.164183273798059	1.61085320118509	0.27394442299822	0.162179755946844	0.265673514869013	0.0737219230978515	0.280035726232665	0.0650168137919216	0.0599030561145802	0.174482366344258	0.0358276834032751	0.0165520535765513	0.0201813426859378	0.0121752242154444	0.0239204095560186	0.00815376128077808	0.00688658980746726	0.00367827889916434	0	0.00843176152400524	0.00843176152400524	2.74722339157316	0.50822298887498	0.358492713010307	0.054480600990222	0.0621893193747277	0.112423486986736	0.0543584085385206	0.071165497515497	0.0676710102670021	0.106560087028336	0.105177210730713	0.0292950149951711	0.01110756473074	0.0179433563898783	0.021894267052824	0.0122609296638811	0.0234032151123589	0.0348964732688515	0.0104551772706186	0.0348964732688515	0.047310067097421	0.0344192178489187	0.00712957979622873	0.0156021434082393	0.0234809505427046	0.0156021434082393	0.00780107170411963	0.00729808901760799	0.00780107170411963	0.00780107170411963	0	0.00780107170411963	0.018392781798624	0.00642456288775014	0.00780107170411964	0.00780107170411964	0.0121470562790802	0.0049656160729654	0.00277689118268501	0.0174482366344256	0.00403061438286846	0.00599030561145802	0.00780107170411963	0.00780107170411963	0.00729808901760799
"Grangeria_borbonica"	0.523925824688799	0.640491241298809	0.230374764765794	0.207617060287459	0.367772641884152	0.357654205200755	0.27394442299822	1.45889517394802	0.186699325227561	0.136844843723571	0.127959228705563	0.13663841237791	0.169900408995305	0.117793698271324	0.0933512146206335	0.0656230331831184	0.0279211128723138	0.0254093622824087	0.0175897908627059	0.0220082365265216	0.0251256819541725	0.0156817627616635	0.00918403974753124	0	0.0123762037762677	0.0123762037762677	1.23202518279623	1.33459775236963	0.51792161984634	0.125799577706646	0.0898461582586596	0.165016050350236	0.16750454636115	0.0695073015084696	0.0949530592124657	0.0641723082517167	0.0717302937513587	0.108397189312219	0.0287469775782636	0.0374388105088799	0.0252044089057207	0.0306134658251041	0.0467385500407239	0.0186702429241267	0.0213777557844347	0.0186702429241267	0.0230016215717035	0.0214045172227864	0.0144393844758494	0.0311590333604826	0.125048157766973	0.0311590333604826	0.0155795166802413	0.00840146963524024	0.0155795166802413	0.0155795166802413	0	0.0155795166802413	0.00947387379624735	0.0139951645513339	0.0155795166802413	0.0155795166802413	0.012730591449836	0.00837633386169415	0.00718674439456591	0.00933512146206327	0.00738259123310083	0.0117793698271324	0.0155795166802413	0.0155795166802413	0.00840146963524024
"Helichrysum_proteoides"	0.469597747680013	0.174457006455299	0.129106161817092	0.362937488009272	0.144961552286119	0.107986627138043	0.170288743744187	0.196034291488939	2.44346605230941	0.272601083334213	0.0699778259011424	0.0805423341323964	0.0493805542268145	0.0428112075827091	0.0518464932324147	0.0277831855464107	0.109964195121592	0.0792536492397138	0.00985763517874031	0.0962411227670671	0.0217556967555773	0.00527765933912569	0.0028024095546657	0	0.0721135859479456	0.0721135859479456	0.765848847526764	0.302186786794306	0.29025259137402	0.303652620378246	0.0503514031086659	0.961514479305942	0.145037978370515	0.616853458319764	0.032578061334011	0.31427385816969	0.0348231816747971	0.0217342192764802	0.05025288295513	0.0138210750023269	0.32986791706177	0.009341365182219	0.0127306464170083	0.0103692986464829	0.00735117204459029	0.0103692986464829	0.0206164864835128	0.0536167484869366	0.00550055507657776	0.00848709761133886	0.0168029392704805	0.00848709761133886	0.00424354880566943	0.109955972353923	0.00424354880566943	0.00424354880566943	0	0.00424354880566943	0.0188723826923687	0.00422556367061909	0.00424354880566943	0.00424354880566943	0.00501789988682719	0.0329892585364776	0.0125632207387825	0.00518464932324142	0.0031256083739712	0.00428112075827091	0.00424354880566943	0.00424354880566943	0.109955972353923
"Mimusops_erythroxylon"	0.784090490990203	0.265412788026759	0.220955925501033	0.11006529002023	0.287854906815546	0.169637016736962	0.429164908634556	0.221057055245767	0.419386282052635	1.61545744133534	0.0942851812195448	0.198914034222459	0.0576273383200709	0.0693725359932108	0.124526774911134	0.0435176509565738	0.0259957223217619	0.0313583717513782	0.016870634782373	0.0283637363872095	0.00897828065176177	0.00707594861699736	0.00343998794237885	0	0.0148747956504817	0.0148747956504817	1.93010673195435	0.442328883510996	0.496746468592094	0.0830930564866463	0.086172810945403	0.198330608673089	0.0598552043450785	0.128779884168936	0.055847971970346	0.596941572000815	0.0787169787931411	0.0250332551426663	0.0152398093874165	0.0198736676466501	0.0566171480771057	0.0114666264745962	0.0193679602073581	0.0249053549822268	0.0115337059527565	0.0249053549822268	0.0344234849703018	0.029975423859395	0.00807991261026338	0.0129119734715721	0.0189477475924943	0.0129119734715721	0.00645598673578602	0.0188723826923686	0.00645598673578603	0.00645598673578603	0	0.00645598673578603	0.111839361323216	0.00663797022014199	0.00645598673578603	0.00645598673578603	0.00996420831284583	0.00779871669652856	0.00380995234685413	0.0124526774911133	0.00489573573261456	0.00693725359932108	0.00645598673578602	0.00645598673578603	0.0188723826923686
