"Pyrostria_fasciculata"	"Labourdonnaisia_callophylloides"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Gaertnera_sp1_M_PL_069"	"Syzygium_petrinese"	"Diospyros_revaughanii"	"Euodia_obtusifolia"	"Embelia_angustifolia"	"Memecylon_ovatifolium"	"Syzygium_commersonii"	"Tristhema_mauritiana"	"Tabernaemontana_persicarifolia"	"Xyris_sp1_M_PL_069"	"Apis_mellifera"	"Technomyrmex_albipes"	"Chrysomya_megacephala"	"Musca_domestica"	"Hydrillodes_sp1_M_PL_069"	"Brachymyrmex_sp1_M_PL_069"	"Nacoleia_sp1_M_PL_069"	"Phorinia_sp1_M_PL_069"	"Paragus_borbonicus"	"Stomorhina_lunata"	"Dolichopodidae_sp1_M_PL_069"	"Graphomya_maculata"	"Panara_naso"	"Phelsuma_cepediana"	"Trirhithrum_sp1_M_PL_069"	"Villa_unifasciata"	"Allograpta_sp1_M_PL_069"	"Conocephalus_sp1_M_PL_069"	"Macroglossum_milvus"	"Melanostoma_annulipes"	"Pteromalidae_sp1_M_PL_069"	"Scopariinae_sp1_M_PL_069"	"Stomoxys_calcitrans"	"Strictopterinae_sp1_M_PL_069"	"Syritta_sp1_M_PL_069"
"Pyrostria_fasciculata"	2.36126671681627	1.04246412112768	0.277161405123361	0.348960685463677	0.448916886769432	0.323745177643052	0.281727404835007	0.0274722802534246	0.0183488308846501	0.0424262247662877	0.0475021373682524	0.0431660236857403	0	0	2.56032732936584	0.791377100905239	0.165610806449055	0.187342335800841	0.188545092443162	0.0753755080601543	0.180654769823278	0.0607308009125489	0.0381751158293503	0.0307973691592259	0.019955621168882	0.0225403952611334	0.100215704417705	0.0575980567230716	0.019955621168882	0.106788466533501	0.036222094907358	0	0.0269350132061648	0.00824168407602738	0.00997781058444099	0.0269350132061662	0.00997781058444099	0	0.0125625846766924
"Labourdonnaisia_callophylloides"	1.07969498259653	2.138754759943	0.229441317653921	0.394246986639516	0.334480426719625	0.63094771401755	0.229374636522545	0.0257756032727189	0.0173300311919087	0.0296005701756067	0.0693845041349134	0.0841263618690068	0	0	2.04705028932839	1.54231663426512	0.166124301043797	0.133033026987818	0.140481779222243	0.0851573491141355	0.124773665237963	0.0550309552975462	0.0325123432884392	0.0302512929909227	0.0165197748710823	0.0224527789545637	0.0535766009251388	0.0607140515564667	0.0165197748710823	0.102253464034415	0.0294910246957556	0	0.0200688256031766	0.00773268098181566	0.00825988743554117	0.0200688256031777	0.00825988743554117	0	0.0141928915190226
"Stillingia_lineata"	0.321507229943098	0.256974275772392	2.83059764139286	0.996788274571871	0.199323531055297	0.150785660791303	0.0717324775332401	0.172424438370441	0.135246813328142	0.0898638773486865	0.0178089198573346	0.0201047547721738	0	0	0.446112800179762	0.368587170823186	0.656466311721578	0.835495916791526	0.0837158830432247	0.215306267307524	0.143367470135259	0.504351504242824	0.357431876781562	0.198646958972394	0.203803030180286	0.13778589297473	0.0219372224477588	0.0172367610472172	0.203803030180286	0.0182376980199821	0.00922274711141658	0	0.0119594118633177	0.0517273315111324	0.101901515090143	0.0119594118633179	0.101901515090143	0	0.0358843778845874
"Syzygium_coriaceum"	0.404794395137865	0.441556625036258	0.996788274571871	2.35399400146104	0.28210983702383	0.308766261338649	0.112088128542083	0.12432273450448	0.0883142857928495	0.0753115493501939	0.0339429671325714	0.0411688348451532	0	0	0.635383083617151	0.754761972161142	0.839826816647315	0.467130995181586	0.118486131550009	0.508462704315584	0.247278271023458	0.268022724197729	0.144949954005106	0.160369590543967	0.0717687557691747	0.120628161937185	0.0294891748981222	0.0296856660222106	0.0717687557691747	0.0267554761957149	0.0144113308125535	0	0.0169265902214296	0.0372968203513441	0.0358843778845874	0.0169265902214299	0.0358843778845874	0	0.0847437840525974
"Gaertnera_sp1_M_PL_069"	0.86790598108757	0.624363463209968	0.332205885092161	0.470183061706384	2.37951494293063	0.214803584167357	0.19266007276104	0.0464608339998946	0.0230475689989084	0.0514384802016674	0.0319335426922802	0.0286404778889809	0	0	1.50180272706358	0.52507542796465	0.328000104137198	0.167651392783001	0.999396276030865	0.101559541328579	0.251476987099176	0.0751356437242098	0.0498164857899218	0.0392574081342564	0.0239188237266356	0.0288860020847476	0.169705909782004	0.0391406749950883	0.0239188237266356	0.0470038388093434	0.0247705807835622	0	0.142770896575837	0.0139382501999684	0.0119594118633178	0.142770896575838	0.0119594118633178	0	0.0169265902214298
"Syzygium_petrinese"	0.625907343443234	1.17776906616609	0.251309434652172	0.514610435564415	0.214803584167357	2.02014317760369	0.150144248805559	0.0298234756845246	0.0206634667572087	0.0257934587856761	0.0961711127597506	0.136019090347159	0	0	1.16935239647336	2.49368332303125	0.197184482140385	0.131413696005123	0.0902175053502898	0.111155854081914	0.100276194083531	0.0640130943109757	0.036088461647792	0.0368716753685411	0.0180942792949564	0.0275731153277971	0.0323129257086245	0.0625812613026024	0.0180942792949564	0.0572815734996361	0.0193042605607146	0	0.0128882150500409	0.00894704270535737	0.00904713964747821	0.0128882150500415	0.00904713964747821	0	0.018525975680319
"Diospyros_revaughanii"	1.16715639145931	0.917498546090176	0.256187419761571	0.400314744793153	0.41284301305937	0.321737676011911	1.50300723463138	0.0277957599831102	0.0185399012738859	0.0592429478115883	0.135935903059788	0.0428983568015882	0	0	2.19520463470997	0.786469874695782	0.176068196613173	0.156263312827596	0.173394065484935	0.086467984875321	0.309718451140991	0.0596452748314684	0.0360069693291828	0.0319770334972187	0.0184454942228332	0.0236340779239701	0.0609926756909202	0.254414943686654	0.0184454942228332	0.0657131196031134	0.193243787309749	0	0.0247705807835613	0.00833872799493304	0.00922274711141658	0.0247705807835624	0.00922274711141658	0	0.0144113308125535
"Euodia_obtusifolia"	0.265565375783105	0.240572297212043	1.43687031975368	1.03602278753734	0.232304169999473	0.149117378422623	0.0648567732939238	1.6631288775307	0.0794208997092465	0.058246057419685	0.0171706409520101	0.0198823171230164	0	0	0.397201979207557	0.3645091472553	0.96643347080333	0.471137371195501	0.0975677513997787	0.223780922108065	0.131323028812475	0.279945551265035	0.654120657792608	0.124763556731637	0.103454663022265	0.0890241518624766	0.0221799342759958	0.0160655164233376	0.103454663022265	0.015974365057843	0.00833872799493306	0	0.0139382501999683	0.498938663259211	0.0517273315111324	0.0139382501999684	0.0517273315111324	0	0.0372968203513441
"Embelia_angustifolia"	0.266058047827426	0.242620436686722	1.69058516660177	1.10392857241062	0.172856767491813	0.154976000679065	0.0648896544586007	0.11913134956387	1.34502646052784	0.0647591963255577	0.0176627754063526	0.0206634667572087	0	0	0.387888098439218	0.378830223882159	0.546625437765919	0.542908931441805	0.0725998423465615	0.238448571640694	0.135595831080915	0.888447599834964	0.218322602862152	0.705864401841972	0.121722131995328	0.100602494604446	0.0186283799476013	0.0162912045061073	0.121722131995328	0.0160554879344515	0.00834295557324865	0	0.0103714060495086	0.0357394048691609	0.0608610659976638	0.0103714060495088	0.0608610659976638	0	0.0397414286067823
"Memecylon_ovatifolium"	0.615180259111172	0.414407982458494	1.12329846685858	0.941394366877423	0.385788601512505	0.193450940892571	0.207350317340559	0.0873690861295275	0.0647591963255577	1.17315089076492	0.0312143276798554	0.0257934587856761	0	0	0.853178131639192	0.472880077737395	0.441795854011033	0.89786131005258	0.162031212635252	0.203341183245523	0.664596739010183	0.224786814781724	0.147526960259585	0.103470580360997	0.0808774896138178	0.0743289420144961	0.0422391172355798	0.0407057739711497	0.0808774896138178	0.0324120577238524	0.0266593265152147	0	0.02314731609075	0.0262107258388583	0.0404387448069089	0.0231473160907504	0.0404387448069089	0	0.0338901972075872
"Syzygium_commersonii"	0.688780991839659	0.971383057888787	0.222611498216683	0.424287089157142	0.239501570192101	0.721283345698129	0.47577566070926	0.0257559614280152	0.0176627754063526	0.0312143276798554	1.34873050376111	0.0961711127597505	0	0	1.2905393564457	1.76313706726209	0.168333606124589	0.122069177241567	0.100590659480683	0.0916460112579427	0.141512330279394	0.0552786398857181	0.0317688302358063	0.0312365980783164	0.0160280278716012	0.0232883491454577	0.0357460560272396	0.668099883069403	0.0160280278716012	0.0525989886764244	0.0611711563769047	0	0.0143700942115255	0.00772678842840455	0.00801401393580058	0.0143700942115262	0.00801401393580058	0	0.0152743352096571
"Tristhema_mauritiana"	0.625907343443234	1.17776906616609	0.251309434652172	0.514610435564415	0.214803584167357	1.02014317760369	0.150144248805559	0.0298234756845246	0.0206634667572087	0.0257934587856761	0.0961711127597506	1.13601909034716	0	0	1.16935239647336	2.49368332303125	0.197184482140385	0.131413696005123	0.0902175053502898	0.111155854081914	0.100276194083531	0.0640130943109757	0.036088461647792	0.0368716753685411	0.0180942792949564	0.0275731153277971	0.0323129257086245	0.0625812613026024	0.0180942792949564	0.0572815734996361	0.0193042605607146	0	0.0128882150500409	0.00894704270535737	0.00904713964747821	0.0128882150500415	0.00904713964747821	0	0.018525975680319
"Tabernaemontana_persicarifolia"	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0
"Xyris_sp1_M_PL_069"	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0
"Apis_mellifera"	1.57977643726828	1.21951932130202	0.237294042648809	0.337969725328272	0.479298742679864	0.373197573342561	0.326945371127017	0.025353317821759	0.0165058765293284	0.0363054524101784	0.0549165683593916	0.0497596764456748	0	0	3.06808825244026	0.91226073483737	0.159326957407933	0.149496917160594	0.201305471925543	0.0730014606709068	0.160492576404502	0.0537648966914441	0.0332337519525991	0.0281371400853727	0.0170851710707143	0.0207094956471749	0.0777854691656696	0.0667482891923426	0.0170851710707143	0.0882263799324424	0.0420358334306163	0	0.0287579245607905	0.00760599534652768	0.00854258553535714	0.0287579245607921	0.00854258553535714	0	0.0121669101118178
"Technomyrmex_albipes"	0.695452603825816	1.30863229574011	0.27923270516908	0.57178937284935	0.238670649074841	1.13349241955966	0.166826943117287	0.0331371952050273	0.0229594075080096	0.0286593986507512	0.106856791955278	0.151132322607954	0	0	1.29928044052595	2.7707592478125	0.219093869044872	0.14601521778347	0.100241672611433	0.12350650453546	0.111417993426146	0.0711256603455285	0.0400982907197689	0.0409685281872678	0.0201047547721738	0.0306367948086635	0.0359032507873606	0.0695347347806693	0.0201047547721738	0.0636461927773735	0.021449178400794	0	0.0143202389444899	0.00994115856150819	0.0100523773860869	0.0143202389444906	0.0100523773860869	0	0.0205844174225766
