"Rhombomys_opimus"	"Meriones_libycus"	"Meriones_tamariscinus"	"Meriones_meridianus"	"Cricetulus_migratorius"	"Spermophilus_erythrogenys"	"Apodemus_uralensis"	"Allactaga_elater"	"Xenopsylla_gerbilli"	"Paradoxopsyllus_repandus"	"Echidnophaga_oschanini"	"Coptopsylla_lamellifer"	"Nosopsyllus_laeviceps"	"Xenopsylla_conformis"	"Ctenophthalmus_dolichus"	"Rhadinopsylla_cedestis"	"Xenopsylla_hirtipes"	"Stenoponia_conspecta"	"Stenoponia_vlasovi"	"Paradoxopsyllus_teretifrons"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Pectinoctenus_lauta"	"Neopsylla_setosa"	"Neopsylla_mana"	"Mesopsylla_hebes"
"Echidnophaga_oschanini"	4.69608471555444	0.0321341493607794	0.00607037096794526	0.00136060038936704	0.000843159702631793	0	0.000349109287999415	0	3.61601268877063	0.204419401107468	1.16609288240048	0.110416318846369	0.0787680361065597	0.0237232888402459	0.0215678067525464	0.0100378471678517	0.00786750183426234	0.00732491550086482	0.00705362233416595	0.00473114548334525	0.00208876309998302	0.00189905216689098	0.000757651814796185	0	0.000396972510378363	0
"Coptopsylla_lamellifer"	4.7092215064983	0.0212819479073064	0.00420136202997817	0.000941684592926142	0.000845518351041408	0	0.000350085883612739	0	3.62513029138841	0.204991242353926	0.166167064602952	1.11072519659993	0.0759082060445839	0.016419115979225	0.0216281403677998	0.0100659269636301	0.00788951032284535	0.007345406162649	0.00707335408255072	0.00465761485568557	0.00209460618967108	0.00190436456068688	0.00075977126410387	0	0.000398082998198573	0
"Nosopsyllus_laeviceps"	4.49220870643333	0.200554544567481	0.0350763957203272	0.00786195076490093	0.000806554733676497	0	0.000333953043447717	0	3.4745123450103	0.195544729075535	0.164941614069292	0.105622700376566	1.12315107777115	0.137080167182888	0.0206314611300664	0.00960206367059692	0.00752594179587342	0.00700691132719238	0.00674739609285176	0.00587230172001609	0.00199808145546041	0.0018166066403833	0.000724759088693442	0	0.000379738329981518	0
"Xenopsylla_conformis"	2.78642056470966	1.24948688106628	0.572016607981634	0.128210619030366	0.000500288575920704	0	0.000207143899297792	0	2.25776143048513	0.121292195003393	0.142456023673045	0.0655154921916136	0.393097538245047	2.23546720360638	0.0127972521602784	0.00595595383560122	0.00466818003330917	0.00434623658273605	0.00418526485744942	0.0125638589558589	0.00123936700658779	0.0011268020770057	0.000449552494367309	0	0.000235543529033649	0
"Ctenophthalmus_dolichus"	4.7092215064983	0.0212819479073064	0.00420136202997817	0.000941684592926142	0.000845518351041408	0	0.000350085883612739	0	3.62513029138841	0.204991242353926	0.166167064602952	0.110725196599931	0.0759082060445839	0.016419115979225	1.0216281403678	0.0100659269636301	0.00788951032284535	0.007345406162649	0.00707335408255072	0.00465761485568557	0.00209460618967108	0.00190436456068688	0.00075977126410387	0	0.000398082998198573	0
"Rhadinopsylla_cedestis"	4.7092215064983	0.0212819479073064	0.00420136202997817	0.000941684592926142	0.000845518351041408	0	0.000350085883612739	0	3.62513029138841	0.204991242353926	0.166167064602952	0.110725196599931	0.0759082060445839	0.016419115979225	0.0216281403677999	1.01006592696363	0.00788951032284535	0.007345406162649	0.00707335408255072	0.00465761485568557	0.00209460618967108	0.00190436456068688	0.00075977126410387	0	0.000398082998198573	0
"Xenopsylla_hirtipes"	4.7092215064983	0.0212819479073064	0.00420136202997817	0.000941684592926142	0.000845518351041408	0	0.000350085883612739	0	3.62513029138841	0.204991242353926	0.166167064602952	0.110725196599931	0.0759082060445839	0.016419115979225	0.0216281403677999	0.0100659269636301	1.00788951032285	0.007345406162649	0.00707335408255072	0.00465761485568557	0.00209460618967108	0.00190436456068688	0.00075977126410387	0	0.000398082998198573	0
"Stenoponia_conspecta"	4.7092215064983	0.0212819479073064	0.00420136202997817	0.000941684592926142	0.000845518351041408	0	0.000350085883612739	0	3.62513029138841	0.204991242353926	0.166167064602952	0.110725196599931	0.0759082060445839	0.016419115979225	0.0216281403677999	0.0100659269636301	0.0078895103228453	1.00734540616265	0.00707335408255072	0.00465761485568557	0.00209460618967108	0.00190436456068688	0.00075977126410387	0	0.000398082998198573	0
"Stenoponia_vlasovi"	4.7092215064983	0.0212819479073064	0.00420136202997817	0.000941684592926142	0.000845518351041408	0	0.000350085883612739	0	3.62513029138841	0.204991242353926	0.166167064602952	0.110725196599931	0.0759082060445839	0.016419115979225	0.0216281403677999	0.0100659269636301	0.0078895103228453	0.00734540616264904	1.00707335408255	0.00465761485568557	0.00209460618967108	0.00190436456068688	0.00075977126410387	0	0.000398082998198573	0
"Paradoxopsyllus_teretifrons"	4.60704646582384	0.105687959212097	0.0187380982141667	0.00419991856524425	0.000827173307855514	0	0.000342490139953553	0	3.55421560436129	0.200543588214804	0.165590091917084	0.10832281407223	0.0981513287488402	0.0732293493427203	0.0211588789158289	0.00984752855202096	0.00771833318942194	0.00718603434877205	0.00691988492844706	1.00522951973748	0.00204915993654171	0.00186304594227434	0.000743286658377431	0	0.000389445870708048	0
"Neopsylla_teratura"	4.26560389920076	0.0192771480064646	0.00380558574964017	0.000852976116298658	0.36894354121688	0	0.0783589549731157	0	3.28363613491511	0.185680678107901	0.150513811616424	0.100294672846604	0.0687575089084906	0.0148724040790535	0.0195907284798649	0.00911769753150947	0.0071463034706426	0.00665345495542584	0.00640703069781737	0.00421885869288	1.08473726657706	0.00172496980325871	0.291350726006877	0	0.0284556480479299	0
"Nosopsyllus_tersus"	4.7092215064983	0.0212819479073064	0.00420136202997817	0.000941684592926142	0.000845518351041408	0	0.000350085883612739	0	3.62513029138841	0.204991242353926	0.166167064602952	0.110725196599931	0.0759082060445839	0.016419115979225	0.0216281403677999	0.0100659269636301	0.0078895103228453	0.00734540616264904	0.0070733540825508	0.00465761485568557	0.00209460618967108	1.00190436456069	0.00075977126410387	0	0.000398082998198573	0
"Pectinoctenus_lauta"	2.19194009693955	0.00990583154660122	0.00195555335049769	0.000438313682008103	1.83049094237757	0	0.702111367366925	0	1.68734225632826	0.0954146079170395	0.07734362276044	0.0515378174150432	0.0353320055738035	0.00764239240424384	0.0100669692493758	0.00468525612864032	0.0036722277765019	0.00341897068846726	0.0032923421444499	0.0021679194202674	0.412746861843075	0.000886399808121162	2.614721524483	0	0.25288672079611	0
"Neopsylla_setosa"	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0
"Neopsylla_mana"	3.44540834940986	0.0155705143430517	0.00307384305389024	0.000688964822423675	0.531303172044476	0	0.740797261589462	0	2.65225455129113	0.149977769571365	0.121572831303416	0.081009890133438	0.0555367307598165	0.0120127199807205	0.0158237991783989	0.00736453546667622	0.0057722034738814	0.00537412047568265	0.00517507897658321	0.00340765136869662	0.120936504203703	0.00139329049369553	0.758660162388331	0	1.26688605567131	0
"Mesopsylla_hebes"	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684
