"Apodemus_flavicollis"	"Clethrionomys_glareolus"	"Apodemus_sylvaticus"	"Microtus_agrestis"	"Neomys_fodiens"	"Sorex_araneus"	"Ctenophthalmus_agyrtes"	"Palaeopsylla_soricis"	"Nosopsyllus_fasciatus"	"Megabothris_turbidus"	"Peromyscopsylla_silvatica"	"Doratopsylla_dasycnema"	"Ctenophthalmus_uncinatus"	"Hystrichopsylla_talpae"	"Leptopsylla_segnis"	"Amalaraeus_penicilliger"	"Rhadinopsylla_integella"
"Apodemus_flavicollis"	2.55336702975294	0.944069957584995	0.795345410210574	0.590655168081857	0.223639106647501	0.156081222458973	3.10745741452324	0.322667704503678	0.426239252993418	0.320111245611972	0.235643834167592	0.115268438265303	0.105475402157772	0.048173210462097	0.0323666243208123	0.0117194891286412	0.0117194891286412
"Clethrionomys_glareolus"	1.38680621355589	2.26803934424466	0.680453819598204	0.563972447469331	0.218181163492758	0.145704906376002	2.78373703979959	0.328735774614294	0.300625027446684	0.330236924179273	0.479071249745687	0.0915525605394441	0.253394740529403	0.0955996123759536	0.0175792336929623	0.0281549711699336	0.0281549711699336
"Apodemus_sylvaticus"	1.54007793068047	0.896961853106724	1.91067464226093	0.562717933391905	0.212506714607066	0.140218820689741	3.00497468361605	0.309412587421874	0.655155005161686	0.251985876667483	0.216483437699872	0.0921570309006248	0.100212289795372	0.0646696816536363	0.0195221146142599	0.0111346988661524	0.0111346988661523
"Microtus_agrestis"	1.53426281465165	0.997268352232353	0.754865520403774	1.60987194518652	0.215374843537194	0.151514418725347	3.19834774944074	0.301747878429021	0.333163074829172	0.286672101126437	0.293200418783915	0.118591773993469	0.111418946939063	0.0494919938590221	0.0194484018758664	0.0123798829932291	0.0123798829932291
"Neomys_fodiens"	0.972145504406483	0.645638136866326	0.477055889934231	0.360423207552039	2.03079202423511	0.777103131742659	1.7612504586335	1.95713106095309	0.210753758992827	0.153771629787024	0.152224319374099	0.369374081721425	0.0721333642567895	0.0318508238602779	0.0123229711826175	0.00801481825075434	0.00801481825075433
"Sorex_araneus"	0.923480566215591	0.586866984014453	0.428446396551985	0.345116175985514	1.05772370709418	1.92152406487512	1.53768602251842	1.94387751573068	0.193324578254292	0.143655058147235	0.139664665905019	0.657923797525401	0.065567207869201	0.0288666769908874	0.0117060916844231	0.00728524531880007	0.00728524531880006
"Ctenophthalmus_agyrtes"	1.74181165603539	1.06221544939721	0.869861092625698	0.690169777510896	0.227108611771162	0.145675517922798	3.71978362375942	0.312774873624827	0.381815123965786	0.270079609164469	0.256979609550089	0.10080594190207	0.11867510538093	0.0537924590669124	0.0220793026821392	0.0131861228201032	0.0131861228201032
"Palaeopsylla_soricis"	0.954558625823379	0.662037323876008	0.472713675227863	0.343657305988607	1.33193641648196	0.971938757865339	1.65075627746436	2.57353678926898	0.20813392947392	0.152875851801444	0.154311047677445	0.388651124331252	0.0739655492882161	0.0323904977816189	0.012100038918888	0.0082183943653573	0.00821839436535729
"Nosopsyllus_fasciatus"	1.71299926203015	0.822464697731494	1.35975567109029	0.515459851622492	0.194847814917896	0.13131480787084	2.73754239824525	0.282747979662684	1.51578178083274	0.24876736086773	0.201017033167583	0.0903980271678452	0.09188915933276	0.0528802671227006	0.0217140751524952	0.0102099065925288	0.0102099065925288
"Megabothris_turbidus"	1.79430777145658	1.26011457910512	0.729432800879555	0.618608218220206	0.19828446998853	0.13609426561317	2.70079609164469	0.28965950867642	0.346965003315518	1.28482285407681	0.2915746021519	0.0956596919643628	0.140785215044848	0.0588645781202511	0.0227447463987456	0.0156428016716497	0.0156428016716497
