"Sideroxylon_cinereum"	"Molinaea_alternifolia"	"Psiadia_terebinthina"	"Toddalia_asiatica"	"Bertiera_zaluzania"	"Croton_fothergillifolius"	"Stillingia_lineata"	"Homalanthus_populifolius"	"Erythroxylum_macrocarpum"	"Dodonaea_viscosa"	"Aphloia_theiformis"	"Antirhea_borbonica"	"Chassalia_coriacea"	"Trochetia_blackburniana"	"Chaetocnema_sp1_M_PL_074"	"Apis_mellifera"	"Stomorhina_lunata"	"Fannia_pusio"	"Technomyrmex_albipes"	"Dysauxes_florida"	"Lygaeidae_sp1_M_PL_074"	"Pachycerina_crinicornis"	"Brachymyrmex_sp1_M_PL_074"	"Allograpta_nasuta"	"Lygistorrhina_sp1_M_PL_074"	"Leptotes_pirithous"	"Villa_unifasciata"	"Dioxyna_sororcula"	"Ophyra_capensis"	"Musca_domestica"	"Polistes_hebraeus"	"Stomoxys_niger"	"Syritta_nigrofemorata"	"Panara_naso"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_074"	"Ahasverus_advena"	"Eristalinus_flaveolus"	"Syritta_bulbus"	"Episyrphus_sp1_M_PL_074"	"Gelechioidea_sp2_M_PL_074"	"Mauritiborium_undulatus"	"Orthellia_albigena"	"Pelecophora_intemipta"	"Sarcophaga_arno"	"Stomoxys_calcitrans"	"Gelechioidea_sp1_M_PL_074"	"Palexorista_sp1_M_PL_074"	"Scatopsidae_sp1_M_PL_074"	"Scirtidae_sp1_M_PL_074"	"Unidentified_sp1_M_PL_074"
"Sideroxylon_cinereum"	2.26509158213708	0.760721845929825	0.363616109104965	0.292639770281818	0.428507949860441	0.205524793369416	0.186362528461187	0.216543745551436	0.134785529851937	0.105412626742961	0.112851109331622	0.0802658686425751	0.0741089901956514	0.0367254452759233	0.723440092605494	1.5506408551431	0.566824910397529	0.463702580417543	0.253756312131389	0.148050697702073	0.0755202688141081	0.0701506566409495	0.0676224197714551	0.0733265330124736	0.0539434497765386	0.0583889267530343	0.0367762844698284	0.0297547916805969	0.0739217743742995	0.0387814474287269	0.056783684415384	0.0407845865404226	0.0319976245958383	0.0286079874678946	0.0646127958487542	0.0317168128848384	0.0129805132654368	0.0249259044529573	0.0143848131074492	0.0196510936422252	0.012060036476734	0.0100924528798301	0.0399722043906544	0.0169747849918225	0.0215872933173009	0.00681298057714577	0.0032451283163592	0.00464022311895935	0.00356785226078657	0.0032451283163592	0.00359620327686229
"Molinaea_alternifolia"	0.961904482869944	1.78145135361946	0.411569180779979	0.379925931924462	0.347839886625477	0.252828195449163	0.246072432829456	0.245740985108255	0.167736156241948	0.140632166724539	0.116695818631133	0.0849933090789141	0.102220693000074	0.023547301854039	1.0529872140338	1.06874909920161	0.469255303930476	0.451030376760775	0.278541430886681	0.196864608176604	0.0854797529312265	0.0884626712404104	0.0798400844579066	0.094303549035948	0.0654518588347541	0.112322822013758	0.0414868749233516	0.0376653532172724	0.0964775726740132	0.062794605392312	0.0743965658744615	0.0363277943135366	0.0426572943689695	0.0385699483128216	0.0491339758831602	0.0259216526420432	0.015968096554684	0.0185004284377664	0.016281857701186	0.0140558151476866	0.0128226508226315	0.0126176995375645	0.0169747849918225	0.0397513938410953	0.0109564045810996	0.00843209886272255	0.003992024138671	0.00526587825231975	0.00444007472405155	0.003992024138671	0.0040704644252965
"Psiadia_terebinthina"	0.611354557066589	0.547251328289862	1.87208247135892	0.433524195619332	0.240856632940759	0.302958046424151	0.31243177386596	0.201782144547416	0.197342261111828	0.175245445986038	0.156648971195139	0.11439234346018	0.0843760353558565	0.0129116875148128	1.18084729266518	0.573275403814535	0.486355077168171	0.227600426342596	0.238839880721163	0.27919288526613	0.388817128666853	0.121934764640913	0.169696195873855	0.0950964430880557	0.119052082315543	0.0666686478607018	0.0773790888927991	0.0727209708324008	0.0352113963823659	0.0358577556719097	0.0331592994849104	0.08043784904452	0.051622946158666	0.0469920132976898	0.0225257419580421	0.069978676752565	0.0191341924057358	0.0201128901222121	0.0740604054603528	0.0141590118730352	0.0302637742047236	0.0287113479859022	0.0107886098305869	0.0122113932758895	0.00650133296769517	0.0100073138367471	0.00478354810143396	0.00432390309744462	0.00522376573531309	0.00478354810143396	0.0185151013650882
"Toddalia_asiatica"	0.56675803611542	0.581911870415948	0.499375972169104	1.60708217412927	0.328239816910513	0.364832011503253	0.363903227492769	0.22646614407864	0.212753518057838	0.219955218493423	0.124991108711513	0.0962133616529539	0.057493797710971	0.0131816372952259	1.53161999827209	0.593980360041001	0.337505859750058	0.236598018629795	0.508038000533842	0.293147137522344	0.103716548065891	0.221533291590455	0.103745648008279	0.0786633792755047	0.0893168364879385	0.0470786345106346	0.0502420288640376	0.0786499603418152	0.0359712330652279	0.0386061793113058	0.0455233792624026	0.0380094103944027	0.0423937570460764	0.0243430399686856	0.0219920234237794	0.0272654705757101	0.0230420217791528	0.0182102231751462	0.0197555329649316	0.0161120161242268	0.0143132163945964	0.0298460708937108	0.0100016124020368	0.0129848103315955	0.00629973919210476	0.0113922162169074	0.0057605054447882	0.00485284594454228	0.00563171077211924	0.0057605054447882	0.0049388832412329
"Bertiera_zaluzania"	1.04066216394679	0.668073433042583	0.347904025358874	0.411602310094135	1.54505776757957	0.328890293912934	0.19633833296798	0.174114817050583	0.142159489728735	0.110763929180329	0.104201035128583	0.0920579530362537	0.0707955502888454	0.030536793420646	0.777022884470596	1.41740319041839	0.446623682633843	0.28475851489386	0.652914456886025	0.144069340224101	0.0722569898822277	0.0840200165127051	0.0667481637691284	0.108102064921007	0.0735416094823845	0.0531669049857895	0.0436342233228129	0.0347445747095491	0.0481794738476313	0.0535742981034281	0.0407910391770805	0.0317531240118296	0.0518969475914232	0.0273343072644962	0.0344244510384674	0.0251652490282253	0.0207720185629221	0.0181527661551988	0.0137632361680434	0.0127785071798805	0.0112558866766545	0.0114528671589995	0.0183646264225903	0.0149074237125205	0.0129923206605088	0.00895604995707941	0.00519300464073053	0.00373103179394106	0.00376304531634888	0.00519300464073053	0.00344080904201084
"Croton_fothergillifolius"	0.551671813781064	0.536705467532434	0.483669863589433	0.505644366820298	0.363510324851137	1.61500138727442	0.293646004294203	0.207421140204061	0.227945715730628	0.175420677383773	0.112986005250299	0.118333711872443	0.0580780940431918	0.0131233221094578	1.26983262106126	0.593264107609113	0.342768571215863	0.220551128939169	0.581151073734145	0.184971814651171	0.100454510130113	0.113113766645331	0.0899805907327904	0.105331552757465	0.287452434890946	0.0450701568831076	0.112933024989304	0.06763861028283	0.0336875297811036	0.057384670057726	0.0314857514221201	0.0365483189141968	0.0805467849429048	0.0243849048410112	0.0209645615427788	0.0288063347980504	0.102000087617332	0.0191212417830449	0.0191341924057358	0.0134941902202268	0.0132574984952064	0.0158066738677353	0.0097353849490776	0.011976072416013	0.00619787579098721	0.0315338790854378	0.0255000219043329	0.00444473871865845	0.00603385718110485	0.0255000219043329	0.00478354810143396
"Stillingia_lineata"	0.537989940652106	0.561788007025739	0.536439460788723	0.542421791923184	0.233383301452505	0.315807966882444	1.49453300911318	0.24852716061751	0.212710860851732	0.233816979702614	0.173092798638915	0.106166643908458	0.0545300227939874	0.0119499503857427	1.70486004284252	0.53480321034112	0.330780292677622	0.25758593022411	0.260746294267016	0.17494446692271	0.111414349548427	0.261509249952233	0.287391887597883	0.0782122086317018	0.0826724963056626	0.0457135450194585	0.0510115823550815	0.0560143471173418	0.0345654710212126	0.0383033977649633	0.032290449898382	0.0430191058814257	0.0785776351551242	0.0237093279095625	0.0210157638028923	0.0291388749402948	0.0199457663294175	0.0203151545598594	0.0212217808663671	0.0355580185196998	0.0182874051145104	0.0184994433764153	0.00949394012915481	0.0125357654460289	0.00585338554651039	0.0106170231931355	0.00498644158235438	0.00532558201323236	0.00563058161078115	0.00498644158235438	0.00530544521659177
"Homalanthus_populifolius"	0.788837930223089	0.707968076145211	0.437194646519401	0.425972032909823	0.261172225575874	0.281500118848369	0.313617607445906	1.3706064887486	0.194182268765387	0.180639383533501	0.126183325179486	0.0955626061496254	0.0637401853071533	0.0159809993854129	1.41858378574148	0.704665752995099	0.364638184342396	0.696848439811554	0.2426050573421	0.158056392003486	0.0908019650463372	0.104844057053366	0.093209127077468	0.100743508148353	0.0728394531161698	0.053846099729	0.0694587604554066	0.0444749628266524	0.0455159388707965	0.0632155378874862	0.0387821906152674	0.0615859397234514	0.0373881043724693	0.0258362156386089	0.0290926489804769	0.0266652319412577	0.0177789548746338	0.0190388664572561	0.0172956123897785	0.0153849866381968	0.0137876524859061	0.0145959305479919	0.013920669356878	0.0157976347569593	0.00823594798067726	0.00958485759774224	0.00444473871865845	0.0293701390446129	0.00514011887908378	0.00444473871865845	0.00432390309744463
"Erythroxylum_macrocarpum"	0.606534884333717	0.596943379566931	0.528180757681657	0.4943390566638	0.263413172144422	0.38214428813664	0.331578694857112	0.239872214357243	1.28580428294464	0.195323826044927	0.145094659124495	0.112349803402732	0.0677878562307523	0.013791019247773	1.52169562467802	0.619376844405634	0.379709804796808	0.247858845064651	0.276320304793325	0.284726042003187	0.109699080441575	0.117376451128714	0.103999311759439	0.140433103908838	0.178117856192003	0.0509295486445215	0.0549765530640684	0.0511836693213608	0.037344005126669	0.0677342909908659	0.0343407811028784	0.0692973635051519	0.0420775961522465	0.028102167213192	0.0231515584912494	0.0298828150522478	0.0241354287244194	0.0483667304957213	0.0208950629412524	0.0150581486529155	0.0161058651696502	0.0167151912887801	0.0107035567823597	0.0133202241721547	0.0066708315915355	0.04006985290611	0.00603385718110485	0.00514011887908378	0.0340359957250051	0.00603385718110485	0.00522376573531309
"Dodonaea_viscosa"	0.5376043963891	0.567216405788974	0.531577852824316	0.579215408699348	0.23260425127869	0.333299287029169	0.413076664141285	0.252895136946902	0.221367002850917	1.30443115543251	0.132462083045312	0.091262086999092	0.0542547069073892	0.011891456403835	1.80843441680026	0.531843806369294	0.339443775554811	0.241491919872481	0.271614934197056	0.178610191140356	0.110404630971204	0.198382873770847	0.114254041988608	0.0747836608298576	0.0859774376979189	0.0458302897077014	0.0490135330821665	0.185506398842182	0.0348009264172835	0.0374886576036836	0.0328511014298657	0.0401480214567835	0.0416764466450253	0.023568326960825	0.0210874452126276	0.027580350867262	0.0210504812860528	0.0183123626609507	0.0210294535183246	0.0493098228563426	0.0151920196079796	0.0509889545973591	0.00948713640686647	0.0126568950052085	0.0058379564931517	0.011122335102861	0.00526262032151319	0.00541918150600504	0.00585971478134781	0.00526262032151319	0.00525736337958115
