"Leycesteria_formosa"	"Juniperus_brevifolia"	"Duchesnea_indica"	"Vaccinium_cylindraceum"	"Ilex_perado"	"Rubus_ulmifolius"	"Cerastium_sp1_M_SD_031"	"Pittosporum_undulatum"	"Morella_faya"	"Potentilla_erecta"	"Solanum_nigrum"	"Fragaria_vesca"	"Acacia_melanoxylon"	"Clethra_arborea"	"Hedera_azorica"	"Unidentified_sp1_M_SD_031"	"Hedychium_gardneranum"	"Juncus_effusus"	"Laurus_azorica"	"Bellis_perennis"	"Hypericum_humifusum"	"Myrsine_africana"	"Calluna_vulgaris"	"Carex_viridula"	"Holcus_lanatus"	"Lotus_pedunculatus"	"Aphanes_microcarpa"	"Carex_vulcani"	"Centaurium_erythraea"	"Conyza_bonariensis"	"Cryptomeria_japonica"	"Epilobium_parviflorum"	"Persicaria_capitata"	"Sonchus_tenerrimus"	"Unidentified_sp2_M_SD_031"	"Unidentified_sp3_M_SD_031"	"Unidentified_sp4_M_SD_031"	"Unidentified_sp5_M_SD_031"	"Unidentified_sp6_M_SD_031"	"Unidentified_sp7_M_SD_031"	"Viburnum_tinus"	"Turdus_merula"	"Sylvia_atricapilla"	"Fringilla_coelebs"	"Erithacus_rubecula"	"Pyrrhula_murina"	"Serinus_serinus"	"Carduelis_carduelis"	"Regulus_regulus"
"Leycesteria_formosa"	2.30576181276745	0.333435740069586	0.328330396508315	0.305913448738325	0.26202188773781	0.158129286664421	0.14573636433825	0.125792165546996	0.106439629909672	0.111102347656991	0.124228083136396	0.0919870575208977	0.070122368967885	0.0619648553382483	0.0692025455436968	0.0661422291435232	0.0547499731549227	0.0643762547771706	0.0455690239544018	0.0381569077901632	0.0518269298631513	0.0402974007661486	0.0258448283773745	0.0307447916259246	0.0178248917726094	0.0307447916259246	0.0153723958129623	0.0153723958129623	0.0113922559886004	0.00891244588630469	0.0113922559886004	0.0153723958129623	0.0153723958129623	0.00843555173512288	0.0113922559886004	0.0153723958129623	0.0153723958129623	0.0153723958129623	0.00891244588630469	0.0172756432877171	0.0113922559886004	1.72149646049962	1.42919882511211	0.888182869193376	0.307682654900614	0.268732228920044	0.0792217412115972	0.0187456705224953	0.0235816549033034
"Juniperus_brevifolia"	1.01180500434909	1.52929130180016	0.391527272270835	0.380494224561358	0.425947485842787	0.167823034515343	0.0991658148916669	0.107672196435283	0.109291049850269	0.102326689560069	0.073596434832742	0.0985445134239398	0.059209366430806	0.0624397101374808	0.0615056016115236	0.0692785210914028	0.0507590651851947	0.0359461306670693	0.0740778236248324	0.0454892130580275	0.0251239394926936	0.0400125287588658	0.029265992332537	0.0169006024912227	0.0143295001774529	0.0169006024912227	0.00845030124561135	0.00845030124561135	0.0185194559062081	0.00716475008872646	0.0185194559062081	0.00845030124561135	0.00845030124561135	0.00850019583384193	0.0185194559062081	0.00845030124561135	0.00845030124561135	0.00845030124561135	0.00716475008872646	0.00837464649756453	0.0185194559062081	2.79849555916034	1.06271304660363	0.488239627524211	0.164197595867125	0.130272278851004	0.0636866674553463	0.0188893240752043	0.0103480057262975
"Duchesnea_indica"	1.11127211125891	0.436703495994393	1.38135949447748	0.351602930960253	0.347074213155998	0.1746994844479	0.125311699474911	0.119829881300343	0.116162384216674	0.101573533703707	0.087795833760557	0.101984017281756	0.0670041241176303	0.0566500734286477	0.0718036509203653	0.0727154671661434	0.0576252839854478	0.0419343471219412	0.0603607327227823	0.0395592064935736	0.0275657100822619	0.0434469170505304	0.029268550115613	0.018757680264365	0.0297130902459588	0.018757680264365	0.00937884013218251	0.00937884013218251	0.0150901831806956	0.0148565451229794	0.0150901831806956	0.00937884013218251	0.00937884013218251	0.00771202680289154	0.0150901831806956	0.00937884013218251	0.00937884013218251	0.00937884013218251	0.0148565451229794	0.00918857002742063	0.0150901831806956	2.28029434730511	1.40208295245295	0.541888540970545	0.20908165383016	0.142933311537654	0.132058178870928	0.017137837339759	0.0113652829560571
"Vaccinium_cylindraceum"	1.12168264537386	0.459763854678307	0.380903175206941	1.36493805842902	0.366764109224355	0.172610249624163	0.101418939595863	0.116484139902042	0.114180883663859	0.101836432659372	0.0872542915467912	0.100912466302158	0.0648762786318719	0.0580438163242262	0.0690199350652572	0.0716977833220057	0.0557515177035555	0.0408157367379876	0.0637850624738008	0.0410172921652168	0.0276338376719542	0.0424831003418537	0.029214682980152	0.0182495218566328	0.0143995649861322	0.0182495218566328	0.00912476092831641	0.00912476092831641	0.0159462656184502	0.00719978249306612	0.0159462656184502	0.00912476092831641	0.00912476092831641	0.00790176323069298	0.0159462656184502	0.00912476092831641	0.00912476092831641	0.00912476092831641	0.00719978249306612	0.00921127922398473	0.0159462656184502	2.40965791567692	1.31209905021273	0.527208409191615	0.25156086969676	0.143286565706429	0.0639980666050322	0.0175594738459844	0.0114717543276872
"Ilex_perado"	1.00251852699684	0.537064221280035	0.392344762698085	0.382710374842805	1.43265137879157	0.166562012038912	0.09903219205722	0.10619270940275	0.108223763163407	0.10222425931563	0.0724592457749595	0.0978655682383321	0.0582754521639125	0.0629747708026022	0.0602437092129778	0.0686964438005798	0.0498855142879027	0.0353385431519416	0.0752437180507085	0.0460117969013641	0.0248856155262849	0.0395273193628275	0.0291691244377523	0.0167798757520197	0.0143277982749825	0.0167798757520197	0.00838993787600987	0.00838993787600987	0.0188109295126771	0.00716389913749125	0.0188109295126771	0.00838993787600987	0.00838993787600987	0.0085730360252282	0.0188109295126771	0.00838993787600987	0.00838993787600987	0.00838993787600987	0.00716389913749125	0.00829520517542828	0.0188109295126771	2.84254045969343	1.02431038703521	0.484751966169459	0.163219442412664	0.129036524951107	0.0636791034443667	0.0190511911671738	0.0102530303897404
"Rubus_ulmifolius"	1.15961476887242	0.405572333412078	0.378515549637116	0.345220499248327	0.319243856407915	1.18789430893186	0.101292645006613	0.131220698369772	0.126278696282812	0.103957037617398	0.0916966940024459	0.109351057628195	0.0740741685121945	0.0539233278842986	0.0815907222883765	0.078543251303669	0.0646630836337597	0.0456168986161845	0.0555206706796373	0.0371714202182534	0.0289172626246994	0.0477354449791429	0.0308078063245261	0.0188221697568696	0.0143565887917737	0.0188221697568696	0.00941108487843479	0.00941108487843479	0.0138801676699093	0.00717829439588686	0.0138801676699093	0.00941108487843479	0.00941108487843479	0.0073408227876104	0.0138801676699093	0.00941108487843479	0.00941108487843479	0.00941108487843479	0.00717829439588686	0.00963908754156646	0.0138801676699093	2.09744755900852	1.67395537806766	0.54375157075401	0.179766538350639	0.1499413617577	0.0638070612967721	0.0163129395280231	0.0118596964998316
"Cerastium_sp1_M_SD_031"	1.165890914706	0.261437148350758	0.296191289667972	0.221277686390975	0.207067310665096	0.110501067279942	1.38898757194303	0.116434006997938	0.0737848043138692	0.107446478708546	0.158390548944671	0.0644295993814891	0.0628946059651592	0.080635213015453	0.0464237462801764	0.0460714678984528	0.0370685413477964	0.0553315894639252	0.0360117062026255	0.0438319177186756	0.0302254798712735	0.0277133364154164	0.0183581314830364	0.0516521292347257	0.132801462047221	0.0516521292347257	0.0258260646173628	0.0258260646173628	0.00900292655065637	0.0664007310236103	0.00900292655065637	0.0258260646173628	0.0258260646173628	0.0109772306794146	0.00900292655065637	0.0258260646173628	0.0258260646173628	0.0258260646173628	0.0664007310236103	0.0100751599570912	0.00900292655065637	1.36044223432141	0.925125821090913	1.49217262233652	0.175830266551608	0.15672471044364	0.590228720209869	0.0243938459542547	0.0119238843549478
"Pittosporum_undulatum"	1.22996784090396	0.346943744069246	0.346175212645436	0.310624373072112	0.271381368473694	0.174960931159696	0.142308230775258	1.13611582887902	0.118229699437704	0.108563662111731	0.118565539576965	0.101663273510346	0.0763411274031866	0.0616805467881832	0.0780648936430685	0.07329765764935	0.0614984677157111	0.0521049277771299	0.0471967597345555	0.0384410395547533	0.0310437632434455	0.0449320417883537	0.0283656158609963	0.0296853193749511	0.017740282019527	0.0296853193749511	0.0148426596874755	0.0148426596874755	0.0117991899336389	0.0088701410097635	0.0117991899336389	0.0148426596874755	0.0148426596874755	0.00839684754595435	0.0117991899336389	0.0148426596874755	0.0148426596874755	0.0148426596874755	0.0088701410097635	0.0103479210811485	0.0117991899336389	1.78298870108321	1.63823545281645	0.857575893054142	0.186989821414547	0.16096766126231	0.0788456978645645	0.0186596612132319	0.0125792165546996
"Morella_faya"	1.17083592900639	0.396180055707224	0.37752774870419	0.342542650991578	0.311143319094796	0.189418044424218	0.10145410593157	0.133008411867417	1.12756833436277	0.104080807496095	0.0930707974472663	0.110171449727471	0.0752026482513575	0.0532767962472769	0.0831155089366192	0.0792465946967468	0.0657186243013209	0.0463510668636304	0.0541118815817036	0.0365399647408884	0.0292052374174433	0.0483217396660226	0.0309248550307242	0.0189680479000731	0.0143586452572588	0.0189680479000731	0.00948402395003656	0.00948402395003656	0.0135279703954259	0.00717932262862941	0.0135279703954259	0.00948402395003656	0.00948402395003656	0.00725280755635199	0.0135279703954259	0.00948402395003656	0.00948402395003656	0.00948402395003656	0.00717932262862941	0.00973507913914775	0.0135279703954259	2.04422663753103	1.72035859171284	0.547965828224335	0.18094847377478	0.151434564386743	0.0638162011433725	0.0161173501252266	0.0119744583648381
"Potentilla_erecta"	1.2221258242269	0.370934249655251	0.330113984537048	0.305509297978115	0.293894745532436	0.155935556426096	0.147738908224251	0.122134119875697	0.104080807496095	1.11589599439841	0.11445940960802	0.0909314654455485	0.0676417309631221	0.0652733632795003	0.065375400616641	0.0650040909805479	0.0522260585660942	0.0694287509673736	0.0511121296578149	0.0409717372259354	0.0612956047796983	0.0390767165155474	0.0259273744650005	0.0308313447940558	0.0180341126870677	0.0308313447940558	0.0154156723970279	0.0154156723970279	0.0127780324144537	0.00901705634353386	0.0127780324144537	0.0154156723970279	0.0154156723970279	0.00888595365653701	0.0127780324144537	0.0154156723970279	0.0154156723970279	0.0154156723970279	0.00901705634353386	0.0204318682598994	0.0127780324144537	1.9309026759619	1.30032382499852	0.890683294050501	0.184706058696455	0.317829061820658	0.0801516119425232	0.0197465636811934	0.0124990141114115
