"Salix_fragilis"	"Vaccinium_myrtilloides"	"Ledum_groenlandicum"	"Nemopanthus_mucronata"	"Gaylussacia_baccata"	"Spiraea_alba"	"Chamaedaphne_calyculata"	"Aronia_melanocarpa"	"Kalmia_polifolia"	"Kalmia_angustifolia"	"Calopogon_pulchellus"	"Smilacina_trifolia"	"Andromeda_glaucophylla"	"Dilophus_caurinus"	"Andrena_vicina"	"Bombus_terricola"	"Colletes_inaequalis"	"Andrena_regularis"	"Pyrobombus_ternarius"	"Andrena_bradleyi"	"Cyphon_variabilis"	"Andrena_mandibularis"	"Pyrobombus_sandersoni"	"Sercomyia_transversa"	"Pyrobombus_impatiens"	"Melanostoma_sp1_M_PL_033"	"Apis_mellifera"	"Pyrobombus_perplexus"	"Adela_purpurea"	"Helophilus_latifrons"	"Syritta_pipiens"	"Eristalis_dimidiata"	"Andrena_carolina"	"Macrodactlyus_subspinosus"	"Shaerophoria_sp1_M_PL_033"	"Hybomitra_typhus"	"Syrphus_torvus"	"Toxomerus_marginatus"	"Spilogona_fatima"	"Dialictus_pilosus"	"Hybomitra_minuscula"	"Andrena_alleghaniensis"	"Andrena_carlini"	"Helophilus_fasciatus"	"Pyrophaena_rosarum"	"Helophilus_laetus"	"Thymelicus_lineola"
"Salix_fragilis"	2.59865073417089	0.590743408131545	0.423009675454071	0.238929552537666	0.398209195206268	0.234820696154154	0.36528005452677	0.1829983537149	0.103978668902436	0.064957389670293	0.0169415109707858	0.0350618112042402	0.00957684409282465	0.141728666391661	0.433214153794206	0.277506608622491	0.953284365369857	0.200171918016159	0.182855409678483	0.260625024636559	0.631642842685333	0.0844403246679158	0.134624221328967	0.0961620977846861	0.104757445310199	0.0462129109942056	0.101989383217339	0.100635442119633	0.341428563613693	0.0547374989126691	0.0437708412193866	0.0507024349908438	0.0674394279149129	0.036437694230817	0.0382241599594301	0.0302866660593467	0.0326592207608565	0.0101649065824715	0.0563466781447356	0.0284544539309027	0.0291501553846536	0.0226174154520223	0.0537070358614355	0.0321000909060433	0.0205812715502646	0.0258127830335787	0.0123699921373991
"Vaccinium_myrtilloides"	0.590743408131545	1.90760742434163	0.61265928008764	0.289207772676748	0.534014205933391	0.390354485632922	0.344716175616736	0.236134457465456	0.166259348635884	0.0987950822908363	0.0281627425058998	0.0421291971000351	0.0223743143181238	0.171552792428707	0.392604663211389	0.452498547596985	0.379429226136431	0.346956563883029	0.336481356243785	0.299548961654811	0.143589456137084	0.129661772516055	0.19567501731304	0.14025491422756	0.271960831762261	0.0548109182720799	0.264747267336394	0.201486254042028	0.0776159222362615	0.0775518818307098	0.058680617323993	0.0723983189201288	0.116610172918877	0.0605722477706259	0.0492833014693325	0.0454981324401751	0.0420120617910492	0.0168976455035399	0.0431113325624205	0.0397085590881724	0.0484577982165007	0.0293010225753928	0.0496261060000693	0.0426352874939485	0.0272458854653944	0.0378139965890345	0.0205632723058951
"Ledum_groenlandicum"	0.432480041322446	0.626375532626916	1.8199762798064	0.356599554134644	0.576386019561138	0.429817093286506	0.293172917838848	0.319517398146123	0.189672963395482	0.113323144842583	0.0310098348254802	0.0598166849914033	0.0150104299588735	0.211528371884413	0.412732776273685	0.526976183815546	0.256560330895827	0.525486183565446	0.279397218366639	0.180153469281702	0.105121061138959	0.205618763815637	0.167555683392492	0.15896161105619	0.166354667137901	0.0697044410363962	0.0967340682136293	0.0851321507838536	0.0568221952102484	0.193501379964249	0.0765540499249021	0.119092289386726	0.0991773291798542	0.0666957558548026	0.0914682914322368	0.0519033014674116	0.0566103976733238	0.0186059008952881	0.0403592900448203	0.0500593549619421	0.0533566046838421	0.0515384608528647	0.0454361274071839	0.0780895156581803	0.0421758873782074	0.0747368910101534	0.0226421016186046
"Nemopanthus_mucronata"	0.247979914376214	0.300162612550867	0.362002577682138	3.00306157963105	0.260468922119912	0.155327285175633	0.251338179406025	0.251762950449367	0.139709105519648	0.0831991541578554	0.0112063329551576	0.19083646836681	0.00610281234616182	1.78136152791751	0.264764827340013	0.158223683610296	0.136975609732773	0.185564937633662	0.127140862125021	0.123250165739934	0.0602754098447293	0.222439931565902	0.0747290400854677	0.0730721004986971	0.0635712804651907	0.394828577855536	0.0669965717282934	0.0440440534496873	0.0325813026187726	0.0455482473030287	0.0646433357449811	0.0395462032321069	0.0334674025588952	0.0241025097686327	0.0571324190211911	0.0368216944402159	0.0631656592851439	0.00672379977309457	0.113968076629569	0.0570557902335564	0.0192820078149061	0.137566834072706	0.0653240307997665	0.0281932465366794	0.10190102594447	0.0243975380524529	0.00818240184027382
"Gaylussacia_baccata"	0.478549646870691	0.641753914148022	0.67750637387011	0.301595594033582	1.79489711291474	0.359149072968362	0.351149952223211	0.256201891599088	0.178501391469753	0.138617400821098	0.0259113785943582	0.0450660682753709	0.0142580969484557	0.178901022824466	0.622137316704669	0.40150679504927	0.252665746312639	0.350996798374095	0.266063196267758	0.238442983022506	0.11631900175762	0.133646435489097	0.279471423039371	0.365511083489301	0.157815990260601	0.0576698868761829	0.108030289019312	0.0837662601901726	0.0628751360852003	0.123728548478584	0.0660014149197074	0.143488630832681	0.117492032160196	0.0557300285640561	0.0534759338600288	0.0720925114225038	0.0454992630407463	0.0155468271566149	0.0433989983194678	0.0428163831737619	0.0445840228512449	0.0314641248723076	0.0416471975383658	0.0761222144521777	0.0296422286685077	0.0393729608988252	0.0189194192911187
"Spiraea_alba"	0.369775119231254	0.614696144042647	0.662017132188411	0.235668984404408	0.470609130096474	2.03449973606626	0.205386218118138	0.243178193699057	0.122675110028222	0.0939070702569385	0.146782205159635	0.0502008220254322	0.0137620294199667	0.139794556658069	0.271687051485664	0.945325189125418	0.202978381830682	0.255932497915625	0.30851662965249	0.143881527835202	0.0898796457693487	0.105648565495863	0.158434942382875	0.116356467502909	0.136812168103698	0.0511737428162899	0.0914983350279168	0.112813323266515	0.048583592307756	0.0802826025645953	0.0768862600630333	0.138769240222712	0.0630202898062709	0.315698234906833	0.0504144585992672	0.042955075309253	0.0428413972639808	0.0880693230957808	0.0287200326629608	0.0357460170171883	0.252558587925467	0.0280494398038536	0.0291150241033234	0.0407917016080866	0.0459926442798998	0.0904408503250742	0.107174308529257
"Chamaedaphne_calyculata"	0.676261722569831	0.638190757560714	0.530880689059536	0.448332968670207	0.540960737208731	0.241467580760514	1.62606674583529	0.225722594793112	0.152463375518113	0.0850533367165115	0.0174210609862847	0.0686457233006348	0.011690601757362	0.265942965506645	0.635922626155585	0.270287322962652	0.407933982368503	0.307377883892722	0.199777652448138	0.591435198691812	0.164376024537047	0.133870203932959	0.148556962729114	0.129852797272338	0.134910066888258	0.0978376863626016	0.0993286027645171	0.0821729719955895	0.0888519051551603	0.0699458103632122	0.0551700603845938	0.063603458955617	0.0652137390084969	0.03746910735939	0.0640958948374915	0.0398108869330022	0.0413315165517021	0.0104526365917708	0.158356909709877	0.0385005443774112	0.029975285887512	0.0343047505840058	0.136973261940886	0.0554734544770562	0.0344208828500973	0.0305889110196324	0.0127201397677634
"Aronia_melanocarpa"	0.363344557375961	0.46884667641692	0.62051204857363	0.481633470424876	0.423290081772406	0.30661598335968	0.242079304560729	1.87224440410762	0.185220539849294	0.157247375231959	0.0221212956565643	0.110501527171069	0.00950063023613588	0.285696217683847	0.288572688431654	0.279548979642201	0.234623108386855	0.396425595376313	0.195994551817686	0.144877829327174	0.0883165967928431	0.140252716579691	0.158364790105075	0.116406036383319	0.0995454717236256	0.123731301302346	0.075118221157679	0.107584377190119	0.0477387009691044	0.0961342897115177	0.365457420679713	0.105759154107857	0.0542463149880987	0.0475783422454676	0.225447879909021	0.0690487027396779	0.32075139396324	0.0132727773939386	0.0413661305059653	0.192249376790448	0.0380626737963741	0.101300161451886	0.0338675436389203	0.0835355104015193	0.0503673139760354	0.099447878947885	0.0161520571460628
"Kalmia_polifolia"	0.38500209836848	0.615608939543679	0.686923705270124	0.498421673745771	0.549977260204104	0.288452285742036	0.304926751036225	0.345411277016251	1.33810889115933	0.156496643785742	0.0208108469290921	0.0586929718930372	0.0143245500429674	0.295654674653742	0.35390660439606	0.303523437979814	0.218578504184092	0.458920333590816	0.286873400912665	0.236354917239566	0.0935808020121926	0.511286500403895	0.169291775391418	0.253390648785344	0.152680480442325	0.0842106176314589	0.123700987210594	0.109203772125931	0.0505842173038879	0.0864644009172581	0.0839300331214227	0.0744084991721471	0.0669583841752322	0.0447598374427298	0.0637665379759181	0.0697351661774955	0.0619680678703898	0.0124865081574552	0.0448627028013255	0.165130259572752	0.0358078699541838	0.0431334043651638	0.0402350946100972	0.0492299907479768	0.036105724724778	0.0409227276457576	0.0151952215672736
"Kalmia_angustifolia"	0.317827228029648	0.483390224065877	0.542332193175218	0.392224583887033	0.564370846200185	0.291782682584059	0.224783818465066	0.387502460393043	0.206799136431159	1.72254254720709	0.0210511236830591	0.0963750450850971	0.0121760055303036	0.232660491805717	0.287199967909891	0.270709998512686	0.178854331618121	0.255034739222299	0.330938307439394	0.144775422148184	0.0772528955721699	0.288907547545656	0.234354772520158	0.243794354799163	0.103651933273241	0.0889883184983248	0.0777591075295194	0.0698095114127946	0.0417583219309027	0.0738720323457593	0.244447211165025	0.0715840894752517	0.0579891685786436	0.0452766231595953	0.0668692826486954	0.724232266537928	0.0683811974627141	0.0126306742098355	0.0364870846783274	0.0581759150118601	0.0362212985276763	0.0384937502248342	0.0306576625313087	0.0961468526642513	0.0947677295573468	0.0387885830090472	0.0153706617368368
