"Trema_micrantha"	"Cecropia_pachystachia"	"Urera_baccifera"	"Chamissoa_altissima"	"Cabralea_canjerana"	"Dendropanax_cuneatum"	"Pera_glabrata"	"Trichilia_clauseni"	"Citharexylum_mirianthum"	"Zanthoxylum_hyemale"	"Talauma_ovata"	"Gomidesia_affinis"	"Ocotea_macropoda"	"Ocotea_corimbosa"	"Miconia_discolor"	"Cestrum_sp1_M_SD_012"	"Momordica_charantia"	"Ocotea_sp1_M_SD_012"	"Miconia_elegans"	"Pereskia_aculeata"	"Persia_major"	"Protium_heptaphyllum"	"Rubus_sp1_M_SD_012"	"Copaifera_langsdorffii"	"Maytenus_aquifolium"	"Miconia_sp1_M_SD_012"	"Palicourea_sp1_M_SD_012"	"Paullinia_sp1_M_SD_012"	"Xylopia_brasiliensis"	"Chlorophora_tinctoria"	"Cordia_sp1_M_SD_012"	"Ficus_luschnatiana"	"Paullinia_rhomboidea"	"Piper_sp1_M_SD_012"	"Rhipsalis_sp1_M_SD_012"	"Tachyphonus_coronatus"	"Chiroxiphia_caudata"	"Trichothraupis_melanops"	"Vireo_olivaceus"	"Manacus_manacus"	"Saltator_similis"	"Dacnis_cayana"	"Elaenia_flavogaster"	"Pitangus_sulphuratus"	"Thraupis_sayaca"	"Myiodynastes_maculatus"	"Habia_rubica"	"Turdus_rufiventris"	"Ramphocelus_carbo"	"Tyrannus_melancholicus"	"Thlypopsis_sordida"	"Myiophobus_fasciatus"	"Tangara_cayana"	"Coereba_flaveola"	"Cyclarhis_gujanensis"	"Penelope_superciliaris"	"Ramphastos_toco"	"Turdus_amaurochalinus"	"Tyrannus_savanna"	"Conirostrum_speciosum"	"Cyanocorax_cristatellus"	"Pipraeidea_melanonota"	"Sirystes_sibilator"	"Tityra_cayana"
"Trema_micrantha"	1.86468743140953	0.388471972274462	0.362520841921889	0.354642749754594	0.229043236776573	0.269352616133779	0.245969404058986	0.250175637957116	0.184127977983801	0.194604535734534	0.149885236187957	0.147492613886488	0.0869887502857116	0.049976198919326	0.0472095781343565	0.0473420625891589	0.0445998700575514	0.0277660999118585	0.0308221492586131	0.0340938535601299	0.0247297269247544	0.0283257468806139	0.0309662312573702	0.0071625926524221	0.0211418820693666	0.0211418820693666	0.0200128566615546	0.0170576500432863	0.0161118833061129	0.0119383180048706	0.0109533745958156	0.00944191562687129	0.0105709410346833	0.0128767022175239	0.0109533745958156	0.730224973054374	0.461604763980374	0.543682982517675	0.466827710865566	0.375855681233185	0.47183940384526	0.312805367286642	0.181291158289947	0.124900661457854	0.159177573398274	0.103153189634547	0.113538896379124	0.0829421148634671	0.0972943145017153	0.0861784361864159	0.0876231526028195	0.0504652771315708	0.0781983438388127	0.039962494748699	0.0410059668175813	0.0149928596757978	0.00947053917375811	0.0171299195641437	0.0466171857852382	0.0106392824926378	0.00322316669358994	0.00988693205241515	0.010062384711504	0.00624737248016816
"Cecropia_pachystachia"	0.776943944548924	1.55477260748535	0.434376005742431	0.339457460372606	0.197425469369334	0.206027006920541	0.266461608435805	0.204628428647706	0.192123251832309	0.149813261510387	0.16331342419452	0.147724410427816	0.0808589746797436	0.0477019668979405	0.0418468591304487	0.0564170748306161	0.049768682337867	0.0236278572580412	0.0373091851021549	0.0332942393185423	0.0222835640373336	0.0251081154782692	0.0349829027847729	0.00609508419713802	0.0203361508614744	0.0203361508614744	0.018537447256827	0.013581209045136	0.0155496242320986	0.0205704414499755	0.0164454555279459	0.00836937182608975	0.0101680754307372	0.0104571271765343	0.0164454555279459	1.09636370186306	0.409169289275499	0.441523147453672	0.320796147254997	0.361531570870656	0.292068634333006	0.306867613431479	0.186959429842878	0.14692807378106	0.274272552666339	0.0836888462654566	0.110544349664773	0.112466157146303	0.148948233755849	0.0673393980523502	0.0524683778993792	0.0418047532013642	0.0477223365513353	0.102279090549586	0.0330447792856561	0.0143105900693822	0.00805905577177138	0.0172722775789161	0.0194235986137231	0.0101837238111782	0.00274278788871211	0.01184661833843	0.010900702163283	0.00531626788305927
"Urera_baccifera"	0.790954564193212	0.473864733537198	1.59957677785945	0.390140146025401	0.161672859111608	0.212388369978748	0.246998732758671	0.228911401429556	0.155906148118446	0.130592015928018	0.138736904904143	0.126055799544241	0.0822055283904382	0.0456662712006189	0.0358315370769563	0.0508691364345061	0.0680280696065726	0.0200964950748529	0.0238108321625611	0.0316308206495491	0.0178654473575515	0.0214989222461738	0.0354759687736896	0.00518412771039198	0.0250559165339399	0.0250559165339399	0.0196942656823612	0.0115785163121977	0.0120630224644745	0.00947821733177858	0.0157817030913284	0.00716630741539126	0.01252795826697	0.0150127579405799	0.0157817030913284	1.05211353942189	0.350352806974684	0.633872001935595	0.307657274402284	0.445438516158932	0.299074571586348	0.212807053778009	0.14723268444586	0.104343292856624	0.126376231090381	0.0705966729003638	0.308010936711957	0.073264718710386	0.158425720683386	0.0580242489307701	0.0547812310593527	0.0419627491096669	0.0500959678272494	0.0787636135889723	0.0350073669545224	0.0136998813601857	0.00685456886151829	0.0160245037399019	0.0197738641048303	0.011704204380762	0.00233285746967639	0.0436248212143485	0.0101044936128547	0.00452171139184189
"Chamissoa_altissima"	0.851142599411026	0.407348952447127	0.429154160627941	1.46281734337281	0.179294057070068	0.226642349751625	0.233837373242326	0.219388121178212	0.166475638932089	0.155236150939164	0.155689863065739	0.16160656943692	0.0922379681642441	0.0525871036849034	0.0469863981624321	0.0425354574562225	0.04436835419033	0.0244124305938162	0.0304917100046207	0.0319272350195594	0.0196644938307036	0.0281918388974593	0.0319964988521901	0.00629747413407361	0.0214105733347147	0.0214105733347147	0.0201025662998438	0.0127472128703736	0.0132419176166382	0.0116971507396478	0.0118939325523463	0.00939727963248642	0.0107052866673573	0.0183273266707684	0.0118939325523463	0.792928836823088	0.459422559810447	0.773820459432445	0.327748010420914	0.380632414839372	0.366351897640584	0.255443617259205	0.229955023180801	0.113655690042881	0.155962009861971	0.0773011146882115	0.143706877364873	0.0757601738464374	0.0890477984041848	0.0642257621406538	0.0564218552277232	0.0435624268226571	0.117265990049129	0.0416421299307684	0.0351432902424476	0.015776131105471	0.00832666024394177	0.0179813516138722	0.0212785649852756	0.0438845203011843	0.00283386336033312	0.011704204380762	0.00956607435991334	0.00549279688360865
"Cabralea_canjerana"	0.68712971032972	0.296138204054001	0.222300181278462	0.224117571337585	1.52478317487603	0.225964456279887	0.212230545470382	0.250692258016006	0.250869827652849	0.26403980120309	0.223823446455461	0.131181969705343	0.0947245516617341	0.122931452629595	0.0433624775049325	0.0278523124142582	0.0281609037008154	0.0534999265710327	0.0242181082626737	0.0229091837128755	0.0785533744917843	0.0260174865029595	0.0224561437341791	0.0138009364721454	0.0141137827266785	0.0141137827266785	0.0157293868643258	0.050588203928593	0.0537473093016768	0.00687311726070065	0.00672675686985336	0.00867249550098651	0.00705689136333927	0.00705140700635822	0.00672675686985336	0.448450457990224	0.423988668937118	0.297726073601791	0.775096292604084	0.25091169291873	0.258675412892338	0.38099714838978	0.16079467441249	0.482354068526157	0.0916415634760087	0.315115029025935	0.0682808375254265	0.101889634549966	0.0777894011163799	0.248060651901075	0.061923597589141	0.0425768271203169	0.0446038747492499	0.0271364127125934	0.044745354830898	0.0368794357888786	0.0182479048909478	0.0220625240292931	0.017178242758243	0.00672352714012756	0.00621042141246542	0.00606273221668532	0.00868215867833383	0.0120374834784823
"Dendropanax_cuneatum"	0.808057848401337	0.309040510380812	0.292034008720778	0.283302937189532	0.225964456279887	1.49257221484507	0.270119774445139	0.243850317150866	0.243705020633468	0.18624341492894	0.124844527699743	0.137709594814668	0.0949061181128082	0.0382427691093512	0.0519580548126713	0.0559171618809723	0.0432532445287483	0.028680036073664	0.0285895385911381	0.0383259805921199	0.0195325467854657	0.0311748328876028	0.0340071975908985	0.0073983532546713	0.0311289406329226	0.0311289406329226	0.0259560812789955	0.0144738541625952	0.0131373902425539	0.00780631666606957	0.00805111631190296	0.0103916109625343	0.0155644703164613	0.00803759750763037	0.00805111631190296	0.536741087460198	0.508034313723897	0.339365228099949	0.554100667087091	0.553403389029734	0.684867614275736	0.222460842119483	0.136636117432869	0.112370561660702	0.104084222214261	0.098739637573908	0.0860948692774248	0.147253477890542	0.0757033666419443	0.063951565429118	0.0599884760838777	0.23493618663588	0.0470595679376433	0.0359979508164624	0.0397870298738443	0.0114728307328054	0.00978226708117649	0.0165131164943914	0.0202014462100334	0.00849908811568595	0.00332925896460208	0.00796456387420305	0.0110503544091193	0.0064530081165744
"Pera_glabrata"	0.804990776920317	0.436028086531318	0.370498099138007	0.318869145330445	0.231524231422235	0.294676117576515	1.31876567616088	0.242371830296079	0.169048021781952	0.205876277991472	0.137575584100611	0.137508336044923	0.0815983663660884	0.0421394720246293	0.0433390831608993	0.0469137384471112	0.0430564133684829	0.0243025070579397	0.029979061909195	0.0342887169808139	0.0203600028293525	0.0260034498965396	0.0339348667013026	0.00626911806271692	0.0227703055474225	0.0227703055474225	0.0200529694058911	0.0135839815815095	0.0137593287470535	0.0126434286448353	0.0138818972954115	0.00866781663217985	0.0113851527737112	0.00984383116617138	0.0138818972954115	0.925459819694103	0.423759924239904	0.415628427016125	0.513444364799223	0.404805431954177	0.404343438499886	0.368761895150636	0.146092380916246	0.119310911079242	0.168579048597804	0.0853515361014611	0.0998583249958395	0.0799103783262145	0.0844826377022333	0.0660067408229903	0.0607697355054175	0.0981509225703312	0.050156250507089	0.0424614890900207	0.0406449660824096	0.0126418416073888	0.00828916721625904	0.0158984632422682	0.0201247694230079	0.00956607435991334	0.00282110312822261	0.0101044936128547	0.053949504933854	0.00546806408803642
"Trichilia_clauseni"	0.818756633314199	0.334846519605337	0.343367102144334	0.299165619788471	0.273482463290189	0.266018527800945	0.242371830296079	1.45605612781107	0.157967986473512	0.300905473837731	0.11877735883951	0.118230873249066	0.0729312858020273	0.0447030921190303	0.0409292095963133	0.0420181142259401	0.0428504084080467	0.0241759079402893	0.0243135140872517	0.0304739112988117	0.0213977986604208	0.024557525757788	0.0265809466533531	0.00623646032854597	0.0156717288463245	0.0156717288463245	0.0160217063424249	0.0143760217030977	0.0144055277249562	0.00794183024872635	0.0105592403109282	0.00818584191926266	0.00783586442316223	0.0108144727324442	0.0105592403109282	0.703949354061882	0.400196716052841	0.456611070925422	0.783668492922563	0.278608512823546	0.403993001252493	0.256115370122356	0.129440488988295	0.123554279824862	0.105891069983018	0.090245842715517	0.144604044890509	0.0725073102878731	0.0754797498835185	0.0699227093546454	0.21509700312835	0.0498179904095268	0.0543491428115725	0.0355609590123125	0.194628087295495	0.0134109276357091	0.00824598643441078	0.0139743550149252	0.020468915832855	0.00897496859365414	0.00280640714784568	0.00936455733120911	0.00991521123938505	0.00543957928656509
"Citharexylum_mirianthum"	0.631295924515889	0.329354145998245	0.244995375614701	0.237822341331555	0.286708374460399	0.278520023581106	0.177097927581093	0.165490271543679	1.69470474812602	0.120904409002	0.139912824803653	0.178568953072441	0.11434241803822	0.0428540034388538	0.089399007357856	0.0326540775381574	0.0360405120375253	0.075534557513936	0.0431730918245635	0.0342005659023023	0.0248593347890246	0.0536394044147136	0.0344031033129185	0.0194850291676077	0.0193482459723875	0.0193482459723875	0.0275539244577649	0.039129342059713	0.0164954085203779	0.00741348888142107	0.00684917885515352	0.0178798014715712	0.00967412298619374	0.00665653173825432	0.00684917885515352	0.456611923676902	0.874123627499036	0.281053562281849	0.309761445747583	0.343968817286888	0.326243503158783	0.191631301552974	0.149790993720059	0.135524704195518	0.0988465184189476	0.376021748557476	0.0699951934413038	0.59971998246317	0.134201801970768	0.0836392626864678	0.0424933894553959	0.0490229187563924	0.0364525602458376	0.0304965668082168	0.0267109913424986	0.0128562010316561	0.0257635385660591	0.0193043381990275	0.0157823981128972	0.00713467023994666	0.00876826312542347	0.00668169206221912	0.00724491521922653	0.0169952754406356
"Zanthoxylum_hyemale"	0.824207445463908	0.317251612610232	0.253502148566152	0.273946148716172	0.372762072286715	0.26293187989968	0.266428124459553	0.389407083790005	0.149352505237765	1.39391040480451	0.151487377990783	0.1228990712205	0.0670522603680749	0.0482222948539911	0.0348975783017028	0.032569183256332	0.0313763364571883	0.0241741065237038	0.0216955415132459	0.0238369328664323	0.026385325643792	0.0209385469810217	0.0223521366913302	0.00623599563191086	0.0149069859294401	0.0149069859294401	0.0144330086250606	0.0171473031170224	0.0178269394180959	0.00773651019256479	0.00791912806626964	0.00697951566034056	0.00745349296472003	0.00810678263291775	0.00791912806626964	0.527941871084643	0.34122076561665	0.342286377834305	1.03175389130619	0.265013083190045	0.307874403704981	0.561854101963981	0.140343901086093	0.154475886539997	0.103153469234197	0.104975650893988	0.0829931127894311	0.0689978090358704	0.0704953910004781	0.0855838622569612	0.14219131223577	0.0503391143492064	0.110837211784513	0.0301043418240814	0.121586126099173	0.0144666884561973	0.00824537200219325	0.015226391048789	0.0206051861365977	0.00821838446148516	0.00280619803435989	0.00691369496089507	0.0108993323642544	0.00543917396783336
