"Marmota_caudata"	"Cricetulus_migratorius"	"Microtus_juldaschi"	"Alticola_argentatus"	"Oropsylla_silantiewi"	"Citellophilus_lebedewi"	"Amphipsylla_anceps"	"Callopsylla_caspia"	"Rhadinopsylla_li"	"Neopsylla_meridiana"	"Amalaraeus_penicilliger"	"Amphipsylla_primaris"	"Amphipsylla_montana"	"Leptopsylla_nana"	"Neopsylla_pleskei"	"Amphipsylla_phaiomydis"	"Paraneopsylla_ioffi"	"Rhadinopsylla_dahurica"	"Pectinoctenus_pamirensis"	"Neopsylla_teratura"	"Frontopsylla_elata"	"Frontopsylla_protera"	"Paradoxopsyllus_naryni"
"Marmota_caudata"	5.25730402293168	0.00346718195277997	0.00157868035030177	0.000808009502079803	3.61643233585486	1.10981326424377	0.00141308826064361	0.00117392915248256	0.00485228252420885	0.000663586862010787	0.000597435587566038	0.000494082976292284	0.000460089783726231	0.000264400757058687	0.000148259923925535	0.000148552379506032	0.000182909352676401	6.06402372706933e-05	4.5964277933744e-05	2.55357099631907e-05	2.6807779533426e-05	2.36181737519895e-05	1.53214259779145e-05
"Cricetulus_migratorius"	0.651955048371348	3.5491008393334	0.683992242879681	0.378109764152414	0.477500652052906	0.137627262417617	1.09156242485928	0.660027027882787	0.046573337752152	0.604090924003617	0.28344618967908	0.39497322492323	0.413488806015878	0.170809125506985	0.140326300523923	0.066028671260359	0.095303684003371	0.0383336763636512	0.0470502729927996	0.0261390405515553	0.011614962614938	0.0162630975280911	0.0156834243309332
"Microtus_juldaschi"	0.855540497387601	1.97131726603531	2.09884567738148	0.33745445393245	0.677606421286547	0.180604010716694	0.758760852717081	0.547757830572946	0.0474038520032806	0.474186452996949	0.750685990867928	0.423709868799604	0.258329564824179	0.154083326523219	0.0811890543208871	0.15370916398207	0.0551073536549363	0.0650761260954097	0.0261336658836105	0.0145187032686725	0.0356407756536478	0.0236278691342929	0.00871122196120348
"Alticola_argentatus"	0.875775582018382	2.17948175374646	0.6749089078649	1.5329916511071	0.631075473903855	0.184875623168319	0.758251539236652	0.932867927266735	0.0974634365662507	0.391526829006113	0.283794386467601	0.272846976446491	0.399663542232392	0.342237421133511	0.119307048598288	0.134089457830781	0.0806218752889477	0.0300325396432445	0.0288932932984391	0.016051829610244	0.0114607173033662	0.0121510904957807	0.00963109776614638
"Oropsylla_silantiewi"	4.73112252270374	0.00332213136270736	0.00163574271885707	0.000761708477856193	4.25448792791209	0.998736711355543	0.00134939332966252	0.00111255080223338	0.00437141500698003	0.000645755359458428	0.0006145619915464	0.000488046333192266	0.000440507574296844	0.000253724226881739	0.000141739088039656	0.000149434214743197	0.000170247139453834	6.12390774682349e-05	4.40413486709155e-05	2.44674159282859e-05	2.77767631504028e-05	2.3675347946516e-05	1.46804495569717e-05
"Citellophilus_lebedewi"	4.73157362063851	0.00312046375750197	0.00142081231527159	0.000727208551871823	3.25478910226938	1.99883193781939	0.00127177943457925	0.0010565362372343	0.00436705427178797	0.000597228175809708	0.000537692028809434	0.000444674678663055	0.000414080805353608	0.000237960681352818	0.000133433931532982	0.000133697141555429	0.000164618417408761	5.45762135436239e-05	4.13678501403696e-05	2.29821389668716e-05	2.41270015800834e-05	2.12563563767905e-05	1.37892833801231e-05
"Amphipsylla_anceps"	0.718361549846657	2.95108248490718	0.711757968035492	0.355640102473828	0.524358723912798	0.151645629216998	1.92188798105232	0.575859230280139	0.0422012344720057	0.513838317392321	0.285565346870301	0.345420993056955	0.349582943849976	0.152417181544897	0.117732007589703	0.0664613106587235	0.079948236415231	0.0355174041334764	0.0391223700945142	0.0217346500525079	0.01208645606098	0.0147370880514932	0.0130407900315047
"Callopsylla_caspia"	0.848256102696356	2.53633027695838	0.730343774097261	0.621911951511157	0.614498893100236	0.179066280006226	0.81851689335416	1.62752166922077	0.0535981534979175	0.451190019105162	0.291590583135874	0.310974571296281	0.336366173589105	0.189902689242303	0.109241204597377	0.0834704317894038	0.0740860935104481	0.0335471043111443	0.033624018401576	0.0186800102230977	0.0124020640884441	0.0136730361334611	0.0112080061338587
"Rhadinopsylla_li"	4.35530265005001	0.222314916926288	0.0785126298804335	0.0807119084064264	2.99923466662527	0.919401394657437	0.074511554614635	0.0665789562981944	1.01004587345702	0.0407170803658943	0.0309883049115148	0.028980760227335	0.0324981985923173	0.0216245965056627	0.0102425888918148	0.00979665353446615	0.00700578407789652	0.00330972513066768	0.00294721902962837	0.00163734390534909	0.00133323333759227	0.00132155423093577	0.000982406343209457
"Neopsylla_meridiana"	0.61483463368081	2.97660931101782	0.810705871252849	0.334692289311677	0.457345817927416	0.12979116840097	0.936511772021488	0.578542040626781	0.0420305345712457	1.52576758600476	0.319535446520279	0.35943877832031	0.350742965540273	0.151421671322235	0.118138453454822	0.0715172269209462	0.080230111982403	0.0381881788112625	0.0394607781002363	0.0219226545001313	0.013766703474105	0.015652413537105	0.0131535927000788
"Amalaraeus_penicilliger"	0.754278842367724	1.90313870213097	1.74885087982418	0.330573680940283	0.593092842413155	0.159227744970954	0.709206246073494	0.509482447457186	0.0435879453700429	0.435410938115545	1.62941374940223	0.376081112225737	0.247568561044124	0.143720083134431	0.0785031221015586	0.131012807818274	0.053281670129552	0.0557594575113351	0.0252298256747313	0.0140165698192952	0.0296974677705993	0.0204553618130177	0.0084099418915771
"Amphipsylla_primaris"	0.645059013025231	2.74237091395561	1.02075559301723	0.328656585265092	0.487053602582704	0.136171514097864	0.88710391398718	0.561874509501236	0.0421538330579418	0.506481914905891	0.388902059233433	1.36370503226823	0.327707960891213	0.148938552338208	0.109358913604298	0.0845343088682677	0.0742625482759821	0.0421583738777442	0.0363554900213427	0.0201974944563015	0.017333585541802	0.0167457905534216	0.0121184966737809
"Amphipsylla_montana"	0.621879002968326	2.9722548291259	0.644304326385011	0.498403946783924	0.455127243321458	0.131278229913756	0.929479356589347	0.629202607066679	0.0489384637625484	0.511672090905811	0.265043988882532	0.339274124216785	1.36695119340944	0.176970620258164	0.122148114110408	0.070650934602241	0.0829011914079052	0.0339239923730321	0.0394030509262189	0.0218905838478994	0.0109410168631417	0.0142267419707306	0.0131343503087396
"Leptopsylla_nana"	0.706441929731936	2.42707850429693	0.759666633091219	0.843655038143074	0.518193379743762	0.149129405606881	0.801076349515038	0.702198316035493	0.0643708919238332	0.436657842882724	0.304151803842634	0.304804479203775	0.349825644696371	1.22732655462871	0.110866194441108	0.0985167595628971	0.0751135558060442	0.0336502980244309	0.0321756724792228	0.0178753735995682	0.0128999994298509	0.0136001491547527	0.0107252241597409
"Neopsylla_pleskei"	0.608342237850177	3.06212034357561	0.614717125572431	0.451662398264946	0.4445595875261	0.128420628105387	0.950265489831174	0.62033398324939	0.0468232635054392	0.523184579585639	0.255135146830065	0.343699442756364	0.370806774978025	0.170258798605987	1.12426681403584	0.0659888085536138	0.0843575697627145	0.033699841972104	0.0405943940801348	0.0225524411556305	0.0104385926983998	0.0142402728114521	0.0135314646933783
"Amphipsylla_phaiomydis"	0.775781040065837	1.83379627909452	1.48119739837268	0.646067387730128	0.59652100786194	0.163766844119808	0.682738918585068	0.603263575205237	0.0569987114732576	0.403097097190788	0.541916614157405	0.338137235473071	0.272969520054113	0.192555484600208	0.083985756340963	1.13271987718599	0.0569030494846368	0.0485333046382033	0.0243105562367685	0.0135058645759825	0.0251524086516115	0.0179785501561988	0.00810351874558951
"Paraneopsylla_ioffi"	1.00068835852342	2.77288337743141	0.556321855945071	0.40694851336326	0.711965430189293	0.211244624396728	0.860395306182961	0.560937565150535	0.0427019219986073	0.473739708848475	0.230887237228059	0.311195440394592	0.33555244141295	0.153803947602852	0.112476759683619	0.0596127185077148	1.07636166560031	0.0305082367689901	0.0367599924013002	0.0204222180007223	0.00944697491227479	0.0128923746564263	0.0122533308004334
"Rhadinopsylla_dahurica"	0.69669568600299	2.34218762581909	1.37961387322269	0.318344920218392	0.537807702233782	0.147071980257357	0.802693333416566	0.533398958547194	0.0423644816725463	0.473533417259655	0.50741106335315	0.370993690124149	0.288353935170773	0.144696281505053	0.0943595575218913	0.106773270204047	0.0640672972148791	1.04894123158244	0.0310502778545575	0.017250154363643	0.0234274053943475	0.018613764442631	0.0103500926181858
"Pectinoctenus_pamirensis"	0.586759543534214	3.19419075540006	0.615593018591713	0.340298787737172	0.429750586847616	0.123864536175855	0.982406182373356	0.594024325094509	0.0419160039769368	0.543681831603255	0.255101570711172	0.355475902430907	0.37213992541429	0.153728212956287	0.126293670471531	0.0594258041343231	0.0857733156030339	0.0345003087272861	1.04234524569352	0.0235251364963998	0.0104534663534442	0.014636787775282	0.0141150818978399
"Neopsylla_teratura"	0.586759543534213	3.19419075540006	0.615593018591713	0.340298787737172	0.429750586847615	0.123864536175855	0.982406182373356	0.594024325094509	0.0419160039769368	0.543681831603255	0.255101570711172	0.355475902430907	0.37213992541429	0.153728212956287	0.126293670471531	0.0594258041343231	0.0857733156030338	0.0345003087272861	0.0423452456935196	1.0235251364964	0.0104534663534442	0.014636787775282	0.0141150818978399
"Frontopsylla_elata"	0.769986447648841	1.77418553943178	1.88896110964334	0.303709008539205	0.609845779157892	0.162543609645025	0.682884767445373	0.492982047515651	0.0426634668029525	0.426767807697254	0.675617391781135	0.381338881919644	0.232496608341761	0.138674993870897	0.0730701488887984	0.138338247583863	0.0495966182894426	0.0585685134858688	0.0235202992952494	0.0130668329418052	1.03207669808828	0.0212650822208636	0.00784009976508314
"Frontopsylla_protera"	0.678372995591527	2.48418814741592	1.25227706411752	0.322003898138188	0.519798183002754	0.14320407291044	0.832645474909364	0.54350318630508	0.0422897353899446	0.485224819650255	0.465359481246154	0.368407392175275	0.302318266878025	0.146201603413592	0.0996819096801645	0.0988820258590932	0.0676849669462382	0.0465344111065774	0.0329327724943845	0.0182959847191025	0.0212650822208636	1.01795093499807	0.0109775908314615
"Paradoxopsyllus_naryni"	0.586759543534213	3.19419075540006	0.615593018591713	0.340298787737172	0.429750586847615	0.123864536175855	0.982406182373356	0.594024325094509	0.0419160039769368	0.543681831603255	0.255101570711172	0.355475902430907	0.37213992541429	0.153728212956287	0.126293670471531	0.0594258041343231	0.0857733156030339	0.0345003087272861	0.0423452456935196	0.0235251364963998	0.0104534663534442	0.014636787775282	1.01411508189784
