"Microtus_arvalis"	"Sorex_araneus"	"Neomys_fodiens"	"Clethrionomys_glareolus"	"Talpa_europaea"	"Microtus_agrestis"	"Arvicola_terrestris"	"Sorex_minutus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sicista_betulina"	"Sorex_minutissimus"	"Apodemus_flavicollis"	"Micromys_minutus"	"Crocidura_suaveolens"	"Palaeopsylla_soricis"	"Ctenophthalmus_assimilis"	"Amphipsylla_rossica"	"Ctenophthalmus_agyrtes"	"Doratopsylla_dasycnema"	"Megabothris_turbidus"	"Ctenophthalmus_uncinatus"	"Hystrichopsylla_talpae"	"Amalaraeus_penicilliger"	"Megabothris_rectangulatus"	"Ctenophthalmus_bisoctodentatus"	"Amphipsylla_vinogradovi"	"Paradoxopsyllus_scorodumovi"	"Leptopsylla_segnis"	"Peromyscopsylla_bidentata"	"Peromyscopsylla_silvatica"	"Nosopsyllus_fasciatus"	"Rhadinopsylla_integella"
"Microtus_arvalis"	2.79459704190683	0.780469307481602	0.657212372499727	0.339339908890922	0.18861028636064	0.198963474726339	0.157360572695891	0.0365176332854814	0.0345125830497306	0.0377115810729786	0.0143661530392621	0.00722845392940186	0.00647803577776858	0.00561543287442206	0.00417505714584918	1.29206405554001	1.32157555340158	0.813680740985244	0.326240595518895	0.161424199990129	0.291214601577861	0.151869631931905	0.13219733811643	0.0856342504523335	0.071686500591259	0.0288253349895254	0.0214070128821342	0.0142713419214228	0.00927181920453929	0.00710352396207947	0.00628432144277589	0.00109485235373164	0.000996430401311281
"Sorex_araneus"	1.09195355288112	2.24914845153986	1.12904963886821	0.245908673313824	0.162959333547638	0.143726237077018	0.104988645023995	0.0486802597222073	0.0257750917283855	0.0243074513770711	0.0132076845639052	0.00993058774727966	0.0048139175309875	0.00464091471851273	0.00406745509683613	2.44696092956748	0.727005642753779	0.373179800696349	0.225037594947241	0.336240146574835	0.184857321710897	0.110453157605226	0.160311891956025	0.0506670876237561	0.0464337770568263	0.0239569622246492	0.0200447891914591	0.0133631927943061	0.00900621874025622	0.00394296889386085	0.00395284179188655	0.000705700201269805	0.000722080933059022
"Neomys_fodiens"	1.04451158632778	1.28254387304881	2.17666933355306	0.231963981232557	0.158953336857538	0.134682480215499	0.100590834663391	0.0499969618427416	0.0244332187791141	0.0229357520740831	0.0131144766934316	0.00984490698469312	0.00450647129104661	0.00431250518120487	0.00409817599189289	2.57554584508874	0.705828593785301	0.342437307297183	0.205833011057432	0.341403086590661	0.180943470564841	0.101448844352004	0.12193065082806	0.0468561110373354	0.0416472338942153	0.0244175069828741	0.0198663865206889	0.0132442576804592	0.00662128334765621	0.00373348865331696	0.00373801686976671	0.000665876673118543	0.000681134039508835
"Clethrionomys_glareolus"	1.54668141181278	0.801108679621056	0.665240911919798	1.47850311450639	0.212148435193752	0.237655786932721	0.160362307515635	0.0346634991921295	0.0451158047906801	0.0342338341472731	0.0166581817578675	0.00921425841391514	0.0109790582919651	0.00601292533128224	0.00457968530959338	1.31886419697	1.0883997545417	0.533502725511845	0.441402802319094	0.175122325791092	0.259379773476084	0.3171817653536	0.151715188387893	0.184491904943699	0.135747513404092	0.032393870594828	0.0276576336331422	0.0184384224220948	0.0126210742815726	0.0140548918286508	0.0205329315881002	0.000993885507501477	0.00434144470817564
"Talpa_europaea"	1.42812233087162	0.881923547681933	0.757289881288756	0.352430869305608	1.32284969574852	0.202912785154485	0.162730720498117	0.0376045129579511	0.0385292690113886	0.03481984946228	0.0172524815670538	0.00924902699564728	0.00652449173138249	0.0060360600274335	0.00488237243467159	1.52618343863732	1.06495263212126	0.483103389482063	0.50704075636344	0.211089633767288	0.214980796077644	0.207723481253232	0.154027837855357	0.0675125520284257	0.0585929201116532	0.17150928376481	0.0297937387588751	0.0198624925059167	0.0073873798992663	0.00545903631820069	0.00557696704747571	0.00101089885535651	0.00103487041557958
"Microtus_agrestis"	1.5703501366819	0.810794619894928	0.66884689327358	0.411533890931519	0.211510784525438	1.24667497401663	0.180713272008131	0.0355520611200602	0.0437732979568025	0.0353142432016241	0.0167305179666497	0.00921591525245492	0.0100168568225647	0.00721213768682286	0.00491829339774306	1.30535801512364	1.08839763482988	0.522564544653829	0.466049968160039	0.170093808419822	0.410792332196092	0.23915121720289	0.183784908236814	0.11551060906177	0.114126631040397	0.0334064414043282	0.0311171612096085	0.020744774139739	0.0156773919708433	0.0113834308006838	0.00644956533520467	0.00102525222198264	0.00120841925559036
"Arvicola_terrestris"	1.63444401528743	0.77941384428594	0.657392889733242	0.365435295565369	0.223225412133105	0.2378159787765	1.20357879966906	0.0356505957157014	0.0416410821911757	0.0386257751410151	0.0180401122559253	0.0082618338408576	0.00717127714421749	0.0072244980606229	0.00523648493667761	1.27560082819809	1.2216904299155	0.535337265877043	0.58553603880972	0.158287341386942	0.426480755312925	0.140942057044298	0.129421230611725	0.0869426939902889	0.0637894518379979	0.0357320583987302	0.0331174728511173	0.0220783152340782	0.00781217674518135	0.00599781537226859	0.00588172387259944	0.00112139347183592	0.00107305633281863
"Sorex_minutus"	1.21464604047185	1.15731522220533	1.04636498713738	0.252961011961611	0.165191253351	0.149826543291683	0.114166788660996	1.05008355120107	0.0296112207466679	0.0297675817022015	0.016601297466487	0.0125921858579468	0.00837630049754063	0.00810698178559023	0.00754692839949036	2.27556471388961	0.834942188976286	0.461798648764117	0.220599937461294	0.268618486144612	0.200235079390575	0.106367592612889	0.136407518402739	0.0520392752242921	0.0480619953257613	0.0243305105719637	0.0546834783917525	0.0364556522611683	0.00682110156401888	0.00418384447867206	0.0041250724210728	0.000864220113934882	0.000742789268403225
"Apodemus_uralensis"	1.5066899537648	0.804263409087278	0.67114997833879	0.432124817760733	0.222145316643788	0.242121054323564	0.175022673584786	0.0388647272300017	1.05653449381301	0.039692487732197	0.0217116423760175	0.0131115770476252	0.0202924949914189	0.0104241895943105	0.00900907844852686	1.33356966083511	1.10336213070765	0.474084156338576	0.529984410528429	0.162899706803673	0.265693561528174	0.250367124093329	0.146627012671989	0.0782795508904224	0.216851264885309	0.0321532925658509	0.0717208232608925	0.0478138821739283	0.00798898615499621	0.00634466182592731	0.00668063544209413	0.00115236254706379	0.00126888200973814
"Apodemus_agrarius"	1.69945415351455	0.782935167742112	0.650339550745777	0.338473231165781	0.207234265348086	0.201632936989918	0.167586024402146	0.0403302719836278	0.0409728905622679	1.07085995493329	0.020352301598048	0.0122928533214304	0.0109143545663185	0.0106243769960368	0.00915556086745807	1.26543099544684	1.36234170917995	0.668947416775368	0.419577851434717	0.157701620023568	0.22257400260246	0.133946760948328	0.173990149327124	0.0699139568782091	0.0631320850599604	0.0301617910436454	0.070945981593293	0.0472973210621954	0.00753008798173023	0.00569967069819978	0.00556733713748828	0.0310894825625793	0.000993885507501721
"Sicista_betulina"	1.38410453764477	0.909508485314435	0.795008621622508	0.352119497157682	0.219522955111823	0.204227702075655	0.167337592994618	0.0480865167994797	0.0479153486919006	0.0435118172096199	1.02687588615101	0.0186089840129112	0.0164951315360452	0.0153195267195898	0.0145152916948004	1.64581447609376	1.05405425660143	0.439050502038399	0.498178709738261	0.183450448318243	0.208304531500416	0.196474149455131	0.117925651047247	0.0669920493188736	0.0650680612315238	0.0315895427370586	0.125582404363228	0.0837216029088186	0.00738730201622299	0.0054067207307491	0.00554449474859996	0.00126324630608574	0.00103395610910934
"Sorex_minutissimus"	1.12201668215271	1.10174354062875	0.961519248838361	0.313796689318332	0.189605053410769	0.18124633329828	0.123468516843927	0.0587635340037516	0.0466189406137784	0.0423420503293715	0.0299811409096902	1.02694146276365	0.0226010673043583	0.0218834541554595	0.0206301801656525	1.97230230018319	0.72940318615927	0.368030643175606	0.244808365322974	0.315808103917874	0.18357417724106	0.222114030408183	0.220338558829531	0.058107104238766	0.0624458300444436	0.0274508293519239	0.188228322092323	0.125485548061549	0.0070542864691266	0.00467084691460494	0.00486926167920199	0.00122928533214304	0.000921425841391903
"Apodemus_flavicollis"	1.3922793817758	0.739491793029388	0.609413579204612	0.517704825613433	0.185195188375395	0.272766716552916	0.148390273214962	0.0541237878302626	0.0999015138039082	0.0520530756239805	0.0367968318881009	0.0312937854983423	1.06676314729769	0.0290684778403451	0.0279155171877093	1.18232810879994	0.87631947622446	0.447906596872471	0.314744326573541	0.153174230537682	0.222467033569882	0.170040688942734	0.123306924449225	0.0860155162375489	0.667285600104443	0.0274076177681102	0.263895647703587	0.175930431802391	0.00826944313066446	0.00698131026110991	0.00773775665883855	0.00151121832456718	0.00152017730196464
"Micromys_minutus"	1.4263199501032	0.842536972079083	0.68921673714165	0.335083929825092	0.202482377283906	0.232099703739572	0.176671816209778	0.0619078609081436	0.0606498303668973	0.05988285215948	0.0403878431698276	0.0358092886180246	0.0343536556294988	1.03432916307255	0.0314259144301398	1.30128778531091	1.02955193655338	0.452194671803214	0.290651254800589	0.169161212684036	0.382076670953082	0.13681250371024	0.285792048352627	0.0669754741833687	0.0772309793712469	0.0294378538492592	0.29680856877625	0.197872379184167	0.00744193039246316	0.0054777791068157	0.00534658857794053	0.00173853441753329	0.000983933236028259
"Crocidura_suaveolens"	1.29612329616696	0.902523092042417	0.800510377083078	0.311927454975638	0.200177269821535	0.19345287364456	0.156512716440697	0.0704379983952434	0.064064557856191	0.0630716415313778	0.0467714954610235	0.0412603603313049	0.0403224137155801	0.0384094509701709	1.03759289630107	1.61563970619156	1.01414963161396	0.416421696143807	0.272736496379289	0.184926776241254	0.201726724194557	0.129043680139534	0.121168470826142	0.0610798563928521	0.0765227344998723	0.028933935366827	0.356924667542433	0.237949778361622	0.0069706497335441	0.00494352419268521	0.00495672820780388	0.00183111217349161	0.000915937061918995
