"Lagurus_lagurus"	"Allactaga_major"	"Allocricetulus_eversmanni"	"Alticola_strelzowi"	"Spermophilus_erythrogenys"	"Clethrionomys_rutilus"	"Cricetulus_barabensis"	"Microtus_oeconomus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Apodemus_agrarius"	"Sicista_subtilis"	"Allactaga_sibirica"	"Microtus_gregalis"	"Ctenophthalmus_arvalis"	"Mesopsylla_hebes"	"Pectinoctenus_pavlovskii"	"Frontopsylla_elata"	"Citellophilus_tesquorum"	"Callopsylla_caspia"	"Neopsylla_pleskei"	"Amphipsylla_primaris"	"Pectinoctenus_nemorosa"	"Amphipsylla_rossica"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Ophthalmopsylla_volgensis"
"Lagurus_lagurus"	2.88939101921788	0	0.965956936087319	0.125938548834104	0.553354638489127	0.151676262913612	0.224019407777456	0.140075729095184	0	0.0927085245465799	0.0318870084427727	0.0784712812974346	0	0.00967853803537583	2.83833051737	0	0.622276132715156	0.145178070530637	0.461929677402177	0.0755631293004622	0.411648463985948	0.0620198934437485	0	0.0633853555525606	0.0421617111632217	0.0143491537992477	0
"Allactaga_major"	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0
"Allocricetulus_eversmanni"	1.3398757500566	0	2.44829310899111	0.0916399592732433	0.422380135539259	0.100252963037622	0.567794641615613	0.128261329075399	0	0.0628651298260136	0.0216224013414314	0.0737216752117124	0	0.00645080076883902	1.83902192643578	0	1.57720733782115	0.0967620115325852	0.617048897657214	0.054983975563946	0.421088308275734	0.0463974001606191	0	0.0460125476610421	0.0285896195514482	0.00973008060364413	0
"Alticola_strelzowi"	0.361023839991097	0	0.189389249164703	3.54352376549268	0.262141008390527	0.722367075623081	0.04392211065759	0.0270766103773509	0	0.0245658853534226	0.00844941279671861	0.0158145414085758	0	0.064884395481091	0.542319979117795	0	0.12200586293775	0.973265932216366	0.0996641121874431	2.12611425929561	0.0732841220897043	0.760991912721426	0	0.0242216875739892	0.0111720013645502	0.00380223575852337	0
"Spermophilus_erythrogenys"	1.69958924678803	0	0.935270300122644	0.280865366132707	1.56631455236667	0.167918959554672	0.216902732324683	0.133064150595391	0	0.129377339255208	0.0444992122279059	0.0777382322069005	0	0.0116178031620247	2.51884061071181	0	0.602507589790785	0.17426704743037	0.522432047701388	0.168519219679624	0.372234868913067	0.159673376682869	0	0.139504851571563	0.05883784727912	0.0200246455025576	0
"Clethrionomys_rutilus"	0.543506608773776	0	0.258986821180524	0.902958844528852	0.195905452813784	3.02127419372722	0.0600627959027174	0.037415426459424	0	0.028770673737994	0.00989564574427817	0.0218411832276601	0	0.182540248640607	0.836919350501136	0	0.166841099729771	2.7381037296091	0.118190618709875	0.541775306717311	0.0940343132990545	0.202215279317659	0	0.0212251240879986	0.0130842427063234	0.00445304058492517	0
"Cricetulus_barabensis"	0.963283453443061	0	1.7601633890084	0.065883165986385	0.303663825254556	0.0720753550832609	1.88749733110235	0.0922115472346807	0	0.0451959365317198	0.015545099189254	0.0530010860249885	0	0.004637705878189	1.32213706545531	0	2.46527036417319	0.069565588172835	0.443617994469536	0.039529899591831	0.302735085535513	0.0333567107663623	0	0.0330800268687373	0.0205540755946802	0.00699529463516427	0
"Microtus_oeconomus"	1.72093038602655	0	1.13602891466782	0.116042615902933	0.532256602381565	0.128281462146596	0.263461563527659	1.16252140328668	0	0.0802105764501695	0.0275883511357271	0.0875894914308386	0	0.0082465277802983	2.35853955091923	0	0.731837676465719	0.123697916704474	0.694719928715603	0.0696255695417596	0.592663659949724	0.0585854452070022	0	0.0582796688024371	0.0364779309461281	0.0124147580110772	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0
"Microtus_arvalis"	1.32882218516765	0	0.649606341535474	0.122829426767113	0.603760916524303	0.115082694951976	0.150653121772399	0.0935790058585312	0	1.58984592157388	0.546825985764264	0.0546347152649139	0	0.00751757955634186	2.03332952280019	0	0.418480893812221	0.112763693345128	0.308963825454146	0.0736976560602679	0.240134990484823	0.0646073813976561	0	0.515766978248726	0.723025470066083	0.246071693593919	0
"Apodemus_agrarius"	0.685570681519614	0	0.335147220792187	0.0633705959753896	0.311494485595341	0.0593738744656691	0.0777254959462698	0.0482796144875225	0	0.820238978646396	2.82989111367456	0.0281873371748919	0	0.0038784964590044	1.04904262004341	0	0.215904155406305	0.058177446885066	0.159401718864878	0.0380223575852338	0.12389130082338	0.0333324706573895	0	0.266096339096477	1.51952269474747	1.27345100115355	0
"Sicista_subtilis"	1.68713254789484	0	1.14268596578154	0.118609060564319	0.544167625448303	0.13104709936596	0.265005430124942	0.153281610003968	0	0.0819520728973708	0.0281873371748919	1.10266441693973	0	0.00842472854097205	2.40910258440292	0	0.736126194791506	0.126370928114581	0.892907382284204	0.0711654363385912	0.331757420430811	0.0598901072116121	0	0.0595678263623164	0.0372699235979126	0.0126843017287013	0
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316
"Microtus_gregalis"	0.416177135521161	0	0.19997482383401	0.973265932216365	0.162649244268346	2.19048298368728	0.04637705878189	0.0288628472310441	0	0.0225527386690256	0.00775699291800879	0.0168494570819441	0	1.19820868052776	0.639548478139736	0	0.128825163283028	2.97313020791647	0.0925272111121141	0.583959559329819	0.0730406571972865	0.214841868611259	0	0.0172218444465299	0.0102564684138116	0.00349064681310395	0
"Ctenophthalmus_arvalis"	2.16014534950283	0	1.00902087999131	0.143978755517999	0.624137496459565	0.177752782407321	0.234006560257577	0.146104219968448	0	0.107964399440718	0.0371342520369348	0.085277967589484	0	0.0113194420909688	3.34222105164061	0	0.650018222937713	0.169791631364532	0.444986780316936	0.0863872533107992	0.361071700465002	0.0703586634311803	0	0.0725124446046158	0.0490997332488361	0.0167104134166206	0
"Mesopsylla_hebes"	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_pavlovskii"	1.07031494827007	0	1.95573709889822	0.07320351776265	0.33740425028284	0.0800837278702899	0.986108145669277	0.102457274705201	0	0.0502177072574665	0.0172723324325044	0.0588900955833205	0	0.00515300653132111	1.46904118383923	0	2.73918929352577	0.0772950979698166	0.492908882743928	0.04392211065759	0.336372317261681	0.0370630119626248	0	0.0367555854097081	0.0228378617718669	0.00777254959462697	0
